look: 4 | smell: 4 | taste: 4 | feel: 3 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.75 | overall: 4.25 L: Slightly hazy amber color, three finger white head, nice lacing, good carbonation.    S: Hops, malts, yeast.    T: Hoppy, malty.    F: Light bodied, extremely drinkable and refreshing.    O: Pretty good APA.   
look: 4 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.75 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Been drinking this beer for awhile, however when I found it on base in Korea I was over joyed. Sure back in the States you have an unlimited varieties of craft beers to choose from. However, when you are in a place where Bud is the best you can get you will enjoy one of the Founding Fathers of the craft beer movements even more.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 A balanced classic that's a benchmark for the style but ultimately nothing special in 2018. It has a vaguely macro lager-y feel to it even though it's nicely hoppy, with citrus peel notes. Balancing caramel malt. Tastes like a hoppy Yeungling.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 One of my go to IPAs. Balance of hops is perfect! 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 2 | feel: 3 | overall: 2.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 4 | taste: 5 | feel: 4 | overall: 4.5 Can’t judge the look I drank from the bottle. The taste is phenomenal, subtle hop flavor makes it a dream for people starting out on ipa’s that don’t want to jump into full bitterness. Would be great as an every day beer just sitting outside after mowing the lawn. One of the best from Sierra Nevada that I’ve had so far.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 One of my favorite commercially available beers! Great tasting and drinkable beer, best of all . . . it is available at my local grocery store for a very reasonable price.   
look: 3.5 | smell: 3.75 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Pours a clear, deep gold/light amber coloration with a medium, fizzy head. Smells faintly of biscuity, bready malt, with a certain graininess coming through as well and the merest hint of citrus and pine. Taste is a good balance of biscuity malt and citrus hops, with just a hint of pine coming through and an underlaying grainy and slightly flowery note. Finishes with crisp, light/medium bitterness. Smooth mouthfeel with a light/medium body and medium carbonation. I wasn't gonna review this as first, as my bottle is a good six months old. However, reading the other reviews and knowing that SN are actually masters of brewing beers that keep well, I feel that the beer is actually supposed to have this slightly understated malt/hop presence, which is kind of typical of a classic, old school Pale Ale, I suppose. It's well balanced, crisp and easy-drinking, but lacks a certain bite and doesn't really seem that special. Maybe it really is better fresh, who knows. EDIT: Having an 11 week old bottle now and while it does have that understated aroma/flavour to it, the citrus notes do seem somewhat more vibrant than I remember them.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Crisp, fresh beer. A bit of a head with great fruity smell and taste. An excellent, everyday beer after work in the spring or summer. Not at beach, but on couch or porch.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 Sufficient head, foamy and white. Hazy in the light. Clear consistency, light on the tongue with the aftertaste of Wheaties—ah the best. Crushable and delicious!   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 strong body, smells of bread, notes of malt, look of amber. It's a fine pale ale through and through, and at 5.6% it's a relaxing, comforting beer to kick back. Leaves a bit small of a head for my taste but that's really the only big complaint I can drum up. Great beer.   
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Hands down the best pale ale, cleanest tasting beer... 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 at least sustainable end 2018-05-10 aroma and taste of lime, soft citrus perhaps grapefruit, pungent bitter as in co2, wet / dry in the aftertaste, nice   
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5 just brilliant 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 4.5 | feel: 3.75 | overall: 4.5 
look: 3.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.5 You can find this beer at any bar anymore. One of my all time favorites. Hoppy but not to hoppy. 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 Perfect balance of tastes. One of the best! 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 Props to such a great beer for many decades. You can't go wrong with this one.     It is well balanced, smooth, easy to find, and priced right. Excellent Job !!!   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 Bottled 1/16/18, consumed 3/10/18    Poured crystal clear deep amber with a small head that left a little bit of lacing.    Aroma is most toasted bread, very up front and dominating. Some malt notes, maybe a bit of spices faintly, but I didn't really get anything related to hops.    Taste follows aroma and is all toast. Very old school, other end of the spectrum from a lot of hoppy pale ales these days. Slightly more spicy notes. There is a prevalent funkiness in the yeast or something that is not found in a lot of pale ales or IPAs these days (except Belgian ones obviously). I honestly didn't get much fruit, pine, or other hop notes.     Mouthfeel is medium, pretty refined feeling, good bitterness.    Overall, more bready and malty than I'm looking for in pale ale. I can easily see why this has been a timeless classic; that being said there are quite a few other more hop-forward, year-round pale ales these days that I prefer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Poured from bottle to pint glass. Copper color and a nice few fingers of foam. Balanced in every respect: not too sweet or bitter, but crafted in a way that the malt is clearly delineated from the lemon zest/grapefruit/piney hops. Clean finish.   
look: 5 | smell: 4.5 | taste: 3.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Pours a lovely clear gold. Fruity nose, notes of citrus and bread, light caramel.Nice and complex. Spicy dough, subtle hints of fruits. Nicely balanced, full, smooth body with good carbonation. Deserves to be a staple.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 5 Poured from a 12oz bottle into a tulip glass  about a 3 finger white head that fizzes out but remains strong.   Great lacing  This is the beer that got me into craft brews. This is my go to beer. Hoppy, easy drinking, readily available. Love how refreshing it is especially for those hot hazy days here in Puerto Rico. LOVE THIS BREW!!!!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 This is the first pale ale that I have had and I have grown accustomed to the hoppy bitterness that this style of beer brings to the table. I prefer not to drink IPA's & Pale Ales quite often because of the hoppy bitterness. Once in a while a nice juicy pale ale hits the spot especially in the warmer months. Cheers! B   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 2 | smell: 2 | taste: 1.75 | feel: 2.5 | overall: 2 Malty overproduced swill IMO, why is this rated so high? Couldnt find any Centennial 15 packs so had to settle with this on a budget, only 1 month old but tastes way older IMO. I think that this beer sucks, as classic and old school as it may be.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3 | taste: 2.5 | feel: 1.5 | overall: 2.25 
look: 3.75 | smell: 4.25 | taste: 5 | feel: 3.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 My go to beer if I am trying to play it safe and just crack a few beers with some friends. 
look: 3.5 | smell: 3.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.25 | smell: 3.5 | taste: 4 | feel: 4.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 4 | overall: 3.25 **  05/14/12    Bottle to pint glass.    AROMA: very light hop and barley aroma  LOOK: light copper appearance; small, but creamy head  TASTE: whole wheat/oat/grain flavors, hoppy finish.  FEEL: Creamy and well carbonated. Good balance.    Went well with my seafood dinner.    **   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Don't know of a better pale ale. Perfect for the style. 
look: 2.75 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 3.75 Looks like a light lager with medium body. Excellent carbonation. Smells like light cascade hops. Tastes like hops but easy to drink. Nice crisp lager easy finish. Easy to drink a 6 pack but not as bad as commercial light lagers. My least favorite from Sierra Nevada but still not bad.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 2 | feel: 2 | overall: 3 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 12/25/17: 12 Ounce Bottle @ The Cosmopolitan $1 Tip playing video poker. Had this beer dozens of times, never knew I haven't rated in the past. Amber pour with white head. Beautiful hops aroma, love the aroma and taste. Nice balance of hops and malt, bitter and pleasant. Very solid mouth feel, carbonation holds well, firm going down. Overall very good Pale Ale, well done Sierra Nevada!   
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 4.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 IBU 38 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 3 | taste: 4 | feel: 4.5 | overall: 4 That’s a great pale ale 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 From 12 oz bottle, packed on 10/05/17. Pours amber with the nice white head. Good lacing. Nice aroma of hops. that quickly disappears after a bottle is opened. Medium body, well carbonated. Average pale ale.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3.5 | taste: 3 | feel: 2.75 | overall: 3.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 3.75 | overall: 4.5 This beer is true to the style of IPAs. It's not too hoppy like a lot of other American IPAs.. Poured into a standard pint glass, I got a finger of head with moderate carbonation. The smell is beautiful with cascade hoppes being the most prominent. When you drink it, you immediately notice the hop profile along with a good balance of malt backbone. The finish is a light bitterness from the cascade hoppes that leaves fuji wanting another sip. If someone were to ask me what is an IPA Style Beer this is what I would show them! All around fantastic go to beer year around.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.75 Outstanding beer. Extremely well balanced--all components of the flavor come together and form a smooth synergy, nothing in particular stands out. The mouthfeel is full and creamy (simply taking swigs from a bottle generates a thick head inside of the bottle) while the beer still manages to be refreshing. Maybe the most easy drinking beer I've ever had.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 what an APA should be . perfect balance.   color Deep golden lacy head  smell - grassy citrus and malty  taste - if i could have just 1 beer for ever this would be it  feel - full body yet light   overall - just great   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 This has been my goto beer for about ten years. I'm a hop lover and it seems that even in the store where selection is slim, you can still find Sierra Nevada.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 Clear amber color,medium body and carbonation. Aroma is subtle,grain,malt,yeast, as well as citrus and pine but all well balanced. Taste is identical,very easy to drink beer,goes well with all kinds of food as well as just having a few to relax   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Tried nearly every Pale out there and nothing beats SN. 5.6% is a great bridge between IPA and PA and they do this beer impeccably. 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 A true classic of the craft age. Always a solid beer. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pint on draft at Hella Good in Portland, Maine.    Appearance: Pours a slightly hazy, amber/gold type color with a short, frothy white head.    Aroma: Clean and fruity. Some pine and hop. Maybe apricot, grapefruit.    Taste: Follows nose. Really a terrific pale ale - pops with fruity flavor and hops without being even slightly overpowering. Grapefruit's there, some more citrusy taste is there. Faint winey type note.    Mouthfeel: Super drinkable. You just want to drink this all day.    Overall: A classic beer. Template for a lot of much more expensive beers, and it's better than most of them.   
look: 4.75 | smell: 2.25 | taste: 3 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 2 | smell: 2 | taste: 3 | feel: 2 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 a classic. 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.75 This is a solid pale ale. It’s one of a few “go to” pale ales for me. Several of our convenience stores in my city keep this on hand regularly. When I can’t get to the craft beer shop the next town over, I usually grab a 6-pack of this. Beautiful golden color. It has a nice pine-citrus aroma. It has a citrusy taste with a wheat finish. It has a pleasant lingering aftertaste. It has a great feel as you sip (or chug). Sierra Nevada pale ale is a solid choice for an everyday ale.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 bias comes from being a Chico State Wildcat but all-time favorite beer hands down. perfect for every occasion 
look: 1.75 | smell: 1.5 | taste: 1.25 | feel: 1.5 | overall: 1.25 
look: 4.25 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 An amazing fruity smell right off the bat, with your avarage pale ale colour. The taste is equally impressive. Overall feel is excellent. Worth every penny. Definitely a must-try for a true beer connoisieur´.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.75 This certainly is a gentleman of a beer! All the flavours experienced come out sequencially every time. Pours a dark orange/amber with a small/med head. The carbonation is very present and inviting through a glass. Nose has citrise and the floral cascade hops come through very well. First off, there's carbonic bite, followed by citrisey, orangeyness. Then a malt sweet followed by a distinct drying bitterness that almost begs you to enjoy this slowley. There's not a ton a body but certainly a ton going on from start to finish. Which is why I will continue to drink this ale as a go to!   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 The beer has a thick white head. The colour of the beer is amber.    The taste is pine, citrus and malt. All of it is nicely balanced.    The beer is medium bodied and the finish crisp.    Just a delicious brew.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Perfect pale ale 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 3.75 | overall: 4 javascript:void(0); 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Amber color with a little bit of haze. Very nice one-finger head that lingers and laces nicely. Subtle, complex hints on the nose of pine and citrus. Taste is very balanced, nothing really jumps out on the front palate. The finish is really good and complex, just like the scent. Deep, lingering flavors of pine, grapefruit and freshly-turned earth. Complex beer that I enjoyed.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 5 | feel: 3 | overall: 5 This is my all time favorite beer and my go-to beer when all else fails. I am biased towards this beer because I have hauled many loads out of their Chico brewery over the last 18 years and they have always been exceptionally nice.     Sierra Nevada Pale Ale is the quintessential example of its style.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Served from tap into a conical pint glass at Red Rooster in Cutchogue, NY.   A: Pours a clear, inviting amber to light copper color with a one inch head, solid retention and elaborate lacing.   S: Bouquet of lemon citrus and pine overlay and caramel maltiness.   T: Elements of palate follow nose, but caramel malt backbone predominates. Bitterness nicely subdued, but contributed to complexity and crisp finish.   M: Light to medium bodied. Solid carbonation.   O: At or near the top of the style. Subtle and complex.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 An excellent pale ale. A nice, rich golden color. Lots of flavor, but light and easy to drink. I can drink this all day long. Available in almost every store.   
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 This beer marks the best balance between malt and hops. Yes, the hops are prevalent but it’s really the malt backbone which takes the cake. Beautiful amber coloring with enough bubbles to make it look like you’re drinking a real beverage.    This beer does an amazing job hitting a slightly higher than 5.0 abv while also being full flavor and not watery. One of my all time faforties.   
look: 4.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 abit flat. nice hoppy mouthfeel 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This beer was delicious. Highly Recommend it to APA lovers. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 4.25 | taste: 4.25 | feel: 3.5 | overall: 4 L-golden in color. Not much cling.  S- impressive hop notes spanning pine and citrus flavors  T- same hop notes from the aroma. But it's backed up wonderfully by a caramel malt backbone. Hops still are the predominant flavor but balance is welcomed in a pale ale.  F- light to medium bodied. Good mouth feel.  O- I love the balance in the pale ale. Hop flavors are solid but the malt notes really make it.   
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
