look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Dark for an ipa but interesting taste. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 This beer pours a rich amber with an average head. The aroma is dank and resinous, with pine, cannabis, caramel, and grapefruit pith. The flavor is much the same, dominated by resinous flavors of pine and cannabis, and highlighted by bitter grapefruit peel. The bitterness is nice and high, and well contrasted by malt. The mouthfeel is full, rich, and sticky. Overall this is a true classic IPA, with sticky, rich, piney flavors.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a 12 OZ bottle into a pint glass at Taco Mac in Peachtree City. The appearance is a slightly cloudy copper color with a medium sized off-white colored head. The aroma is citrus hops. The taste is similar to the nose, citrus and some slight malt in the background. An excellent IPA.   
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 The above ratings on this IPA are right on with my assessment. I only wish this was a choice where I get my beer. This was a gift from my beer distributor bro' . Hint, hint.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 3 | taste: 4 | feel: 4 | overall: 4.5 Poured into a snifter from the bottle.     L: Pours Light amber with a slight head and visible carbonation rising up  S: Very bright and citrusy aroma, a little bit a malt   T/F: Very smooth with some sweetness and bready taste with a lingering bitterness. Some pine in the front with pretty solid carbonation     Overall a very solid beer, it is very easy to drink and does not bash you on the head with lots of bitterness, something that is often overdone in this style. Would gladly drink again.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Had many times... this particular tasting was poured from a 12 oz bottle into a Dogfish tulip. I've always been a fan of the devil du hops artwork.    L: Clear copper/caramel pour. Thin off-white head. Spotty lacing.    S: Rich and biscuity grains... pungent pine, grapefruit, and herbal hops.     T/F: Follows the nose. Caramel malts and grains which lead to a big bitter hop profile. Grapefruit and pepper... resinous pine, and a bit herbal. Very assertive... reminds me of baking. Medium body and solid carbonation. Finish is spice and pepper which lingers on the palate.    O: One of my first favorite IPA's, and just as good now with a belated re-visit. I tend to hit Dirtwolf more frequently but you can't go wrong by hitting up the classics. This was the beer that made sitting at Phillies games a joy.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 12oz bottle poured into a Roundabout Brewing tulip glass:    Look: Pours an amber color with about an inch of head. Lacing is present with decent retention.    Smell: Very strong malt backbone with some sweetness present on the aroma with citrus and hops present as well.    Taste: Notes of citrus and pine are present but I wish there was more. Sweet malty finish along with some bready notes. Definitely not the hop devil as the label indicates.    Feel: Medium bodied.    Overall: Very solid IPA from Victory. Wish this had a bit less sweetness and malt and more hops so this could be the devil as the label indicates. I would definitely pick this up again though and consume.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 -deep amber, clear pour. Aroma is pine hop. Strong hop punch is paired with a rich malt back. The finish is clean and there are no off-notes, a solid IPA.   
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 3.75 Is it unfair I ultimately knock this for untruth in advertising? Because I do. To me, "hop devil" says blast you in the damn face with hops, and this does not. Poured from a bottle into a pilsner glass.     Looks beautiful. Amber red, full head. Nice lacing as I drink it.    Smells of malt, and in fact a nice sophisticated malt smell, light hops, there's some biscuit in there but what do I know, I have slight cold.    As a dedicated hop head, here is my beef: to me the malt is much stronger than the hop. Now, that's wonderful if you don't call your beer HOP DEVIL. It's a very light hop and citrus balanced with the malt. Call it something else and I would be raving about it. Twenty years ago and I would be raving about it. But today you kind of expect something else when promised the Lord of Darkness Himself of hops. That's why I have to knock down the overall score, it is not what is promised, although it is very good as a beer in and of itself.     Feel is about right. It's lightly carbonated, slight oil and dryness on the finish. I could drink six of these. Refreshing.     Again, I temper this review with my thoughts on the name. I don't think that is unfair. A real hop head will not be getting what they think they are with a name like that. But this is a damn fine beer, very balanced, very drinkable, very satisfying. I would drink this again, and I would drink a six pack of this. Just know what you are getting and you will pleased: a very balanced almost malt heavy AIPA.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 Had forgotten how well balanced this eastern style IPA from Victoty was. Malt finish is near perfect and a nice change of pace from West Coast style I typically find available in Oregon. Balance adds a richness to the taste/feel of this fine IPA   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 Look- Dark golden to amber with a light tan head  Smell- Hops and citrus with a nice malt and wheat complement  Taste- Complex. Hops are balanced out with a sweet malty finish.  Feel- Light-Medium bodied despite color and malty finish.  Overall- Fantastic beer. The hoppy citrus flavor is balanced out by a sweet malty finish. Definitely worth a try and could be a go to brew.   
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 3.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pours a clear copper with a finger of off-white foam. Smell and taste is what you'd call balanced--spicy hops in equal proportion with sweeter malts. I first had this back in the late nineties when it seemed like a more radical brew. It's still good though.   
look: 3.25 | smell: 2.75 | taste: 3.5 | feel: 3 | overall: 3.25 Malty aroma with some apricottyness coming through also...    Complex taste with multiple layers...an initial malty bitterness followed by a more fruity orange peel and apricotty bitterness.    Very good overall balance, works well   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 81/100 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 One of my go to IPA's. Victory is our most well known Micro here in the Philly area. Like the smell of this beer. It's got the citrus but there is a more malty smell mixed in here. Not the bitter devil you might think, the taste has some citrus with a nice malt balance with some very slight bitterness. Feel is quite carbonated with a wet lingering citrus/malt taste.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 Pretty decent. A bit flat but nice carmel/malt tones with a copper appearance. Nothing that jumps out to say "wow" but quality is evident. Not sure if this is the same as the Hop Devil Ale which is also on BeerAdvocate, but seemingly gets much better reviews. Hmmmmm....   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.5 its a new brew from Victory .......cause like an I PHONE .......they had to change the grain bill.  WHO thinks that was a great idea ???? ...I DO !!! 
look: 4.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 Great, not too bitter 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Paid $1 per bottle on clearance at my local shop.    A: Dark amber to copper.  S: Citrusy, grapefruit and orange. Hints of pine.  T: Citrusy and hoppy, but not overly so on either. Hints of malt.  F: Smooth with a very citrusy, smooth aftertaste, not bitter at all.  O: A really easy-drinking IPA that goes down well on a warm afternoon. A steal for the price.   
look: 4.5 | smell: 3 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 3.75 | taste: 4 | feel: 3 | overall: 4.75 An excellent ipa, but try their Dirt Wolf if you are after a richer Dipa and want a worthy substitute to some much higher priced and more difficult to procure beers like those of VT.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3 **  08/12/2012  Grapefruit, Orange Peel, hops, hops hops.Dark Yellow/Orange.Nice strong hoppy, but drinkable beer.  Citizens Bank Park, Diamond Club, Bottom of the 3rd: Phils 3, Cards 2.    **  01/02/17  Bottle to Chilled PIlsner glass, Red Robin.  **   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Beautiful dark Amber look with a small head.   Really nice malt to support the hop flavors on this guy. Plenty of hops and citrus flavor that is not overwhelming at all. A really nice balance overall. The malt was much more prominent than I expected, but I was not disappointed.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.75 Ah, Lucifer, how I have missed you.    As I drink this sassy IPA once again, this beer reminds me of... believe it or not, a chihuahua.     This beer has the label, promise, and attitude of a dangerous bite of hops. Although this is not a nuclear explosion of hops as expected, this is a phenomenal IPA.    An attractive amber, ever so slightly cloudy/red pour, a minimally discolored pretty head rests at one inch or less.    This beer has a respectable citrus kick that immediately floods the mouth. You feel the intensity that tries to breath through. It's not quite the devil that it proclaims, but still a taste that leaves you smacking your lips and reathing through the mouth to enjoy the strong hop accents that try to punch through this bold, summery (and dare I say..playful?) IPA.    It has the attitude and initial punch of a triple IPA, but quickly forgives with citrus and summer character. One of my favorites.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Poured from tap at chickie and Peres in Philadelphia airport. 2 finger head that disappeared fairly quick.     Initial taste was wondering whether it was an IPA because I did not detect very strong citrus hoppy flavor. Very well balanced with nothing specific standing out.     I like it. Very very drinkable.   
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 A darker than average color appearance for an ipa, this one even seems to have a little bit of light brown/tan color with burnt copper. The head is less than 1/3". The aroma doesn't pop. Seems like a lager bill hopping.     A good amount of toffee/caramel like malt impressions. The hops just aren't cutting it though given the label and beer name. If you wanna go malty, this might be up your alley.   
look: 3 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 malt & hop - very nice. not too thick. nice pour and foam. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from a 12oz bottle into a tulip glass:    Appearance: dark copper, with a slightly reddish tint in different lights. Pours a plenty thick head, with an off white color to it. Lots and lots of sticky lacing while drinking. The body is mostly translucent; maybe a touch of haze to it.    Aroma: kind of disappointing....some bitter hops, some malty sweet notes, maybe a smidgeon of citrus underneath. Definitely more of a "classic" IPA in its scent.    Taste: thankfully, this beer hasn't aged badly at all despite not being en vogue at the moment. Packs tons of hop complexity and is perfectly balanced and delicious. Begins lightly sweet, with some nice citrusy and dank notes, and finishes piny and bitter. Moderate malt backbone doesn't overwhelm or over-sweeten the beer.    Feel: silky smooth and full-bodied for a less than 7% IPA, this drinks super nice.    Overall: everyone reminisces about how this was their go-to before the recent hop haze and juice revolution, but this beer is still fantastic.   
look: 4.25 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 For years, this was my go-to beer. Remember being blown away by the hops when I first tried it at Bob and Barbara's in Philly around year 2000. Today, it's not all that outrageous, but you've got to respect your elders and appreciate the classics.    Pours a nice copper color with an off-white head that leaves decent lacing. What I get in the aroma these days is actually a wallop of malty sweetness, but there's fairly grapefruit-ish, earthy hops in there, too. These hops continue to the taste, with a strong malt balance, that's somewhat nutty in character. Medium to heavy bodied for an IPA.    What can I say? The newcomers have surpassed it in the decades that have followed, but this is still a damn good beer. Thank you, Victory.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5 Disappointed. Dank. Flat. Not enough hops. I'm sort of a Philly guy. Looked for years w/envy at Victory's rep/price. When I tried it, really bad compared to west coast hoppy IPAs. Maybe fresher it's better, but due to my location, why is a west coast IPA fresher than a Philly IPA?   
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 poured from a 12 oz. bottle marked best by oct. 2016  clear amber, tan head, frothy  estery bouquet, earthy sweet tones, not very pungent  real smooth hop bitterness.very subtle hop flavor  good medium mouthfeel, clean finish, not long   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours deep amber red with a creamy frothy off-white foam head. Smells like dark toffee, tobacco, caramel, brown sugar, molasses, biscuity cracker malts, black tea, apricot, grapefruity orange citrus, papaya, with herbal earthy grass and pine. Tastes like dark toffee, caramel, tobacco, molasses, brown sugar, biscuity cracker malt, grapefruit and orange citrus, papaya, apricot, tannic black tea, with dank herbal grass and earthy pine. Feels medium-light bodied, creamy with moderate low carbonation. Overall a real nice malty IPA.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Appearance: Pours a deep burnt orange color.    Overall: Hop Devil has a pungent hop aroma. The taste starts with spicy hops then ending with malt sweetness that has some cinnamon brown sugar that mixes in with a bitter grapefruit dry hop at the end. This ale has impressed me, this is the best example of the East Coast style of IPA.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 I'm shocked at the glowing reviews. The last half of this six pack hung out in the fridge a long time. Too light bodied, though heavy of malt flavor, drinks more like a blonde ale. The hops do nothing to Improve the recipe, and actually detract from an otherwise decent light ale.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 2.75 | smell: 2.75 | taste: 2.5 | feel: 3.5 | overall: 2.5 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 a: a light mahogany color with some pale orange and light ruby notes. large 2 finger solid, marshmellow-like tan head    s: apricot, grapefruit, orange peel, dry crackers, thick caramel malts, and fresh brewed black tea    t: nice balance between malts in hops in here. its actually a bit sweet upfront, then moves to some nice tea leaf bitterness. there is a large bready presence in here as well along with a nice citrus zest that lifts everything up. there is a little bit of pine and pineapple going on in the background. a touch of syrup as well    m: fuller side of medium. carbonation level is on the lower side, but it works with the beer    o: i'm a big fan of this. if you're into crazy hopped beers, this one may be a bit malty for you, but i think it strikes a nice balace. not too sweet, not too bitter. easy to drink, easy to enjoy   
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 A: Beautiful copper-amber with a tinge of ruby. Crystal clear and with medium carbonation. I didn't pour with quite as much gusto as usual since I was using a different glass from normal, but I got a finger of dense, creamy off-white head. Great head retention, I poured this baby up, let it sit for about ten minutes and it still had a thick film of foam across the top. Wonderful lacing, it just won't stop clinging to the sides of the glass.     S: Very good caramel creates the backbone of the scent profile. Sweet and malty like a good IPA should smell. Really 50/50 on the malt/hops ratio. I also detect spicy notes and some slight (emphasis on slight) estery scents, like banana. Some grainy notes come through but remind of fresh whole grain bread. Hops aren't huge on the nose, but don't really need to be. I get some resinous, deep notes, and as a whole it definitely edges on piney and general "dank" earthy tones, but there is a tinge of lemongrass.     T: Counterintuitive to what I expected on the smell, the hops are forward here. Malt does a great job of supporting and balancing the bitter and deep green hops. At first, the resinous, earthy flavors are very pronounced, but don't overstay their welcome. Medium bitterness overall. Malt is subtle, but I do get definite caramel and a little bit of a brown sugar flavor. Again, reminds me of fresh baked artisan bread. As the beer warms, the spicy, fruity flavors come out to play. Pepper tingles on the tongue toward the end of the taste experience.    F: It tastes like a DIPA but doesn't feel like one. Medium bodied overall, not something that I could pound down but it's crisp like any good IPA should be. Doesn't finish remarkably clean, but it has some astringency from the slightly higher alcohol content which helps give it a slightly dry bite after the swallow.     Overall: Easily one of the best beers I've had the pleasure of reviewing. Balanced, complex without going crazy, and overall a joy to savor. I don't have much else to say about this, I've already written an article.     To good health and good beer.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 It pours a deep amber, on the darker side of the IPA spectrum. The smell is fine, but nothing noteworthy. The taste is a little too sweet/malty for me. The hops are fine, but not especially assertive. They could definitely be doing more for the style.   
look: 3 | smell: 2 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3 | overall: 3.75 Poured from a chilled 12 oz. bottle into a tulip glass.  Appearance: Copper with a slight haziness, 1 finger head, a little bit of aeration.  Aroma: Orange, hops, pine, a bit of a lovely mango in the background.  Taste: Big hops, a teeny-weeny bit of bread/crackers, but no complexity.  Mouthfeel: some lingering bitterness in a nice way.    Overall: This is one of Victory's beers that got them attention and it's a lovely introduction to their line of hoppy beers. I hope they continue to make it for the next 30 years!   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 Pours a little darker that most IPA's I've encountered, looks like an amber ale. Has very little head very slight carbonation. Has that typical hoppy smell of an IPA. Initial taste is pleasant but gradually finishes quite bitter. If you like IPA's, this one's for you. The lacing is there but not all the plentiful as well.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 2.75 | taste: 2 | feel: 4 | overall: 2 ????? Victory's lack of consistency lately is alarming. It's as if this bottle was skipped when they were adding the hops. This tastes like a standard lager. Super confused. Bummed. Might cry. Keep this shit up Victory and I AM OUT   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bottle poured into glass stein.  A-Translucent dark amber, one finger head, pretty good lacing.  S-Floral, piney, sweet malt.  T-Sweet caramelized malt followed by medium hop bitter. Quite the pine resin flavor, in a good way. Bitter grapefruit notes linger.    M-Big carbonation, some creaminess, some astringency, clean & crisp finish.  O-Complex mix of sweet & bitter, well done!   
look: 3.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 Bottled   Burnished bronze body with fleeting white foaming white head   Real hop heavy aroma like mashed hops or week old grass cuttings kept moist  Marmalade on rye toast flavour  Good but not great   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 A- Pours a light copper/amber color with a slightly tan, mostly white two finger head.     S- Pine hops, slight caramel malty smell, some earthy notes.    T- Follows the nose, with the malts edging out the hop bitterness just a bit. Still, there's a definite punch of awesome hop bitterness in the finish with grassy, pine hops blending with the sweet syrupy malt flavors.     F- Very smooth, medium body without too much carbonation.    O- Excellent West Coast IPA, a classic for sure.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Victory Hop Devil IPA    L: Beautiful, perfectly clear red-amber with a tight, off white head. Good retention and great looking beer. 4.75  S: Floral hops and caramel malt. Nice combination. The sweetness in the aroma reminds you that this is a substantial beer. 4.25  T: Nice bitterness. The sweet, caramel malt balances it out and the floral hops add some spice. 4.5  F: Medium body and agressive bitterness give a big feel to this hoppy, malty ale. 4.5  O: It's so good even 20 years after I first had it. Balanced yet both the hops and malts get a chance to speak. This should always be in my house. This beer didn't stop being awesome because there are lots of hoppier beers available now ;) 4.5    Enjoy by: 7/2/2016   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 L = Light brown/brown.   S = Not a lot goingon here for me here, but maybe it's too cold. I get a little pine and resin, but not much.  T = Lighter than I thought it should be for an IPA. Not as much piney-ness as I would have expected.  F = Again, lighter here than I thought, but is still refreshing.  O = I actually really like this one because it's not as much like an IPA as the other I have tried. This one was considerably more mellow than others, which I liked, but it didn't seem as much an American IPA as it should be.   
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 4 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 I love this beer. A no-apologies hop bomb that you can taste 20 minutes after you've drank it.     Fabulous piney nose that gives you a hint of what's to come. Fabulous hops with just enough malt to give it a hint of balance. I first had this beer at the Philly airport and after that I visited the Victory taproom any time I came to town. This was the IPA that hooked me on IPA's and made me a hop head; and for that I thank you.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
