look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 Wow! Exceptional! Complex! 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Very tasty stout!    2018 version. 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.75 Must have, the coffee and barrel stood out, was very good from the bottle too, I should of tried it at a little warmer than right out of fridge though   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 So glad to try this one! Drive over an hour to get it on date night at Caliente Pizza and draft house.. Definite chocolate, Leah gets maple. Sweet as imperials go..   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Bomber from the store.    L: pours out a cool chocolatey brown to black. A strong copper colored head lasts on top. Thick lacing throughout.    S: chocolate loaded stout. Awesome high quality medium bodied coffee grounds. Delicious smelling all around, but a little more mild than I might have expected.  T: Awesome coffee. Great dark chocolate. Not too sweet. Perfectly balanced alcohol content. This one is WAY to easy. Phenomenal control over the flavors here.    F: Completely balanaced. The coffee notes up front open you up and they counter a light touch if maple sweetness. It washes even across the palatte and then leaves a crisp clean finish that allows for an easy and immediate return for more. The alcohol is fantastically held and yet still perfectly findable within this. Love it.    O:. Really really great. Straight forward and obvious and completely awesome. Nobody else has quite mastered the balanacing act that this beer pulls off. World class good stuff.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 From a bomber...Black with thick tan head. Strong smell has notes of bourbon barrel, smoke, and molasses with a nice earthiness. Dense body; smooth mouth feel. Sweet and deliciously complex, flavors includes chocolate and coffee, as well as maple syrup and bourbon. Lives up to the hype. Excellent.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.5 Pours near black with a light brown, foamy, head about a finger thick. Smell is coffee, maple, smoke, bourbon, vanilla, and brown sugar. Taste is coffee, dark chocolate, maple, bourbon, vanilla, smoke. Touch of hop. Creamy, full body. Beautiful beer, well balanced between the flavors. The sweetness of the maple doesn't overwhelm, adds to the coffee flavors. Fun beer to sip over a long period of time and taste the flavors developing.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.5 2017 edition poured into a snifter  A: Pitch black, 1/2-finger head that settles to a lacing  S: Very complex. Cocoa, coffee, toffee, maple, bourbon, vanilla  T: The cocoa turns into sweet chocolate, the maple is more prevalent and the rest of the aromas follow  M: Full-bodied, sweet, smooth, no alcohol  O: World-class. A very well made stout, tasty, complex and full of flavors. I wish it were just a touch less sweet but I think additional age will help that   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 SPECIAL.....Every time I think Founders has outdone themselves, they outdo themselves....this is so warm, so flavorful, so strong yet smooth, so Founders, and I’m tasting a 2018 in 2018....can’t imagine how aging this a few years could make it even better, but I’m sure as heck gonna give it a try.....find this......PS....RCM fell off his horse on my bottle.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 2018 edition, in 750ml format, served at refrigerator temperature, and allowed to warm up in the glass.    Rough notes:  I didn't pick up any of the maple character, but did get fresh espresso, strong barrel presence, and the chocolate malts. This is an even better version of the already great 2018 KBS. Glad to have finally gotten to try this phenomenal beer.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 I like the 2018 more than the 2017. Much more defined flavors...more maple goodness without being overpowering. 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 Approaching my 12-year anniversary on BA, so it's funny to finally get my hands on a bottle of CBS after wanting a taste of this beer since 2006 when I became involved in the burgeoning craft beer scene and BA website. And fitting now, after thousands and thousands of dollars spent on this "hobby," that I spend $27 on a 750ml bottle. Wish I could have shared it with someone, but alas, this will be used to distract from the stress involving a very important, life-altering result, potentially this week. Dated 10.08(?).18 with an 11.6% ABV; regardless, it's the 2018 release, surprisingly discovered in mid-November at one of my few go-to beer spots in Jacksonville, FL. Though it makes sense because Florida is a big market for Midwest beer now.    A stout cannot look better. Simple as that. Even my roommate, a Miller Lite drinking Alabaman, asked how a beer can be so dark. Aroma is massive barrel, wood, earth, booze, char, smoke, and molasses. You get some 'Grade B' dark/robust maple syrup if you really inhale. Flavor is similar, though a bit sweeter after all is said and done. The coffee and chocolate really show up when you let the beer breathe and come to room temperature. So complex, so flavorful, so intense! I really wish I could have aged this for a while to allow some of the booze and intensity to mellow out, but I justified it by telling myself it was already aged before being bottled. And the situation called for this beer to be consumed the same day I bought it. As smooth, viscous, and rich as a beer can be. This is serious stuff. Finishes strong with an incredible body and feel. Yeah, it's boozy, but I expected that. The hype is real. Simply stellar.    I haven't analyzed a beer this thoroughly, over such a long period, with so many inhales/short sips. Borderline nerd territory, which I had gotten away from for a while. But this is a special beer, which calls for a unique approach. Even as "fresh" as it is, this is a masterpiece. A 'pièce de résistance' beer; their magnum opus; the crown jewel of Imperial Stouts. One that truly defines the craft and the industry. And one of the few beers I'd want to drink before (potentially) closing out my experience as a beer snob.    Question, though...what happened to the Canadian Mountie on the label?? Looks like he was knocked off the saddle!   
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 A-Pours a nice solid jet black color with a slight head and some nice lacing.   A-Aroma has maple syrup, bourbon, coffee and chocolate hints  T-The taste follows the nose with subtle maple syrup, bourbon, coffee and chocolate flavors. The coffee becomes more pronounced as the beer warms up  M-A medium bodied silky smooth well balanced complex beer.  O-A very well done Imperial stout   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 Poured nicely, not much head on a gentle pour. Very dark, near black.     Smells exactly like I want this kind of beer to smell like.     Velvety mouth feel, not overly thick.     Cen really taste the coffee, not overly sweet and the taste lingers nicely. Great work founders.   
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.25 | overall: 4.5 L: Poured into a tulip. At first I got worried that I accidentally reached for the old jug of used engine oil I forgot to return to autozone. Thick, black and viscous. Poured a fine head with some big bubbles. Some spotty lace in the glass.  S: The nose to me is really nutty. Reminds me of a peanut butter, walnuts, ect. Its hard to miss the hints of wood/boubon. Very sweet, maple is certainly prominent, also get lots of chocolate syrup. Some hints of dark fruits as well. Overall the aroma is really inviting and delicious.   T: This is perfect for me. I really don't like handing out fives but this does it for me. Incredibly rich but balanced. I don't feel overwhelmed. Up front its creamy, a lactose sweetness. After this come the dark sugars. Some burnt notes, black coffee, well-done toast, ect. These play with more sweet notes, the maple syrup is prominent, Sweet chocolate or chocolate milk also come to mind. What's great flavor wise is the balance, there is certainly astringency and dryness but the sweetness balances it and makes it drinkable. No detectable alcohol, at least not overtly.   F: Certainly a fuller body, also definitely heavy but not like drinking sludge. Its quite easy to drink actually, which is dangerous given the ABV. Carbonation is apparent but pretty subdued by the body. Sticks to the mouth for sure. Astringency is observable but not a burden.  O: Reminds me a drinking breakfast, as you'd expect. Summarized as: like drinking boozy chocolate pancakes drenched in some of that great New England maple syrup (the real stuff!). My only qualm is the price, but you pay for quality and you certainly get it here.   
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 3 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.5 Stout glass pour at a small local growler house, only because they won’t fill this one. Like the original, but with a maple-hinted backbone, light coffee notes. Sweetness is so well-balanced with the rest. Sticky stuff. Really like a breakfast stout (KY) with sweet pancakes and coffee in a beer. The syrup taste isn’t overpowering, but the feel is so full. Very similar to KBS, but this I like a bit more, as KBS seems lackluster ever since my first impression of it roughly 5 years ago. This would probably age well, but I don’t feel like hunting it down and paying the premium. Actually I found it’s readily available in bombers but at $24 per bottle as I’m told, I’m torn on whether I’ll bite. Once is good enough. There’s lots out there now, but it’s nice to finally check a new rarity off the list.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Draught 8oz snifter at the Brass Tap here in Baltimore. Amazing looking, and the other components weren't far behind. Alas at this price ($11.50) I won't be doing this more than once a year.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 I dunno . . . This is certainly a tasty and very well made beer. 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours very dark, mocha head. Big maple and coffee aroma. Very very sweet. Lots of maple syrup, good amount of coffee, barrel flavor comes through on the finish. Medium to full bodied. Overall a fun beer, bomber format is overkill. 5oz pour was perfect.    11/8/18  Draft at Top Hops, NYC, 2018 vintage  4.25 rating   
look: 4.5 | smell: 5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 Absolutely tasty. The barrel aged notes are not overwhelming and everything comes together quite beautifully. 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 CBS 2018    A: coffee, chocolate/mocha, vanilla, caramel, maple syrup and lightly roast malts. Nice and well balanced    A: black with low carbonation. Medium brown cap that falls to a slight covering.    F: nice blend of coffee, mocha, maple, and roasted malts. Good blend and balance of sweet, roasty, and bitterness.     M: full body and creamy. Finishs balanced with a lingering coffee mocha flavor.     O: very nice beer that’s well put together. It doesn’t give me as much barrel aged flavor as I expect. overall excellent but over priced.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Maple, bourbon, candied nuts all there with a hint of charred oak, That is just the nose. Taste is equally inviting. Very top level beer with an over the top after taste. Nice glad I was able to try.   
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4.75 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Aroma of rich dark chocolate. Mild bourbon wafts among delicious nitro cold brew coffee. Since I know there is maple in it-sure it's there with vanilla extract and welcomed. Taste of a near perfect blend of maple, chocolate, dark roast coffee and vanilla. As it warms the sweeter it gets. Nothing remotely bitter. Smooth as all get out. Feel is lighter than most bourbon coffee stouts but nonetheless works well. Overall I like the lighter feel of such a welll developed stout. By the way, goes sinful with fresh powdered donuts. Outstanding!   
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 Awesome deep, dark color. Aromas are bold with all of the mentioned ingredients with the emphasis on heavy malts and coffee. Taste is fairly well balanced with bitter chocolate, roasty coffee and just enough maple not to be too sweet. This was a 2017 and I am sure the maple has diminished somewhat and that is not a bad thing. ABV is a player from the start and continues to the end, pushing the limits but not quite hitting the top. Mouthfeel is thick and coating and the alcohol singe and bitter chocolate become more of a player as the beer warms even more. Finish is slightly bitter full of coffee and leaves with just a touch of maple. I was way too hyped to try this one and I feel the hype let me down just a tad.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 This has just about everything I like in a barrel aged stout in perfect proportion. Chocolate malty flavor, check. Vanilla and oak with a slightly boozy bourbon backing, check. Coffee, check. I love a bit of sweetness and that's there too thanks to the maple. Looks dark as night with a thick brown head. That fades into a nice bubbly ring. Smells awesome with chocolate coffee and bourbon. Taste is the same with a sweetness that balances the bourbon bite. Feel is full and smooth, but enough carbonation to clean up the taste buds. Overall, worth the hype (and the price). Fantastic all around.   
look: 5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 Bottled on 10/01/18.  Enjoyed on 11/04/18.  L. Black with a big frothy head which lasts several minutes down to a bubbly patch and leaves a frothy lacing. Looks pretty thick.  S. Dark roasted malts with coffee and cocoa, not too sweet smelling until it warms up a little with vanilla, caramel, and maple.  T. Sweet dark chocolate with coffee, sweet vanilla, big smooth caramel flavor reminiscent of bourbon, creamy mocha, and then there is a nice maple which hangs on into the finish. All the flavors are there way in the end. With each sip I seem to get more maple flavor throughout.   F. Not thick but so rich and smooth, just a bit of carbonation. Not boozy.  O. The flavors in this are big, balanced, and compliment each other nicely. Coffee, maple, vanilla, chocolate, caramel, bourbon, roasted malts. And I have to say, for me, this beer more than lives up to the hype. Cheers!   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 750ml    CBS is about as black as they come. It's dense without a hint of of light penetration. The chocolate milk foam is sudsy up top, yet silky below. It rises to an easy two fingers and, although it settles to a crown, leaves near sheet lacing in its wake. This is what a big, boozy stout should look like. Heavy, rich, decadent.    The nose is well balanced considering the melange of ingredients. Chocolate covered coffee beans kick things off. It's a little peppery boozy but that booze is fairly clean. Dark berries and a soft edge roastiness round it out. The nose is rather subdued and I don't get any maple although the oak is present. The coffee and chocolate are nicely done though.     The flavor is much more expressive than the nose. Dark chocolate gets it started with a dense, potent, softly bitter quality. It segues seamlessly into milk chocolate covered coffee beans in the middle. Macerated dark berries bring a touch of fruit before slipping into a moderately roasty bitterness on the finish. There's a little residual sweetness that verges on maple but I wouldn't call this a maple bomb by any means, which is good. A little peppery booze brings added depth while oak flirts.    The feel is likely the best aspect of this beer. It's plush but not sticky. It's slick and coating but bitter enough to slice through. A little booziness creeps up through the nose and leaves a drying sensation throughout. This one goes down dangerously easy for such a monster.    CBS is good beer. It's well rounded and complex with an excellent body. With that said, I prefer KBS to this one. The price point is a tough one to swallow as well.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 2018 release bomber poured into a tulip glass, black as night with a one finger dark tan head that moves immediately to a thin layer of lace. Aroma is predominately chocolate and coffee, very small hints of bourbon and maple. The taste is right in line. Maple and booze come out a little more as it warms. The mouthfeel is smooth, carbonation is low. Overall, it’s a good one.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 black as night, much like my heart...boozy 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 2018 release CBS, picked up on 10/2/2018 at Greens on Buford Hwy, Atlanta GA    L - Pitch black, no head or lacing. Thick as molasses    S - Coffee dominates, dark chocolate    T - Coffee, chocolate, loads of both. Subtle bourbon. Huge flavors. Semi-sweet aftertaste    F - Full body, thick,     O - An amazing bourbon barrel aged chocolate stout. First time experiencing this whale beer and definitely worthy   
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Best beer I’ve ever had 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 Amazing. This beer was always on my wishlist but didn’t know if Founders would ever release it again. Then 11/1 came and not only did I pick up a couple of bottles, I got to try both the 2018 and 2017 vintages on tap at Founders.     2018:    look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5    Beautiful dark black color with a little tan head and nice spotty lingering lacing. Would have given it more than 4/5 if only there were more sheets of lacing. Smells nice, deep roast coffee and chocolate with maybe a hint of maple - needed more aromas to score higher. But the taste and feel blew me away. Deep, rich dark roast coffee and dark chocolate, well-balanced malt backbone, caramel and vanilla notes. Then there’s the wood, bourbon and glorious maple - all present in the forefront but not overpowering the stout feel of the beer. Faint notes of molasses and brown sugar. Luscious, creamy and silky smooth, great mouthfeel - really some of the best I’ve ever felt. Just the right amount of mild carbonation. As the beer warmed it smoothed out a little and the flavors mixed so well. I can’t wait to see what happens when this beer ages for 6-12 months. I don’t understand how they did it, but the high ABV and alcohol flavor is so subtle that this beer goes down dangerously easy. Usually these high ABV imperials are sippers - but not this CBS. Absolutely fantastic beer that lives up to its hype and ridiculously high expectations.    2017:  Tried this one on tap after the newer 2018 version above. Oh man does the extra year of aging make a difference. Abundant sheets of lingering lacing that stays forever, nice mild head. So impressive. Better aromas of maple, bourbon and wood. Similar flavors but more mellow, better mixture, with softer and rounder notes. Slightly creamier and stickier mouthfeel that just coats the palate. Less warming alcohol and even easier to drink despite high ABV. I’ve never had a beer like this one.   
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 This thing lives up to its hype...    Out of the bottle it pours a beautifully dark brew with an appealing tan head and a shade of lacing. The smell is deliciously boozy, mouthwateringly so. At this point I get some more out of the bottle to notice a carbonated beverage with creamy texture, full-bodied through-and-through. The experience is truly one to be had with this - chocolate notes with roasted coffee, and all of it blended really well with the barrel aged booze. This was everything I thought it would be, not necessarily more but definitely at minimum.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Amazing beer! Even really good with vanilla ice cream ;). Great taste, high percent, not one you will want to miss! 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 *2017 edition*    Presentation: Draft, served in a snifter.    Appearance: Pure black, with a thin, dark tan, half finger head that leaves some lacing rings.    Smell: Sweet aromas of milk chocolate and maple syrup dominate with some coffee in the background.    Taste: It has a sweet, smokey and roasted taste with notes of milk chocolate, coffee, roasted malts, sweet maple syrup and a strong alcohol presence.    Mouthfeel: Smooth, creamy and robust with medium carbonation.    Overall: A classic in every sense of the word. It has very a good mouthfeel and highlights the sweetness in the palate without being cloying.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 World Class!! 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Pours obsidian black - nary a ruby glint on the sides of the glass. The smallish tan head leaves plenty of lace on the glass. Giant milk chocolate, cocoa and espresso notes in the nose. Chocolate, caramel bread, cocoa nibs, vanilla, molasses and dark roast coffee in the taste. Full bodied with sparse carbonation. Minimal bitterness and lingering chocolate in the finish. Alcohol is basically hidden throughout.    A world class Imperial Stout. Complex and chocolatey. Incredible.   
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Pours black with a half finger of khaki head which lasts as a ring and leaves spots of lace behind.    Smells of chocolate, molasses, dark roast coffee.    Taste is very chocolatey with wonderfully integrated sweet maple and some roastiness. Not much bourbon flavor, and not much woodiness, but there is a hint of vanilla. Has a bit of a cola flavor cold out of the fridge, but that disappears as it warms up. Not at all boozy. Smooth and full with low carbonation.     Overall, it's flavors compliment one another, and nothing overpowers.    A very fine stout, but I wouldn't pay the price again.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 12/2017 - 2017 out of the bottle is way better than when I had it on tap a month ago; maple, coffee, cocoa, bourbon; great mouthfeel too. 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 I have wanted to acquire this beer for a long time. When I have first heard about this whale, I thought I would never get it. I finally got the opportunity to get this beer. I first got this when it was released earlier this year. It is 50 degrees and served in a tulip glass. A medium-hard pour produced a one finger head with excellent retention. The head is a dark brown and left lacing on the glass as it dissipated. The color of the beer is SRM 37 a dark brown nearing black. The clarity of the beer is opaque.     The aromas in the beer are dark roasted malt, molasses, maple, citrus, vanilla, dark chocolate, dark roasted coffee, earthy, wood, yeast, and bready.     The flavors in the beer are bourbon, dark roasted malt, molasses, maple, citrus, dark roasted coffee, dark chocolate, earthy, wood, yeast, burnt sugar, and bready.     The mouthfeel of the beer is flavorful and chewy.     The body of the beer is full, low carbonation, and a full finish.     The reason I love stouts is this beer right here. The beer has the perfect harmony and balance. Full flavors and sits on the palate perfectly. I love this beer and wish I had more.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 Excellent and smooth. Beautiful dark color and a warm aroma. Hint of maple and coffee. Looking forward to to another glass. 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 On tap at Underdog, Dublin.  Jet with tan film; cigars, leather + burnt sugar with mulch, black grape + ash; ganache, purple Fruit Pastilles, sweet licorice, a meaty middle, then intense woody maple with a firm roasty end; big + dead smooth.     4 4.5 4.5 4.25 4.25    Serious nose - deep notes like tobacco. The miracle here is how it gets the flavors of so many sweet things - licorice, maple, chocolate - without actually being sugary. Cuts the boozy burn of KBS, though it stops short of being a better beer.     Lervig Maple wins as far as straight up maple character. And this does go a bit candy as it warms; I find myself wishing for more roast. Ultimately needs some taming: doesn’t cloy exactly but missing that bit of balance.     Still, overall, a class act.    2nd taste, bottle: wood + leather come out more; a ton of maple hard candy cut by the heat.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 Wow!! Amazing!! 
