look: 4.5 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Another "holy shit" brew from Victory. These guys have a lineup that is among the best in the USA, I swear. Pitch dark black beer with a coffee, roasted malt, chocolate smell. Delivers as expected on the taste, giving you a decent bit of carbonation to make sure all that booze (9.1%) and intense flavor (detectable hops) goes down smooth. One of my favorite stouts to date. Killer buzz, killer beer, amazing brewery. Thank the stars they ship out to Texass. Warms my bones in an awesome, thought provoking way. What else can I say?!   
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 I haven't had many Victory brews, but this one might be my favorite...    I've seen plenty of stouts pour out a black liquid, but that was until today. This quite possibly might have be the blackest of them all, truly black, as in it poured black and it stayed black even when held up to the light - impressive in my book. The smell was a sweet booziness that honestly made my mouth water. Though it was more carbonated that I would have liked, it was certainly smooth and the carbonation wasn't as strong as it got warm. This could have been an opulent brew, if it were not for the hops they used that gave it a slightly metallic tang (and an even stronger one as an aftertaste.) Nonetheless, overlooking this one flaw, it really is a darn good beer. Too bad I only had one of these to partake.   
look: 4.5 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Pours almost black with a half inch tan head that left a little lacing. Smells of coffee, dark chocolate, slightly burnt malts and a distinct hop presence. Taste follows the nose with additional notes of spices and brown sugar. Light bodied for the style, lightly carbonated, smooth and creamy mouth feel.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 Smells of chocolate, coffee, and malt.  Tastes of the same  Light on the tongue, mildly carbonated  A nice stout, very drinkable. 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Poured into a pint glass.    Appearance: Black/brown with a thick, frothy, tan head. Like a chocolate milkshake.    Smell: Strong smells of chocolate, espresso, and malt.    Taste: Just like the smell, a lot of dark chocolate and burnt malt.    Mouthfeel: A little thin for a stout and mild carbonation.    Overall: A great stout and very drinkable.   
look: 4 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 4 Living in Pennsylvania this beer is easy to find. Imperial Stouts are my favorite style of beer. If you want a quality Imperial Stout to give you that "quality" buzz but don't have the funds for the best. This beer is for you. Affordable and great taste.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Bought this 12 ounce bottle from Allentown Pennsylvania with an enjoy by date of November 14, 2019.....I think I picked it up 3 years ago. Very solid imperial stout. I didn't let the beer warm much from refrigerator temperature to fully test its flavor spectrum.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.5 Poured around 52 degrees into a tulip glass. Pours nice inky black, with a good medium head and decent lacing. Aroma after opening the bottle is all hops, which was a let down, not at all what I want to smell in an imperial stout, (unless of course it's billed that way). Taste is way too citrus and thin for being an imperial. I could taste the espresso and from what I could tell, the malt was a little over-roasted. Let warm for a bit, still way over the top hops for an imperial stout for my taste. I like Victory and respect their beer making, but, this would have been a drain pour had we not just had a blizzard and I couldn't make it to the store.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 This is an absolute classic that I feel represents the style as well as any. Great roast, mid-level thickness as far as mouthfeel, and a complex/multilayered beer that continues to evolve nicely as it warms.    I'm not sure why I have passed this over so many times, but glad I finally took her for a ride!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Poured from a bottle into a pint glass. Very dar brown color, with a thin beige head but good lacing. Interesting and pleasant smell, almost lemony. Taste is of coffee, chocolate and raisins, with ginger and molasses. Very nice.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 I can only rate this in the here and now, but the bottle has a best by date of February, 2017. Dont know what that translates to in terms of bottle date.    Poured into a tulip an inky black with a bit of beige stout type head that fell to nothing.    Aroma is certainly absent any hop character. It is fig/date brown dried fruit, molasses, coffee, roast malt, and a note I cant pick out from the smell alone.    The taste is quite smooth, coffee, dried sweet fruit, brown sugar, molasses. There is an aftertaste that becomes easy to pick out as the beer warms, and it is licorice. Generally not a flavor I like in a stout, but this is in the aftertatse and it is clear but not overwhelming candy. More like licorice root or fennel.    The feel is oily, minimal carbonation, slick and smooth with the spicy note of the licorice livening things up.    Overall,this is a very good stout as consumed. I cant comment on a fresh bottle. Very good and would not hesitate to age this one even further.   
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 Appearance: black but with little translucence in the light. The head is a off-colored white that is thin and dissipated quickly. No lacings around the glass.    Aroma: hops, hops, and more hops. I do not pick up the common notes of coffee or chocolate. Just very earthy forward hops.     Taste: hops comes in fierce but there are subtle chocolate malt in the back. Overall, very bitter and earthy. Very strong bitter hops in the aftertaste.    Mouthfeel: medium bodied with the right amount of carbonation.     Overall: this beer takes after a black IPA, not an imperial stout. I've tasted beers labeled "black IPA" that tasted more like a stout than this beer. I would say go easy on the hops but since this beer has been around forever, clearly people like this and I'm in the minority.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4 Poured in a traditional spiegelau glass. First time trying this beer, and I enjoy sampling imperial stout styles. Pours a dark brown to black body with a two finger frothy tan head with visible carbonation bubbles on the top. Initial aromas of roasted malts, fresh hop fuitiness, and burnt coffee. Subtle notes of dark chocolate when doing several of the smell tests. First taste, that fine roasted dark malt sweetness, significant whole cone hop profile that zings you right away which I found to be kind of surprising. Well blalanced though, and bitter/dry on the end. The mouthfeel is the winner in my opinion.. especially when the beer warms a bit more. This beer should NOT be drank super cold. Smooth, lightly carbed, and dry/bitter finish that you can really taste the addition of the whole cone hops for sure. Its a bit different then some of the other types of Imperials I've tried, but certainly well crafted by the brewers at Victory. Overall the 9.1% alcohol content is hidden in this beer and is pretty well balanced despite the high level of hop presence.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 It is almost perfectly opaque black, with just a small hint of brown. The head is light tan and holds on at about half a finger. It leaves rings and sheets of sticky lacing. The aroma is a big blast of deep roasted malts and some alcohol sweetness. The taste is similar with a bit of earthy hops. The body is lighter with a silky feel and a little warmth on the finish.   
look: 5 | smell: 3 | taste: 3.75 | feel: 4 | overall: 3.75 The beer is black with a light tan foamy head. I get nice sweetness of sugars, a bitterness of burnt coffee, and a slight stink smell. The beer taste with a slight sweetness at first but then the burnt bitterness comes through. Sweet finish of chocolate and dark fruits. Nice carbonation and long finish in the mouth feel.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 Well here it is, review #2500, a review of a beer that used to sit at #1 on the all time beer list, before rarity and price became the prerequisites for 98% of the beer list. BeerAdvocate shark jump, 2010 I think. . .     Anyways, this gem pours black as night. Without a moon. Hits that awesome over 1" of head, looking crimson deep burnt red on it. Aroma hit chocolate, roast, coffee notes.    This one floats seamlessly through the genres of stout, some irish dry aspect, the lactose in a small way of a milk stout, the heft of an imperial stout, the dark fruit of a russian imperial stout. Chewy, mild cherry tobacco notes. I have a barrel aged version I've been meaning to check out.     Anyways, classic stuff, no adjunct stout from back in the day.   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 This one was all hops. If you're after a stout that tastes like an IPA, here you go. Disappointed. Dark in color, and lots of head. Smell was a malt and hoppy citrus. Taste was all bitter hops. Mouthfeel was thin.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Poured from 12 ounce bottle into a pint glass  Appearance: Dark brown with lots of tan head (4 fingers worth) with great retention.  Smell: Roasted coffee and subtle detection of chocolate  Taste: Most noticeable is the hoppy bitterness, followed by subtle amount of chocolate. There is a slight bitter aftertaste.   Mouthfeel: Definitely a full-bodied, creamy beer. Moderate amount of carbonation.  Overall: A very good imperial stout. However, it was slightly too bitter (even for an imperial stout) for my personal taste.   
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Pours dark brown, near black with thin-to-none mocha head. Aroma is roast, raisins, and a bit of piney hop. Flavor is similar with semisweet cocoa mid-sip followed by a tad too much bitter for my liking. Finishes with a lingering bitter as well.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 2 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 2.75 | feel: 4 | overall: 3.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 3 | feel: 4 | overall: 4 Strong and delicious. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4.25 Pours dark brown, lasting mocha frothy head.    Dark chocolate, malt, raisin, dry bitterness.    Astringent roasty bitterness at the front. Sweet cocoa and dark fruit in the middle and finish.     Mouthfeel is excellent. Medium bodied. Light carbonation which works well for a beer like this.    Tasty. A classic stout.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 2 | feel: 2 | overall: 2.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Pours a dark brown and nearly black color. Ultra thin head quickly disapates.  The aroma is dominated by roasted malts.  Although there is a faint coating of milk chocolate and malt sweetness, the taste is dominated by bitter espresso and hops flavors. It chars the mouth and dries the palate, yet there is a creamy smoothness that evens things out. The body is on the high side of medium. Is there alcohol in this? Yes there is, yet, I didn't notice it was so well masked.  An interesting stout that is on the hoppy side.   
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Great beer, it's sweet and roasty with quite a bit of piney hops. Flavor starts sweet milk chocolate and roasted malts. The finish is very bitter but it isn't lingering. It hits you with a pleasant hoppy bitterness that doesn't stick around to long. At $8 a four pack I should have bought more, unfortunately victory isn't available in my state so I'll have to wait for another chance to buy this.   
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 From bottle at Home. Enjoy by 27 Jan 2121. Being a big stout fan, I figured I'd pick this up with no referral. There's the usual deep ebony hue with a sturdy, moderate head. The first sensation is a very strong coffee influence. The texture is less then the look or aroma has lead me to anticipate. The bitterness is way up front with a moderate coffee followup. Missing are the usual depth that toasty malts & any lacto traits would add. Some vague chocolate shows on warming but IMO, it's not enough.   
look: 4 | smell: 4 | taste: 3.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 L- Pours a beautiful deep black color with only very slight red tinting around the glass. 1 inch creamy, espresso colored head.    S- Roasted coffee, dark chocolate, burnt brown sugar.     T- Follows the nose, with some bitter roasty hops coming in and pairing with that deep, rich chocolate sweetness in a decadent, bittersweet glass of heaven for stout lovers. Very very bitter, the kind of bitterness that lingers on the tongue for hours afterward, and a pleasurable palate wrecker. Hides the ABV very well though. This isn't a beer for the faint of heart, but there's an amazing layer of sweetness hidden beneath the bittering hops.    F- Fairly thick body, much more full bodied than expected. Slight carbonation, pretty creamy.    O- One of my top 5 stouts of all time, and possibly my favorite when all factors are considered. This is an absolutely beautiful creamy, sweet, bitter masterpiece that is a bit more like a black IPA than a traditional stout. I don't care what you call it though, I just think it's amazing.   
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Victory Storm King Imperial Stout    L: Black with a tan head that has great retention. Tight bubbles. Great looking Imperial Stout. 4.75  S: Chocolate and roast. Some sweet caramel. Some bread. More sweetness. I'm getting a little American hop as it warms. 4.25  T: Smooth coffee and chocolate start, malty sweet and warm alcohol middle and a bittersweet, roasty finish. 4.5  F: Smooth, rich and oily. Full body. Roast and bitterness. 4.5  O: It's a great evolver for lack of a better term. As it warms, it takes on different flavors and aromas. I really like this and have been drinking it for so many years that it's become a standard for me. 4.5   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 2001 Vintage - Oxidized but still fairly pleasant. 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 Look (3.75): This definitely reminds you of a dark storm cloud. Black and brings the thunder! Okay fine, here's another beer I'm going to be biased with... tan creamy foam head.    Smell (4): Roasted coffee and milk chocolate notes are prevalent. That part is so overwhelming it's hard to get anything else except maybe some heavy alcohol.    Taste (3.75): Milk chocolate is big and upfront. Citrus grapefruit and piney background notes. Roasted coffee malt throughout.    Mouthfeel (4.25): Creamy but course on the backend. Medium plus to full bodied. It's funny, I remember it being alot thicker... still, a nice long bitter finish. On the sweeter side but still pretty dang close to being balanced.    Overall (4): This beer will always hold a special place in my heart. Sorry @masterjewel but I may ask @victorybeer to marry me first instead of you.   
look: 4 | smell: 3.75 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 Poured from bottle into pint glass    L-black, thick tannish head fading away leaves nice lacing behind.    S- roasty, malty.    T- dry, roasted, bitter unsweetened cocoa finish.    F- smooth    O- good imperial stout, not remarkable or a go to choice, but solid effort.   
look: 4.25 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 L - Pours black with a coffee ice cream colored head. Good lacong.  S - Slight roasted malt with chocolate.  F - Smooth. Real smooth.  T - Slow roast taste (i.e., swallow, pause....there it is! Wow). Dry finish.  O - Really good beer. Man, did I like this. Got even better as it warmed. Glad I had this beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.5 L: Very dark in color, essentially black. A finger or so of nice dark tan head. Overall a very nice looking brew.    S: Chocolate, roasted malts, hops, booze, a little milk-stout-like sweetness    T: Moderately smoky, dark cocoa notes, a fair amount of hop presence, mild sweetness. Moderate bitterness. A small amount of alcohol presence.    F: Very smooth, almost creamy. Moderately high bitterness. Medium level of medium-light intensity carbonation. A little too bitter for my likes.    O: Overall, this was an okay imperial stout. This is probably on the lower end of the many imperial stouts I have had.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Pours black, with a think, foamy, creme colored head. Great appearance right off the bat. A bit of lacing is left behind as well. Roasted malts, and a twinge of coffee form the aroma. Alcohol starts to show through as the beer warms up. Smooth introduction of roasted and toasted malts , with notes of coffee, and chocolate as well. Robust and filling mouth feel round this beer out nicely. Overall, a great imperial stout! Plenty going on, and yet it remains highly drinkable. Mouth feel isn't as bold as I would hope for in an Imperial Stout, but it still works well.    Served in a 12oz snifter.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 This is a tough category in that it pleases lots of reviewers who give them top reviews.  Well marketed with wide distribution, Storm King is easy in the top 10 reviewed, yet its ratings are not in the top 100.  Despite having a 92, I find it undistinguished... principally because the burnt malt and hops steal the show.    This is listed on the "1001 Beers" and, arguably, should not be there.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 From bottle, pours pitch black with a small tan head that disapates to a small ring. Aroma espresso, cocoa, roasted malts, chocolate. Taste follows the nose. Very good.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Excellent Imperial Stout - great hops, nice malty middle, and great finish. 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Pitch black, finger of mocha head with some retention and sporadic lacing. Nice is surprising with earthy hops and hints of espresso and cocoa. Flavors are much the same with espresso and mocha dominating alongside earthy cedar and pine hops. A tasty brew, well hidden ABV and goes down smooth.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 not bad, has a bit of a punch to it. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 4 | overall: 4 12 oz. bottle poured into tulip    A- Black. Brown head is dense and creamy. Great lacing, great looking.    S- Huge roast. Some chocolate. Earthy hops are prominent as well.    T- Hops are a little overwhelming here. Roasty sweetness, but overshadowed by that hoppiness.    M- Full body and creamy. Bitter finish. Cuts right through the roast and bittersweet chocolate.    O- The hops are a little too much for me, but this beer is definitely imperial. Thick, black, big.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 I like roasty but this just tastea like 8 hour old burnt coffee 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 2.25 | feel: 3.75 | overall: 2.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.75 | taste: 3 | feel: 3.75 | overall: 3.5 This one was a hard rate for me. Not quite black color, with a two-finger, light tan head that quickly dissipates to about a centimeter. It smells amazing. Sweet burnt sugar or molasses is the heavy scent up front, ending smoky and a bit roasty as well, its hard to take your nose out of this guy. Sort of reminds me of coffee and pecan pie. The taste though, has almost none of the characteristics of the smell. The flavor is almost exclusively burnt malts, with hardly any sweetness or smokiness. Not much depth to the taste; I was honestly a bit underwhelmed. The mouthfeel is fine, medium to slightly thicker.    I was excited to try this when I saw it, being a stout/porter guy (and a fan of Victory), but truthfully, I wasn't really impressed. Not that it's bad in any way, it's a fair beer in its own right and it smells like heaven, but the taste leaves a lot to be desired. It lacks complexity which, in today's craft beer scene, isn't likely overlooked.   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 Brownish/black.. definitely not inky.    Small tan head.    Moderate carbonation, bummer. Fizzy upon sipping.  Getting roasted malt and not much else, bitterness on the finish.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 This beer pours an opaque black color with a half finger light brown head. Retention is decent and there are some spots of lacing. Smell is roasted malts, chocolate, coffee and licorice. Taste is similar, but much more pronounced. Starts off sweet, but a nice bit of hop bitterness on the back end. Feel is medium bodied and slick with a lot of carbonation. Overall a good stout. Not my favorite, but very solid.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
