look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 Hazy dark brown, almost black, with lighter brown highlights. Topped by a creamy off white head with great retention and streaky lacing.  Smells dried sweet cherry, plum, fig, date, brown sugar, honey, toffee, toast, caramel, and hay. Rich, sweet, and spicy.  Tastes of dried sweet cherry, plum, fig, date, raisin, brown sugar, honey, molasses, toffee, toasted brown bread, ginger, and hay. Fairly sweet and caramelized throughout, with a moderately spicy and lightly dry finish.  Creamy and pillowy, medium-plus mouthfeel with effervescent carbonation.  A fantastic Belgian ale! One of my favorites.   
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Tastes good with maybe a bit too much alcohol dominance. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 The king of all Belgians and Trappist brews. Tastes of figs, cola, dates, chocolate, malt, and other dried fruit. This beer is good fresh and aged for 5-10 years. I never had a bad drinking experience with this beer. Almost is better each time i have it.   
look: 4.75 | smell: 5 | taste: 4 | feel: 4.5 | overall: 4.5 Okay by itself but with dinner it is awesome nice kick smells great, and smooth going down. 
look: 4 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Amazing beer. So delicious. A must if you love Belgian beer. cheers! 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours a dark brown with a thick creamy off white head that settles to a creamy stable 1cm. Aroma: Brown sugar, cinnamon, anise, nutmeg. Flavour: Banana, toffee, raisins, spices as noted and s hint of bitterness. Smooth, rich, yet not overly full bodied.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 From a 2016 750ml bottle. Pours dark brown with big, fluffy head. Slightly sour smell with some sweet malt aromas. Medium feel. Very smooth taste with dried fruit, sweet malt, and yeast flavors. Very good.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 3.5 Look: Brown, clear, with large white head. Medium high carbonation.  Smell: Caramel, toffee, and raisins.  Taste: Caramel, toffee, banana, and clove.  Mouthfeel: Medium  Overall: A solid Belgian dark ale from Chimay.   
look: 4.25 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 First Trappist ale I've tried. Unbelievably smooth. Smooth texture I've not found in anything else. Very balanced. Not too sweet not too bitter. Just right. Favorite dark ale   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 I thought this was a great strong beer. With notes of chocolate and syrup. A very dark and savory beer. Would be great in the coming colder months. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 L -- Pours a clear medium amber with a three-finger off-white head produced with gentle pour. Great retention and some lacing  S -- Warming sweet malts, blueberry, banana, fig, caramel, and raisin  T -- Lots of dark fruits, yeast, banana-like sweetness, clove, and brown bread. Teeters on the edge of being cloyingly molasses-sweet on the finish, but doesn't quite fall off  F -- Big and chewy. Well carbonated thanks to the bottle conditioning.  O -- Solid Belgian. Pretty expensive, though. I'd generally stick with Unibroue's Maudite    84/100   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 An outstanding beer. My personal favorite. The complexity of the taste is delightful and will suit amazingly well any type of red meat. - A Belgian guy.   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 750mL, 2016 vintage.    Pours a dark reddish brown color. Opaque at first glance but light shines through when held up. Foamy 3 finger beige head. Huge retention but minimal lacing.     Smells of caramel, malts, and dark fruit. Sweeter than I was expecting.     Taste is roasty, malty, and sugary. Caramel and raisins dominate. Belgian yeast are present.    Feel is medium for the style (heavy relative to other beers). High carbonation. Some alcohol warming but surprisingly drinkable all things considered. Perhaps a bit thin.    Overall fantastic. Smooth and sweet.   
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 750mL bottle poured into a Chimay chalice at fridge temp 9% ABV. Bottle code is L14-374. The beer pours bright and medium brown in color. There are ruby highlights if the glass is held to the light. Head is dense light brown in color and leaves significant lacing. Aromas of caramel, dark sugar, cherries, plums and raisins all take turns presenting themselves with each sip. The taste follows with waves of flavor. Dark sugar, dark fruit, cherry and malt all intermix for a unique flavor combination. This beer is neither sweet nor bitter. Mouthfeel is medium to thin bodied, gently carbonated from bottle conditioning, soft on the tongue yet finishes dry. Overall, excellent. This is great stuff and certainly not an experience to pass over.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 To be fair, Belgian's are not my favorite, but this is pretty good. 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4.5 Sweet, rich aroma with dried fruit notes – figs, dates, raisins. Not especially powerful, but very nice indeed. Wonderful first taste. Very smooth, without too much carbonation (though the carbonation may have been reduced on opening). Buttery, sweet, with some roasted malt and the fruits that were evident in the nose. A breadiness in the background and perhaps some caramel and brown sugar. A warming and sumptuous beer to savour.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 One of the best dark ales that I have had the pleasure of enjoying. The spices and caramel come through with a great balance. This beer has a smooth and warming finish. For me, this is my go to when having Shepard's Pie.   
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 3.5 | overall: 3.75 Look: clean brown, fair head  Smell: dark and grainy, nothing spectacular  Taste: full bodied grain and roast flavors  Feel: a bit acrid on occasion, oddly enough, but nothing horribly unpleasant    The Blue is a beer best served with a good food accompaniment. I had mine with a burger with Chimay cheese on it - it was an absolutely fantastic pairing.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Fragrance of fresh yeast with a light, flowery rosy touch. Its flavour only accentuates the pleasant sensations perceived in the aroma , while revealing a light but pleasant touch of roasted malt. Nice carbonation.   
look: 4 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 The appearance had a dark brown colored body with a massive three finger white head. The head must last for about a good four minutes before it died. Minimal spider web lacing speckled the sides and slid fairly quickly down the sides of the glass. The smell had raisins and cherries with light pears and caramels in the background, slightly in a bready sort of way. The yeast is very subdued, but its there. The taste takes all of the previously mentioned flavors and combined altogether in a sweet bready yet somewhat earthy sort of way. The palate sat about a medium with nothing remotely close to having any sort of harshness on the tongue. As many times as I’ve had this, this is probably the smoothest most Belgian beer on the market. It leaves a sweet sticky aftertaste and a slightly dry finish. Though at 9%, I’d still say fairly sessionable. Overall, this is a Belgian I like, probably because the yeast is tamed well. Nice dessert and night cap!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 L - red-brown beer, with a ruby glow when held against the light. Big hazelnut head. I almost didn't want to drink it.  S & T - raisins, slight candi sugar, milk chocolate on the back-end, toasty maltiness. Rum-raisin chocolate bonbons.  F - nice and creamy, so so smooth.    O - Take your time when drinking this. The tastes evolve and you discover more and more as you sip it over half an hour. It was quite the experience, and I'm not even that big a fan of the Belgians.    I do recommend this one.   
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 Uncorked 2016 into Mountain Layers Belgian Goblet. Pop! What a smell!     Head galore! 3/4 ths of the glass was fine light tan rich dense foam. Crumbling down to a nice even layer, it puts off a rich decadent brandy or port-like scent; dark sweet fruits and quite boozy (9% abv).   Deep dark golden brown appearance is perfect. It glows a fiery red orange with a phone light behind it, while tiny bubbles race to the top.    Taste follows nose; sweet, rich candied plums with and added alcohol punch, but a perfectly crisp dry finish. Decadent.    My favorite aspects of Chimay Grande Reserve Ale are its crispness and dryness, which fight to overcome the rich sweetness. A little too sweet out front and a bit too much alcohol smell for me, but certainly top notch for sure.  I should have warmed this up a bit longer, I think. The malts seem to start showing up as it warms.    May be perfect for a Christmas or New year party, after smashin favorites first.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 750 ml bottle into a tulip snifter. Had 1/13/17.    Pours a dark brown, a little garnet on the edges in the light, fairly opaque, with a huge three inch foamy head on an average pour. Lots of foamy lacing. The smell is Belgian yeast, candi sugar, caramel, dates, figs, malt, some spices- cloves, for one. Light black pepper in the head, a little cola aroma. The taste is also strong on the yeast, much more malt than the nose, caramel, figs, candi sugar, dates. A quick flash of light bitterness up front. Smooth, creamy, a solid, medium body, well carbonated- a little on the high side.    A classic and top notch Belgian Strong Dark, with well blended flavors and a big, complex aroma. This is a beer everyone should try.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.5 A - Nice bright and lively brown with a foamy head that rises and dissipates quickly.  S - Sweet malts, bread, caramel, and nuts dominate here.  T - Sugars. with a mildly bitter aftertaste. Sharply carbonated.  M - Smooth and balanced. It flows with ease.    O - Excellent Belgian Ale. Very enjoyable. Let it sit a bit before the first sip, as it shines when a tad warm.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 3.25 | taste: 4.75 | feel: 4 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 91,5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 33cl bottle.  L17-0 05   Best before: 12/20/22    Clear, deep amber reddish. Huge frothy off-white head, leaving very good lacing. Persisting. Moderate malty and yeasty notes. Plenty of bread and mild, peppery tones. Some soft, floral hops. Light prunes. High malty, bready, rich sweetness, medium-low bitterness. Full body. Medium carbonation, oily, spicy. Medium dry finish, but there are some sweet notes getting in. Smooth, warm alcohol, gets edgy.     Great.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Chimay Blue, one of the world's great beers, or so they say.    I've been trying various versions of this beer over the last 2 years. I've had 5 samples of it, each one has been different in some way. Review rating is based on the 750ml bottle dated 2017 sourced direct from Belgium in March. This version has a different label than 750ml bottle bought at the same time in the U.S. dated 2016, which was imported into Texas.    The first copy of the beer I had was a 12 oz bottle from a bottle shop. I was disappointed as it had a cardboardy flavor. Cardboard flavor is indicative of a beer well past its prime, yet this beer should store well for half a decade. Perhaps it had been on that shelf in the bottle shop for a decade, or stored at 80 degrees F for awhile. Both those things are possible.    The next sample was from a 12 oz bottle in a restaurant. I found this quite good, but not one of my favorites. The characteristic Trappist yeast flavor and fruity nose, combined with some maltiness; is what made it good. Still, I wouldn't say it was spectacular. Hard to see what all the fuss was about.    But I persevered. The next sample I had at a tap room in Seattle that had around 150 taps. I asked what version of Chimay they had. When the waitress came back and said "Chimay Reserve, Blue"; I immediately bought a glass. It came in a Chimay chalice. The person I was with, who doesn't like beer, stated that it really looked good. It was quite a site with it's glittering glass, frothy foam, and brownish orange color. And drinking it was a fantastic experience. One of the best beers I've ever had. The memory of it lingered the rest of the week, despite having a couple other great beers afterwards.    On that, I obtained a couple 750ml bottles from a US distributor hoping that the larger size would be more resilient to storage issues, and more like the draft version. While I initially enjoyed these bottles, a soapiness to the flavor began to bother me, and left a disagreeable memory. I was beginning to despair at being able to repeat the Seattle experience. These bottles were dated "2016" on the cork.    I found a Belgium site that would ship direct to the U.S. and got a 750ml bottle of the Belgium version, which I just drank moments ago. This bottle was dated on the cork and label as "2017". And it had no soapy taste whatsoever. I wouldn't say it was up to the level of the Seattle version as the fruity notes were not as pronounced, but I loved it and will probably get some more (direct from Belgium if possible). I don't know if the difference between this one and the US labeled one was because one was 2017 and one was 2016, because they ship inferior stock to the US, or because of storage issues; but I think that the fact that the Belgium-sourced sample was a year younger is a good sign for getting things direct from Belgium.    The Seattle on-tap sample would be a 5; but obviously consistency is something of a problem.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 From a 330ml bottle served at 14 degrees Celsius into a chalice. The bottle has been cellared for a good handful of months however I lost track :)    Look: Excellent appearance from the colour to the head (given the style). It pours a clear dark brown with red highlights. One finger of foamy, tan head that settles to an impressive cap after three minutes. The cap remains until your last sip. Poor lacing... and here I thought my glass was beer-clean...?    Smell: Quite strong an aroma with notes of caramel, banana, Belgian yeast, brown bread, and dark fruits. Hints of peppery spice and herbal hops to improve the overall balance. There's no doubt the malts and esters are here to shine.    Taste: Exactly what the aroma promises. Intense and balancing towards sweet. Not cloying. Prominent estery notes of dark fruit and banana as well as bready malts, and caramel. Absolutely delicious.    Feel: Medium-full body with high carbonation. Creamy, warming, and prickly with a smooth alcohol-warmth.    Overall: Fantastic example of the style. Malty-rich with strong esters and a hop character that brings it all together. I'm a little sad the vessel is empty... I better buy another one.   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 I should've tried this 10 years ago. Pours a dark mahogany color, relatively clear, tan head. Aromas are heavy funky yeast and Belgian sugars. Yum.    Taste is the Belgian sugars first, then the funky yeast reminds you that you're drinking a Belgian Ale. Magnificent.   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 The first beer that blows me away. Just wow 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 A 2012, 150th anniversary bottle. A careful pour at cellar temp yields a finger of off white head. The head remains for a good 8 minutes, fed by constant streams of bubbles throughout the glass. The deep ruby color is highlighted by light red when held up to the light.  Dark fruits, particularly cherry, dominate the smell. There is also a sour smell, reminiscent of an oud bruin. This smell is less noticeable as the beer warms.  Dark fruits also dominate the taste. The sourness in the smell is not present. A sweetness in the middle of the tongue is followed quickly by a bitterness on the swallow. There is no sign of the 9% abv.  Overall, this is beer is excellent! The five years of storage has done no harm...   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.25 Truly exceptional beer. Rich in flavor and mouth feel. Flavors of yeast, apple, honey, bread. Excellent beer to have with a meal, such as roast pork, chicken, or meat pie. Works well also on a cold day.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 Looks good, nice and full with a creamy head, which unfortunately does not stick around too long.  The aroma is pleasing too, but the taste is a shade on the sour side and fizz on the tongue is just disappointing.  Do not get me wrong, this is a nice beer and you can sense the Christmas beer specialness about it.  Like all Belgian beers, not to be confused with modern day craft ales.  Worth a try? Absolutely! As good as a Gouden Carolus Classic or Christmas? No!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 I'm fairly new to the craft beer scene, but absolutely the best beer I've ever had. Rich foamy head, smooth taste, easy to drink. Not too sticky. Just the perfect beer, I would drink it every day if it wasn't so expensive where I live.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 This is AMAZING...and it better be for the outrageous price. You pay lot for a small amount. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Served around cellar temp in a goblet.     Look: Opaque muddy brown with a gold-orange tint around the edges. Big fizzy head that dies quick.     Smell: Apples, pears, red grapes, alcohol, yeast, toffee, citrus    Taste: More of the same, with date-like sweetness, lots more toffee, fruit punch with caramel sweetness instead of typical sweetness, with a surprisingly bright, clean, caramely, citrusy, bready finish. Goddamn that is delicious.     Feel: Way too easy to drink, only a little warmth at the very end. Sticks to the mouth a little bit, but doesn't feel cloying or overly sticky. Lightly effervescent and clean.     Yeah this is delicious. Too easy to drink, and full of flavor and lovely mouthfeel.   
look: 4.25 | smell: 3.75 | taste: 2.25 | feel: 2.5 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 2016 (1 year) versus 2013 (4 year).    2016:  Aroma is of Belgian yeast/ spice, some honey, caramel, and a bright citrus note.    Taste is nicely carbonated with a moderate mouthfeel. Nice malt character, dark fruits (prune and raisin), a slight spice, and pleasant citrusy finish.    2013:    Aroma is alluring. Cold, it smelled of pure apple juice. As it warmed, pear and a ton of prune juice were noted.    Taste is much lighter and almost thinner than the 2016. Very effervescent. The Belgian spice and yeast notes are a little muted. Still ample dark fruits and citrus.    Overall, regardless of age, this is a phenomenal example of the style. I found four years to be too much, as the beer became a bit too thin, but the aroma on the 2013 was far more complex. From this, I would say a 2 year age would be my reccomendation. It gets a 93/100 overall.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 330ml bottle poured into a chalice. This one is 2015 reserve.    Deep ruby brown hue, the pour quickly builds up majestic light tan creamy head that doesn’t go anywhere until the last sip with its exceptional strength of retention. The head looks very silky smooth and so velvety. There is vast amount of sticky lacing ring and wave along the way down.    Mild estery affair reminds me of prune, raisin, and dark cherry. Malt is biscuity, dough, caramelized, yet sometimes chocolate and toasted. Sugar, honey, treacle, spice, and floral notes draw down to add in more complexity.    The mellow fruity ester that exhibits in a nose also being displayed through the palate sensation with notes of prune, raisin, and dark cherry. Treacle, honey, and sugar sweetness reveal in the middle along with all those malty flavors of toasted bread, biscuit, slight chocolate, and caramel. Big phenol and spice is at the end together with peppery and medicinal hint while some hop bitterness also reinforces in the finish. The aftertaste is long-lasting with spice, bitter, sweet, and slight fruity touch.    Medium to full body with some bold touch through the palate, carbonation is quite low but it is crisp enough to carry all the things well under the smooth mouthfeel and pleasant palate. Finish is very dry.    Great example of what Belgian’s strong dark ale is all about by its sheer complexity without forsaking drinkable yet quaffable quality, it is so tasty and alcohol is very well hidden making me finish it so fast, excellent brew.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Excellent beer although I believe it suffers having to make its way across the pond to the U.S. Would love to give a pipping fresh bottle a try but never ceases to impress.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 5 Poured from a 330mL bottle into a snifter  L- Deep amber with high carbonation and thick off white head.  S- Banana, fresh herbs, grass, smokey wood, chocolate, dates, dark fruit, orange, espresso, vanilla.  T- Same as smell with an ever more upfront banana taste.   F- Medium to full bodied with a chalky mouth feel which helps cut through the sweetness.  O- This was my first beer from Chimay and I am beyond impressed. I need to try it again with a proper trappist goblet though.   
look: 4 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.5 Bottle (2015) - A deep, dark chestnut body with a thick beige head; sweet caramel aroma, spiced, dark fruit; full in the mouth, predominantly malty, dark fruit as plums, with traces of caramel and nut. Very clean, long warming finish. Great beer   
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 This beer is very special in my opinion. That is why I purchased it for the Super Bowl. I am not a beer expert, but at 73 I tried more than I can count. Love the high ABV. The higher the better.   
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 
