look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Poured from a single serve bottle into a tulip...    Pours crystal clear orange with visible carbonation, a limited head, but good lacing. Solid but not spectacular.    The aromas are classic DIPA, although mellow. Grapefruit flesh and zest, mango/guava, floral notes, grass, and white pepper. The hops present with somewhat of an oily aroma.    This DIPA has a strong malt presence at the forefront, but good hop balance. I was expecting more of an uneven hop bomb and was pleasantly surprised by the delivery. The crackery malt seamlessly gives way to grapefruit, pineapple, resin, white pepper, and grass. The ABV is well hidden.    The mouthfeel is medium with a good crisp finish thanks to excellent carbonation.     Overall a solid DIPA.   
look: 4 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 2 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 L: Clear orange with a small white head that mostly dissipates after a few minutes. A thin ring on the outer edges remains indefinitely, leaving some splotchy lacing down the sides.    S: Big bitter grapefruit peel and orange peel, light brown sugar, catnip, weed, the signature burnt rubber, and soft pine.    T: Big bittersweet grapefruit and orange upfront--white grapefruit flesh and orange peel. Hints of guava, papaya, and mango. Light brown sugar malt, but crisp and not overly sweet. Some dankness, and earthy, woody, bark-like pine. Finishes remarkably crisp and clean, lightly dry, alcohol completely hidden. An aftertaste of bitter orange and grapefruit peel lingers for a few minutes.    F: Medium, well-carbonated, crisp, clean, and lightly dry. Very drinkable.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 An exceptional brew. Great floral notes. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Very nice DIPA. Pours well with a very light head that dissipates quickly. Deep golden with very nice aroma with notes of pine, citrus, and malt. Exceptionally balanced taste. Will definitely drink this one again. Well done Lagunitas!   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 4 | overall: 4.75 My favorite DIPA! Alot of citrus and pine, this is a hop BOMB! The malt is sweeter than I usually like, but wonderfully balanced with the hops. 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 Poured into a chilled 16oz g;lass  Look: Cloudy orange with a quarter inch head which almost disappeared to a fine lacing.  Smell: Malt, citrus with hint of spice  Taste: Wow this beer tastes GREAT.   Feel: Full bodied and super smooth  Overall: One of my favorite D/IPAs!   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 Bring your clubs. You will be required by law to golf after purchasing this beer. Fooooooore! 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Beer is a nice orange color with a slightly off white head. Head is very strong and keeps about a finger of height. Some haze.    Aroma is pine, resin, and dank.     Flavor is bitter, but with nice bread malt notes. Piney and resin after finish really coats your mouth.    Really hop bomb, but not overly bitter. Well made, very piney and resiney.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Poured a clear medium amber with a one finger creamy head. Moderate lacing was present. Aroma was piney with a little grapefruit. The taste washes over your tongue, first with a bit of honey malt then quickly the piney hops overwhelms but just as quickly settles down to a nicely balanced ale. I was expected this to be too hoppy for my tastes, which tend to the maltier side of beer. The body was medium with medium carbonation.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Clear amber in color, nice half-finger lingering head with nice lacing. Medium to strong hoppy scents with hints of pine, tropical fruit and green bell pepper. Smooth taste. Very well balanced. Was expecting very hoppy on the palate from the smell, but this one surprised me. Front palate of grapefruit, honey, pineapple and pine. Finish pine heavy with a hint of old road. Finish is long, with a coating effect that lasts up to a minute. Good beer.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5 Look - Dark, clear gold.   Flavor - Hoppy, flowery, ''pastoral'';   a dream.   A flavor-rich, intensely hoppy American IPA, with subdued malts. Pleasant bitterness.   ▪Nothing 'stoopid' about it. And you'll be all the wiser for tasting it.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.25 I recently have this at a Zakk Sabbath show in Greensboro, NC. It may be the best Aroma I have ever smelled coming out of a beer even though it was poured into a red Solo cup in the club. It is a little dry on the tongue which I think is not something out of the ordinary given the amount of hops that is in it which creates a great taste. I highly, highly recommend this beer.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 1.5 | smell: 4.5 | taste: 4.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 No date on bottle. Pours a light gold with frothy head. Smell is a tropical fruit explosion. Taste is more complex. I get hops, pine, herbals, citrus, tropical fruit, resin, peach, sweet malts. Mouthfeel is medium to heavy and a bit oily and wet. Very bitter on the finish. Pretty good west coast DIPA.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.75 Poured into a pint glass. Nice smoke from the bottle. Pale orange-yellow, thin head of fine bubbles. Sweet streams rising here and there. Excellent lacing.     Smells malty & sweet. Bit O' Grapefruit-Pine.     It's strength is well-hidden. Creamy, well-balanced West Coast IPA. Imperial Hop Head Bliss.     Shame it took me so long to experience this one, interesting contrast with the more crisp, bubblie Pine ride of Lagunitas Maximus.   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 22 oz bottle poured to wine glass Sight: Bright yellow, golden, not a lot of head a bit hazy/cloudy Smell: hoppy smell, sweet and fruity Taste: well balance flavor specially the bitterness/alcohol even with 100+IBU Mouth feel: nice follow through, long finish, sticky, strong bitter aftertaste Overall: very good beer, specially with the price. Definitely something to look forward to.   
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 A golden color with ample carbonation and suspension. Excellent lacing. Smells light on the hops but good. Very smooth tasting and the hops aren't crazy bitter. It has a smooth mouthfeel and goes down easy. Definitely a class beer that I would buy. From a 22 ounce bottle at BJ's Brewhouse.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 One of my favorite double IPAs. Have always got the beer in a bomber. I like to drink 2 at a time. You feel fantastic after that. Enough said. 
look: 5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 2.75 | feel: 3.5 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pours a golden/copper into a fifteen ounce glass mug the same temperature as the beer. Three fingers of foamy white head that lasts. Finally settles to a thick rime. Big sticky lacing. Very good looking brew.    The nose is ripe white grapefruit. Some resinous pine and distinct caramel malts. A touch of grassiness. Cross between and IPA and an American Pale Ale.    Mild hops up front. Some clean spiciness. Excellent malt backbone makes for a balanced and drinkable brew. Some more pine breaks through.    Soft mouthfeel. Well balanced and finishes a little sweet. Very pleasant.    Overall a very good IPA but also carries the distinct qualities of an American Pale Ale. A super blend consisting of both styles.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Pours a nice clearer yellow with lots of bubbles heading a off white head that leaves some sheet lace.    Aroma is bright lemon grass, pine , grapefruit some orange notes after it sits a while. Nice bright hoppy brew.    Taste is like the nose bright hoppy citrus, lemon, grapefruit and pine dominating some gassy earthy hints underneath riding and over powering a bready malt base.    Mouthfeel is lighter side with pretty peppy carbonation which probably makes it seem even lighter.    Overall a nice light hop loaded IPA for the summer, wouldn't guess that its 8%.   
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 A: A golden amber color, mostly clear with a bunch of floaties, and a a large white head.     S: Huge resin and dank aroma with earthy aroma, and a pine resin finish.     T: Tons of resinous hops. Piney, earthy, and dank. A bit of caramel in the finish, followed by a lingering earthy bitterness.     M: Medium in feel, with fairly high carbonation.     O: Overall just a crap ton of hoppy goodness.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Very nice offering. Resides in my fridge or belly on a monthly occurrence. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.5 | taste: 2.5 | feel: 2.5 | overall: 2.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 3 | smell: 3 | taste: 3 | feel: 2.75 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3 | taste: 2.5 | feel: 3.5 | overall: 2.5 **   06/29/17  Lagunitas tasting with DC.    Bottle to snifter.    LOOK: clear yellow, small but creamy and lasting white head.  AROMA: grass, lemon, mold  TASTE: mold, grass, sour fruit, sap, wood. Stale.   FEEL: Medium body    In some ways better than born again yesterday, but in other ways not. You can't have it both ways, when you get rid of the bed flavor you also spill out some of the good.    **   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 Pours a definate orange color with very little head but plenty of carbonation. Smells quite orangey pine and hoppy. Initial taste is quite bitter up front then mellows out but bitter at the end as well. I am actually not an IPA man but consider this brew quite drinkable for the style. Glad I tried   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 6/25/17 (Chicago). 12 oz bottle poured into standard pint glass. Blonde clear pour, minimal white head or lacing, mild carbonation. Sweet pine, orange, malt and hops aroma. Very pleasant bitter taste, balanced with the sweet orange pine taste. Strong mouth presence, firm feel, nice drinking. Overall very good beer, glad I picked up a six pack!   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 Poured from a bottle into a tulip glass on 6/7/2017.    Has a beautiful orange color with a nice, white, creamy head that left good lacing.    Aroma of orange and grapefruit with some hops and a touch of malts.    Tastes really good. No flavor profile stands out too much, which may disappoint some IPA nuts who love bitter beers. However, I love the mix of flavors that are in perfect balance.    Great mouthfeel, fair amount of carbonation and is a medium-bodied. No real alcohol burn even at 8%.     All in all, while this may not be the best, per se, DIPA out there in terms of flavor, this is a super flavorful and drinkable DIPA that is good for almost any occasion.   
look: 4.25 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 I never attempt to describe with impressive adjectives and flavors great (or bad) beer but I loved this one. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 The appearance was a golden orange slightly transparent body with a one finger white foamy head. Carbonation is seen rising. The smell had some sweet and spicy through citrus, hops, and malts. The taste was mainly sweet, slight bittering flavors come through citrus, slight pine/resinous thing goin’ on. On the palate, it sat about a medium, smooth, fairly sessionable, bittersweet aftertaste and finish. Overall, this is a good one for the style, glad I tried it, and almost always come back to whenever I can.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 A very pretty beer, a brilliant burnt orange color with cream colored fluffy head. Aroma is lots of piney hops & oranges. In spite of the strong hop influence it's more sweet than bitter. Plenty of pine, kind of makes you want to go Christmas tree shopping even though it's summer. Orange & citrus flavors follow, then a hint of grains & yeast. And lastly the tongue get long lasting carbonated massage. I'n not very big on hoppiness by this is really good.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 3.5 | feel: 4.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 650ml bottle poured into a pint glass.    Mildly hazed orange amber hue, the pour builds up very thick creamy off-white head that lastingly stands with excellent retention before slowly collapsing to an everlasting foamy layer atop and leaving numerous amount of sticky and refined lacing here and there, so gorgeous showcase.    In a nose, there comes the hoppy goodness of tropical, citrus, grapefruit, mango, peach, pepper, and pine. Malt is also there with its bread, candy, and caramel.    The taste is straightforward for what Imperial IPA is all about. It begins with fruity hop of tropical, grapefruit, citrus, mango, peach, also pine and pepper. Malt plays in the supporting role but is not sunken with its rich sweetness, bread, candy, and caramel. The end and aftertaste is wrapped up and well lasting with solid and persistent hop bitterness.    Medium to rather full body with silky smooth mouthfeel from its soft effervescence and lively crisp carbonation, the feeling is very refreshing with a pleasantly dry finish.    Well-rounded IPA with very good hop profile that presents in intense but balance fashion, there is nothing too sharp but is well harmonized in very good order. Alcohol is also perfectly concealed underneath its deliciousness.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 Pours a solid gold color. Lovely beer to admire for its eye. A wonderful scent of fruit and grain hits the nose. I taste strong hops and subtle citrus. It's a remarkable blend of both. Great mouthfeel that is bold yet goes down as smooth as a double possibly could. Perfect drinkability.    = Lagunitas hits another homerun with this brew. It's bitter and ever so refreshing. A lighter DIPA at 8% but has all the character it should. Remarkable brew.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 I am a huge hops fan. A totally awesome beer! 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 I am revisiting many beers that I used to drink often, & then kinda forgot since joining BA. Always enjoyed this one, drinks so smooth for a DIPA. Clear, amber color, with a foamy head. Streak lacing. The aroma is grain, stone and tropical fruit, and some orange. The flavor is citrus, caramel malt, ripe fruit, grass, spice, and herbal notes. It is hop forward, juicy and resinous. Slightly acrid, dry finish. A hint of alcohol vapor. A decent beer, definitely worth trying.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Each sip of this goes down easier and easier. Killer hop influence but not too bitter. Really nice balance ....it's not "stoopidly'' hoppy as the label suggests. One side note....on all of this brewery's bottles/packs you can not find the brewery bottled or expiration date like most crafters have...or it's in code on the bottom of cans.... Just wondering. I have bought other beers showing fresh dates instead of Lagunitas for this reason.   
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 L: Golden orange, white colored medum sized head, spotty lacing.    S: Excellent citrus fruity hops; grapefruit, tangerine, mango.    T: Excellent flavor, unique, barely fruity but nicely hoppy on the front, nicely sharp and piney bitter bite on the finish.     F: Crisp. On the lighter side of DIPA, good bite.     O: Very good and worth your time. My second offering from Lagunitas and I'm impressed (first being Sumpin Sumpin Ale). Nothing stands way out, nothing overpowering, but every aspect is very enjoyable.   
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Awesome beer. My favorite right now. High ibu and abv but extremely drinkable. Try this beer, it will make you happy! I need fifteen more characters potato   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.75 Wow. I have lavished praise on Lagunitas Maximus in this forum, but I think this is better. I had it once before and wasn't blown away, but I must have chanced upon a really good batch this time because everything is coming together for me now: tangy hops hit tempered by the sweet malty backbone, all in service of disguising the healthy alcohol sting. Even better balanced for me than Maximus, which is saying a lot. In conclusion: love me some West coast-style DIPAs! Cheers and stuff.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 3 | overall: 4.75 If this is close to the Pliny, its great. Wish I could get more NEIPA. Southern Tier unfiltered was awesome. Ballast Point too clean. A brewery at this price point and quality will thrive in the coming quality-brew bubble. Great for them. Great job!   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 A good go-to DIPA when I want something hoppy, juicy, and a little heavier in the summer.     L: Clear golden-orange, white head, lots of lacing.    S: Pine resin, tangerine, golden malt    T: Piney, grapefruit, sweet citrus, pale malt, a touch of booze. Melon, mango, more pine. Finishes bitter and clean, and little dry.    F: Sticky enough to feel like a lot of DIPAs, but thin and dry enough to be an easy-drinker.     Overall, it's nothing you haven't had if you've had a lot of West Coast IPAs/DIPAs. Piney, citrusy, a little tropical, flavorful, and a little boozy. Clean and consistent though, and worth a buy if you dig the style.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4 
look: 5 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 Classic optics - great carbonation, right amount of head. Aroma is inviting but a tad light - notes of bubblegum, citra / tropical (mango, pineapple) and resin. Pretty smooth double, though it does lack a defining flavor. A little NW hop resin, some more tropical flavors, some bitter grapefruit pine at the end but nothing too much. Good golden / crystal malt flavor underneath. I am by no means an advocate of hop bombs or beers overhopped to the point of being abrasive or lacking depth, but this needed a bit more oomph.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 2.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 3 | smell: 3.5 | taste: 2.5 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 3.5 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 L: Clear golden/ orange with slight haze. Good head retention.     S: Grapefruit and lemon rind. Little bit of pine.     T: Similar to the nose, citrus and pine. There is more citrus up front, then finishes with bitter pine.    F: Long lasting bitter finish. Moderate body, but drinks pretty light for 8%.    O: A classic west coast DIPA if I've ever had one.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 L: Golden and slightly orange  S: Grapefruit and pine. Some hops  T: Hoppy bitterness, citrus, pine, and some sweetness at the end  F: Medium in body and carbonation  O: Deliciously bitter DIPA by Lagunitas. For being a DIPA its a surprisingly easy drinker.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.5 I need to come around again with another bottle and review this formally. All I can say as of now is wow, this was one of the best DIPAs I've had. Not super aromatic. Balanced and clean with little detectable ethanol, delightful citrusy and piney hops with high bitterness that fades instantly upon swallowing, leaving a faint pleasant citrus linger that makes you want another gulp.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 2.75 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
