look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 33cl bottle, 7m old.    Very light straw, extremely clear. Foam is weak, disappears completely, no lace.    Nose is grain, not a strong aroma, but it is exactly as a well-made pils ought to smell like. Very little hops, though. Diacetyl notes.    Taste has even clearer diacetyl mixing with the subdued element of grain. And an understated crispness and edge, presumably from rice. Pleasant, smooth mouthfeel. No hop taste either in terms of aroma or bitterness, which is the main shortcoming... the crispness is the only element bringing any contrast to the smoothness.     In summary, a flawlessly executed subdued hopless version of pils/pilsner..Very well done for what it is trying to achieve. Unjustly over-vilified in my opinion. The diacetyl is not 'corn', maize does not provide much taste at all, and afaik Budweiser does not even have it. Use of rice is no more to sneer at than the Bohemian and German use of it in a very similar fashion at the end of 19th century. Adjunct process is a cornerstone of witbier, why would it be a crime here? A lot of craft beer is poorly balanced and inconsistent and shows little skill. Whether this style is very exciting is another matter, but you cannot fault the execution, as there is very little to hide behind. I suggest trying to make a flawless light lager of your own.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Decanted from a 12 oz (355 ml) bottle into a chalice glass; best by 13 July 18.   A: Pours a crystal clear, golden color with a one inch, white head, low retention and no lacing to speak of.   S: Floral and apple notes with grainy maltiness, but very low aroma overall.   T: Light and refreshing with light maltiness and very light bitterness leading to refreshing finish.   M: Light bodied with low volume but persistent effervescence.   O: I find the unusually low scores a bit inconsistent with reality. Budweiser is an American adjunct lager and a very well made one. It is not going to have the “big” flavors of many other styles, nor should it, as it is basically designed to be light and refreshing (and is). No fan of the “Macrobreweries,” but it does not mean the beer is not well made.   
look: 2 | smell: 3 | taste: 3 | feel: 3 | overall: 2.75 
look: 2.25 | smell: 2.5 | taste: 2.75 | feel: 2.5 | overall: 2.75 Not as bad as I thought it would be, but still leaves a lot to be desired 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Budweiser American Lager is among the best beers I have had. I understand why it is the King of beers. Sweet Malt and low hop bitterness make this beer very palatable and easy to drink and easy to enjoy. The first time I had this beer, I thought it was bad. In the can, it really had no flavor. Recently, I wanted to give this beer another try; this time in the bottle. Wow this beer was delicious and so enjoyable in the bottle. I love the wonderful full malt flavor and low hop bitterness. The smell is like yeasty bread from the oven. The feel is light like all lagers are. The color is nothing amazing neither is the head. I just enjoy this beer straight from the bottle so i tend to not care about color unless its a amber lager or a stout. The presentation of a Budweiser is classic and as American as it gets. Who wouldn't know that timeless red label? Many beer drinkers love to bash this beer. I was almost one of them, until I got some experience drinking many other brands of lagers. There is nothing to hate about Budweiser, it is absolutely a fantastic classic Brew. This beer goes with anything: bbq, burgers, franks, anything you please. Heck put it on ice cream! Nothing but thumbs up from me!    By the way, I called Anhueser-Busch with a question and they answer the phone and handle your concerns with respect and professionalism. Thats more than what I can say for Another brand ie: pabts   
look: 4 | smell: 2 | taste: 3.5 | feel: 3.5 | overall: 3.75 its a good beer when I want to drink cheap beer during happy hour. 
look: 2.5 | smell: 1.75 | taste: 2 | feel: 1.75 | overall: 2 
look: 2 | smell: 1.75 | taste: 1.75 | feel: 2 | overall: 2 Golden in color heavy Bud Light crisp taste not much of a flavor or body. 
look: 3 | smell: 3 | taste: 4 | feel: 4.5 | overall: 3.5 
look: 3.5 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3 
look: 2.5 | smell: 2.5 | taste: 2.25 | feel: 2.5 | overall: 2.25 
look: 1.75 | smell: 1.5 | taste: 2.5 | feel: 2.5 | overall: 2 
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 1.75 
look: 2.25 | smell: 2.5 | taste: 2.75 | feel: 2.25 | overall: 2.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4.25 | smell: 4 | taste: 2.25 | feel: 2.75 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.25 
look: 2.25 | smell: 2.25 | taste: 2.5 | feel: 2.25 | overall: 2.5 
look: 2.5 | smell: 1.25 | taste: 1.25 | feel: 1.25 | overall: 1.5 Pours a light amber with a bright whie head that quickly fades to a thin lace. Starts with an odd, hop-like aroma and sharp carbination. It has a weak, watery body for a lager. The flavor is like bitter bubblegum and soapy water.   
look: 2.75 | smell: 2 | taste: 2.75 | feel: 2.5 | overall: 2.75 
look: 3 | smell: 3.75 | taste: 3.75 | feel: 3 | overall: 3.25 
look: 3 | smell: 2.5 | taste: 2 | feel: 2.25 | overall: 2.5 Pale golden color. Looks like Budweiser. Smells like Budweiser. Tastes like Budweiser. If you don't know what Budweiser tastes like, stick with wine.   
look: 2.25 | smell: 1.75 | taste: 1.25 | feel: 1 | overall: 1.5 
look: 3 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.75 
look: 3 | smell: 2 | taste: 1.5 | feel: 2.25 | overall: 2.25 Thin head, but there is a head (almost, kind of), dissipated in seconds, clear yellow color.  Smells like the area of my carpet I frequently spill beer, except with a little straw, atleast there is some character I guess?  Yeah wtf this tastes old and it doesn't expire for three months. A clean lager taste but ruined by a slight taste of beer fruit flies have been living in for a week or two.   I've seen something in advertising saying it's beech wood aged? Why the freak would you age a light beer?   How are their cheaper beers better?  How can they call this the best beer in the world?   Seriously I swear this is just expired Busch relabled  Can we please file a class action lawsuit over their gratuitous and false advertising?   
look: 4 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 24 ounce can into lager glass, best before 5/28/2018. Pours crystal clear pale golden yellow color with a 1 finger dense and rocky white head with great retention, that reduces to a small cap that lingers. Nice spotty soapy lacing clings on the glass, with a fair amount of streaming carbonation retaining the cap. Aromas of cracker, white bread, light biscuit/dough, and mild herbal/grassy earthiness. A bit fruity aromas, but not overwhelming. Okay aromas with pale malt/grain and light earthy hop notes; with solid strength. Taste of cracker, white bread, light biscuit/dough, and mild herbal/grassy earthiness. Very mild herbal, grassy, spicy bitterness on the finish. Lingering notes of cracker, white bread, light biscuit/dough, and mild herbal/grassy earthiness on the finish for a good bit. Nice robustness of pale malt/grain and light earthy hop flavors; with a nice malt/bitterness balance, and zero cloying/astringent flavors after the finish. Moderately crisp/clean finishing. Perfectly clean on lager flavors; with zero yeast notes present. Lightly increasing dryness from lingering bitterness and carbonation. Medium-high carbonation and light-medium body; with a very smooth, fairly bready/grainy, and lightly sticky balanced mouthfeel that is good. A bit thin, but not watery. Zero warming alcohol for 5%. Overall this is a very solid pale adjunct lager style. All around good robustness of pale malt/grain and light earthy hop flavors; very smooth, crisp, clean, and refreshing to drink. I liked that they don't use corn, so you don't get much fruitiness. Very clean barley/grain flavors and decent earthy hop presence/balance. An enjoyable offering, and very well made style example as expected.   
look: 2 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2.25 | smell: 2.25 | taste: 2.5 | feel: 2.25 | overall: 2.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is an amazing American beer. Go suck a thumb if you think different 
look: 2.5 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 2.75 Drank from 12 ounce glass bottle. Ratings are done based on this style of beer.    Look - Bottle is a little plain, typical design with bland labels. Main label has too much writing for my taste. Dark brown bottle made it hard to see beer.    Smell - Very neutral smell. Nothing in particular could be picked out. Neither good nor bad.    Taste - Slightly more character than the smell. Hints of corn sweetness. Very little bitterness. Uninteresting but inoffensive.    Feel - Thin with just the right amount of carbonation. Very smooth and friendly, doesn't fight you going down.    Overall - The "King of Beers" shows itself to be an acceptable and very average beer. Nothing really stands out about it, making it a great background beer for parties, sporting events, or other activities where drinking beer isn't your main focus.   
look: 3 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 
look: 2 | smell: 1 | taste: 2 | feel: 2 | overall: 2 It's bud. Meh 
look: 3 | smell: 1.75 | taste: 1.75 | feel: 2.25 | overall: 1.75 
look: 2 | smell: 1 | taste: 1 | feel: 1 | overall: 1.25 
look: 3 | smell: 2.5 | taste: 1.5 | feel: 1.25 | overall: 2 
look: 2.5 | smell: 2.25 | taste: 2 | feel: 1.75 | overall: 2 
look: 1.25 | smell: 1.25 | taste: 1 | feel: 1.5 | overall: 1.25 
look: 2.5 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2 
look: 3 | smell: 3 | taste: 3 | feel: 2 | overall: 2.75 It is ok not special at all. clean taste refreshing nice after taste not my kind of beer. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 2.25 
look: 3 | smell: 3 | taste: 2.75 | feel: 2.5 | overall: 2.75 
look: 1.5 | smell: 1.25 | taste: 1 | feel: 1.5 | overall: 1 This is a great example of why, up until the recent craft explosion, American beer had such a bad reputation. If I want bad tasting water, I'll turn on the tap.   
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 I run hot and cold on Budweiser. At times I love it, at other times I've been disappointed. The last 12-pack I bought, however, was splendid. I enjoyed it very much. Drank every one of them with a smile on my face. AH!   
look: 2 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.25 APPEARANCE :  Head: 2 fingers, lacing is uneven, doesnt stick. White/ivory. Seafoam. Dissipates quickly.   Body: Medium bubbling, clear/golden color.     SMELL:   piss/ mild wet hay    TASTE:   watery, bland. more oomf than budlit. mild malt and hop flavor. balanced.    MOUTHFEEL: light, quenching, low viscosity.     OVERALL: fun for the whole family   
look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2.5 | smell: 2 | taste: 2.25 | feel: 2.5 | overall: 2.75 
look: 1.75 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 2.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.25 I'm less than enthusiastic about Budweiser. It's the beer favored by people who either looking simply to get smashed for cheap, those whose palates have been eroded by smoking, or people who probably shouldn't be drinking. It looks like a beer and it feels like a beer, but the aroma and flavor are far from captivating.   
look: 3 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3.25 Budweiser is great on tap. Surprisingly, slightly difficult to find on tap though.  It's very good in a bottle or can. It always tastes fresh. It is also very easy to find in can or bottle form (needless to say).   The price is right and as other people have said, quality control is second to none.     It has a nice color, is easy to drink and is carbinated well.     I have consumed several hundred different types of beers and like most of them. I like Budweiser and purchase it for hot summer days in North Carolina.   
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3 | smell: 2.25 | taste: 2 | feel: 2.25 | overall: 2.25 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4 
look: 3 | smell: 2.5 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 2 | smell: 1.75 | taste: 2.5 | feel: 2.75 | overall: 2.5 It never fails to baffle me how the urine water Bud Light has at least the same popularity if not more than the original Bud. Budweiser has a fuller feel, better taste, and hell a higher ABV for what it's worth. It's not like you're getting many less calories drinking light anyway, and to me Bud is just a far superior beer in every way. It's still not good, but at a highly affordable cost it really isn't the worst thing out there.   
look: 2.5 | smell: 1.5 | taste: 1.75 | feel: 2 | overall: 2 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 For all the bad representation Budweiser gets, I've always found it to be a killer beer for the style. Countless others may mud sling with comments of the beer being flavorless, without character, etc. I'm a beer enthusiast myself and while I enjoy craft beers of all kinds, I always come back to Bud for something simple, reliable, and drinkable to get the job done. The beer pours a bright and clear straw golden color with generous carbonation, a slightly off-white head which is excellent, although doesn't linger for a super long time. Aromas I get are a sweet and subtle malt presence, with a faint kiss of the hops to balance it out, a bread/biscuit smell, and cooked buttered rice. I also for some reason get a subtle fruity aroma of banana, which I actually love. Taste is crisp, clean and refreshing with a wet finish, and tastes pretty much like it smells. All in all an awesome beer for what it is.    I think the problem is too many people compare this beer to stuff like Ales, IPAs and stouts and things of that nature. This beer is not an IPA or any of that by any means, it does not have those characteristics. Nor is it trying to be. It is more reminiscent of a German style pilsner or lager than anything. But it's an American Adjunct lager through and through. And for what it is, it's a top notch beer in my opinion. Plus no one can take away that Budweisers quality control is unmatched so you will never get a bad batch of it and it will taste the same anywhere in the world you go. I will most likely get hate from all the beer snobs out there, but I'm an enthusiast, not a snob. I drink what I like craft or not without fear of judgment. Cheers!   
look: 2.5 | smell: 2.75 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 2.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2.5 
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 It is drinkable. 
look: 3 | smell: 1 | taste: 1 | feel: 2 | overall: 1 I'm not sure what Inbev did, but today's Bud tastes nothing like it used to. I used to *kinda* like it, but now this stuff just tastes like all the other swill. You can do a lot better.   
look: 3.5 | smell: 2.75 | taste: 3 | feel: 3.25 | overall: 3 I am being very generous. Also the factory is nearby in our state and the workers make a decent living via union, so that's a good thing to support. Not a bad beer, but I try to avoid it unless at a social thing where it's available no fussing. It is, to me, slightly better than most of the standard American macro lagers. served around 35- 38F, it's drinkable. Terrible when warm.   
look: 2.25 | smell: 2.25 | taste: 1 | feel: 1.75 | overall: 1 I feel cheated... It LOOKS like beer. It SMELLS like beer. It even sorta feels like beer while it's going down. My question is how anheuser busch managed to liquify fareway-brand wheat bread with brown sugar and pass it off as a drinkable beer. I'm utterly astonished that this company has the gall to claim that it is an American classic. I am ashamed to have ever let this beer pass through my lips.   
look: 3 | smell: 2 | taste: 4 | feel: 4.25 | overall: 4 best beer when wearing a wife beater and/or driving a dodge. Tastes best while screaming ‘merica. 
look: 4.5 | smell: 2.5 | taste: 4.75 | feel: 4 | overall: 5 If your wife’s yelling at you and you have nothing to look forward to when comming home from work you stop at the bar and have no less than 10 the 11th tastes the best   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 1.75 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2.25 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.5 | smell: 2 | taste: 2 | feel: 1.25 | overall: 2 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2.25 
look: 3.25 | smell: 4 | taste: 2.75 | feel: 2.5 | overall: 3 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 2 | taste: 2 | feel: 1.75 | overall: 2 AMERICA! 
look: 2 | smell: 2.5 | taste: 2.25 | feel: 2.5 | overall: 2.25 I'm not fan of Budweiser. The beachwood aging doesn't do much for me. I have enjoyed long-neck bottles of Bud if they are really cold and I haven't had a beer in a long time. What I find most useful about Bud is using it as a short-hand way of rating other beers. If it's better than Bud, it's drinkable. If it's worse than Bud, then it's swill that should be given to dogs or pigs. Example: "Lucky Lager isn't very good and it has to be cold, but it's better than Budweiser."   
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2 L: Pours a pale yellow gold with a small fizzy white head.    S: Some grain and creamed corn, some very slight hop, very little aroma.    T: Slight grain and watery with some corn. Not very much flavor.    F: Crisp and light seems watery.    O: It is what is is a lightly flavored cheap lager.   
look: 2 | smell: 2 | taste: 2.25 | feel: 2 | overall: 2.25 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 'MERICA...................................................................................................................................................................................................................................   
look: 3 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2.5 
look: 3 | smell: 1 | taste: 1 | feel: 3 | overall: 1.5 Smells like piss, taste like water, feels like sparkling. 
look: 1.25 | smell: 1 | taste: 1.75 | feel: 1.5 | overall: 1.5 
look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 1.25 | smell: 2 | taste: 2.25 | feel: 1.5 | overall: 2.25 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 2.75 | smell: 2 | taste: 2.25 | feel: 2 | overall: 2.5 
look: 2.5 | smell: 2 | taste: 1.25 | feel: 1.25 | overall: 1.5 
look: 1.25 | smell: 1 | taste: 1.25 | feel: 1.25 | overall: 1.5 
look: 3.25 | smell: 3 | taste: 1.5 | feel: 2 | overall: 1.75 
look: 2.75 | smell: 2 | taste: 3 | feel: 2.5 | overall: 2.75 
look: 3.5 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.25 | smell: 1.75 | taste: 2.25 | feel: 2 | overall: 2.25 
look: 2 | smell: 2 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 2.5 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 2.25 
look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2.75 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2 | smell: 2.25 | taste: 2 | feel: 2.25 | overall: 2 
look: 4 | smell: 2.5 | taste: 2.25 | feel: 2 | overall: 2.5 
look: 2.25 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2 
look: 2.5 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2 | smell: 4 | taste: 4 | feel: 3 | overall: 4 My go-to session value beer. For me bud is delicious and goes down easy. Its an underrated lager that gets a bad rap. Its always fresh and the rice and the beechwood aging give it a subtle but unique finish. As for the look and feel, yeah its not great, but that doesn't even matter to me- its all about the crisp, fresh finish at a great price point.   
look: 4 | smell: 3.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 2 | smell: 1.5 | taste: 1 | feel: 1.25 | overall: 1.5 
look: 2.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.75 12 oz bottle into a pint glass.    L---Light golden with a white head that dissipates quickly and leaves no lacing.    S---Sweet. Can notice the rice it's brewed with.    T---Watery without any real noticeable characteristics. A bit of sweetness, but no real hops or malt backbone.    F---Wet, like water. Some ok carbonation.    O---My friend's father (a German immigrant) used to say of Budweiser, "Bah...Chinese rice beer". He did not mean that as a compliment. I can't think of a better way to describe it.   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 2.5 | smell: 2.25 | taste: 2.25 | feel: 2.5 | overall: 2.5 
look: 3 | smell: 2 | taste: 3 | feel: 3.5 | overall: 2.75 Look, it is what it is. Budweiser's isn't goin to wow you with complex notes or wonderful aroma... It is, however, very drinkable and finishes nicely. I think Bud has a perception problem because (among other things) Bud Light is so terribly retched. People remember how awful Light is so they assume that Bud is just as bad... That's not true.    ** I've been drinking craft for over a decade. I used to scoff at the idea of drinking a few AAL's but as time went by, I slowly came back to try the old stand byes... I can actually appreciate these beers now while also realizing that there are better brews out there. People who look down their nose at beers like Bud haven't yet hit that point in their beer evolution to fully appreciate it for what it is and just enjoy it. I was a hardcore hop head for years but i feel like I'm burnt out on it. Let me know if this type of evolution has happen to any of you guys yet   
look: 2 | smell: 2 | taste: 2.5 | feel: 2.75 | overall: 2.5 Bud is the old stand by. Still sucks in my opinion. If it is ice cold and you just did construction all day in Florida it tastes good! Once slightly warm the truth comes out. Brewers rice does not belong in any beer. Saki maybe.   
look: 2 | smell: 2.25 | taste: 1.75 | feel: 1.5 | overall: 1.75 
look: 3.25 | smell: 4 | taste: 3.25 | feel: 3.5 | overall: 3.5 This is the style of beer I generally like, AAL fan that I am. Bud has been what I get when nothing more interesting or rare in this tradition is available when I go to restaurants. Still, it is over-priced in comparison to other beers of similar quality. Occasionally I will buy a 24 oz. if priced right, otherwise, I nod to bud and drink my Pabst or Old Milwaukee. Bud is generally better than most AALs in terms of reliably quality, I'll give it that.   
look: 2.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1.25 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 1.5 | smell: 1.25 | taste: 1 | feel: 1.25 | overall: 1.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 1.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1.25 I haven’t had one of these in about 30 yrs so I thought I’d compare it to what I remember from back then. Poured from a 24 oz mega can $1.99 at Randall’s into my favorite cheap clear glass. I was surprised at the pale weak looking color and the smell was unidentifiable grain. Despite a large white head it dissipates almost immediately. The taste is watery followed by a sourness that sticks to the roof of your mouth and never goes away. Very flat carbonation. Wow, I don’t remember it being this bad.   
look: 2.5 | smell: 2 | taste: 2.75 | feel: 3 | overall: 3 I don't know why some people hate this lager but I find it okay. It has a nice smooth and sweet finish which is very palatable even after warming up.The rice is slightly dominant in this beer.  (will update this review with more details next time I am drinking it)  Edit - Appearance - Clear,light golden yellow.   On the nose - Pretty bland with a strong woody smell with hints of rice.  On the palette - Rice and sweetness, slightly bitter in the end and a smooth finish.   Light bodied and crisp.  I definitely had better lagers. This one's for easy drinking.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2.5 | smell: 1.5 | taste: 3 | feel: 1.5 | overall: 2.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 Rice macro. King of beers? To some. I never dug it. 
look: 2.5 | smell: 2 | taste: 2.75 | feel: 2.5 | overall: 2.5 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.25 
look: 2.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 2.5 
look: 3 | smell: 2 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.25 
look: 2.75 | smell: 2.5 | taste: 2.25 | feel: 2.5 | overall: 2.5 
look: 1.5 | smell: 1.75 | taste: 2 | feel: 1.25 | overall: 1.75 Struck one day by some old highschool memories, i remembered Budweiser. Impulsively, i decided to have one since it had been many, many years since i had drank one. I know why now.    It looks a pale yellow, as it always did, with a slight metallic grainy smell, but balanced right. Taste is bland, with a slight rice flavor approaching from behind but finished with a clean bitterness.    It is what it isn't. If you still love budweiser and you're not in Highshool anymore, either your financial status has not changed or your taste buds have not developed any further.   
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3 
look: 3 | smell: 2.5 | taste: 2.25 | feel: 2.5 | overall: 2.5 L : Golden Amber  S: Not intense (Barely a smell)  T: Decent nose, Bitter and hoppy  F: Not a beer to be drank quickly  O: Pretty standard American beer 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Right, what you should know about Mark Chads is that they are the greatest beers in the world. They're that good they cure baldness, straighten teeth and add a few inches to your manhood. If you stand with one of these bad boys you'll look cooler than Steve McQueen in Bullitt.  I'm going to share the secret to it all with everyone because I'm a generous guy.    Step 1: Ask the barman for a Mark Chad  Step 2: Confirm that it is ice cold  Step 3: Apply your bottle cosey  Step 4: Stick your finger in the top of the bottle and pop it  Step 5: Skull that bad boy before it gets warm, but make sure you look cool when you do it. (Try leaning against a pillar or wall. If a pool table is available for a game then even better, the Mark Chad makes you play like Ronnie O'Sullivan on ritalin!)  Step 6: Leave the smallest amount in the bottom of the bottle  Step 7: Repeat previous steps 15-20 times  Step 8: Spark a J whilst all the birds give you their phone numbers    Congrats on learning about the king of beers!   
look: 2.75 | smell: 2.25 | taste: 2.5 | feel: 2.5 | overall: 2.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 I know it may be biased, but I’ve always been a Budweiser guy. It’s better than any light beer, a little stouter, and has a great taste. I guess the biggest appeal for me is I can get a case for around $16-$18 and enjoy my weekend drinking, reasonably priced. It’s got a beautiful golden color, bubbly, and is really all I could ask for in a beer.   
look: 2.75 | smell: 2 | taste: 1.75 | feel: 2 | overall: 2.25 
look: 2 | smell: 1.75 | taste: 2.25 | feel: 2 | overall: 2 Not terrible. Used to be my go-to beer before I really loved beer. I would still drink this over any light beer although it drinks, to me, like a light beer. Very little bitterness and very little real beer flavor. Better than drinking "not beer" when you need a beer.   
look: 3.75 | smell: 2 | taste: 2.75 | feel: 3 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 2.75 | overall: 3 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 The standard by which all other beers should be judged. Almost perfect in every way. 
look: 2.5 | smell: 1.75 | taste: 1.75 | feel: 2 | overall: 2.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 L: Light yellow, poor foam    S: Grainy with no smell of hops    T: Weak, taste of corn, rice and other grains, medium carbonation    F: Light to medium    O: Simply middle of the road beer. Light to the educated beer-drinker. Might be strong to the uneducated beer-drinker. If you ever host an event and don't know whom to cater, just serve this beer. To its advantage, great marketing.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 3.75 | taste: 3.75 | feel: 2.5 | overall: 3.25 Acidic upon contact, but a lovely aftertaste. A nice slow drinker 
look: 2.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 2 
look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.25 | overall: 2.5 
look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.5 | smell: 2 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 I haven’t had a Budweiser in 10+ years. But I found a 6-pack in the fridge and decided to give it a try. Turned out to be much better than I remembered. Taste was decent for a macro lager. I’ll drink it more often in the future.   
look: 1.75 | smell: 1.25 | taste: 2.25 | feel: 2.25 | overall: 2 
look: 3.75 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4 | smell: 2.5 | taste: 2.25 | feel: 2.5 | overall: 2.5 
look: 3 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.5 
look: 2 | smell: 2 | taste: 2.25 | feel: 3 | overall: 2.75 
look: 1 | smell: 1 | taste: 1 | feel: 1.25 | overall: 1.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 only rating this because it's the one and only macro that I legitimately like.     Why? because the adjunct is rice, not corn, which everyone else uses.. Corn tastes disgusting and is sweet, i hate sweet. Rice is basically flavorless. So imo, Bud therefore tastes like a normal basic beer, just watered down.   
look: 3 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3 
look: 3.5 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 1 | taste: 1 | feel: 1 | overall: 1.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 3 | overall: 2.75 
