look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Arrogant Bastard Ale brewed by Arrogant Brewing, with an ABV of 7.20% This American Strong Ale pours out a deep, deep golden amber color with a nice off white head. There is a lot of lacing to this brew, it sticks to the side of the glass well. The smell is rich, with grassy grains and malts. You also pick up a nice mild hop bitterness, in the smell. Now for the taste, it is bold with flavors. You first pick up on a hop bitterness, then grassy grains and malts. The hop bitterness is a nice note to this brew. There is a lot going on in Arrogant Bastard Ale, it is bold with flavors. The body of this brew is a medium to heavy, but not to heavy. This Strong Ale has a lot going on in it, there is a real nice balance to it. There is nothing overpowering about this brew. It is really hard to pick up on 7.20% ABV in this brew, it is just that smooth. The mouth feel of Arrogant Bastard Ale is Bold, Hops, Clean, Smooth, and Refreshing. Overall I'm giving Arrogant Bastard Ale a 4.50 out of 5. I would definitely look this brew up again giving the chance to. If you are looking for a bold tasting brew look this brew up. Arrogant Brewing, did a real super nice job with this one.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a 16 fl oz can into my old reliable tulip glass (sniffer).    Those Arrogant bastards know how to brew an excellent beer. And one of the very best strong ales anywhere is their Arrogant Bastard Ale. The Bastard pours a thick head of tan that resembles light caramel that stays around a long time - really nice. Colour is a dark caramel like a well-aged congnac only hazier. Nose has (again) caramel, burnt sugar. The smokiness hides some of the floral notes, but it's there. And I detect a little bit of apple (granny smith?) that gives it a tiny bit of cider. Taste strong malt representation: It's smokey, dark caramel covered on a biscuit. Not much of a coffee nor chocolate as one might expect from a beer like this, but there is something of the two that was roasted in the process. Hops of floral and pine notes, woodsy like autumn. When drinking it starts off refined with a good carbonation to remind you that this is not a brandy, it's a strong American ale; It remains strong upon the finish, but gives the drinker a bit of a break by going down easier. OK, now I detect some chocolate on the finish. Man, this beer is so good! this ain't no Budweiser, this ain't no Coors, this ain't no fooling around. This is what beer ought to be and for people who know and appreciate drinking the good stuff. Highly recommended.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 I appreciate the message from this beer. "Perhaps you're mouthing your words as you read this." Great stuff. Message sent to those who think "cold" is a taste. A problem I suppose is that this message has already been sent. Repeatedly. Within the BA community at least, I don't think most reading this need to hear that message. And while it does have a nice bold taste, there are so many choices out there now for beers which taste better than this one.  Anyway, the beer pours a beautiful reddish-brown colour with tall offwhite-orange head with good retention & lacing.   You can just see how creamy this beer is going to taste. It is for the most part transparent, but in holding it up to the light I see a fairly fine uniform particulate. Not fine enough to call the beer cloudy, but too small to be floaters. This beer has a heavy sugary bready malt aroma and taste. The odour also includes a dominant sour fruit smell; plum I'd say. It's in the taste as well but it wouldn't be quite right to use the word sour for the taste as there are so many sour beers out there now which are truly sour. There is a nice creamy mouthfeel which leads up to the bitter clean ending of this beer. Overall I just don't think I would seek this beer out again but if you're one who wants a big malt taste and aren't into IPAs or any of the other styles which go beyond malt forward, you may like this beer more than I do.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 Reading the bottle is as good as drinking the beer. 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from 22oz bottle into Snifter glass. Bottled on August 2nd 2017.     L: Deep mahogany that is murky, two finger light beige head that is super fluffy, outstanding retention. Spectacular lacing.     S: Smells of pine hops, alcohol and rich bready malt.     T: Lot more malt on the palate, lots of caramel and toffee, grainy too, dark toasted ones, some good pine hops, alcohol is present yet not overbearing. Very complex.     F: Medium body, smooth and creamy, prickly carbonation. Grainy dry finish.     O: Stone is one of those breweries like Founders that can't seem to release a bad beer (yes I know it's happened but super rare). Really excellent brew.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Poured from a 16 oz can into a glass.    This is an excellent-looking beer. Dark, reddish-amber with a perfect tan foamy head. It just looks like a good beer, and all that that entails. Not beautiful, but ruggedly handsome.    Aromas of hops and toasted grains are very forward, with just a hint of ester-y banana and a touch of booze in the background. Very aggressive bitter aromas, with the roasted and malted ones taking a bit of a backseat. Well-balanced, yet in your face.     The flavor is a study in amazing balance between a variety of disparate, and prominent notes. Whereas the nose featured more bitterness, the palate is assaulted on the front end with a healthy dose of diacetyl and cocoa sweetness, followed by toasted grain, and finished with some strong, yet judicious hoppy bitterness. The hops are strong, but far short of an IPA, lending a citrusy, but not quite piney quality that is just about perfect.     The mouthfeel is down the middle medium, but it is definitely a dry finish, helped along by the hops and booze that arrive at the finish. Neither cloyingly sweet nor overwhelmingly bitter.     I've passed on this cocky offering a myriad of times, for whatever reason. Maybe I thought the name and the description on the label seemed "gimmicky." Not so upon finally tasting this. It defies categorization. It has the malty sweetness of a dark ale, mixed with a hoppy, but not "hop head" crispness that keeps me coming back for more. Kudos to this brewer for combining so many strong aspects into one cohesive, cocky brew. I dare you to drink just one.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 I wasn't sure what to expect going in, but this was really yummy. It's rich, has a good, full mouth-feel, and the hops give it just enough kick that your taste buds don't get complacent. If you're already a fan of stouts, I don't see how you'll go wrong with this lovely ale.   
look: 5 | smell: 5 | taste: 3 | feel: 2.5 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Can dated "enjoy by 08-21-17" into pint glass. Pours a slightly cloudy ruby brown witha persistent light tan head. Initial impression is roasted malts and a hint of caramel, but very subtle. Medium mouthfeel -a lot thinner than I expected. Carbonation is medium. Finish is slightly bitter. Overall, an interesting but not particularly compelling take on the style.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 3.5 | taste: 3 | feel: 4.5 | overall: 4 Look: Two finger white head, clear ruby body.    Smell: Toasted bread, caramel, mild orange, resin. Like an overhopped bock.     Taste: Same as above, but the hop bitterness kind of overwhelms it.    Feel: Medium body and carbonation, assertive hop bitterness.   
look: 3.5 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 An arrogant brew indeed. A deep dark red ale with attitude. There was no aroma, no scent when opened. At least nothing that I could ascertain. It had a thin creamy light-brown head when poured, making it look inviting. I consider this a cross between an ale and a stout or a stout-ale hybrid; and certainly nothing wrong with that for that is what makes it a bastard in the first place. As for taste the taste lingered and overall feel was quite good. I also like that it was a full pint at the price of it 12 ounce cousins, making it a real good value for an amazing ale. I will be having more of these.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Taste: rich, smooth, malty, roasted flavors balance well with just the right amount of hops for this style. Mildly spice malt nose. Deep mahogany/copper hue, mostly clear, with a tan head and some lace. Medium/full body. Very drinkable.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 Pours a copper brown into a fifteen ounce glass mug the same temperature as the beer. Two fingers of tannish head that lasts before settling to a creamy rime. Beautiful lacing.    Nose is fairly mild but very complex. An unusual blend of piney hops and sweet caramel malts make for an interesting brew. Some dark fruits. Maybe raisin and plum? Very dry hop finish but still leaves a sweet lingering caramel aftertaste. Very complex brew. Also very hard to describe. My guess is either you will like it or despise it. Too thin on the palate.    Overall a very complex beer with the citrus hops (pineapple) and the sweetish caramel malts. Although the brewers maintain a good balance it just isn't my style.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 2.75 | taste: 2.5 | feel: 2.75 | overall: 3 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Poured from a can into a Spiegelau. I can tell up front that I'm going to like this one - interesting hops and malt!    L: Pours a brownish red, nice and clear. Fluffy 2 inch head - not white, but rather with a reddish tint.    S: Hoppy. What really surprises me is the smell of the malt - very toasty?    T: This is a great beer - after all the run-of-the-mill pale ales and all their derivations, I was surprised by the toasty malt bill with hops; great bitterness    F: Love the dry! Slight juicy up front, destroyed by the dryness!    O: Awesome ale!   
look: 3 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 Pours a rich amber. Smell is caramel, brown sugar. Taste is bitterness, oak, pine, nuts, hops up front. Some smoke, caramel, brown sugar in behind. Alcohol is at the end. Has a lingering bitterness.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Poured pint can into nonic slowly at around forty degrees this amounted to a one finger persistent head, the color is dark brown, deep red when held to the light. the smell is dank of chocolate, malt, and hops aromas     The taste is immensely dark yet delicious, dense in both malt and hops this ale has a very rich taste     Overall this is an impressive beer, would definitely recommend for people who like darker ales   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 After all this time finally getting to this brew. Deep brown with a tan froth. Tea, caramel and big pine to the nose. The pine and tea take the palate over and little else is noticed except for some fruit here there. Lighter than expected (medium range). If I would have had this ten years ago I would be impressed. As it stands today it is just not my thing.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Bought a 16oz can $2.99 from Viva Vegas Fremont  Dark amber brown color  Medium-heavy mouthfeel  Medium carbonation  Taste of caramel, roasted malt, bitter aftertaste  Overall not for me.   
look: 4.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.75 | taste: 5 | feel: 3.75 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3 | overall: 4 16oz can   16oz pint glass  Too much beer for the glass. Needed to sip upon it first to empty the can.   Rich caramel amber color.  Creamy off white head, about an inch thick dissipating to about a quarter inch, thinning out.  Bitter toffee, warm but not overwhelming alcohol lacing.   Soft seltzer carbonation on the palate.   Lingering floral hoppy notes. Great complexity.   Coffee and toffee are the high notes.   Malty finish.   Raspberry hints in the nose.  Spicy alcohol scent.  Mmmm. So fun to drink. Immediately warming.   Pasteurization: No   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 Poured into a snifter. A clear copper color with a thick and impressively resilient tan head. Caramel malt and citrus on the nose. Aggressively bitter taste with pine, orange pith, some herbal notes and floral ones. Roasted malt with some caramel and even some coffee notes. Medium-bodied and medium carbed. First one of these in 10 years (?) and still very enjoyable.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Toasty toasty malts and hint of caramel and chocolate, sweetness. Very bready and rich, also some floral and piney hop notes. Grapefruit and orange coming through on palate, again very floral and some earthy spice   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 From a can, pours as a clear brown with a khaki medium dense head. Mild aroma of caramel and malt. Taste is fully bitter hops, caramelly sweet malt, and pine. Strong overall (and lasting) tastes. OK, while this is an admirable creation as a beer, it is not an especially pleasant beverage.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 Very good brew. Slightly overpowering. 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 5 | overall: 4.25 Lovely red colour. A sort of musty smell, reminds me of the library. Distinct sweetness but not to the point of being unbalanced. Gentle warming boozy drinky feeling on the way down. Aftertaste is lingering and pleasantly spicy. A bit pricey but I really like it.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 2.5 | smell: 2.5 | taste: 2.25 | feel: 3.25 | overall: 2.5 
look: 5 | smell: 3.75 | taste: 3.75 | feel: 3 | overall: 3.25 22 oz bottle. Copper colored, smells of raisins. Pours an awesome head that retains itself throughout. "This is an aggressive brew"...you know the rest. Though I love the attitude, I can think of many greater brews. Still, this beer is a pioneer in the Strong Ale category, and will always be world-class.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 On vacation and bought this ($5.99) thinking it would be a nice accompaniment to a steak dinner. Sat down to eat and cracked it open, only to later look at the bottle and notice a best before date: 7/10/14... Almost three years past. Oh boy, here we go.    Pours a dark Amber with a full off-white head. Leaves a nearly unperturbed sheet of lacing all the way down the glass. Smell is very sweet, sticky and syrupy, lots and lots of malt and no detectable hop aroma. Taste follows suit; very sweet malt flavors, slightly dry, little to no hops. Slight bitterness at the tail end, faint hint of booze but not overpowering by any means. Carbonstion is very light and leaves a nice coating on the mouth, not unpleasant.     Reminds me of some Barleywine ales I have had. Overall glad I tried it and surprisingly am not dissatisfied, however I may have some trouble finishing the entire bottle myself.   
look: 3 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 3 | smell: 2.5 | taste: 3.5 | feel: 3.5 | overall: 3 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4 L: Dark brown color, four finger light brown head, superb lacing, no visible carbonation.    S: Light hops, malts. Very faint aroma.    T: Hops, malts. Very bitter on the back end. Nice.    F: Medium bodied, full flavored. Very refreshing.    O: Good beer. I just wish it had some aroma to go with the great taste and mouthfeel.   
look: 3.75 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 This beer gets a really high rating here at Beer Advocate which makes me want to follow along with everyone else. However, I am trying my hardest to judge unbiased because I review for myself, and like to rate accordingly.    The beer obviously has a lot of ingredients in it. It's got a high ABV and it's made by a well known brewer. The name is also super catchy. This is a recipe for a great rating. It's a good beer, if I could only have one beer for the night.    If I want to throw back a couple, it can become a bit much. It's bitter. It's strong. It's blunt. It tastes like all all the other imperial beers were thrown into a mason jar and you took a swig. I think this is a good thing?    I will continue buying this beer because of social proof / herd mentality and also because I think I like it. It's got flavor. I wish it had flavor and smoothness. It's not smooth. It doesn't have a really complex yeast profile either which would be awesome if it did. Lots of malts, lots of carbonation, and lots of hops.   
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Dark amber ale with a slight ruby tint to it, Off white egg shell coloured head that leaves loads of lacing down the glass. Sweet malts caramel, and maple syrup on the nose with a touch of hops, (i think this would be a little more prominent if it was fresher) Sweet and malty up front and finishes with bitter hops and a touch of Alcohol. Medium thick body, goes down easily. Typically not my favourite style but overall this is a great beer that I really enjoy   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 Exceptional beer, Deep ambar, hazy, super-thick frothy head earthy hops on the nose, flavor dominated by its maltyness, sweet caramel, wort, very hoppy with just the right balnce sweetness/bitterness.   ''If you don't like this beer keep it to yourself'' "not for yellow-beer-drinkin' wimps''   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 3 | taste: 4.25 | feel: 4.25 | overall: 4.25 A pleasure to have this beer up here in Canada. Lovely dark amber colour with generous foamy head that leaves copious lacing on the glass. Sweet malty smell. Assertive dry, tart hop taste giving way to the malty sweetness. I think the malt sweetness balances this beer and prevents the hops from becoming overpowering. Excellent brew!   
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 What you get here is hops. Intensive hops. Tremendous multitude of hops, mostly bittering hops. A wide variety of damn bitter hops. Bitter hops vary from one to another, aroma keep changing from bitter to bitteter to bitterest (sic!). Amazing qualities of bitterness, never thought that bitter could taste this good. This is the penultimate bitter, arrogantly overwhelming, bastard, bastard, bastard of an ale!  Nothing will be the same anymore.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Found this in a 16oz. can. Had it previously from a bottle. I feel as nothing was lost in transference. Pours dark amber, think maple syrup. Aromas of brown sugar, malts. Pleasant mouthfeel. Nice blend of hops and malt. Definitely will purchase again.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 3.25 | taste: 2.25 | feel: 4.5 | overall: 2 Look - Pours a deep amber color, big billowing off white head, lacing all the way down the glass.  Aroma - Spicy hops, citrus, root beer, toast, warm.  Taste - Bitter pine, caramel, toasted malt flavor, light raisin or prune, slight citrus, caustic, finish is sweet and sour with aggressive bitterness, like chewing on aspirin or tylenol. All over the place on the palate, such a weird mix of flavors.  Feel - Medium bodied, sticky, slightly oily, lively carbonation, finishes on the drier side.    Overall - There's a lot I like and a lot I don't like. The malt and fruit flavors are pleasant, but the hops seem out of place to me. Bitterness lingers on way too long and becomes tedious. Not my kind of beer.   
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Grabbed in Cali. Thin head with full lace. Ruby-amber color.    Mildly hoppy nose. Nutty bitter and mesquite spice.    Taste is mostly a balance in the spicy hops and nutty malt. Light brewers caramel smoothness.    Medium mouth. Smooth.    A decidedly American beer, dark strong and hopped with good balance. This is my first from the brewery and I'm definitely curious to see what else they can do. Good for a pint if you see it somewhere.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 An old school Ale, not for the faint-hearted. I poured one into the glass to observe its look, but the rest, I drank it right out of 12oz. can. Highly recommended.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3 | taste: 3 | feel: 3 | overall: 2.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.25 | overall: 2.5 
look: 4.75 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 4 Deep clear reddish brown, creamy thick beige head. It surprises me that people focus on the hoppiness of this beer when what struck me the most was malt, malt, malt. Heavy malt backbone of toasted caramel, a bit syrupy. The hops certainly provide a nice opposition to the malt with a bitterness and some dankness that in the end makes for a great balance. Body is rich and full, mouth coating. Remains balanced in the finish, leaving a lingering bitterness and sweetness at the same time. Definitely enjoyable.   
look: 4.25 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.75 Rather disappointed. Was hoping for so much more, given the high score, Guess this just doesn't suit me. Lacks any discernable flavors other than malt and bitter hops on the finish. Much better Ales out there than this. Not worth the coin, in my opinion.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from a bomber into a tulip glass. Beautiful dark orangish brown topped with a thick foamy beige head, great lacing. Toffee smell, a bit boozey. Nice caramel malt taste. Really nice beer - great with chicken pot pie!   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 12 oz. Bottle    Pours a very nice dark brown color, with some very nice carbonation, with a nice small/quick/fizzy light tan head, which leaves a nice medium size island and some sticky lacing. The nose is malty, with some very nice hoppyness, some licorice. The taste is very nice malty, very nice hop note, licorice notes. Medium body, with a very nice bitter/dry finish. ABV is hidden very well. Overall, a very nice brew. Glad that it is available to me.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Clear. Dark auburn. Thick dense head which is maintained.  Malt and hops aroma. Fruity but somewhat subdued.  Ripe fruits and toffee caramel taste. Hops appear in the bitter finish. Balanced.  Full bodied with soft carbonation. The alcohol is well hidden.  Rather disappointed given it's BA score. I far prefer any decent English Strong Ale.   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 3.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 A thick and foamy pillow of a head. Color of a heartbeat. Red and gold, to be honest. Taste of a malt and hop war. Malt was winning when they called a truce. I will buy more.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4 | feel: 3.5 | overall: 4.25 Better off draft 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 EJBY 04/26/17 printed on bottle  22 oz. bottle poured into a becher    Wow! This stuff is arrogant!     Overall not bad, but it looks great! I got a 3 finger thick tan foamy head that sat on top like a memory foam pillow. Otherwise it poured a clear reddish brown that let light through. It smelled malty and sweet, roasted malts and caramel maybe. In the mouth it is medium bodied with low carbonation. Bitter front to back and finished with some hops and that bitter aftertaste that I usually like with grilled venison or beef. The flavor and aroma are so strong I had a hard time picking out individual notes.    I will have a bottle on hand for my next time I grill some steaks.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 5 | smell: 4.5 | taste: 1 | feel: 3 | overall: 1.5 Geeeeaayahhhh! Taste worse than azz and I've had my tongue in a few. Like drinking a beer that someone flicked their ashes in. F this shatola. Had to pour mine out. Boyfriend said I couldn't type on my phone til I finished it. But I swallow, so he gave me my phone back. This beer tastes like someone dumped some hair spray in it. I mean really why would anyone subject themselves to this. This is the worst! No enjoyable which sucks because it looks and smells great and I wanted to get laid.   
look: 5 | smell: 3 | taste: 2 | feel: 3 | overall: 2.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 It pours a brown color with a foamy head that lingers throughout. The taste is a dry malty flavor with very dry finish. The dryness I think is what gives it a bitterness to it. The body is rich and full flavored and pleasant. Overall a well made drink just a bit to dry for my like.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from tap into tulip.   L: Dark amber with a massive foam head  S: Sweets, raisin.   T: Pleasant bitterness, caramel.   F: Tight body and high carbonated.  O: Nice aftertaste and very good ale.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 3.75 | overall: 4.25 What more to say than "Your not Worthy" just try it. It is what started my desire for non-yellow beers. It is my obvious Flagship Beer. I have found beers that rate better, but I am a loyal and true "Arrogant Bastard". It looks bold with a nice arrogant head, smells somewhat sharp & fruity at the same time, taste smooth yet hardy, feel is smooth and ful-filling on the palate. Get away from the yellow beer and be a bastard!   
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 This beer is quite hoppy; hoppy in a way that kind of distracts from what else is going on with it. It's good, but it's got a dry finish that's almost overstated.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
