look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured into a Duvel tulip. Sticker says 11/01/16.    A- Pours a dark amber color with a 1/2 inch off-white head that retains well before becoming a thin ring around the edge of the glass and a mostly full sheet of surface foam. Semi-resilient lacing leaves tiny specs behind.     S- Lots of orange peel quality in the nose with a plentiful amount of malt backing. Noticeable booze fume.    T- Great balance of fruity hops, assertive bitterness and the usual pretzel bread-like malt character all the FFF beers have. All this along with their distinctive house yeast and very well-hidden ABV makes for a tasty drink.    M- Sharp from the hops with medium carbonation and a body leaning toward the lighter side.    O- It's about time I got the chance to have this beer since I'm an admitted FFF fanboy. Just like all their other DIPAs, it has an uncanny smoothness to it and a great hop profile backed up by a slightly sweet malt bill. Would reach for this repeatedly if it was available in my market.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 12 Oz pour on tap into tulip    A: Creamy tight head khaki colored. Body is a deep caramel ruby in color with good clarity.    S: lots of piney and citrus notes with a deep Maltiness.    T: Decent fruity beer some bitter grapefruit and some pine.     M:medium bodied leaning toward fuller body is carbonated but not huge decent bitterness.    O: it's a pretty good beer, but nothing exceptional. It's just a middle of the road DIPA.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Got this from my buddy Mike. Great IPA. Solid hops and smooth taste before and after. No bite at all. Citrusy taste, nice floral smell coming through as well.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 22 oz bomber poured into pint glass. Brought at the brewery and flew home with it.   A: drinking it fresh, pours a deep orange golden body that is gin clear or rather free from any haze, carbonation, +1 finger white foam head, some stringy lacing  S: wonderful notes of peach, citrus, orange rind, mango, sweet caramel, honey suckle  M: medium body with semi dry finish  T: citrus, mango, peach, sweet caramel malt, hints of pepper, pine resin, hops lead up to bitter finish and semi dry finish on the tongue  O: great brew and fantastic taste, it seems like it has more citrus flavor when it is cooler and as it warms up the pine resin hop bitterness shines.   
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 My buddy gave me this for the first time in a bomber after one glass I was hooked. Outstanding Taste just wish it was available all the time. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 You want an orange pour ipa? Here it is. Sexy tangerine color, 1/2" off white head. Good aromatics, leans citrus and you can pull some sweet caramel malt contribution.    Taste still leans on a high hop quotient, citrus, not all grapefruit, oh no, you feel like you taste notes of tangerine and mandarin orange along with a hefty malt backbone on this one, its not super dry, this brings some crystal malt, but isn't excessively bitter or syrupy even if it has an above average thickness for style . Bomber format isn't the coolest and there is no bottle dating but these usually go pretty quick.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 A - pretty average imperial ipa look, clear golden Amber appearance with a white head that dissipates due to the alcohol but leaves a nice lacing  S - big dank notes, garlic, onion, ganja, hop resin, pine, lemon/lime, peach/pineapple/pear but in the background  T - also very dank, pine but then the garlic/onion/ganja, resiny, some overly ripe fruits in there  M - medium mouthfeel, alcohol is somewhat present, aftertaste is dank hops resin  O - this is a damn fine imperial ipa, it reminds me of the first time I tried La Cumbre Elevated. Very in your face.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 Pours clear and crisp - copper colored and effervescent. Thick foamy head slowly dissipated leaving a thin white film and tons of sticky lacing.     Smell is very piney and dank. Lots of earthy aromas and some orange undertones.    Taste follows the nose with strong notes of orange, pine, herbal flavors, grass and earth.    Feel is thick and sweet, smooth. medium carbonation. It's drinks like a DIPA all the way.     Overall it's a well crafted beer but just not my preferred flavors.   
look: 4.5 | smell: 4 | taste: 3.25 | feel: 4.25 | overall: 3.75 Clear orange gold appearance 2 finger head. Pretty! Aroma- sticky citrus fruit juice. Peach, orange, grapefruit. Even some white grapes. Taste- a spicy hop. an arugula, kind of green bitterness. Some orange, bit of lemon. Mouthfeel, slick, creamy. Overall, alcohol apparent in the taste and aroma. This packs a punch. Pretty well balanced. A good beer. Not my favorite from a FFF DIPA, though. Permanent funeral is a little more my style. This is a shade more bitter than I prefer.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Two week old bottle. Nice golden color. Not a ton on the nose, not as hoppy as I expected. Taste is very hop resinous forward. Pretty thick for an IPA or even IIPA, definitely has that imperial body. Very enjoyable.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 from the brewery 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 22 oz bottle poured into a tulip. Approximately a week old at tasting. A solid, crisp DIPA which tasted lighter than 9.5% alcohol but had didn't pick up much citrus, more of an overly sweet hop-bomb.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 22 Oz bottle was poured into a snifter.    Appearance: A one finger head was poured that reduced to a thin layer. It is a slightly hazy orange color with good clarity and vision of tiny bubbles coming up through the glass. Spotty lacing down the glass as the beer was drank.    Smell: Grapefruit, citrus, herbal, and stone fruit hops followed by caramel, biscuity, toasted, and nice boozy alcohol.    Taste: Nice citrus, herbal, and stone fruit hops flavor with caramel, toasted, doughy, and biscuity malts. Light tingly bitterness and warm alcohol in the rear.    Mouthfeel: Smooth, medium bodied, medium to high carbonation, a little chewy, crisp, light bitterness, and a little boozy.     Overall: Nice balanced DIPA without the harsh alcohol flavor. Enjoyable and super smooth. Got better as it warmed up like most other DIPA'S too.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured from a bomber into a snifter. Bottle date was rubbed off but it was 5/11/16 if I remember correctly.    A: Pours a hazy, dark, Amber-red color. One-inch, cream colored, foamy head with great retention. Thin cream colored lacing throughout.  S: Tropical and citrus notes of Mango, pineapple, peach, and grapefruit. With sweet and carmel malt undertones.  T: Getting lots of piney hop bitterness with some grapefruit notes mostly, accompanied by very mild fruity notes, which are all balanced well with sweet malt flavors.  F: Near medium bodied, smooth, good carbonation, with a slightly dry but crisp finish.  O: Overall, a great IIPA. Love the strong hop and grapefruit flavors. This was my first time having this one. Would love to try a fresher bottle. Wish 3 Floyds stuff hit distro in MN would love to try some of their other offerings.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 On tap at CBC 2016. Pale golden pour with a white head. Citrus, tropical fruit and honey, perfectly balanced. Smooth mouthfeel. An excellent double IPA, would love to be able to drink this regularly.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Just had my first this past weekend. 3 Floyds is hard to get. The first sip was really smooth and invited a second sip. Wonderful taste and easy to drink every though 100 IBUs. Nice citrus notes and loved the velvet feel in the mouth. Looking to find another bottle.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 L: light amber color with a nice 1-2inch head  S: very hoppy smells pine citrus with a nice malt character easily distinguished from the hops. I really enjoy this ones smell.   T: hoppy and bitter, citrus, grapefruit, lemon zest. Somewhat crackers and grasslike malt characteristic. Could drink this one all day. Great hop character but is well balanced by malt. Maybe it's because I had this nary a week after bottling. I know others say the malt doesn't balance the bitter but I have to disagree. Wonderful taste. Juicy and malty very good.   F: full mouthfeel nothing to special but nothing to complain about.   O: I've had this before when it was less fresh and it did not do the beer justice. I got lucky this time around having it recently bottled it was exceptional. I love this One and luckily I have a second :)   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Pours a deep amber orange color with some slight haze. Has a nice, 2-finger off-white head that dissipates quickly but leaves a nice crown around the top of the beer.    The aroma is disappointingly subtle to me. I get some pine resin and grapefruit, and maybe a touch of malts. Very pleasant, just very muted.    The flavor is definitely an intense hop bomb. It's resiny and bitter, with pine and grapefruit notes up the wazoo. My only issue is I'm not getting a lot of balance here. It's just an assault of hops. That said, I enjoy being assaulted by hops. Could just use some malt sweetness to make it not so rough.    The feel is medium bodied with medium-heavy carbonation. Bitter as hell and the bitterness sticks around to let you know it isn't leaving because it can't afford alimony.    Overall, a very good DIPA. It's just lacking in balance, otherwise it would be great.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Bottled on 4/1/16. Poured into a teku glass.    Appearance: Rich caramel color with good clarity and a topping of frothy off-white foam.    Aroma: Dried fruits and actually a touch of alcohol.    Taste: Not what I was expecting at all but great in it's own right. The mulled fruit and deep caramel flavors in here are more reminiscent of a barleywine for me. While hoppy, there is a balance from the heavy malt and hot alcohol character. The bitterness reaches a peak during the finish but quickly ebbs away. Aftertaste is quite dry. Actually seems like much higher alcohol than 9.5% ABV.    Mouthfeel: Between medium and full in body with average carbonation for the style. Drinkability is decent but hindered by the very drying aftertaste.    Final Thoughts: Although I didn't detect any of the citrusy/tropical flavors others have described, it still had good flavor. It does a good balancing act of teetering between super drying ethanol bomb and well-rounded brew. It's really not normal. Would I drink it again? Sure.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 Popped open a 22-oz bottle my parents brought back from 3F last month. Bottled on date of 4/1/16. Pours a dark yellow with some brown tint indicative of the caramel malt used. Smells almost equally of bready, almost chewy, malts with a resin like, piney, citrus hop character. Smells clean with no off flavors or hot alcohols. Leaves some nice lacing on the glass sides. Tastes malty sweet but is nicely balanced with ample bitterness and the hop character as described in the nose. Feels medium bodied. Clean & crisp with that bitter bite at the end. Some waning alcohols in the back of the throat.     Overall, a Very nicely balanced DIPA. Rare to see this much caramel these days. Sort of reminds me of Maharaja from Avery. Definitely glad to have tried as this is rated #144 out of the top 250 beers on the BA website.   
look: 4 | smell: 4.5 | taste: 3.75 | feel: 4.25 | overall: 4.25 Pours a dark, hazy, amber/orange. Great citrus aroma and flavor, with a HUGE malty after taste that actually kills the hop flavor. Too malty for my taste but still a great tasting Imperial. If you love malt bombs, you will love this.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 3.75 This poured a pretty dark cloudy amber orange. Malt and citrus in both smell and taste. For lack of a better word "malt bomb". Alcohol isn't that noticeable. Mouthfeel is slightly thick with medium carbonation. Overall, an okay DIPA. I was pretty underwhelmed and disappointed by this one. It tastes like a 9.5% Alpha King. The best thing it has for it is the relatively unnoticeable alcohol. It made for a pretty easy drinking beer, just not a very good one.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.25 Bottled 4/1/16. Excellent, balanced DIPA. Slightly hazy, amber color. Great mouthfeel--not too thick. Citrus and pineapple smells are reflected in the taste. Nice!   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 1 | taste: 1.75 | feel: 2 | overall: 2 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3 | taste: 3 | feel: 3.75 | overall: 3.25 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4 Another great brew from 3 Floyds!    Poured a slightly hazy orange/amber color with a white head  Smelled of citrus, mango, tropical fruit and sweet malt  Taste of citrus, pineapple, a hint of mango and tropical fruit with a sweet malt aftertaste   Medium body, a bit dry, but still went down smooth  Solid DIPA!   
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Bomber. Pours deep golden orange with a slight haze, three finger white head fades slowly leaving gobs of lacing. Toasted malt aroma with tropical fruit notes. Taste starts off with some malty sweetness and big tropical fruit which is met mid sip by citrus peel and floral hops. Some nice spicy peppery earthiness in a very dry finish. Medium silky soft mouthfeel. It had been awhile since I'd had this one, wow just as great as I remember, so balanced and delish.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured from bomber bottled on 2-1-16 into snifter.     Appearance- crystal clear dark orange with incredible lacing.    Smell- strong malt presence up front, citrus, mango in background    Taste-despite malt smell dominance, this beer is not overtly sweet. Very balanced for an imperial IPA with backend bitterness that makes u want another sip immediately.    Mouthfeel- more dry than expected, medium bodied. Goes down nice    Overall- a beer I have coveted for a long time. Enjoyable experience   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3 | taste: 3.25 | feel: 4.25 | overall: 3.25 Pretty sure this was an old bottle - date code rubbed off. Need to try a fresh one 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
