look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 A deep reddish copper color with some carbonation. The off-white head is creamy and billowy is two finger head had good retention. The head did leave some lacing on the glass as the head dissipated. The carbonation that existed was a bubble here and a bubble there.   Piney, resin, citrus (grapefruit, orange), floral, touch of herbal, caramel, and a toasted bread note.   Tons of pine flavor, citrus (grapefruit, orange, lemons), floral, touch of herbal, caramel, toasted bready malt flavor, and subtle sweetness.   A big full body beer, slightly chewy, medium carbonation, medium plus carbonation, and a full finish.   Maybe I am used to the ripping effect of brash hops profile, but to me this beer had a heavy malt backbone and the hops was just laced in between. A touch bigger hop profile would make this an awesome DIPA   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Poured from a 12oz can into a Speiglau IPA glass.     Look is a deep rich clear amber with an off white head.    Aroma is a deep malt like a classic imperial IPA with a slight hoppy undertone.     Hops really come through with the taste dominate and bitter.     Delicious imperial IPA.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Canned 2 months ago, so not peak freshness but still very much in the realm of drinkability.    Pours rusty amber-orange with a soapy finger of white head.     The nose is deep, resinous hops, herbaceous green, white pepper, mulled citric fruits, and spicy grass.     Medium to high bitterness but smooth for 10% ABV. Big, almost creamy, with dank, oily hops, orange rind, fermented honey, and potpourri. The malt character is almost raisin-y mid-palate.    Mouthfeel is medium to full.    Overall, this is a good DIPA but a touch rough around the edges.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 Look: Two finger creamy white head, hazy orange body.    Smell: See below.    Taste: Candied oranges, resin, mild toastiness, some mild christmas-y spices.    Feel: Medium body and carbonation, slight sweetness, mild hop bitterness (strange at 102 ibus) but lingers. Barely any alcohol presence, mainly just stomach warmth.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Reviewed 1/16/17    L - Pours hazy pumpkin orange with a fluffy one finger head  S - I get oranges with a little dankness and malt sweetness  T - rich candied orange with honey sweetness and some hop bitterness on the finish  F - full bodied juicy with a dry finish  O - big and bold it's kind of one note but very rich and somewhat decadent   
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 pours a cloudy amber, nice looking beer    smell is juicy and fresh. nice malty aroma coupled with grapefruit-y hops    taste is nice, doesn't hit of much booze. has a nice fruity flavor with a mellow malt. somewhat clovey as well. not sure what it is but every Avery beer i've had has this similar taste.    not bad but nothing special, has a somewhat strange taste. not a crisp IPA or even a super juicy dIPA   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.75 12oz. canned on 01/03/2017    Pours clear dark orange near red with a creamy white foam head. Smells like melons, papaya, cantaloupe, mango, peach nectar, orange citrus, grapefruit, red berries, caramel, honey, toasted malts, with dank resinous floral earthy herbal grassy pine. Tastes like candied melons, papaya, cantaloupe, mango, peach nectar, orange citrus, grapefruit, red berries, caramel, honey, toasted malts, with dank bitter resinous floral earthy herbal grassy pine. Feels medium-light bodied, creamy and slick with moderate carbonation. Overall a real nice IIPA.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Purchased and shared with my brother in law Corey. 12oz can pours a nice clean Amber color. Initial smell is a fruity burst of citrus and some tropical fruit, maybe passionfruit, that intense smell does decrease rather quickly. Taste is full of citrus, pine and some subtle dark fruit notes. Surprised I haven't given this a try before. Solid DIPA definitely worth having again.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Poured 22oz bottle into tulip. Color is cloudy dark orange with a nice off white 2 finger white head that leaves lacing all over my glass. Aroma is a bouquet of hops loaded with strong citrus notes of grapefruit and tangerine. Crystallized honey and caramel malts help to balance. Flavor rips your pallet with dank and citrusy hops that are also very bitter and piney. The sweeter malts help ease all the bitterness with caramel and honey notes. Feel is medium with nice carbonation. Sticky feel that finishes nice and dry. Great example of the IIPA.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Avery Maharaja was served from a can with a canning date of 12/9/16. I was used to this gem in a 22 oz or from draft. As expected, the can was spot on. This is an outstanding gem from Avery. There isn't much that can be said with this amazing beer. Sweet malt, boozy alcohol, and huge hops and bitterness all at the same time! Amazing concoction ! This bad boy out shines many Imperial IPA and is a must try for those who haven't. By far on of the best out there today in a world of many choices. You can not go wrong with this gem !   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 22oz bottle with my FW brewing snifter  Had this many a times - noted on 10/17/15     The “High King”    Bright golden orange body with some partial clearing around the edges. A healthy tan khaki pillow head comes to rest over top. Nicely retaining with some persistent stick of lace. Pungent pine forest with citrus fruit zest, mild dank herbs and honey sweet malts. Alcohol spice is stingingly present in the nose. Candied grapefruit meets sappy boughs of pine and some mild herbal spice. Smacks of caramelized malts that give off a honeyed cracker flavor with some rather high levels of bittering units and lasting oily hop resins. Moderately full bodied with some syrupy moments. Just enough drying lift to save face in the finish. Some alcohol warmth that can get quite boozy at times while still maintaining its drinkability. Big in every way possible. The OG TIPA.     Respect the almighty or he will smote thee. Namaste BA!   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 This one to me is a classic example of imperial IPA, and is a classic IPA in the sense of it was a bit of a trailblazing beer back when it originally came out and blew peoples minds as a big hop bomb. Now there are tons of examples along the same vein. Still, it is delicious nonetheless, and love the new canned format that came out late 2016. getting it fresh is really awesome too.     L: Pours a dark gold with slight amber highlights suggesting heavy use of caramel or specialty malt. Nice carbonation and billowy white head. Slight haze and hop sediment in glass.     S: Large burst of tropical and resinous aroma. Wonderful dry hopping here. The full gammit of "C" hops appears to be used. Citrus, pine, floral, and dank all at the same time. Bit of booze in the nose as well.    T: This one is a very large and in charge beer! Your palate is overwhelmed with sweet malt, boozy alcohol, and huge hops and bitterness all at the same time! somehow it all comes together. this one is sweeter than many modern huge IPA's which I really like. The balance is awesome and it still serves to be a powerful hop bomb. You could mistake this for an extremely hoppy barleywine if you wanted to. The finish is just dry enough to keep this from being overly sweet or cloying. One of the more powerful IPA's ive had in the sense of overall flavor, hoppiness, and alcohol.    F: slick, oily, medium bodied. medium carbonation    O: This is a fun beer to drink and one I love revisiting each year. It stands out among countless other IPA's and is very unique and a classic example of what Imperial IPA is all about! Well done Avery for taking a chance on this one!   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Look: Nice and deep amber with a haze.  Smell: Malty sweet caramels with a nice piney, fruity hoppiness at the end.  Taste: Characteristic of an imperial IPA, prominent maltiness and sweetness that leaves a sticky, boozy sensation on the palette. Hops are not the star in this imperial, but they do present their appropriate bitterness at the finish.  Feel: Quite boozy, as an imperial should be. Thick with a sticky sweetness, but not excessive by any means. This is a strong beer, both in ABV and flavor; don't down this one too quickly. Appropriate medium carbonation level.  Overall: A very solid imperial IPA. It's nice seeing an imperial that isn't afraid to make the malt a star. Not that there's anything wrong with a hop-centric imperial, but many breweries these days seem to be fixated on creating hop bombs. Maharaja is a well-balanced imperial IPA that I would definitely recommend as a premium example of the style.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3.25 This one is a real malt bomb, if you like the malty sweet west coast IPAs then this will be right up your alley. I'm way more into hop-forward brews so this one was a real disappointment.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Other than Tank 7 from Boulevard, this is my favorite beer. Smooth, delicious taste and provides quite the kick to the face. 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 3.5 | smell: 4.25 | taste: 5 | feel: 4.25 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 2.5 | feel: 3.25 | overall: 2.75 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 This double imperial has an amber/ brown hue and not much of an aroma. Very smooth taste for a 10% ABV double imperial. Very drinkable. Hops strong but accented by malt flavor. My local tap house has it on draft served in an 8.5oz glass for $3.50 on Wednesdays. I'd definitely get it again.   
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 Pour: Bomber bottle into a tulip glass. Appearance: Deep amber to bronze in color. White head present with a medium amount of retention. Slight lacing present on the glass. Lots of lazy bubbles rising. Aroma: Very fresh and pungent hoppy aroma immediately on the uncorking. Light and lilting citrus notes on the swirl n' sniff. I also pick up some sweet stone fruits and well...mango, apricot. Can also detect some bready malty notes on the deep inhale. Taste: Really juicy. Less citrus and more juicy stone fruit are present. Velvety smooth and not overpowering fro such a large beer. I am also getting some pepper notes towards the end. Aftertaste: Spice picks up on the back end. Smooth and velvety on the back as well. The alcohol is well hidden and only trace amount are detected. Notes: Big bold aroma. I could smell the bouquet immediately after opening the bottle. love the nose. Crazy how well the alcohol is hidden for such a high ABV. Easy drinker and could become dangerous. High IBU rating but i don't think it is overly bitter at all. Very smooth. Result/ Rating: Very Good/ 4.64   
look: 4.75 | smell: 5 | taste: 4.25 | feel: 4.5 | overall: 4.5 BAM 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 It is good. If you like more malty than hoppy. It's more of an east coast IPA. Nothing wrong with that. I'm more of a west coast IPA guy. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 2.5 | taste: 3.75 | feel: 3 | overall: 3 *shrug* I guess this is what individuals want when it comes to a filtered double IPA. Not really understanding the support this brew receives. 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 The beer pours a muddy amber with a medium sized well sustained head. The aroma opens with resiny, piney, forest smells, as well as some caramel, and burnt orange, and a subtle bouquet of fruits - overripe peaches, passionfruit, and guava. Pine and caramel dominate the flavor, with dark resiny, slightly dank flavors also present, and some sweet red malts. The flavor is both quite sweet and quite bitter. The mouthfeel is rich and sudsy. Overall this is a very well made, well balanced beer. Perhaps not in the center of my taste preference, but still very good.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Very good tasting double IPA by Avery. Great body and very smooth taste! 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 The perfect beer 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Extremely well balanced DIPA. Hops and malts share equal billing on the nose and tongue. ABV is hidden very well and it goes down smooth. However, I'd much rather spend half the money and get an equally good if not better DIPA in Lagunitas Hop Stoopid.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Watch out for the Maharaja! Solid double IPA at 10% its very drinkable. Strong malty taste with tropical citrus flavors. Pours a nice amber orange copper.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Canning date is 3-16-16.    A - Pours a slightly hazy medium orange gold color, no floaties, anda thin, but very dense white lacing ring. Carbonation is mild, but steady.    S - Pungent pineapple rind and sticky pine, with a little bit of spiciness.    T - Follows the nose and all hops. Dominated with juicy and dank pineapple rind, some pepper spiciness, and ends with some mango sweetness with a pine bite. There's a slight hint biscuity malt but is very faint, it's all hops from start to finish. There's a very small amount of alcohol poking through.    M - Medium body, gentle carbonation.    O - The 8% in this D-IPA is extremely well hidden and there's alot of juicy hoppiness still left at six weeks out. Had this in the past but scratching my head why I never reviewed it until now.   
look: 4.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 Very sexy appearance on these, the quintessential orange ipa appearance replete with a legit 3/4" white head. Aroma super resiny, forest, citrus, grapefruit dominant, some tangerine.    Viscous for sure, plenty of malt, but the hopping still cuts the hardest here. Chewy. Lots of older hops. Columbus and Centennial I would guess make up the largest quotient. Hides alcohol well. When I've had it on tap, it has always been superior to the bottle. I love they are in cans now (or at least I heard?). Would bang again. Its from back when 100ibu was something they bragged about, but this was one of the few that wasn't just massive bitterness, it still imparted some good old school C hop vibes and tons of toasted pale malt that quelled the alcohol.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 Very smooth for a double IPA. And full of body. Not the aroma as some but enough to draw you in! 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Great brew. Tropical fruit, bread and malt. Easy on the hops and great body. Lots of layers here. I will be back. 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.5 Nice copper, darker orange color with excellent retention on the glass. Tight white bubbles on the head.    Smell is very tropical, not getting much pine like some reviewers mentioned. Getting plenty of mango, papaya and melon. Some floral elements as well.    Taste follows the nose quite well with hints of tropical notes. Some pine bitterness comes through at the back end with a nice coat of hop resin and bready malt at the finish.    Mouthfeel is smooth, almost velvety.     Very enjoyable beer.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Poured from a bomber (combat) bottle into a standard English pint glass. Enjoyed at around 55 degrees, perfect for IPAs...ice cold is not the way to drink an IPA    (A)ppearance - nice clear copper color, no haze and great head retention and long lingering lace.  (S)mell - nice floral, not overpowering hoppiness with melon lingering in the noise and very pleasant  (M)outfeel - nice, full body beer, smooth and silky  (T)aste - nice, not too hoppy but a defining DIPA certainly showing Columbus or Cascade hops. Not boozy, but does sneak up on you, it got high ABV, but is not significant in the taste  (O)verall - a very nice IPA, and not the first time I have enjoyed this exceptional beverage! I tried six months ago in OK, at a local tap house on tap. Had to trend carefully as you don't notice the ABV and it will kick you after having two or more...but it goes down smooth as silk. I was thankful to find this at a whole foods in Dayton, OH as it has a hard time making it this far east! Nice!   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Love the way the sweet malt taste melds with the citrus and tropical flavors of the hops. Really well built beer. 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 Pours a nice amber copper. Clear with carbonation bubbles visible. Head is nice and suds and doesn't want to dissipate. Aroma is juicy and hoppy. A hint of astringent sour rind in there, I think I'm also smelling the barley. Slightly rotting peaches.    Taste hits on the citrus hard then the malted barley. Very creamy that goes to grapefruit. Creamy malt overtakes the taste, and the citrus is more candied than real. The label claims 102 IBU but it's so very well handled I'd never guess it. It's there but only just as a nice gesture. I'm also getting pepper, as another reviewer noted.    Ends sticky and overly boozy in the taste. Doesn't handle the 10.2 ABV very well. Careful, feels boozy and sticky/sickly sweet. This DIPA feels like a Triple IPA with a little too much going on, a little on the rotted fruit side. Not for all tastes.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Look: Copper orange, hazy, long lasting white head, tons of lacing on a week old growler  Smell: Tropical and piney hops  Taste; Tropical, pine, and citrus hops dominate, starts sweet and ends dry/bitter, with a touch of alcohol heat  Feel: Thick and creamy  Overall: Wow a great imperial IPA   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Nose on this beer is incredible - fresh pineapple wiffs. Hop forward imperial that is surprisingly drinkable at high ABV. 
look: 3.75 | smell: 2.75 | taste: 3 | feel: 4.25 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Rust clean inch of big bubbles  Spicy citrus, biscuit, orange, apricot, pineapple, zest, grass  Big fruity hops with spice and florals behind it. Just enough malt backbone  Smooth but tacky, if that makes sense. maybe a little flat  Good beer, reminds me of founder's azaccaza or something, but much smoother and more pleasant. Ridiculously drinkable for any ABV, let alone 10+   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Bottle3/6/16... Little over a month old.     Look is light copper and crystal clear body, cream colored head leaves little lacing.     Smell is piney resin, with lighter citrus notes in the back. Malty aroma picks up and later dominates as the beer warms. Well balanced, with a tangy rush of grapefruit toward the close.     Taste follows smell, pine and fruity notes slightly more prominent.     Feel is excellent, very full for an IPA with lively carbonation. Chewy, sticky finish with excellent bitterness at play with the thick malts.     Overall, this is a must for anyone who likes big ipas.   
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Sweet Mango and grapefruit on the nose.  Nice malty sweetness, citrusy with a bitter grapefruit rind and pine finish.  The alcohol is very well hidden.   Just a great balanced beer in the style   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 This is really good stuff. Poured from a can into a snifter, beautiful fluffy head and great lacing. The smell is great, fruity and fragrant. The taste is very citrusy and subtle and sweet. The bitterness is well integrated into the overall taste and nicely compliments the other flavors. An excellent beer!   
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.5 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Draught. Not bad but I tried a sip of the Raja and liked it better. Palate fairly well balanced but typical west coast profile. I didn't think the boozieness went well with the hops.   
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 First Avery beer I've had. It was definitely solid. A little sweeter than I prefer, but hell, it's a DIPA with a high ABV, so obviously that's to be expected.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
