look: 3 | smell: 2.75 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 3.75 12oz bottle (best before April) poured into a pint glass shows a clear, dark copper colored body and briefly floats a 1/4in tan cap of soapy bubbles which diminish to an edge-hugging ring with legs leaving a clean glass.    Aroma is muted spiciness that I can't specifically identify with a cracker malt.    Flavor is spicy, could be cinnamon, and slight orange peel, but I don't quite get the ginger. The sweet caramel flavor dominates. The combination combines to remind me of winter, though.    Mouthfeel is light and clean with no aftertaste and a clean finish.    Overall a refreshing beer for all day consumption on a winter day.   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 A solidly good winter lager. Not exceptional. 
look: 4 | smell: 2 | taste: 3.5 | feel: 3.5 | overall: 3.5 I really enjoy Bock beers. This one is just ok. Color is good. Distinct lack of smell. The spices weren’t anything special in this one either. Definitely ether than the name brand light beers, but not my favorite Bock.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Looks great. Brilliant reddish brown. Smells and tastes fairly caramel with that spice taste in there, which I don't love. Goes down pretty easy like a lager should. The wheat is in there too. Solid but unspectacular but I respect Sam Adams as the legend they are.   
look: 4 | smell: 3 | taste: 3.5 | feel: 4 | overall: 3.5 Fine for what it is - good use of caramel malt, not a tremendous amount of lager yeast or anything like that but it is categorized as a bock, mild on flavor but perfect in an anonymous, forgetable way.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 "Wheat beer with cinnamon, ginger, and orange peel."    Tastes like wheat beer. Not getting much else, but it's light and sweet. Looks and behaves like a wheat beer should.   
look: 5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 Samuel Adams' seasonal offerings are usually among my favorite holiday favorites (I'm including October in the holidays), and their Winter Lager is no different. It's a bock with a nice reddish look and a typical medium head. It's a slightly toned down version of their amazing Old Fezziwig's Ale, with subtler spices to make it a bit lighter. You can sense the spices in the aftertaste, but overall this is just a nice little beer to keep stocked up for the holidays.   
look: 1.5 | smell: 2 | taste: 1.5 | feel: 1 | overall: 1.5 Flat, malty, and a tad sour. It could be a bad batch or just that this is a bad beer. It gives no feel or taste of winter. Just leaves a funky after taste and overall boring and bad.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 Pairs well with smoked cheddar cheese 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 This is a wonderful seasonal beer. A must purchase around the holidays. Smooth and flavorful. Easy drinking. Always in my fridge this time of year. 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 Red brown color, lot of rising bubbles, no head. Generic beer aroma. Flavor is of an average lager, with an added note of orange peel. 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Pours a beautiful clear amber with a white head. Smells of caramel, malts, and spices. Tastes of sweet caramel malt, sweet spices, bread, and light non-bitter hops. Medium body with medium carbonation. Overall a decent bock.   
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 Sampled from bottle 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 One of the most drinkable winter beers around. It's unique because it's not unique. This is a wintry bock in terms of subtle spices, but doesn't try to overdo it.     Stands apart because it knows what it is, and doesn't try to be anything more. An absolute winter classic. I try all the other winter warmers, bocks, etc around this time of year, and think to myself, "That was pretty good. Now give me another Winter Lager."   
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 5 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Pours a clear, reddish-brown color with about a half finger of white head that slowly fades. Smell is licorice, grain, cinnamon, and malts. Taste is malty backbone, a little ginger spice, cinnamon, and orange. Medium light body, low carbonation. It's tasty, nothing special but goes down easily and is kind of a nice change of pace from the heavier season brews.   
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Poured from 12oz bottle into Pilsener Glass. Enjoy by April 2018.     L: Clear ruby amber, finger width khaki head has poor retention.     S: Smells of well roasted malts, mostly a caramel toffee like presence, with faint ginger, and cinnamon.     T: Very much like a pumpkin beer, it is well spiced and decently tasty yet not a knockout beer. Good malts, ginger and cinnamon are not overpowering.     F: Slightly dry with lingering spice, crisp carbonation in a medium body.     O: Pretty tasty and a decent cheap option for a winter beer.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.5 | overall: 3.75 
look: 2.25 | smell: 3.75 | taste: 2.25 | feel: 3.75 | overall: 3 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 2.75 | overall: 3.25 
look: 3.5 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 5 | feel: 4.5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 2.25 | smell: 1.5 | taste: 2 | feel: 1.75 | overall: 1.75 **  11/21/12    Raw Barley aroma. Amber pour. Mellow Smokey aftertaste is appealing, but needs much more zip and flavor.  Feel is flat. Very little carbonation. On tap, Texas roadhouse. 22 oz.    **   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3.25 Poured from a 355mL bottle into a tulip.  L- Cloudy copper color with a sunrise red tinge.  S- Cherry, orange, mild spices. Surprisingly tame for the style.  T- Cherry, orange, nutmeg, cinnamon, clove, vanilla, pumpkin. Flavor is a tad underwhelming.  F- Light to medium bodied with a mouthfeel similar to a hearty, piece of pie.  O- A solid winter beer but it lacks a real punch.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 1.5 | feel: 2 | overall: 2.5 This beer does not smell how it tastes. I've had it on draft as well as in bottles and I must say that like most beers it is better in draft. The beer looks like coca-cola when it's poured. It is more bitter than dark coffee and all it really has going for it is it's nice looking color.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 4.25 | overall: 3.75 Pours dark amber. Thick, dense, short tan head that lasts a long time. Moderate lacing.    Smells caramel malt, light spices, light toasted malt and dark fruit hints.    Tastes Caramel malt, light toasty, hints of dark fruit and maybe lactose. Finish is dry with a touch of fruit and Orange peel bitterness. Medium body and creamy soft and lightly picky higher medium carbonation.   
look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 2 | smell: 2 | taste: 2 | feel: 1.75 | overall: 2 
look: 3 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.5 | smell: 3 | taste: 2.75 | feel: 3.25 | overall: 2.75 
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 2.75 | taste: 3.25 | feel: 3.5 | overall: 3.25 Slightly veiled copper color with storming activity. Dense creamy beige 2-3 finger head, lasting around 10-15 minutes, with good legs. Flavors of toffee, dark grains, wheat, apples, berries, apricot, nutmeg, ginger, banana yeast, herbal spices. Sugary gingerbread and cereal feel, moderately bitter spices. Slick full body with with crispy and prickly carbonation. Medium to strong finish, lingering molasses, burnt caramel, wet straw, roasted barley, red ale spices, and leafy hops. The finish is plagued with an unpleasant wet grainy feel, killing the freshness. The smell is quite faint, although the body is rich and smooth. Okay taste that lacks personality. Overall above average quality craft.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3 | taste: 4 | feel: 3.75 | overall: 3.75 Dark amber with nice brown head that dissipates quickly. Thin lacing. Nice and creamy with moderate carbonation. Malt and orange taste up front with light hoppiness in back. Good seasonal beer. You can't hardly go wrong with Sam Adams.   
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 It pours rich ruby reddish brown with nice 1 finger head.  The aroma is very spicy with some citrus. The rich dark malts are hidden beneath other components of the beer,  The flavor is very rich, the dark malts come through much stronger on the flavor. The winter spices play a nice role in the background not taking over.  Overall this is good, it won't be a regular in my rotation, but it's worth drinking. If I'm ever at an Applebee's or chilis this could be a decent option.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 2.5 | taste: 3.25 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Nice taste, feel and finish! 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 While watching a game at a local pub in Grand Rapids recently I ordered this one up since I like a good bock every once in a while, and this one was the most enticing beer on the menu at the moment. Plus, it was a good lighter abv option to go with watching the game.     This beer pours a reddish brown hue and is clear with light carbonation visible. The head is off white and creamy, dissipating very slowly to a rocky layer with a neck. 4.25/5 The aroma is very sweet and fruity with notes of plums, ages, red wine grapes, and dark cherries. It comes across a bit syrupy and almost like cough medicine. 3.5/5 The flavor has that same sweetness and fruitiness, but luckily does not come off as cough syrup. Notes of plums, red wine grapes, dark cherries, and dates kick things off before transitioning to wheat bread and then finally to floral hops that feature very little in the way of bitterness. The bitterness is light enough that it does not linger after swallowing. 3.75/5 This beer is quite wet but not coating and it is medium bodied. There is very little carbonation and no dryness or lingering dryness. It is smooth and syrupy, but also thirst quenching at the same time (generally not two terms that go together). 4/5 This is a very good beer, although it is quite unbalanced in favor of fruity sweetness. I did not expect such a wealth of sweetness and fruity notes out of a bock, but oh well. If everything lived up to expectations I would get bored very quickly. 3.75/5   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3 | taste: 2.75 | feel: 3.25 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 5 | feel: 5 | overall: 4.75 L-dark copper...the color of a good roux  S-nothing particular stands out  T- slightly sweet, malty/chocolate notes here ....my favorite type  F- smooth/warm    I love this beer! Not too pricey at $8.51 a warm six. If you are a fan of hopped up brew you may not like this. But I have never had a bad experience with Sam Adams' offerings.   
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 The Sam Winter Lager is pretty close to my idea of a classic winter seasonal. It seems to be an agreeable dark variation on the classic Boston Lager theme, swapping out hoppy tones with welcoming spices. Better out of the bottle than on tap in my experience, it's nothing to write home about necessarily, but a solid brew to keep around for cold-weather sessions. It is a shame that this one isn't around a little later before it gets replaced by Cold Snap, the taste of which does not seem quite as appropriate for the depths of winter.   
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 Dark appearance with tan head and just the right amount of carbonation. Very mild fruity aroma. Taste is very smooth grain with some hoppy and slight bitter aftertaste.   
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 This was just average. Kind of like old Fez but not quite as flavorful. Pours pretty similar to Old Fez but just is lacking something. Couldn't quite put my finger on it. Anyways, it is worth a try if you come across it.   
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Dark amber pour with thin lasting cap of beige. Aromas are pleasantly malty bread, caramel, and very light winter spices. All of the smells are amplified in the taste - very full-bodied for such low abv. Tasty, malty, but never overly sweet, if finishes clean and neat. One of Sam's best recipes.   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 Enjoyed on draft at Parker Pie.  A - Really nice amber color, clear and well carbonated, a lovely cap with long rings of proof.  S - clove, nutmeg, winter wheat, hint of cinnamon.  T - Follows the aromatics. Nicely balanced.  M - Here is where the offering excels, excellent lager fels, semi swet finish.  O - A really well put together winter lager.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 This was more of a winter warmer than Old Fezziwig, which I had earlier in the same evening. It was an interesting contrast, and I didn't know it was a bock per se until I saw the classification on this website. I'd say it was closer to a traditional Christmas beer, which is fine with me.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Go to holiday beer. Nothing fancy but its always a nice, standard option for the holidays. Not your typical over-spiced winter ale. 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Dark amber. Not much head or lacing. Medium to full bodied. Nice balance of hops and spice. One of my favorite winter seasonals. 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Great seasonal beer that rolls around when the weather is cold and the palate looks for something more malty and spicy. Caramel brown pour with a light head. Aroma of roasted malt, toasted bread, faint nutmeg and citrus. Taste is roasted malt, burnt toast, caramel, ginger, orange zest, charred grains. Thick, chewy mouthfeel which feels appropriate. Finishes heavy on the palate with a slight sweetness.   
look: 3 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 
look: 4.25 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 2.75 | taste: 3 | feel: 2.25 | overall: 2.75 
look: 4.25 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 L: Ver clear dark amber/ burnt orange color. Off white fluffy head with pretty good retention.    S: Spicy aroma. Mild ginger and orange rind as well.    T: Caramel malt with spices. Hard to say what spices exactly. I get some ginger with a few other flavors thrown in. Bottle says orange peel and cinnamon. Not sure if I get that but that is apparently what was used.     F: Moderate body and carbonation. Dry and grainy finish.     O: Spicy and fairly complex. Not too bad.   
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 Deep mahogany/ruby body, clear with fine updrafts of bubbles. A small coarse head appears on the pour but immediately disappears; between that and the color this now looks like a Flanders red. Still beautiful. There's pungent toasty bread crust and caramel on the nose, a bit of raisin, and a hint of citrus and cinnamon in the background. If the malt wasn't so 'raw' smelling this would be awesome, but as is it seems a bit unrefined. The orange flavor gets more potent on the tongue, yet still melds nicely with the malts which now seem more like a beer's should, instead of bread crust. No sign of the spices here, however. Finish is actually bitter, like black tea. Body is light, nearly like water, with assertive but fine carbonation.  The orange peel was a star both aromatically and gustatorily, delicious in its own right and played well off the malts. The rest was just trying to keep up; the malt, which as I understand it is supposed to be the focal point and thus delicious in this style, were ho-hum, even seeming amateurish, as if it was untransformed from the raw grains. It wasn't warming like a winter beer should be (in my book), yet it wasn't refreshing either. This would be great for the occasional 60 degree Christmas.   
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 3.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 This beer pours a clear amber with an average head. The aroma is if medium caramel, toffee, applejuice, and mint. The flavor is malt driven, with dry caramel, toffee, mint, some orange, no spiciness, and a bitter finish. The mouthfeel is fairly light and foamy. Overall this beer is smooth and easy drinking, wit a nice body, and a slightly odd finish.   
look: 2.75 | smell: 2.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 Rich malts and a hint of chocolate on the palate. Finishes nicely with a sweet finish. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Poured from a 12 oz bottle,into a Cigar City lager pint glass.    Thin,off white / light khaki head,that dissolves quickly,turning into splotches,with a beautiful lacing.Dark copper in color,with nice clarity,and heavy carbonation.    On the nose I get breaded malts,some spices,and small hints of earthy,piney hops.Small cinnamon and ginger notes.The malt notes are pretty sweet.    On the palate I get heavy malts,and spices,with a small hint of hop bitterness on the back end.Ginger and cinnamon as advertised.The breaded malts are nice and sweet.    The body is medium with a nice fizzle from the carbonation.The finish is nice and smooth,definitely not too dry.    This was the first craft beer I ever tried,so maybe I am a bit partial.But out of all the lagers I have tried,this one is by far my favorite.Nice look,nice aroma,nice taste,nice mouth feel...Great beer for the holidays!!!   
look: 3.75 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 Pours amber in color with good foamy head and lacing. Has a malty smell with some minor hops and spice. Taste is pretty good, sweet malty mix with a sweet finish. Not a bad beer, could go further with flavors but ok.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 Something to please both the lagar and the IPA guys/gals in all of us. Great lagar taste but a hint of something different. Great drink ability. Can have several in an evening. If you like dark lagars with a flavor that stays put, The SAWL is the choice for you. But of course, bring ur checkbook, cause this is no cheap date! Merry Christmas my friends!   
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 Presentation: 12 oz bottle freshness notched for April poured into a pint glass.    Look: Dark red brown with a khaki two finger head. Good head retention.    Smell: Crisp, clean malts.    Taste: Kinda like a watered down Boston Lager.    Feel: Thinner side of medium, light carbonation, easy drinking.    Overall: Neither good nor bad. I wouldn't buy it on it's own, but it won't prevent me from buying the winter sampler either.   
look: 3.75 | smell: 4.5 | taste: 2.75 | feel: 3 | overall: 3 L -- Translucent brown with a quickly dissipating white head. Minimal lacing   S -- Cinnamon, nutmeg, pumpkin, candied orange, malts   T -- Not the greatest. Bitter hops and malts, lemon, squash   F -- Fizzy. Very astringent. Sour finish   O -- Smells and looks like a pumpkin ale, tastes and feels quite strange.    63/100   
look: 4 | smell: 3 | taste: 3.25 | feel: 3.75 | overall: 3.25 Dark bronze with finger of dense and creamy off-white head. Caramel malts in the aroma. These carry over to the taste with muted Christmas spices behind that leave a almost herbal impression. Mild hop bitterness and a fairly dry finish. Medium bodied. It's alright.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 12 oz bottle. Pours a reddish brown with pillowy off white head that lasts and laces. Smells of caramel, cinnamon, and toasted malt. Very smooth with mild lingering hop bitterness. Light to medium bodied. Tastes of biscuit, sugar, caramel, and cinnamon.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Delicious lager. Goes great with a good fire and a cigar. Very festive. 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 L: little to no head or lacing only a thin ring of foam. dark brown clear with a reddish ting when held to the light.  S: Faint malt. I don't smell much but to be fair my fall allergies are acting up. I am going to give this brew the benefit of the doubt.  T: Well this is where it is at I really nice and balanced. I hardly notice the orange peel, cinnamon, and ginger. I notice the nice roasted grain flavor that gives way quickly to a crisp but light hop bitter push. Once swallowed you are left with a lingering roasted grain flavor that is lightly sweet with hints of the orange peel and spice.  F: medium to low carbonation that softly foams giving a creamy fuller feel.   Overall, I really like this but I like malt and wheat beers. It really tastes more like a black lager than a bock to me but I am a fan of both. This will not wow the crowd that wants beer infused with exotic flavors. If like to appreciate a beer as a whole not just for spices or hops then check it out.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
