look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 12 Oz bottle poured into glass  Look - very dark almost black as expected. Medium foam head slowly fades, some excellent glass lacing  Smell - Mocha, lots of chocolate and coffee. A bit of caramel and grain.  Taste - Very bitter chocolate and hops. Creamy coffee and oats. Slight metallic flavor like cherries. It has a full profile, I personally don't think it goes down easy because it is filling. Carbonation is medium. A bit of alcohol warmth. I would like even more coffee flavor.    Overall, it's very good, bold flavor stout. It really is a great morning brew and i would like to try it a few more times to get a consistent idea of what it is. Grade is an A   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4.25 12oz bottle poured into snifter glass    ----------    Look  Like a pour over coffee with a thick mocha head of foamy tight bubbles very slow to decrease; 100% opaque and dark, dark brown. Sticky and fizzy lacing on glass.    Smell  Nutty, coffee notes with a little booze/hint of alcohol.    Taste  Roasty, chocolatey, with a warm finish and esters; Slight sherry and raisin. Chewy.    Feel  Smooth, velvety, undercarbonated, with a thinned out body (bottle was 2 years old)    ----------    Overall  It was very enjoyable and I would welcome another taste. I think a newer/fresher bottle would do better. This felt very flat and thin.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 3 | taste: 4.5 | feel: 3 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 3.5 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 Everything Founder does rocks...love these guys. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Solid beer for the bottled version. 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Dark and luscious in the glass, malty nose, great balance of sweet and astringent, smooth mouthfeel. It's always a special day when it includes Breakfast Stout, even with dinner   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4.25 I am looking for a great beer and this ain't bad. Nice balance of carbonation and it's not that bitter. My quest for a sweet beer continues. 
look: 5 | smell: 5 | taste: 2.75 | feel: 4.5 | overall: 3 Good I guess 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Can’t go wrong with a breakfast stout! I have a CBS still waiting for me. Anxious to try them side by side, though the cbs is s bit aged. 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 A: Poured a half finger head with a tar, sticky consistency. Pitch black with a toffee colored head. Lacing sticks beautifully, but disappears    S: So rich! Chocolate and coffee and malt. Dark and sweet. Smells like a candy shop for adults    T: Creamy malt that plays oh so nicely with the chocolate, coffee, and oats. The bitterness of the roast is the heartbeat of this beer, and bows out with an extended standing ovation.    O: World class stout indeed. So rich and yet so well balanced. This is an extremely drinkable stout. One of the best in class.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.75 | taste: 3.75 | feel: 4 | overall: 4.25 Tried this at Eli Cannon's in Middletown, CT. Came in a tulip glass with a dark brown cola like color and a half a finger of head. Leaves thick lacing- I had the nitro version. Flavor is nicely roasted, caramel with some dark chocolate. Nice stout.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Had again yesterday and was so impressed again (but for different reasons) that I am doing a review. L. From 355 ml bottle so hard to tell. S. Never a strong point with me but a sweet, coffee hint. T. Wow! Different and better to how I recall it. A solid milky, mocha beginning which fades gently. But not cloying or sticky. I just don't recall the strength of the coffee hit and it was impressive. F. Smooth, and a little oily, little carbonation. O. Deserves the rating and just so easy to drink and such a flavour hit!   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3 | smell: 4 | taste: 5 | feel: 4 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Simpy amazing! 
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 Deep dark brown color and amazing taste. I definitely prefer the KBS or the CBS, but this is a great alternative to the ultra rare founders offerings.   
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 12 oz bottle poured into a tulip glass.    L---Deep, dark brown. Completely impenetrable to light. Thick light brown head faded to a cap and left tremendous lacing.    S---Rich, robust coffee aroma. Roasted malts & a touch of chocolate.    T---Follows the nose. Black coffee & dark chocolate.    F---Creamier than I expected. Adequate carbonation to lighten the mouthfeel a bit from heavy to medium.    O---Damn good beer, Damn good. I've had it on tap, but never reviewed. This is a righteous, proper stout.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 5 great tasting, full bodied beer, highly reccomend 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Look: Deep, oily black with a thick tan head.    Smell: Bittersweet roasted coffee and chocolate, oatmeal, and roasted malt.    Taste: Heavy roasted bitterness, like black coffee. Slight sweet chocolate and milk tones. Doesn't actually taste as bitter as 60 IBU would suggest.    Mouthfeel: Surprisingly only average thickness, with decent carbonation.    Overall: Decadent and powerful.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 It doesn't matter what time of year, which glass, or what my surroundings are. This is a wonderful stout! Just the right blend of coffee and chocolate. Truly decadent!   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 Truly a revelation for me, as I somehow had it in my head I didn't like "coffee" stouts... how wrong I was. Pours a viscous, deep coffee-black; even the generous, fluffy head that forms is the color of chocolate milk. The smell is truly delicious, with aromas of black diner coffee and roasted chocolate. You immediately taste the richest, most delicious black coffee you've ever had in your life, along with premium dark chocolate flavors and a touch of raisin. Full body and creamy mouthfeel with a semi-sweet finish. Absolutely phenomenal.   
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 Poured into a nonic pint glass.    Look: Pitch black with ruby on the bottom edge. Dark khaki head that recedes to a thick even film. Nice foamy world map lacing.    Aroma: Charred malts, heavy dark coffee roast, hearty flaked oats, and semi-sweet dark chocolate.     Taste: Dark roasted malts without being burnt-tire bitter, nice subtle oat notes, finished off with bitter chocolate and dark, rich roasted coffee.    Mouthfeel: A little thick, but creamy and smooth.    Overall: Pretty much decadent and delicious, solid all around, a delicious beer to sip and take time with.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This one sets the standard for stouts. Chocolate, Coffee, sweeeeeeetness. It is "that stout I have been looking for." 5/5 as far as stouts go! Good job Founders BC.   
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.75 Went out to a get a steak but I went to the bar first. Saw "founders" on the tap and just asked for whatever it was (thought it would probably be the IPA), barman goes "It's the breakfast stout, it's like 9% alcohol are you sure?". It wasn't the morning (breakfast time) but I of course said "sure" and got a nice pour of this silky black beer in a little snifter glass.     I joked to the wife that I don't think this is something you'd have for breakfast (unless you were a raging alcoholic) and she informed me that the name was ironic and that was the point of the name and I missed it. We sat at the table and I sipped this beer. Smooth as heck with a coffee aroma and heavy body. Went down almost without a trace, not leaving any heavy metallic residual taste that I sometimes find with a stout. Enjoyed this beer while waiting on the steak with not a bad buzz to boot. Good stout.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 I REALLY wanted to give this one a 5.0 across the board and it likely deserves it. But can't bring myself to rating a beer as perfect. But for a stout, this is as good as it gets. Breakfast, lunch, dinner, snack, whatever...this one pushes all the right buttons. Simply delicious and satisfying. Top notch!   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 My #1 go to Stout when I'm out and about and find it on draft. 
look: 4 | smell: 3 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.5 Smells of oatmeal and coffee, with a little cocoa. Feels thick and creamy as a good imperial stout should. Tastes like coffee and more oats, with some white or dark chocolate in there too. Significantly less ethanol finish than I expected. As someone who typically stays away from stouts I am quite impressed. A must-drink!   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Coffee, dark chocolate and stout beer flavors with unending lacing. Wonderful! 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.5 I was able to finally procure a 4-pack of this here in my part of North Carolina... And it was worth the wait. Upon opening the bottle, the aroma was absolutely intoxicating (in a good way) and enticing. The heavy (also in a good way) chocolate flavor was smooth and not thr least bit heavy (the bad heavy, the one that bloats). It was actually a bit light on the palate, shich I did not expect. As a long-time fan of Guinness Stout, this was a very satisfying pour. Will definitely grab all of it that I can find here and suggest that you do the same if you're reading this.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Looks just like coke--bubbles and all. Pitch black. Smells of coffee, chocolate, and oatmeal. Not that much on the hoppy side. Tastes perfect. Like someone created the best concoction of all the things that's makes beer great. World class.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.75 Poured from bottle into Spiegelau stout glass. Pours a deep, dark hue not overly thick with a milky moderate head. On the nose you get strong aromas of roasted Kona and dark chocolate. Coffee aromas are pleasant in this one. Coffee notes hit the palate very distinctly as notes of chocolate that are almost mocha-like in balance finish the experience. This stout is not overly thick or sweet and is quite smooth. There is a touch of carbonation that balances very well with the smoothness and balance of the beer. I’ve had this beer many times and each time I do it reminds me why this one is timeless for me.   
look: 3.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 355 ml bottle, from Vinmonopolet Kvadrat. ABV is 8.3%, IBU 60. Pitch black colour, moderate to low tan head, not the best retention. Strong and intense aroma of fine coffee and dark chocolate. The flavour is full of coffee, with dark chocolate and oats in the background. Pretty good.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 Extremely overrated. Tastes like most regular stouts with coffee. Don't hate me. 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 Brown hued, but completely opaque with a quiet chocolate milk brown head. Sweet, creamy malt and some dark fruits on the nose, without a ton of roastiness detectable. Flavor is excellent. Creamy and sweet, goes down smooth, with the high ABV very well hidden. Mouthfeel is just a touch heavier than average. Overall, a great beer I could drink way too many of.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.75 Poured from a 12 ounce bottle into an arome glass.  Look: Deep black with, at most, 1/2 a finger's worth of tan head.  Smell: Very subtle hints of coffee. Otherwise, not much of an aroma.  Taste: Delicious mix of coffee and chocolate. There is a slight bitterness, but it is well balanced with the other flavors. No unpleasant aftertaste.  Mouthfeel: Creamy goodness. Minimal carbonation.  Overall: World class on every level. Absolutely delicious.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Sticky and thick on the palate, big coffee and chocolate playing off a light hop bitterness, beautiful color and a sweet oat finish. Absolutely delicious. More please!   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 5 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Look: thick and black with a darker khaki head and some lacing     Smell: coffee, maltiness, a bit of brown sugar, and molasses, excellent but not very strong     Taste: coffee, bitter chocolate, sherry notes, some roastiness, nothing really stands out above the rest but the flavors really blend and work well together     Feel: thick with some carbonation, well balanced, what you want in a stout     Overall: fantastic all around stout, the sherry notes are really interesting but welcome. Hides it abv pretty well and is easy to drink, good stuff!   
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 This is different than other reviews you can find as rather than regular gas carb, Brass Tap added Nitrogen making it a Nitro Stout. The addition of Nitrogen to a beer gives way to much smaller bubbles, creating a smoother, creamier experience. Beyond mouthfeel, there are variances in appearance and smell as well. Because of that, this has a much more defined taste! Poured a dark tan, thick head that lasted! I let it sit for about 10 minutes before tasting. The nose is ALL roasted malt and coffee with dark or baker’s chocolate. My mouth watered just from the smell! The taste was exactly what the head precluded it would be. The right amount of bitterness with the coffee up front. Smokiness from the roasted malt and I caught a bit of vanilla on the back. Drinking it cold and right from the tap, I doubt the vanilla note would show itself. So much flavor! Mouthfeel was creamy with the right amount of lactose sugar to make it almost like a good chocolate milk. Very well done!! I could pour this over Cocoa Puffs and enjoy, as this IS a breakfast stout, so why not?!   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 3 | taste: 2.75 | feel: 2.5 | overall: 2.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 Wow! I picked up a 4 pack of 12oz bottles. Poured into 16oz snifter    L: deep dark black with a dark tan head. Not very much head, especially for a snifter, and it dissipated quickly.     S: deep roasty malts blended seamlessly with coffee, with a definite presence of semi sweet chocolate. Very, very deep, rich smell.     T: very much like the smell. Coffee is most present, but a distinct taste of malts and an obvious lingering of chocolate afterwards. Very smooth. The 60 ibu advertised on the label is extremely misleading. If anything there is a slight bitterness from the coffee, but i think you'd be hard pressed to find anyone describe this as bitter. Very well balanced. Truly delicious.    F: the mouthfeel is just right for the style. Extremely thick, almost creamy, and just enough carbonation to not make it seem watered down. Excellent.    O: I love a good stout/porter, and I think this might be my favorite next to bell's. The 8% abv is very well hidden. It's almost too smooth really. Id recommend this to anyone. It would even be a good one for someone new to craft beer.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Incredibly disappointed in this stout. I see it on the big list of top 250 but I wouldn’t even put it in my top stouts never mind beers. One of the more overrated beers I’ve had.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Honestly can't go wrong on this one. On first taste it has become one of my favorite stouts. As a fan of coffee stouts and porters this rung every bell. Fantastic taste, good body. Something I'd easily purchase again and again.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 I feel so lucky to live in a city where a beer of this caliber can be found on the shelves of any nearby supermarket or wine/liquor store...and if I want to head down to Founders’ actual brewery it’s only a ten minute drive. I actually enjoyed this beer almost as much as the KBS, quite possibly because it wasn’t as hyped (and perhaps my expectations were much higher for the KBS). Nice deep rich black color, scant head with nice lingering lacing. Smells of dark chocolate and coffee, tastes even better. Nice notes of coffee, caramel, dark chocolate, some malt and molasses. Very faint alcohol taste, which is also present in the lingering finish. Great mouthfeel, quite smooth and not too thin. Mild carbonation throughout. A pleasure to sip and savor.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Black with three fingers of tan head. Looks like a chocolate milkshake. Good amount of lacing.  Smell is mostly rich coffee.  Taste is rich dark roasted coffee with a bit of tasty chocolate.  Mouthfeel is medium with good carbonation. The finish is semi dry and balanced.  Overall a tasty and pleasant Imperial Stout.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 I was skeptical, but when I went to pick up my online order from BevMo, this is the only one the guy started raving about. From the strange Rockwell-GarbagePailKids artwork, to the price/quality ratio of the four-pak, to the taste, this just rocks. Pour is honestly a bit boring, pitch black with not too much head. Pour on the Ale Smith Stout is much better, for example, but the taste is fantastic, as is the mouthfeel. Super smooth chocolate/malt -> sweet oatmeal -> quality coffee transition. Fan-fucking-tastic. Mouthfeel is full, like a good breakfast.   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Pours out a rich oily black color with two fingers of thick brown head. The head slowly dissipates and there was nice lacing on the glass.    Smells of sweet coffee with some stone fruits dancing around.    Picking up some chocolate on the taste up front. Taste is more sweet chocolate with the coffee relegated to play in the background. As the beer warms the coffee starts to come out a bit more. Still that chocolate is pushing the front of the taste. Stone fruits like raisins show upin the far background.    Mouth feel is on the heavy end of medium yet very smooth. The oatmeal makes the mouth a bit heavier but adds a luscious creaminess.    This is a pretty complex stout. I like the addition of the oatmeal for the wonderful mouth and a touch more sweet. For fans and advocates of the darker beers Founders does these so well and this is a very good example. There is a slight touch of alcohol warming to it that I like. This tells you this is a big guy and would also work while sitting around a fire at the ski lodge to take off the chill from the slopes. Cheers!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.25 | feel: 3.5 | overall: 3.5 It looks like pouring chocolate; very dark, opaque; The head is dark and persistent; The aroma is full-bodied, a little sweet, earthy hops; The flavor is strong, robust, intense, bitter; It feels more carbonated than other stouts I've tried, chewy. This beer is definitely distinctive. Worth tasting but Although I like robust beers, I didn't care all that much for this one.   
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
