look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4 This beer pours a clear amber with a large head. The aroma is very reminiscent of a sweet bread - with cinnamon, banana, brown bread, and nutmeg. The flavor is fairly mellow and balanced, with cinnamon and nutmeg leading the way, followed by banana bread, coffee, milk chocolate, and brown sugar. The mouthfeel is reasonably light with a mild, foamy carbonation. Overall this is a nice little beer, very restrained and balanced, and super easy to drink.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Pours copper. Foamy, short, off white head that fades slowly with a lasting ring.    Smells caramel malt, pumpkin, spices. All light amounts    Tastes Caramel malt, toasted malt, light pumpkin, light cinnamon, nutmeg and earthy bitterness. Finish is semi dry with pumpkin linger. Medium body and lightly fizzy carbonation.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 5 12oz bottle poured into glass0.  Look: Amber with no head.  Smell: cinnamon, pumpkin, allspice.  Taste: cinnamon, pumpkin, allspice, malt at the end.  Feel: easy to drink considering the Abv.  Overall: a great pumpkin beer   
look: 4.25 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 The appearance was a murky semi-dark orange color with a slight transparency about it. Carbonation could be seen rising at a moderate pace to fill a quickly dissipating finger's worth of white foamy head that left barely any lace.  The aroma had a soft blend of the pumkin flesh, some bready malts and a blend of nutmeg, allspice, cinnamon, and ginger.  The flavor leaned slightly sweet initially through the pumpkin flesh and breadiness and developed a nice blend of the previously mentioned spices. Semi-crisp sort of flesh-like sweetness and spices embrace the aftertaste.  The mouthfeel was between light and medium bodied with a great sessionability about it. Carbonation felt fine playing with the entire feel and aligning appropriately with the ABV.  Overall, though I tend to lean towards Smuttynose's as my main go-to for pumpkin ales, this is a well worthy second place find to have alongside for Autumn festivities. Good job, Sam and company!   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 Look - copper color with a big lasting slightly tan head  Smell - allspice, pumpkin and brown sugar  Taste - taste like an amber with allspice and pumpkin  Feel - medium body with a slight creaminess and slight carbonation  Overall - I'm not a fan of pumpkin beers but this is ok   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 4.25 | taste: 4 | feel: 4 | overall: 3.25 2009 backlog. 12 oz bottle. Aroma of pumpkin spices, grain. Pours a light amber hue with little head, decent lacing. Flavors just as the label describes. Much more full-bodied than Blue Moon’s Pumpkin Ale and Jack’s (Michelob). Not watery at all. Definitely the best "punkin" beer yet.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 on draft, in shaker pint    appears medium brown in color, white head. nice spicy herbal pumpkin pie spice - nutmeg, cinnamon. not really any pumpkin proper flavor, more the spices. medium bodied.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 3.5 | taste: 2.75 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Look is less murky and more translucent than I expected. Smell is quite like some sort of pumpkin spice liquor. Taste is alright, and drinkable. I would describe this as a pumpkin session for to me it is very light bodied, with a soft tingle of carbonation. This was bottled Halloween 2016, and it is now the end of January   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Cool little 4 pack on sale for just $4.99 at Spec's in Beaumont - couldn't resist. Julian dating suggests like a 6-7 month old beer or so (I think).     Color is a warm, semi-hazy orange, or at least my color blind ass thinks so.     Small retisicient head with a splash of lacing here and there that falls down into the pumpkin ale from time to time.     Smell is a light malt with a faint pumpkin to it, I'm sure had I grabbed it earlier it would've been much more in your face. That being said there is something warming, calm, and refreshing about the suggestion of pumpkin in the ale. Goes down extremely smooth and tastes great.    Really balanced, safe beer and with an autumn cheer. It is a very unartificial pumpkin flavor that resides in the back of the mouth. Light malts to help guide you to the flavor. Wet and refreshing once again on the palate. I dig this beer and look forward to trying it fresher. It aged quite well.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 Poured into a pint glass    Appearance: Thin white head, golden orange.     Smell: Strong smell of pumpkin     Taste: Pumpkin with nutmeg and cinnamon.     Mouthfeel: A lot of carbonation, takes away from the taste a little.     Overall: A nice pumpking beer saved from the fall. Dogfish comes through with another good beer.   
look: 3.75 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 From a 12 Oz bottle, fresh to a glass, did not make a long lasting head or much lacing, but it was a great aroma for the season. Very quaffable. I will look for this every fall for sure.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 Pours orange and almost crystal clear with a 2 finger off white head. Not much lacing.    Good pumpkin aroma with light pumpkin spice. Good pumpkin pie.    Pumpkin and spice again, just lighter. A subdued bitterness and light caramel.    Medium in body with rather high carbonation and a moderately sticky and drying finish.    One of the better pumpkin ales I've sampled. Good aroma and taste of pumpkin and a rather substantial ABV.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Saved this beer over the course of three years. Tried a vertical tasting for fun on thanksgiving with my dad (2016).    2014:  Had the most earthy pumpkin flavor with the least amount of spice. Had the perfect amount of carbonation. Favorite out of the group.    2015:  Had a funky taste to it. Very earthy with a bit of clove and pumpkin pie spices. Had the lowest carbonation with a surpringly thicker feel. Least favorite of the group.    2016:  Light citrus notes. Most amount of spice: cinnamon and lots of clove/nutmeg. A slight hoppiness in the finish. It had the most carbonation. Rated second best.      Overall, the beer is alright. It paired well with moms sweet potato pie. It gets an 80/100.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 4.5 | taste: 3 | feel: 3 | overall: 3.5 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Wow what a great seasonal beer! Probably in my top 3 favorites of October beers. Smells of pumpkin, clove, and nutmeg. Tastes great and very smooth easy drinking beer. Tastes follows the nose for a prefect blended beer. I also taste a graham cracker bready maltiness to the beer. Would definitely buy again because your can never go wrong with Dogfish Head!   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4 Look - a nice hazy golden orange with a small off-white head, low retention, and spotty lacing.  Smell - pretty subdued, but you get some notes of nutmeg, brown sugar, and bready malts.  Taste - it's so balanced and smooth that you almost don't notice any notes, but if you let it sit for a moment, you get nutmeg, some cinnamon, brown sugar, and there is a perceptible pumpkin note that doesn't taste artificial.  Feel - creamy body, dry finish, moderate carbonation.  Overall, I'm most impressed by the mouthfeel of this beer; it really helps this beer stand out as something special. The aroma and taste are muted, but I still gave it a high taste rating based on the authentic pumpkin flavor that I feel like most pumpkin beers do not achieve.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 This beer is a solid four all the way across the board... color is copper orange with light head that turns to nice lacing. Looks like a fall color. Smell: Like a Thanksgiving setup with all the fixings and the associated spices, not necessarily pumpkin or pumpkin pie though, which it doesn't claim to be. Also sweet smelling, like the brown sugar... which comes through on the tasting too. Ground nutmeg and clove and pumpkin are the other dominant flavors with some bread notes and no notable hops. Feel: Not what I was expecting but very good... crisp, refreshing like biting into an apple, yet soft and sort of creamy after that. If you let it linger on your palate long enough you get some pumpkin mouthfeel, but it is not extravagant by any means. This is pretty refreshing and if it wasn't 7% would be a very sessionable beer!   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 I've been wanting to try this for so long I think I came in with expectations that were too high. I am enjoying it much more than other pumpkin ales I've tried though. Very balanced...I am picking up just a hint of the spices. I had this again at a later date and enjoyed it a little more than the first time. A good all around beer, not bad, but not amazing.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Presentation: 12 oz bottle poured into a pint glass.    Look: Copper coloration with a white one finger head that collapses to just covering the top.     Smell: Pumpkin and spice up front followed by malts.     Taste: Very well balanced. Pumpkin and spice overlay a body of malts with hints of warming alcohol in the swallow.    Feel: Slightly thicker then medium body with moderate carbonation. Just about perfect for a fall beer.    Overall: A very, very good beer. I did not find any faults worth mentioning.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 3.75 It's good, but not enough pumpkin flavor. But better than most pumpkin beers. Orangish color, pumpkin aroma, malt pumpkin flavor. Cream head. 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Bottle poured into pint glass. Nice clear burnt orange color with a creamy head; modest carbonation. Spices and malts are evident to the nose. Taste is similar to nose with nuttiness, cinnamon and spices being well balanced. Easy on palate with no aftertaste; ABV nicely hidden.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 Wow. I have mixed feelings with this beer. It's got a nice light colored and unassuming look and a nice smell. I'm smelling malt mixing with pumpkin spices. Even something sweet on the nose. When I tasted the beer at first, I got some overpowering bitterness but after a few sips now I'm liking the flavor more. There is a definite balance between malt and pumpkin spices and it's not overpowering. The feel is creamy and quite carbonated(burp,excuse me). The 7% is completely hidden. Good beer !   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Poured from a bottle with a clear golden color and a scant head. The aroma was of sweetness (candy-like) and spice. The taste followed the aroma but much more pronounced. There was a spicy aftertaste. The body and carbonation were good. Overall, this is an OK beer but the spiciness seems a bit over-powering. This beer is best-suited to be cosumed alone rather than trying to pair it with food due to the high amount of spice.   
look: 4 | smell: 3.75 | taste: 2 | feel: 3.25 | overall: 2.5 2016.     Toasted grain color with tints of blonde and clean chestnut, with a creamy head of 3 fingers. 20% opaque. Lighter than I thought it'd be as it's advertised as a brown ale.     I'm getting some nuttiness, with lots of clean aromas of malts and grain only slightly dirty by the brown sugar and faint spices that may or may not be detected depending on the depth of the breathing. Kind of detecting the cinnamon now as I breathe deeper.     And again I'm perplexed by another Pumpkin beer flavor profile. It's not even good. Very malty flavors dominate, with some nuttiness and hay following; some paper; leaving a pale, chalky and bitter chemical finish. Some light toffee or molasses sweetness towards the finish. Honestly if I didn't pay for it I'd probably dump it on the grass (yes this is outside on a balmy, beautiful fall night).     The feel is slightly creamy, but with a bump of carbonation, and hell I guess it ends up finishing slightly dry. Whatever.    Overall, I feel this overwhelming urge to get up and dump it in the sink. Like, my body's moving but my heart isn't committed yet. I've got two more bottles. Any takers?   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 12 oz. bottle    Pours rusty copper amber orange with a creamy off-white foam head. Smells like pumpkin, autumn spices, cinnamon, nutmeg, allspice, some brown sugar, toasted bready caramel malt, with earthy grassy pine. Tastes like pumpkin, sweet spices, cinnamon, nutmeg, allspice, brown sugar, caramel, toasted bready malt, with earthy grassy pine. Feels medium-light bodied, creamy with moderate carbonation. Overall a nice pumpkin ale.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Appearance - Pours - clear light brown caramel color with decent white head     Smell - Sweet aroma, pumpkin and cinnamon, vanilla, all spice, nutmeg.    Taste - Very mild pumpkin flavor, cinnamon, nutmeg, many pumpkin beers over power the spices this one does not.    Feel - Pretty light feel was surprising, good carbonation, very smooth and drinkable.    Overall – Really solid pumpkin ale great flavors and not overly spiced.   
look: 3 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 2.75 Newly interested in Dogfish, I've tried a few great ones including the excellent 90 min IPA and had high hopes for this. I've been drinking every pumpkin beer I can find lately seeing how they stack up to each other, favorite so far being Cigar City's "Good Gourd" or perhaps Big Top's "Pumpkin Stiltskin". This one's among the less impressive so far, it's labeled a Brown Ale but tastes more like a musty Pilsner with some IPA tang on top, not what I'm looking for in either a sweet n spicy pumpkin beer nor a round mellow Brown Ale. The danger with pumpkin beers is sometimes they don't taste like pumpkin, just a regular beer with potpourri added. That's happening here a little bit.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 2 | taste: 4 | feel: 4.25 | overall: 4 Dogfish Head Brewery - I have an unfortunate love-hate relationship with their offerings - some I love, some I hate. This one ends up being a slight mixture of the two...    A clear, orange colored brew reminiscent to a light-pumpkin color, it pours a thick, white head with some staying power and good lacing down the glass. The smell from this beer actually surprised me - it was horrible. It reminded me of a cigarette ash or the smell that emanates from the said tray. I hate to say, I almost considered pawning this off on my son, but I decided to give it a go (and I was glad I did.) The mouthfeel was one of the more complex ones I have come across. It starts coarse then become smooth and then almost watery in texture, but not quite. A very complex feel for me across the board. I noted the pumpkin, some spice and other flavors (thankfully no cigarette ash) and though good, not better than other pumpkin brews I have had. Overall, it's a good beer. Other's may find it's scent appealing, but it will forever make me think twice before pulling one from the shelf.   
look: 3 | smell: 2.75 | taste: 4.5 | feel: 4 | overall: 4 This fall beer has become an staple for the season, taking a spin on a brown ale by adding pumpkin, brown sugar, cinnamon and nutmeg. Perfect for flannel and foliage, this Dogfish Head seasonal classic paved the way for kooky-ness in the early daze and stands the test of time.     @brewchaz - 4/5   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 2.25 Pours a rich copper with delectable, fluffy head. And that's about where it peaks. Aroma has a noticeable fusel alchohol not that really overpowers the rest of the nose - not that there is much else besides some Munich malt & just very distant cinnamon. The flavor is very weak, with only the cinnamon showing any signs of life - the rest is a very bland germanic base that borders on the dreaded cardboad, with that fusel peaking in too. It is also a thin & under attenuated, which isn't what I look for in this kind of beer.   
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 A good mix between a pale ale and a wheat ale. Slightly hoppy, not too dark, has a nice scent remniscent to an Oktoberfest-style beer. The pumpkin is light and very warm, the spices give a nice nose to this drink. Very sessionable, and I'm someone who hates pumpkin spice anything.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 5 | taste: 4 | feel: 4.25 | overall: 4.25 Dogfish Head's Punkin Ale was an insta buy for me even though I wasn't sure I'd have time to drink (and savor/review) it the night when I bought it. I couldn't resist the adorable and slightly eerie pumpkin design on the four pack this year. I really like how this beer smells, and it has a pleasantly autumnal aftertaste. The initial gulp is surprisingly crisp with some hoppy bitterness that lacks the spice and body that I personally want out of a pumpkin beer, but it's still tasty. Definitely would work alongside a savory meal.    Pumpkin Rating: Mild (but I have had friends respond favorably to this)  Would drink again: For sure, but not before I try other pumpkin beers this season.   
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 4 | feel: 4 | overall: 4.5 Great tasting beer. Love the label. It didn't have a strong pumpkin flavor, but it is really good. 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Nothing special 
look: 4 | smell: 3.25 | taste: 3.75 | feel: 3 | overall: 3.75 Color on the pour is copper with minimal head. Aroma is slightly pumpkin with some spice notes (cinnamon, clove etc.) The taste is a bit hard to place, maybe an amber ale base with pumpkin spices added? The mouth feel is very fizzy, a bit too much carbonation for my tastes. I've had other pumpkin ales and this one is probably one of better ones. The Balast Point "pumpkin down" is also a good one to try if dig pumpkin ales. I will say that this clocks in at 7% abv but it is really hard to detect, no alcohol heat, it's all very nicely masked.   
look: 4.75 | smell: 3.75 | taste: 4.25 | feel: 4.75 | overall: 4.25 L: Pours an amber/mahogany color. Color matches the season.  S: Not overly pumpkiny like I'd imagine, but the taste still comes through.  T: Tastes of ginger bread and graham crackers. Decent spice level, especially on the finish. Pumpkin definitely comes through. The malt is the main focus here. Slightly bitter on the top.  F: Average carbonation. Very smooth and drinkable. Gives you that warm-autumn sensation that every other good pumpkin brew gives you.  O: I like it and would drink it again, but my favorite is Pumking from Southern Tier Brewery.    P.S. I drank this alongside a chicken parmesan, and it seemed to work!   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Dark golden color. Slight spice on the nose and a bit more on the taste. This is a pale ale with pumpkin versus a pumkin ale. An interesting hedge for those who don't want the Full Monty.   
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Look: Deep orange in color  Smell: cinnamon and nutmeg come in strong  Taste: an interesting blend of pumpkin spice and malt flavor. I like the brown ale as a back to the pumpkin beer  Feel: smooth like pumpkin pie, perfect feel for the seasonal flavors    One of the better pumpkin beers I have had this season.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 pours relatively light copper with virtually no head. nose is light pumpkin with lots of cinnamon and all spice. taste is folloWing the nose with malt and cinnamon leading the way followed by more spice and finishing with lingering cinnamon and allspice. I dunno. most pumpkin ales seem to go crazy on the cinnamon and nutmeg and allspice and the same goes for this one. im not sure why more beers are not like pumpking. this one seems to light and spice forward. not great. not good. not worth it.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 2016 edition:    L -- Lovely mahogany-hued amber. no haziness. off-white head  S -- cinnamon, nutmeg, malt  T -- pumpkin pie spices, caramel, bready malt  F -- lively and nuanced. strong yet balanced flavors from start to finish  O -- excellent ale. one of the best pumpkin beers I've had    88/100    EDIT (9/4/2017):     The 2017 version is definitely still amongst the best pumpkin ales I've had, but it's not quite as exceptional as I remember it being. The current rating reflects this updated opinion. While the aromas were slightly more warm and spiced, the flavors were a little more one-dimensional and herbaceous. Mouthfeel was a little watery as well    86/100   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 3 | feel: 3.75 | overall: 3.5 Good beer, not too sweet like most mass-produced pumpkin beers. That being said, as a young person, in a blind taste test i'm not too sure i'd have known it was a pumpkin style beer. Definitely has good spice..nutmeg & a little cinnamon flavor to it though.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 awesome seasonal brew, definitely a nice pumpkin note complimented by subtle spice, and sugary sweetness. overall remains very tasty and enjoyable throughout!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 L - Dark Golden, tiny 1cm head but retention seems good. Very lively and fizzy.    S - Sweet/Roasty with spices, cloves, cinnamon, not very hoppy    T - Spicier than it smells. Not overly pumpkiny, but good enough to get the point across. Tastes very light for a 7% ABV    F - The lively bubbles don't bite too much - very smooth feel with little warmth    O - For a pumpkin/fall beer, this goes down great. The flavor and scent aren't overpowering, and I can imagine it would pair well with any fall foods. Goes down like a 5-6% as well.   
look: 4.25 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Delicious. Jewel tone amber, a huge marshmallow fluff head with thick lacing. Smells of pumpkin pie spice and sweet apple cider. Malty taste of Orange glazed cinnamon rolls with just enough edge. Creamy yet bright mouthfeel. This is an edit of a previous review. Completely different. Different brew this year? No matter, I like this one even better but you can always rely on Dogfish.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Poured from bottle to shaker glass. Pours a golden color with a thin white head. Spicy nose mostly of cinnamon and some bready malts. Tastes of malt up front, some pumpkin pie flavor in the middle, and fades into a light bitterness on the finish. Finishes quickly. Overall it's an okay pumpkin ale, but there are better versions out there.   
look: 2.25 | smell: 4 | taste: 4.25 | feel: 2 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Aroma has nutmeg, pumpkin, cinnamon. A little tart and sweet. Taste has sweet bready malt, ginger (isn't an ingredient but it tastes like it), pepper, nutmeg, vegetables, and a pleasant level of bitterness. The spices are a little too much for me. I would have either dialed them down or amped up the malt background. Also the aroma is a little too vegetable-y. But bitterness and warmth make this an enjoyable beer and better than your average pumpkin ale.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
