look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bottle poured into a teku glass    hazy orange copper in color, two finger off white foam cap, sticky lacings, frothy sudsy head    aroma of pine hops, citrus hops, malts and oak    taste has citrusy hops with accents of oak and malts     no bitter bite, but the hops nicely linger on the tongue, alcohol is well hidden    Good beer, sorry I waited so long to taste it   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 This was poured into a tulip. The appearance was a nice looking hazy golden orange to amber color with a one finger white foamy head that dissipated within about a minute. There was some light clingy lacing sticking and then sliding into the beer. The smell started off with a resinous citrus to piney bittering sort of sharp hoppiness about it and then allows a nice slightly woodiness to enter into some sharp sweet caramel malts. The taste was entirely bittersweet, no ifs ands or buts, all the way through just like a spectacular DIPA should be. On the palate, this one sat about a medium on the body as I tended to sip it for the most part. It had a slight sharp carbonation about it. Bitterness was there but nothing overbearing. Overall, very good DIPA that I would definitely have again.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 One of my favorite Dogfish Head brews. I love the off centered beers for off centered people sloagon. The mix between the English ale and the ipa exploding together on fermination and chilling in oak barrels for a month is nothing short of amazing. Smells of pine hops. The taste is a vanilla, carmel, malty, oak, and hops. Very smooth drinkablilty for a heavy ten percenter...   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 This is the best of Dogfish's brews with 90 minute coming a close second! This beer has body, taste is smooth as Demi Lovato's backside! Color and shine of Nicki Minaj sunbathing nude in Vegas! Plus the bottle itself will remind you of a beer you'd find at an Oklahoma vs Texas Game. Drink this beer!   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 A hazy orange brew with a slightly off white and dense head. Streaks of lacing left behind. Smells like oranges, vanilla, caramel, and sweet malt. The taste is citrus (mainly orange), vanilla, oak, caramel with a bit of lemon zest. There is a nice, malty sweetness and a nice bitter finish. It is a little hot but that is to be expected in a beer this big. This is a really tasty DIPA.   
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Another great beer by Dogfish, went to the brewery and the owner happened to be behind the tasting room bar pouring and suggested Burton Baton, it didn't disappoint. Looking forward to my next Dogfish recommendation.   
look: 3.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 2013 12 oz bottle: aroma - very sweet caramel, toffee, molasses and brown sugar. hint of vanilla with just a faint sign of oxidation. appearance - pours deep amber, with a thin off-white head of maybe quarter inch thickness with low retention. the beer is hazy bordering on muddy although it seems to clear a bit as it warms. light lacing is observed. taste - complex combination of bold malt sweetness together with intense bitterness that slams the palate. the evidence of oak aging is definitely there with vanilla notes in the background. palate - this is a medium/full bodied beer with resiny, oily texture and pronounced astringency. medium carbonation. finishes long and strong with intense sweetness that lingers overall - this beer is not for the faint of heart. obviously does not mellow with age as some other strong ales and barleywines. as with other DFH beers, it promises intensity and it does not disappoint. after 3+ years this is more old ale than imperial IPA. if you enjoy old ales, put a few away and enjoy a treat a few years down the road!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4 A: Creamy, white, one finger head; hazy adobe to orange reddish color, quite a muddy looking beer honestly, very prominent lacing  S: immediately spicy, earthy and malty with a hop bite coming in as well, its a very pungent aroma that coats the nose, honestly. I do get suggestions of the old ale but more in the sense of a J.W. Lees Harvest ale, there is a subtle caramel here melded with the very grainy initial character of the malt. This is definitely one to sit with (not even because of the strength of the beer) because its opening up allows for more to parse through, so give it time, the vanilla becomes a mildly present tone, emerging from the sweetness of the malt  M: very soft and delicate, sits lightly on the tongue  O: This is an odd beer, and indeed one that scratches an itch I don't think I've ever had or will ever have. Don't get me wrong, this is a very interesting (and yes, very good) and entrancing beer, but I can't think of a time when I would want something in the vein of a burton baton, it's a thick, pungent and almost must experience and if that sounds appealing, given what else I've written about it then grab some now, I kinda feel the same way about this that I do about theobroma, it's very good, but I can't really see a place for it on my particular shelf.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 A - nice copper amber clear color. White head sticks and leaves a nice lacing.   S - big floral hops, grapefruit, oak, very floral - almost reminiscent of two hearted but a little less balanced  T - again very floral, grapefruit, citrus peel, slight earthiness, oak def there  M - medium to heavy mf, alc covered, carb appropriate, aftertaste is grapefruit, citrus peel, oak, slightly flowery  O - really good beer. More flavorful than boozy at 10%. However, this likely wont be a repeat offender with me.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 12 ounce bottle bottle on 4/15/15 poured into a can glass.    A: Amber Caramel body good clarity small off-white khaki head that disappears to a film.    S: floral resins hops make your head almost snap back. Lots of caramel malts and honey.     T: lots of toffee, honey, floral almost vine like hops and that resiny bitterness.    M: Softer on the tongue without the bitterness more pillowy makes the beer more approachable.    O: This beer has aged gracefully I have had it fresh and thought it was dynamite. This 2015 bottle has really rounded out any harsh bitterness and it's still hoppy.   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from a bottle dated 2/1/17. The beer pours very nice orange/amber color with a light white head that disappated quickly leaving a small amount of lacing.    When I first opened the bottle I got a hit of grapefruit immediately. From the glass I'm getting lots of light malts. The hops seem a little subdued and mostly pine and citrus.     The taste is a very interesting blend of lots of flavors. There is a definite citrus hop presence up front but the malt quickly moves in through the middle. The finish balances out the malt with a lingering bitterness. In searching for the oak, I get little hints of it on the front and the finish. There is no hint of the 10% abv.    The mouthfeel smooth and slightly slick/oily with relatively low carbonation.    Overall this is a very unique beer. There is a ton going on but nothing seems to dominate other than lingering bitter finish. I'm really enjoying how easy it is to drink.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Poured out a clear amber color with orange highlights. It smelled oak, bready malt and pine. Some good oak flavors like vanilla. A boozy heat with some sweet caramel, too.   
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Recently revisited this one at a tasting party. Pours a copper color with quickly dissipating white head. Nose is earthy with citrus ,pine,oaky wood and sweet malt. Taste follows with a definite woody/piney edge. Quite big and enjoyable.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4 Love it 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Getting tons of floral notes and taste. This is as far I'll go for an IPA. The citrus bite doesn't hit me to turn me off. Will age one for a few years. Good brew   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 Probably my favorite yet from dfh. Subtle whisky oak flavors with hops to intrigue and malt to subdue. Great balance. I don't think I taste any alcohol at all. Smells of oak and...well...oak. Really digging it.   
look: 4 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Pours hazy deep amber/brownish with a medium sized, thick/creamy, white head that lasts. Fades to a lasting cap.    Smells of caramel malts dank, piney and citrus    Tastes sweet malt and citrus with some earthy piney hops. Touch of oakiness and hint of vanilla. Finishes mostly dry with a long pine linger. Slight alcohol taste. Lighter side of full bodied creamy. Lots of carbonation but still smooth.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 A winner. Nice double IPA with a distinctive oak edge that complements the entire beer from looks to aroma to taste. Very smooth citrus and floral with tempered by the oak finish. I would love to see Dogfish aging this beer for a little longer than a month to get more of an barrel edge but its great as it stands for sure. A delicious, comforting beer with an inviting look, aroma, and taste.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 3.75 | taste: 3.75 | feel: 4.5 | overall: 4 Fantastic pour - great color, perfect amount of silky head with excellent retention & carbonation. Aroma was soft - I assume from the aging - but you get a lot of tropical / citrus hop wafts (cascade, a little crystal) with some support from a familiar malt & a dash of wood. Interesting flavor, in the sense you get a burst of oily hop right upfront but there is very little bitterness. That is all smoothed out by the blending / aging, which allows the pure hop flavor to shine undistracted. I wish the old ale portion interjected itself more, though the juicy hops dominate it. The malt is there but it lacks that toffee quality you get in a good old ale, plus there is a tad of fusel alchohol poking through near the end. Mouthfeel is slick and appropriate. Good beer, curiois to see if as it ages some of those old ale flavors develope more prominently.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Poured from a 12oz bottle into a snifter. Pours a light, hazy, Amber with an inch of off-white head that lingers a bit and leaves loads of sticky lacing. Smell is hops up front, some sweet malts, and then vanilla and oak. Interesting nose, but enticing. Taste follows but with the hops being more restrained than anticipated and the oaky, vanilla character a bit more in the forefront. Feel is fairly full in body, with a soft carbonation. Overall, I loved this and it's stellar balance between the oak and hops and booze and malt. Definitely top-notch stuff!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Bottled 7/7/14; drank 11/18/14 @ the Yarchives.     Poured from the bottle into a glass.    Murky orange rust hue.     Big khaki head; a curtain of lace.     Grapefruit & mango nose, with mild caramel notes as well.     Medium thick mouthfeel.     Sweet honey, orange citrus & mango flavors up front with a mild caramel backbone. A hint of booze emerges as this warms. Almost no bitterness; a wonderful DIPA to my palette.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 L: copper amber with nice fluffy head that sits for a while. .    S: heavy dank malt    T- good heavy flavor. Not a crisp ipa. Heavy double or triple feel. The oak is there but not overwhelming.     F: takes over the mouth. Full feel.     O: nice heavy ipa. If crisp us your thing then stay away. But this year s a good sipper   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 This is by far the most exceptional IPA I have ever experienced. A deep woody flavor crowned with a crisp hoppy bite. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours a hazy caramel brown with a couple of fingers head.     The smell is great with caramel meets some citrusy fruit.     A smooth taste with little bitterness. The mix is great. The finish lets the caramel come through even more. I wanted another one.     For such a high ABV there is no alcohol in the taste...dangerous. Another great Dogfish Head beer.   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 3.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Poured into a tulip. Nice bubbly foaming head that stains the glass, body is a glowing reddish orange. Smell is mild, malty citrus with hints of wood and oak. Taste is smokey burnt oak whisky beer and hints of fruit: perhaps pineapple and papaya. Strong alcohol overtones with a bit of creamy malts. A delicious holiday sipper that has high gravity and some intensive kick.   
look: 4 | smell: 4 | taste: 4 | feel: 3 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Very smooth IPA.   It is quite good. I'd say fruity. Not to much froth. I don't know what else to say about an IPA except I'll have it again. I haven't quite gotten to the point of differentiating IPAs too much except, hoppy, bite and ewwww. This one is mild hop and very smooth.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.25 "4 AROMA 7/10 APPEARANCE 3/5 TASTE 9/10 PALATE 4/5 OVERALL 17/20  samsmith33 (730) - - JUN 3, 2015  **  06/03/2015  Bottle to glass, dark orange. Small white head, lasting suds. Legs. Aroma is mildly hoppy, orange, the slightest of oak. Taste is mildly Smokey. Warming Spices, nutmeg, peat. I think the oak aging doesn’t quite add flavor to IPA’s the way it does to stouts. But, more importantly I think, it softens the harshness that many IPA’s have. This beer may have given me an epiphany on that thought."  **   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.5 Pours a slightly hazy orangish amber color with a thick frothy ivory head after a fairly vigorous pour. The aroma is mildly citrus with a malty back. The flavor is a fantastic blend of caramel and fruit. Very soft mouthfeel. Overall a great beer.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 I had this on draught in a bar; a 10 oz. pour in a Dogfish snifter. It poured a hazy amber-brown color with a frothy, ecru-colored head and extensive lacing that didn't dissipate. It's a lovely ale. The smell is very aromatic with roasted malt, caramel, cherry, orange, oak, and resinous hops. The taste is an exquisite blend of old ale and IPA: It has a solid base of sweet malt with caramel, dark fruit, oak, citrus, and resinous pine at the finish. It manages to be both malty and hoppy in perfect balance. It could probably be classified as a Barleywine rather than a DIPA. It has a nice mouth feel with a medium body and moderate carbonation. You can feel its 10% ABV although the taste itself is not boozy. Overall, this ale is quite an achievement and DFH should be pleased. It's a terrific blend of styles that works really well. You can sip it for dessert or pair it with a hearty meal. It's terrific!   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 12oz. bottled on 04/22/16    Pours slightly hazy burnt amber orange with a dense creamy off-white foam head. Smells like toffee, caramel, vanilla, oak, brown sugar, molasses, roasted malt, orange citrus, candied grapefruit, dried fruits, cherry, with mild herby grass and earthy pine. Tastes like sweet toffee, caramel, vanilla, oak, roasty malts, some chocolate, brown sugar, molasses, orange citrus, candied grapefruit, dried fruits, cherry, with herby grass and dry earthy pine. Feels medium-light bodied, creamy and slick with moderate low carbonation. Overall a really nice oak-aged imperial IPA.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 12oz bottle poured into a tulip. A west-coastier nose than I would have anticipate, with dominant pine hops. Pours a honey-brown with trace white head that quickly dissipates. The palate here is excellent. Much more reserved that I would have expected. Caramel malt, toffee, and trace booze warmth dominate the palate. The hops are a faint background, accenting the sweet cereal flavors with a subtle savoriness. An extremely nuanced beer. Medium-thick. As it warms, the hop elements open alongside the bourbon, to give a still richer palate.    This is easily the best beer I've had from Dogfishhead to date. 90 Minute is, in my eyes, the exceptional beer that built this company, and Burton Baton is its far subtler, more nuanced cousin. A huge win for the brewery in terms of complexity, and an outstanding beer in its own right.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Pours a hazy and livid amber color with a one-finger large head.     The smell hits you right away, a lot of pine, malts, citrus-laden fruit. I also get subtle caramel, figs, and general herbs.     Taste is surprisingly non-bitter considering my expectations. Quite a subtle fruity flavor. Piney hops in the background but overall this is a very smooth and subtle beer. This is magnificent.     I often find high-alcoholic DIPA's overhopped, but this is trying to do something completely different and ends up being quite successful at it.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 simply splendid. probably better than 90 minute IPA. There's so much rich flavor. sweet, not bitter, complex and tasty. 10% with no taste of alcohol it's all beer! another amazing beer from dogfish head.   
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Bottle Date: 4/16/15  Palate Contaminants: other beer    Appearance is an opaque murky amber. Very light orange head.    Smell is candied fruit, mostly oranges and apricots, over a sweet malt background. It's like a really sweet, pleasant candy that you can really eat only one of before things in your mouth starts hurting.    But the taste isn't actually that sweet. The sweetness gives way to nice savory characteristics. Toffee and a heavy tea flavor show up with a few passes over the tongue. Marmalade, too. Some coffee – surprise, surprise! – enters the picture at the end. It's one of those brews that's complex without much overlap (e.g., ref. dates and raisins). The more I try to pick it apart, the more I like it.    Feel is medium-heavy with fine carbonation.    I'm curious about how this one does with age. I had no intent to consume this a full fifteen months after bottling. I wonder how it is within a few months, given that it's partly a DIPA. It's actually really similar to Lengthwise's Zeus, without some of the floral elements. But I'm looking at my review of that, and there's nothing to suggest they're all that similar, so maybe what's stuck in my brain are the malt and weight.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 Beautiful cloudy golden brown pour from a bottle into a snifter. Nice head and lacing. The smell is of vanilla and nutmeg. Earthy taste, nice bitterness. Smooth, creamy feel. A very nice beer!   
look: 5 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 5 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Poured into shaker from bottle, nice 1 finger creamy head that hangs around. Dark opaque amber to look at. Smells dank, resinous, caramel sweetness an mango. Taste pretty much the same, very caramel sweetness on the front end giving up to ripe mango with a mild sweet finish. Great thick body, the oak mellows out the bitterness. Can't believe it took me this long to try this beer   
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Comes out a darker amber color with 1/2" off white head. There is a barely there lace impression on the glass as the beer is consumed. Aroma has citrus, oak, cherry, booze, vanilla. Not bad. Enjoyable.    And they keep coming out in the taste. I'm already convinced with this beer, its good, and its one of the best DFH has in their portfolio. Affordable price on these, they aren't Bigfoot levels of cheapness yielding awesomeness, but its up there. They do good with the 1 month oak aging, really hits the target.     I dunno if I would call this a double ipa or barleywine, but it works.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a clear deep orange with medium to lowish carbonation. Aroma was a little muted with some fruit notes. Taste is boozy, bitter, body is full with some hops shining through. This is definitely a beer that lives up to the description, you get an almost equal feel of barleywine and imperial IPA from this beer. A sipper for sure, very enjoyable. I'd say this leans more towards being a barleywine with lots of hops. A unique and fun beer but it really comes off as a blend between styles you have to take for what it is.   
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 The beer is 51 degrees.   A Thick creamy one finger off white head and the retention on this beer is par. The color of the beer is rich mahogany with deep amber and rust orange hues. the clarity of the beer is mostly opaque, with the exception of the carbonation bubbles.    A rich malty aroma wafts through the rich hops. The hops is fruity, grapefruit, pine, floral. A subtle oak, vanilla, sugar, and caramel notes hides in the background. This beer smell is mouthwatering.     A sharp rich hops flavor with grapefruit, pine, resin, and oranges, explode in your mouth with the finesse of a ballet dancer. The malt backbone holds well like the hoover dam. The malts is caramel, biscuits, and some toasty notes. The aging on this beer is just perfect it is not over aged or under. The aging gives vanilla, caramel, char, and wood notes which play the extras well in this beer.     The mouth feel of the beer is astringent, clean and mouthwatering.     I remember when I began going down the IPA and DIPA route. It started with Ruination and since then my love for hops was born. This beer is just awesome, excellent flavors and so easy to drink. This beer has been on my bucket list and now I can mark it off and go down and buy a six pack. Just an all around great beer from Dogfish head   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 This pours a malty caramel color with nice foam. There's an oak-y note to the aroma with a pleasing candied citrus finish. Tastes pleasantly oak-y and citrusy with a mellow bittering. Woody notes are present as is a touch of booziness.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
