look: 3.25 | smell: 3 | taste: 3 | feel: 2.75 | overall: 3 
look: 2.25 | smell: 3 | taste: 2.5 | feel: 3.75 | overall: 2.75 Very pale, smells alright sweet and grainy. Taste isn't the best but alright for a yank lager/beer, slightly sweet and grainy (reminds me of sour dough weirdly) .great carbonation and goes down well.   
look: 2.75 | smell: 3 | taste: 3.25 | feel: 4 | overall: 3 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.25 The body is straw blonde. Brilliant and clear. One and a half finger fluff white head dies quickly leaving a thin ring.  The aroma is sweet malts and a bit grainy. Touch of roasted corn.   The taste follows the noise. Grainy, touch of corn. Mild sweetness with faint hops to balance it out.  Lighter side of medium body. Good carbonation. Nice dry finish.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 The first time I had this beer I was expecting the worst. But once I tried I was pleasantly surprised. It tastes great, goes down well and smells good too. I just don't understand why its considered such a bad beer. To me it is by far the best of the cheap American beers   
look: 4.25 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 3.5 H72 
look: 2.75 | smell: 2.5 | taste: 3 | feel: 3 | overall: 2.75 
look: 2.75 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.5 Drank from a 12 ounce can. Ratings are based on the style.    Look - The art on the can is far too cluttered with too many words. Not an attractive can.    Smell - A hidden corn sweetness smell, but generally not much there.    Taste - Interesting sour and bitter grain tastes. Kinda bready or something similar.    Feel - Not too carbonated. Smooth. Easy to drink.    Overall - A clear contender for top AAL, but not quite my favorite. Goes down easy as a background drinker and has enough interesting to focus on.   
look: 4.25 | smell: 2 | taste: 4.25 | feel: 3 | overall: 4.25 Too much hate on good 'ole Pabst. Really now...one can't drink heavy and potent beers all the time that are normally highly rated. Pabst is a great beer to just kick back and drink. It's better than Bud, Coors and just about any beer in that category. I usually have a beer such as this as my first of the day followed by a few heavier beers later at night. Get yourself some!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 2.75 | smell: 2.75 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 2 | smell: 1.75 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 1.75 | smell: 1.5 | taste: 1.75 | feel: 2.75 | overall: 1.5 
look: 3 | smell: 1.75 | taste: 3.75 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 2.25 | smell: 2.5 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.75 
look: 2.25 | smell: 2 | taste: 2 | feel: 2 | overall: 2 A cherry red 1973 Plymouth Fury III convertible. You in the driver's seat. Your best buddy ridin' shotgun. A cooler full of PBR 16-ounce cans between you. Aerosmith on the 8-track. 12 hours to Vegas…   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 1.5 | smell: 1.75 | taste: 2 | feel: 2 | overall: 2 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2 | smell: 1 | taste: 1 | feel: 1.25 | overall: 1 
look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3 
look: 2.5 | smell: 2.5 | taste: 2.75 | feel: 2.5 | overall: 2.75 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4.75 | overall: 4 Very good flavored truely American beer. ❤️ 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2.75 | smell: 4 | taste: 5 | feel: 4.5 | overall: 5 One of the great American classics of all time. Just good old school American beer that actually is very refreshing on a hot summer day after cutting the grass or during any yard work. I'm surprised that PBR actually has some hop character to it. It's very similar to a Schlitz Gusto classic 1960's formula only a hair milder in hop character. Overall very good and is a few dollars cheaper by the 24 pack than Bud, Miller or Coors   
look: 4 | smell: 2.5 | taste: 5 | feel: 3 | overall: 4 My go to cheap beer! 
look: 3 | smell: 2.5 | taste: 2.25 | feel: 3.5 | overall: 2.5 Bottled in a massive 660ml dark brown bottle   Pours a lemon jello coloured body with a foaming white head that disappeared leaving something that looks like Bigfoot’s sample   Smells like sugared corn breakfast cereal  Tastes like liquidised cornbread with a slight bitter finish  I’ve had worse I guess   
look: 3 | smell: 2 | taste: 1.5 | feel: 1 | overall: 1.5 
look: 2.25 | smell: 3 | taste: 3 | feel: 4 | overall: 3.25 
look: 4 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3 This beer is what it is & speaks for itself. Possibly the epitome of drinkable mids for beer.  The color is yellow with light carbonation & has a little white head that disappears quickly.  The smell is almost nonexistent, with a little bready graininess.  The taste is like beer flavored soda.  The feel is light with a slightly sticky end.  Overall there is no reason to drink this beer, but at the price it is hard to compete & therefore impossible to argue.   
look: 4 | smell: 2.5 | taste: 4.75 | feel: 5 | overall: 4.5 I'm drunk on it atm. 12/30 pack I pruchas3d alil over 3 hours ago and since I drank alone I felt like giving a goddamn opinion on it. So here that is. I like it, SHOCKER, I really did, or do. And will continue drinking it. It's especially fun to drink while watching Clint Eastwoods movie Gran Torino in which ol' clinty almost drinks more than me. Love that guy. And nice car! Anywut I'd like to honestly say I quite enjoy this beer. All my brothers are bush lovers and it's nice that I can stand out at the family get togethers. I hope my review helps poor old saps find enlightenment, or makes them stray away, more for me. haha drink up me heartiest yoho!   
look: 4 | smell: 3 | taste: 4 | feel: 4 | overall: 3.5 24 ounce can into lager glass, canned on 2/5/2018. Pours fairly crystal clear pale golden yellow color with a 1 finger fairly dense and fluffy white head with great retention, that reduces to a thin cap that lingers. Spotty soapy lacing clings on the glass, with a fair amount of streaming carbonation. Aromas of cracker, corn, white bread dough, lightly toasted biscuit, and mild herbal/grassy earthiness. Pretty fruity aromas, but not too overwhelming. Okay aromas with pale malt/corn and light earthy hop notes, with solid strength. Taste of cracker, corn, white bread dough, lightly toasted biscuit, and mild herbal/grassy earthiness. Mild herbal, grassy, spicy bitterness on the finish. Lingering notes of cracker, corn, white bread dough, lightly toasted biscuit, and herbal/grassy earthiness on the finish for a good bit. Very nice robustness of pale malt/corn and light earthy hop flavors; with a nice malt/bitterness balance, and zero cloying/astringent flavors after the finish. Moderately crisp/clean finishing. Perfectly clean on lager flavors, with zero yeast notes present. Lightly increasing dryness from lingering bitterness. Medium-high carbonation and medium body; with a very smooth, bready/grainy, and lightly sticky mouthfeel that is great. Zero warming alcohol as expected of 4.75%. Overall this is a nice pale adjunct lager. All around nice robustness of pale malt/corn and light earthy hop flavors; very smooth, crisp, clean, and refreshing to drink. Very flavorful, never watery for the ABV, and not overdone on adjuncts. Clean pale malt/grains and decent earthy hop presence/balance. A nicely enjoyable offering, and great style example. One of the best macros AALs I have had so far.   
look: 2.5 | smell: 2.75 | taste: 3.5 | feel: 3 | overall: 3 The best cheap, full-flavored beer available for consumption. Period. 
look: 3.25 | smell: 2.5 | taste: 3.25 | feel: 3.25 | overall: 3 BB 6/18/18, consumed 4/4/18    Pours crystal clear light gold with a small head that left little lacing.    Aroma is the weak link, I'm really trying to focus on bready and grainy notes, but man I keep getting whiffs of dive bars and the streets of New Orleans after Mardi Gras.    Now on taste, I really can't hate. This does have a nice full flavor. I'm kinda impressed.     Mouthfeel is light and thin, but with good carbonation. Really clean finish.    Overall, one of the better regular lagers I've had. I don't drink a lot of lagers and pretty much stick to pilsners when I do, but I'd have to say this has a really nice full flavor even when compared to pilsners. The aroma is totally off but hey, this brew runs pretty cheap so you can't be demanding the world.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 3 | taste: 3.5 | feel: 2 | overall: 3 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 2.75 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 2.75 | smell: 2 | taste: 3.25 | feel: 2.5 | overall: 3.5 
look: 3.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5 
look: 2.75 | smell: 2 | taste: 2.25 | feel: 1.75 | overall: 2 You might think it is tolerable, until you switch to something else just after drinking PBR. It's cheap. It's yucky. It will give you a guaranteed hangover. It helped kill Walt Kowalski. A true American classic.   
look: 3 | smell: 2.25 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 4 I've yet to find a better AAL for the price. Look smell and feel are exactly what you'd expect, but the taste is much better than other beers of this style. It isn't overly sweet, watery, or offensive, it's exactly what a cheap lager should taste like. It's amazing whether you're sitting on the patio on a hot day, relaxing after a long day at work, drinking with a meal, or chugging down tall boys at a party. Plus, it's cheap as hell. I honestly think anyone who hates PBR is probably a snob or just doesn't like beer, as this is beer in its purest, simplest form.   
look: 3 | smell: 3.25 | taste: 3.75 | feel: 4.25 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 2 | feel: 2.75 | overall: 2.75 
look: 3.25 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.25 I drank this out of the 16 oz can, as is appropriate with a beer of this caliber. So I have no idea how it looks, but probably straw yellow. Smells like the good old days of college, slugging down Adjunct Lagers by the case. Sweet corn and malt. The taste is actually better than I remember, with a much more aggressive bite than your usual American lagers, and a clean finish. Overall, I am truly enjoying this beer and will buy again when I'm looking for a decent, ordinary lager. Fancy craft stuff is great, but sometimes you just want to drink some plain old beer, and this is one of the better plain old beers.   
look: 2 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2.25 | smell: 2.5 | taste: 2.25 | feel: 3 | overall: 2.25 
look: 3 | smell: 2 | taste: 3.25 | feel: 2.75 | overall: 3 
look: 3.25 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3.25 
look: 3 | smell: 2.5 | taste: 2.25 | feel: 2.25 | overall: 2 Blond, clean, white foam, not too much, but decent.  Malty and cereal note in the nose, and in the taste. Corn, not too much. No hop trace.  In the aftertaste a vert faint bitterness, overwhelmed by malt and rice.  Useless.   
look: 3.75 | smell: 2 | taste: 2.25 | feel: 1 | overall: 2.5 
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3 | overall: 3.75 Look: A nice blonde; good head that dissipates quickly; Smell: Smells like a lager; Taste: Better than expected: Nice and crisp, clean, with a fine refreshing after taste. Feel: Smooth and very drinkable; Overall: A pleasant surprise. A tasty American lager, far better than the big three. Some thoughts: This beer has a lot of baggage and hefts a good amount of nostalgia to the point of being a cult favorite. However, if I were to be asked to taste this beer without knowing what it is, I'd say that it tastes like an American Macrobrew-lager, but possibly one of the best of that type. It has flavor and is very clean and refreshing. So, I think that it has a place in my fridge along with the craft stouts, Scottish ales, and craft porters that I mostly drink.   
look: 3 | smell: 1.75 | taste: 2.25 | feel: 3 | overall: 2 What can I say, its an old staple of beer's history. Pours crisp and clear, smells malty yet musky, and tastes of nostalgia. I would love to add opinion on the hops but the muskiness of the beer continues to hide any character. Great beer for what it is.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 Pale yellow colored beer with a rapidly fading head. One of the better macros out there and one that I will always enjoy. Refreshing and smooth best in the summer months.   
look: 2 | smell: 2.5 | taste: 3.25 | feel: 3 | overall: 4 Don’t take my rating to heart since I account price in my rating. I think it’s definitely important, and as one of the cheapest beers out there PBR beats the brakes off the competition like the miserable Coors or Miller High Life. It’s so much more flavorful at about the same cost, and the feel to it is actually pretty satisfactory despite being frugally created. This is THE go to cheap nationally available beer for me.   
look: 2.5 | smell: 1.5 | taste: 3.25 | feel: 3.5 | overall: 3 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 If your looking for a beer that tasty like Naddy Light this the one. I live very close to the brewery and no around here drinks this beer. The only good thing that I can say about this beer is they own Lone Star which actually is a decent domestic.   
look: 3.25 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 16 ounce can poured into a pint glass    Pours a clear pale straw color with a bright white head, tons of carbonation, decent retention and no lacing. Subtle aromas of hay, sweet grains, and corn, pretty basic. Straightforward AAL, light on the palate, hint of corn and grains, light bitterness, smooth, crisp, clean finish. Light bodied with a lot of carbonation.     Not much to this beer, has a bit more bitterness than other AALs, overall, probably not something I'd reach for again as I'm not a fan of AAL.   
look: 2 | smell: 1.5 | taste: 2.75 | feel: 3 | overall: 2.5 It does not smell very much. Smell foam head. The mouthfeel is average, no thong to Excel.   Got it from a regular supermarket in Spain. 335 ml Bottle poured in to a pinta glass.   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3 | overall: 3.75 American beers have really gone downhill. Pabst has risen up by doing nothing at all. Very little malt flavor, touch of characteristic weird hops, light & fizzy. I would get this over 90% of the competition.   
look: 1.25 | smell: 1 | taste: 1.25 | feel: 1.25 | overall: 1.25 Tastes like bud lite out of a rusty can that has sat in the sun for too long. And that is not a compliment to bud lite lol 
look: 3 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Just a solid light beer. Incredibly easy to drink yet full of flavor. Just the right amount of funk on the nose, but crisp in the mouth with a full feel unfamiliar to other beers this cheap. Incredibly refreshing. A personal favorite, cost effective, and very close to my heart.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Has to be the absolute best beer when comming to tail gating no doubt about it. Even when you shotgunning them funniling them or puttin em in the bierstick love that thing   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.75 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 It is what it is. I would never expect this beer to impress anyone and I won't talk up something that isn't there, but it has been my go to for years when faced with nothing but a cooler full of macros at a backyard BBQ.   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3 | smell: 2.25 | taste: 2 | feel: 3 | overall: 2 
look: 4 | smell: 3.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Good cheap beer .. Has more hops than most cheap macros .    Pabst and Miller high life are my go to cheap brews. 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.75 | smell: 2 | taste: 3 | feel: 2.5 | overall: 2.5 
look: 2.75 | smell: 2.75 | taste: 3.25 | feel: 2.25 | overall: 3 This beer is almost good. And for the price, it's very drinkable. In large quantities. 
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.5 | smell: 1.5 | taste: 3.5 | feel: 2.5 | overall: 3 
look: 2.5 | smell: 1 | taste: 2.5 | feel: 2.5 | overall: 2.5 Smells rusty 
look: 3 | smell: 3 | taste: 2.25 | feel: 2.5 | overall: 2.5 a beer of my youth. had some last summer for the first time in over 20 years. it has a very light refreshing flavor, quite good with a gooey cheeseburger or pizza. I like it best cold. it is nothing special, just a good basic beer.   
look: 3 | smell: 2 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 3 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3.25 
look: 2.5 | smell: 2 | taste: 3.5 | feel: 3 | overall: 3 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5 
look: 2.25 | smell: 2 | taste: 2.25 | feel: 2.5 | overall: 2.25 
look: 3.25 | smell: 2.75 | taste: 3 | feel: 3.25 | overall: 2.75 
look: 2.5 | smell: 2 | taste: 1.75 | feel: 2.25 | overall: 2.5 
look: 2.75 | smell: 2.75 | taste: 3 | feel: 3.25 | overall: 3 
look: 2 | smell: 1 | taste: 2 | feel: 2 | overall: 2 On draft from a local bar. Poured into a mug. The color is straw yellow with a nice off white head of foam. The aroma was really faint. The taste was nothing special but did have just a hint of hops in the background. It was not overly watery. The feel was smooth and crisp. Very refreshing. Over all a really good choice for cheap beer that won't leave a dent in your wallet or a sick feeling in the pit of your stomach after a few. I would highly recommend PBR.   
look: 4 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 3.25 | smell: 2.25 | taste: 2.5 | feel: 3 | overall: 2.5 
look: 5 | smell: 3 | taste: 3.75 | feel: 3.25 | overall: 3 
look: 1.75 | smell: 1.75 | taste: 2.25 | feel: 2 | overall: 2 The very first BEER I ever tasted..... Takes me back.... As it also makes a comeback.... Bought a 30 pack for the holidays! Actually like it... 
look: 3.5 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3.25 | overall: 2.5 
look: 2 | smell: 1.5 | taste: 2 | feel: 1 | overall: 2 Not amazing but drinkable 
look: 3.5 | smell: 1.75 | taste: 1.5 | feel: 3 | overall: 2.5 
look: 3 | smell: 2.5 | taste: 3.5 | feel: 4 | overall: 3 
look: 2.5 | smell: 2 | taste: 2.75 | feel: 1.75 | overall: 2 Looks: Like any other macro brew, clear yellow with a little white head. The quintessential “beer” look.     Smell: A strange sweetness. Corn and hops.     Taste: Tastes like a watered-down real lager. Faint whisps of malt and hops of Christmas Past.     Mouthfeel: As thin as water.     Overall: Only suitable for pounding as fast as possible because of how nonexistent the taste is.   
look: 2 | smell: 2 | taste: 1 | feel: 2 | overall: 1.5 
look: 3 | smell: 2.25 | taste: 2.75 | feel: 3 | overall: 2.75 Pours a clear straw yellow/gold with a small white head. Smells of malt and adjuncts, but mostly nothing. Tastes of malt, a little corn, and some sweetness. Medium-light body with medium carbonation. Overall it’s an adjunct lager with slightly better flavor.   
look: 2 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 Don't understand the resurgence of this icon but then its an icon. Duh. 
look: 3 | smell: 2 | taste: 2 | feel: 4 | overall: 3 This is a go-to for a cheap session beer for me. A good value for sure. Not too much flavor but its not offensive either. A notch above light lagers and cheap imports.   
look: 3 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 My go-to when I want a cheap AAL, and don't want to make a special trip to a store that carries Genny, Old Milwaukee, Hamm's or any of the other less-commercially available brands around here. I loved my first Pabst, which I bought when I first became "legal," and have never been disappointed with the brand at all. Do I think that it is so spectacular as to eclipse all of the survivors of bargain brand beer? Not so much, but I'm glad that the brand survives, and that the company has been keeping so many other nostalgic American beers from going out of existence. Long live Pabst.   
look: 2.5 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2.75 
look: 2.75 | smell: 3 | taste: 3.5 | feel: 4.25 | overall: 3.5 16oz can into a tulip, because damnit that's all I had laying around at the moment.    Look- Pale straw and crystal clear, just like any other AAL. Some carb bubbles spring to the surface and there's a little wispy head retaining. Basically, the style average.    Smell - Somewhat difficult to gauge as it's so faint: light, mildly sweet corn graininess, light sulfur sharpness, faint whiff of grassy hops.    Taste - Pretty much follows nose: light, mildly sweet, clean corny graininess up front, slight malt presence, a touch metallic, a very slight touch of drying grassy hops, a little sulfurous sharpness, finishes nice and dry with mellow grain and faint grassy hops. Refreshing and well balanced.    Feel - Boy did they nail the body! Carbonation is ample and smooth, a bit creamy, with a bit of a fizzy bite all at once. Feel is medium light and crisp.    Overall - At the moment I'm kind of re-discovering the AAL category and going back to my (not-so-impressive) roots, but I gotta say at the very least, PBR is absolutely not a bad beer, and is actually a pretty good beer for what it is. Like any other AAL, there just isn't a great deal of flavor and aroma, but more importantly there are no real "off" flavors to note - it's smooth, crisp, clean, balanced and just kinda tastes like a beer, which cannot be said for a lot of beers in this style. PBR makes a damn fine food beer, too.   
look: 4 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 3 | taste: 4 | feel: 3.25 | overall: 3.5 
look: 2.75 | smell: 1.75 | taste: 3.25 | feel: 2.25 | overall: 2.75 Out of a 12oz bottle. And pour it into a glass not much of a head at all dissipated real quick golden straw color metallic smell not great cheap aal smell but the taste for a cheap aal is pretty amazing. You can actually taste some kind of Hoppiness going on. The only three cheap beers I drink are Coors Banquet PBR and Helleman's old style. But I'll take a Coors or hellemans first.   
look: 3 | smell: 3.25 | taste: 3.75 | feel: 3 | overall: 3.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 My uncle's fav beer when I was a kid. Solid macro lager from yesteryear. Goes down like beer-water with that "beer taste". 
look: 2 | smell: 2.25 | taste: 3.25 | feel: 2.5 | overall: 3 
look: 4.75 | smell: 3 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3 | smell: 1.75 | taste: 2.25 | feel: 2.25 | overall: 2.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Just a little dark for an adjunct, almost no head  Smells is sweet and stale, bready, barely barely barely detectable hops  Taste is bready, a bit more like a real malt than most adjuncts, skunky taste that may be some semblance of hops  Overall amazing for the price, a cheap but somewhat real beer   
look: 3 | smell: 1.75 | taste: 2 | feel: 2 | overall: 2 I am sorry. This not even as good as Bud. Poured from a can into a pint glass. Maybe a draft would be better. Almost no smell. No distinct taste. Look as good as Bud. Guess I am a bad hipster!   
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 2.75 | smell: 3.5 | taste: 3.5 | feel: 2.75 | overall: 3.25 
look: 2.5 | smell: 2.5 | taste: 3.25 | feel: 2.75 | overall: 3.25 
look: 4 | smell: 2.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Pale yellow. Taste and smell are meh, not a lot going on. Grainy, light, surprisingly inoffensive. lots of carbonation. Would not seek it out but tolerable - surpassed my low expectations.   
look: 2.5 | smell: 3.25 | taste: 5 | feel: 5 | overall: 5 Looks like piss and smells like cat urine. But gosh good golly, this is the bees knees of beers! I love PBR because it's cheap and gets you hammered. The taste is non offensive, but not terrible. Boy I want me some Pabst right now!   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 4 
look: 2 | smell: 2 | taste: 3 | feel: 3 | overall: 2.5 
look: 1.25 | smell: 1.25 | taste: 1 | feel: 1.25 | overall: 1.25 
look: 2.5 | smell: 2.5 | taste: 3.25 | feel: 2.75 | overall: 2.75 
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.75 It is best sipping at room temperature or shotgunning it goes down faster than water 
look: 3 | smell: 2.5 | taste: 1.5 | feel: 1.5 | overall: 2.5 Of course, it's easy to dis this beer in the echo chamber of craft beer exultation that is Beer Advocate, but let's recognize PBR for what it is: Swillin' beer. It's not "bad" it's just swillin' beer - no character or spirit, just disembodied "adult soda" as another reviewer here characterized it.   
look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 s'pretty good if you're at a party. Adult soda. 
look: 3 | smell: 2.25 | taste: 2.25 | feel: 2.75 | overall: 2.5 
look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 2.5 | smell: 2.5 | taste: 2.25 | feel: 2.25 | overall: 2.25 From the tap, the froth didn't last long. It was okay. No regrets, but no character and nothing special...except for the $1 draft special. Joke time then: After winning a dog show, a terrier hit the local bar and had one too many. He stumbled home and told his son of the win. The son asked if he got an award and pops forgot he left it on the bar when he was showing everyone. "No worries", said the son, "I'll go get it for you". To the bar the son went. Upon arrival the bartender said, "What'll you have?" The son exclaimed with glee, "Paps Blue Ribbon!". Okay, it's funnier out loud and only if you've seen the commercial (here you go young Youtubers: https://www.youtube.com/watch?v=VQoghzFUT7g ) , so there's that...   
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 2.75 | smell: 3 | taste: 3 | feel: 2.75 | overall: 2.75 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 4 | overall: 3.25 
look: 4 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 3.25 | smell: 2.5 | taste: 3 | feel: 3 | overall: 2.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.25 
look: 3.25 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 Having recently read an online review of PBR against 6 other brands I thought I would revisit it. PBR is a nice, clean, clear, crisp mass-produced brand, and as American as any beer made today. To this reviewer the smell was prevalent but not strong or overpowering. The head was a bubbly white with little or no lacing. The taste was quite good and crisp. The overall feel was pleasing and not all overpowering. Long a major American staple PBR is a quality mass-produced beer and worth sharing with friends.   
look: 2.75 | smell: 2 | taste: 3.5 | feel: 3 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 It's good, it's tasty, it's cheap. Many of my friends label this as a "white trash" beer, well damn for a brown guy I sure love "white trash" beer, this to me is amazingly good, I got a 6-pack for $5.99   
look: 3 | smell: 3 | taste: 4 | feel: 3.5 | overall: 3.5 Let's be honest here, it would be unfair to compare this beer to the millions of great imports and micro/craft beers out there so this review is written in comparison with other AAL's.     12oz bottle poured into a lager glass and consumed ice cold. The bottle's label design is a classic and looks good. It's a classic, great-looking can, with a proud description of the beer.     Look: Very pale yellow, some bubbles rising to the surface. Initial one finger head that dissipated to almost nothing except for a thin cover but with good lacing on the glass as the beer is consumed. Nothing special here but I was pleasantly surprised with the lacing.    Smell: I'm getting some corn/grain like aroma but its not repugnant. Not a lot to write about here.    Taste: Not much to write about here but if you were to take a slice of wheat bread and soak it in water, that's what you get with this beer - like another reviewer said. Being as that I consumed this beer while ice cold, most flavors were very muted but I did detect some hop profile at the end. Decent tasting for an AAL.    Mouthfeel: My first thoughts are that this has substantial carbonation. Overall volume feels very light but sort of creamy for the style (which I like). Compared to other AAL's this has more going for it.     Overall: For an AAL, this beer simply has more to offer than the massively mass produced stuff that is seen on shelves all over. It will never compare to the micro/craft offerings as far as overall quality but its a nice simple American beer that is great on hot days or when you simply want to quench your thirst. It'll be something I'll revisit once in awhile for a change of pace.   
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3.5 
look: 3.25 | smell: 3 | taste: 3.75 | feel: 4 | overall: 4 
look: 3 | smell: 3.25 | taste: 2.25 | feel: 2.5 | overall: 2.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 First beer that I have had a decent amount of... not bad, but have tasted better. Really just the first of many. 
look: 4 | smell: 3 | taste: 3 | feel: 3 | overall: 3.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 2 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 2.25 Ah, the great American hipster beer. So low-brow that it's ironically top-shelf. They have to keep this brand behind the counter in the trendy millennial bodega bars in my burg (because it gets stolen so often). I certainly can understand being on a limited budget, but, come on, man ... you can do better than this.   
look: 2.5 | smell: 2.25 | taste: 3 | feel: 3.75 | overall: 3.75 
