look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 Look: Amber, clear  Smell: Light hops, citrus  Taste: Good IPA. If available on tap, I order it if I'm unsure of other IPAs.  Feel: Good carbonation and light body   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 12oz bottle, served in a dimpled beer mug. Pours a slightly cloudy lighter copper body, one finger thick white head, good retention, bits of lacing. Smell is grapefruit and pine, caramel and a bit of toffee, a touch of honey. Light resin. Flavour is mildly resinous, light grapefruit, pine, fairly sweet with a bit of sweet caramel and honey admixture. Mild resinous bitterness. Mouthfeel is medium lighter bodied, good carbonation, slightly slick with a mild resinous bitterness on the backend. Overall, a decent readily available IPA with a good price point. Have ticked this one years ago but finally got around to reviewing it thanks to my dad picking up a six pack when I visited.   
look: 4.5 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4.25 The IPA that taught me how to love IPAs. 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 One of the best everyday IPAs 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 Poured into a clear glass. Has a resplendent clear golden hue with fluffy head. Moderate carbonation. Good lacing.     Smells like cherry and other fruity sweetness, along with other floral scents. Caramel malts, orange peel, pine, and a faint bready smell.    Tastes like cherries. Supplemented by grapefruit peel, lemon peel, other fruity notes, that balance the piney and earthy hops composition of the beer. Feel lightly smooth.    Altogether bitter but nicely sweetened.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 2.75 | smell: 3.5 | taste: 2.75 | feel: 3.5 | overall: 2.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 I really enjoyed this one. It’s a good everyday drinking IPA. Not too strong and goes down easy. Nice and mellow. I could drink this all day long.   
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 This is one of the beers that you can get almost everywhere and that has an acceptable taste and aroma. Not much of a mouthfeel or aftertaste but enjoyable.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Sorry to all you Lagunita Fan Boys out there, but this beer is OVERRATED. Nothing stands out as great. Just a standard beer. I feel the same about this beer as I do budlight. It's just whatever and I guess I'll drink it if it's free.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 3 | taste: 2.75 | feel: 3.25 | overall: 2.75 This brewery is not offensive by any means but I still feel the overall taste is overrated. Out of a tap, it looks good. The color is everything I would expect from an IPA. Going down leaves some room for improvement. A steady taste of hops but over all bitter and boring at the same time.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Overall, this is a good IPA. It is light & doesnt have a big hoppy taste as i like IPA's to have. But it ia a solid, everyday IPA for those not looking for overpowering hop flavor!   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 Pours a clear, deep golden amber coloration with a medium, fizzy head. Smells of caramel malt, grapefruit and orange rind, with a hint of pine. Taste is malt-forward, with pretty little hop character and a certain grainy/earthy quality. Caramel, biscuity malts most noticeable, with mild hoppy notes of grapefruit, orange rind and pine. Crisp and dry, with a medium bitterness in the aftertaste. This the archetype of what I like to refer to as an "old school IPA". Malt-forward, mildly hopped, with certain grainy/earthy notes and dry, piney bitterness. Nicely balanced, but not my cup of tea, as I really prefer stronger hopped brews.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 4.5 | overall: 4 now this is some easy drinking, feels wonderful the whole way through and tastes pretty good to follow up. not as hoppy as others and thats a good thing. great beer for kicking back, cook up some tacos if you're up to it.   
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Less hoppy than my normal selection. Slowly becoming a fav at my house. Wife gives its thumbs up. 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 2.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 IBU 52 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 3.5 | taste: 4.75 | feel: 5 | overall: 4.5 Beautiful dark gold body with clean white head that stays till the last sip. Smell is the worst part of the beer. Doesn’t smell bad but not impressive. Taste is one of the best out there. Tastes like hops and pine but very balanced. The finish and after taste feel is crisp and not overly bitter. A beer with paying for every week by default if I can’t find a new try.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 5 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 4 There's a reason (almost) nobody complains when you take Lagunitas IPA to a party. It's an approachable IPA, not too heavy for a IPA, and not too bitter like Stone IPA. Golden colored, not too bitter, not too hoppy or carbonated. In many ways its the perfect beer to introduce someone to IPAs. Widely available at most bars, markets, and liquor stores. It's fairly inexpensive, a 24 pack usually costs me about $19.99 or so.   
look: 3.75 | smell: 3 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 a very good IPA, not too weak, not too over bearing and has plenty of flavor in my opinon. But its not hopped to the walls and feels like you drank a full meal which I do appreciate.   
look: 3.5 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3 | taste: 4 | feel: 4.5 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 Bottled 5/4/18, consumed 6/17/18    Found a decently fresh bottle so had to revisit this classic once again.    L: Crystal clear amber with a nice thick head that left tons of lacing.    A: Fresh citrus peel and piney notes, a little bit of floral notes as well.    T: More of a general but nice citrus fruit and pine, pick up some sweet malt notes as well.    F: Carbonation is on the lower end, smooth, medium but thin at the end, very clean and dry, a bit of bitterness.    O: Very solid IPA. Not spectacular, but not deficient in any way either. I've been places where this is the only IPA or craft beer offered, and that's ok.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 One of my all time favorite beers. 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 This is fine as far as IPAs go I guess. Not special though. 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 Smells citrus, grapefruit slightly bitter.... copper color with crisp flavor with slight bitter aftertaste.... decent beer but my taste go more toward the citrus Foward flavor bombs ...   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 One of my favorite beers can't believe I've never read that before a good low-potency American IPA 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4 L: nice champagne color with a small head and nice lacing.  S: a nice grapefruit citrusy smell with a a slight navel orange tone  T: smooth, crisp and dry. Strong grapefruit/bitter taste. Very pleasant to the palate. It has a nice, lingering finish.  F: light and crisp with a dry finish.    A nice IPA for those who might not have a huge selection of IPA’s in their area. I greatly enjoyed it. I probably will buy it again in the future. Cheers!   
look: 3.5 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 One of my favorites. A nice crisp American IPA with a great flavor and aftertaste. Pours well; wonderful color and foam. I would definitely buy this in six pack for a party. Had a few of them now and I enjoy the beer every time.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 I like the Lagunitas beers, but as an IPA I feel like this falls a little short. I feel like it has too many earthy flavours to be enjoyed as an IPA. I like the "Lil Sumpin Sumpin" when in the mood for a complex flavour.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is my go-to beer. I never get tired of it! 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 The best by far. Can never go wrong with a Lag 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 I don't see a bottle date but the neck of the beer says: "226 ? 2 2238 1133"    Appearance: The body of the beer has very good clarity. It is a medium shade of amber with hints of gold. The head is short and white without much retention. Although it only leaves a small ring of foam in the glass it has good lacing.    Aroma: It has a nice combination of grapefruit, spruce, and malt aroma that is moderate in strength.    Taste: It has a nice flavor that tastes a bit like rye grain. There is a clear flavor of grain husk. The beer has a touch of an orange peel rind flavor to it. At times there was a light bit of pine flavor but again it is very soft.    Mouthfeel: It is a very clean tasting beer that is very easy to drink with very good bitterness.    Overall: It is a well made beer that rests in that sweet spot just above average. The beer has some good flavors and aroma but the hops are a bit buried under the grain husk flavor and the aroma isn't very strong. It's not a beer I would buy regularly for my fridge at home but it is one that I am happy to drink at a chain restaurant or another establishment given some of the lesser palatable alternatives. It's worth throwing it in a mix-pack or even grabbing a sixer every once and a while because it will scratch the hop itch.   
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Not the best, but definitely one of my favorite go-to, easy to find beers. 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Not bad. Not particularly a strong hoppy IPA, but it was on sale for only $11/12 pack. I prefer my IPA'a a little stronger and hoppier but overall not bad for the price.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 mmm tasty 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 Very nice dark gold color and foamy head. Hints of citrus and and apple on the nose.....a subdued but inviting aroma. Really balanced, complex taste that isn't too hop-forward or biscuity. The finish is the best part.....hints of grapefruit, pine and old road. This beer feels great on the palate.....perfect balance. Definitely want some of this beer in my fridge.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 A pour from the tap with a small head but ample carbonation. A light golden color. A smooth hoppy aroma. A very nice smooth hop flavor. Maybe just a hint of fruit. Nice crisp mouthfeel. Overall a fine IPA on draft st BJ's Brewhouse. I'll have another.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Lagunitas IPA  6.2% alc. 355ml  Brewed in Petaluma, California and Chicago, Illinois.    The beer has a thick white head that dissipates quickly. The colour of the beer is copper.    The aroma is pine and grapefruit but not overpowering.    The taste is pine, citrus, and an overall pleasant hop bitterness.    The beer is light to medium bodied.    The finish is tart and dry.     My first time trying this beer and I really enjoyed it. I'll definitely add it to my rotation.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 On tap at Angelo's Coal Fired Pizza in Kingston Ma. Nice copper color and citrusy nose. Not a whole lot of malt with the taste being primarily citrus with some bitterness on the finish. An OK beer.   
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 4 | smell: 2.5 | taste: 2.75 | feel: 3.25 | overall: 2.75 L: Copper gold color with a small white head and a few specks of lacing around the glass.    S: Skunky, weedy, some pine, an odd mineral note, a little bit of citrus. Not the most inviting aroma.    T:. Skunky weedy hops, a little bit of pine and citrus, some toasted dark caramel malt. This is a very muddled beer that is all over the place. Medium bitterness.    F: Medium body and carbonation pretty smooth.    O: Not a fan, this beer is super skunky and all over the place.   
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Pours a medium copper color with a small head   Smells pleasantly hoppy with alcohol detectable in the smell   The taste is dense notably of bitter hops and a solid ipa taste overall     More solid than I expected, would recommend   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Refreshing and clean on the palate. Medium body and feel. 4/1/2017  Smokey Bones Bar & Fire Grill 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 one of my go-tos. i buy this one by the case. all around great beer. 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 Taste: crisp, snap of bitter cascade, piney hops, dry finish. Subtle fresh floral nose. Gold, clear, nice soft refined white head and ring of lattice. Medium to Med/lite body. Traditional American IPA. 51 IBUs   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Nice citrus taste. Smooth. 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 Solid not bad 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 Description: Golden, clear appearance with a small amount of white head; pretty standard IPA look. Smell is fruity, with tropical fruits and mandarin orange up front. Taste has a nice dank finish and is not overly bitter, but it lacks the fruit that is apparent in the smell. Not a whole lot of anything on the front of the palate. Feel is a little more carbonated than a normal IPA and it's light.    Suggested food pairing: Burger and fries    If you like this been then you should also try: Two Hearted    Overall: 3.75 (This beer is good but I would not likely drink it again) This beer isn't bad but it isn't anything special. Lagunitas has much better offerings among that while not expressly IPAs are sufficiently hopped to please an IPA drinker. Pass on this one and try Little Sumpin' Sumpin'.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 3.25 Pours a clear golden yellow into a fifteen ounce mug the same temperature as the beer. Small one finger white head that quickly dissipates into a small patch. Little lacing.    Smells wonderful. Big sweet citrus. Smacks of ruby red grapefruit with some blood orange. Sweet caramel malt tempers the pine that quickly follows.    Flavor does not follow the nose. Quite disappointing. Leads with an oily pine resin. Some what sweet but totally unbalanced. Too grassy for my taste.    Feels thin and watery on the palate with decent carbonation. Bitter oily pine finish. Malt just can't overcome the pine.    Great start on the nose but fails to close the deal on flavor. Finish kills what would otherwise would be a decent brew.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 This is one of my go to IPAs if I can get it. It's a classic example of a good beer of the style. Wonderful floral hoppiness. 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 Look -- Dark yellow  Smell -- Dankness, piney  Taste -- Piney, Dank , citrus notes  Feel -- Medium feel  Overall -- Not a bad if you are into bitter and dank IPA's   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 2.5 | taste: 2.75 | feel: 3.25 | overall: 3 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3 Clear golden color, decent citrusy smell, moderate head. It has decent carbonation but the taste was underwhelming. Nothing really stands out, not really enough malts or hops comes through. I would drink it again if someone offered it, but I won't buy it again. Glad I was able to buy a single.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 Needs to be ice cold 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
