look: 4 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 2 | taste: 3.5 | feel: 3 | overall: 3 This beer pours a medium amber color. The head of the beer is very light and dissipates quickly. The aroma is slightly spicy, which continues into the first taste. The flavor is crisp and just a little thin, composed mainly by faintly spicy hops and underlined by some yeastiness. The feel of this beer is very thin, which I expected from a lager. The thin texture fits well with the amount of carbonation present. Overall, for a 12 pack at roughly $14 ($1.16 ea.), this beer is a good daily drinker. I would recommend this to go with fatty or fried foods such as burgers, pizzas, or nachos.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3 | taste: 4 | feel: 3.75 | overall: 3.75 This is my go to lager. It isn't complex. But is has enough malty taste to set itself above the standard American Lager. 
look: 2 | smell: 2.75 | taste: 3 | feel: 2 | overall: 3 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 4.5 | overall: 4 Crystal clear, golden body with fluffy white head. No lacing and that’s ok.     Crisp biscuit malts and light bitter hops served over a medium carbonation. Very clean.     Pretty good.   
look: 3.25 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 While not necessarily perfect (or even my go-to when given a choice), Sam Adams is probably my favorite of the "mass produced" American beers. Also, I recognize that the introduction of this line inspired a nation of American beer drinkers to ask themselves "Wait... why DO we tolerate bland beer in this country?!" People who are trying to get into craft beers will undoubtedly seek out Sam Adams the same way someone seeks out Metallica before listening to other forms of heavy metal and you know what? That's perfectly cool if it leads them to bigger, better things.   
look: 4 | smell: 4 | taste: 4.25 | feel: 3 | overall: 4.25 Really the reason American brewing has come around. Started the craft movement in the States and still the only drinkable mass market American beer.     That sells the beer short. It IMHO stands up as a great beer on its own.   
look: 3.75 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 2.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 The Budweiser of craft brews. Weak body. Thin taste. Just nothing going on. I can't for the life of me understand why this brewery is still around. My only guess is they got a lead with marketing and distributors in the area. Mediocre formulaic restaurants want one craft beer to put next to their Bud, Miller, and Coors taps so they carry Sam Adams.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 3.5 | feel: 3.5 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 2 | taste: 3.25 | feel: 2 | overall: 3 Look - clear yellow-amber, slight red hue, decent lacing, little head dissipates to a ring.    Smell - a little rye, slight generic fruity perfume.    Taste - ethanol , a litter allspice, most. Earth notes on long inhales.    Feel - feels light and watery, mid carbonation.    Overall - I would drink this any afternoon. Basic, cheap, middle of the road road. Blows the socks off of Bud/most macros, but is inferior to basically every micro.   
look: 4.25 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 2.75 | smell: 3 | taste: 2.75 | feel: 3 | overall: 2.75 
look: 3.25 | smell: 2.75 | taste: 2.75 | feel: 1.75 | overall: 2.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 2.25 | taste: 3.25 | feel: 3.5 | overall: 3 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 It is great to drink a lager from the US that is not an Adjunct! and if it is really a Vienna Lager then I can say it does the job very well!  Looks way richer than what you would normally call a lager and its bready smell tells you that it has more on the inside too. Malty semi-sweetness lingers on (two-row summer barley) with European/German hops (Hallertau Mittelfrueh and Tettnang Tettnanger). It suits Boston perfectly, for in New England can they revive the Old World with its classic taste. Recommended for everyone who never had a good lager other than the ABs!   
look: 4.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 Poured from a 12oz bottle.    Look - golden-amber in color, one finger head with excellent lacing retention. A near perfect look.  Smell - biscuits, malts, brown sugar, and light hoppiness.  Taste - malty flavor initially hits palate first, with a slight bite of bitterness and some hoppiness near the end. very well-balanced.  Feel - light/medium bodied, medium/high carbonation, and low ABV .  Overall - the flagship is still one of their bests. I like all of the seasonal and experimental offerings, but it's always nice to come back to this one. easily drinkable on any occasion.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 An old stand by living in New England. SA lager is a simple and enjoyable beer. It is not as robust as the Winter lager made by SA but overall is a very smooth beer. You can enjoy many and always find this on tap.   
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 Had this on 2018-01-16 in Bolingbrook, IL from a 12oz bottle at a Chinese restaurant while waiting for my takeout order to be ready.     Surprised I'd never reviewed this until today since I've had it many times. It's a quite enjoyable Vienna Lager. Perhaps not as punchy as the Neshaminy Creek Churchville Lager that typically frequents my fridge, but it hit the spot and it made me consider buying this for home now and again.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 4.25 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 2.75 | feel: 4 | overall: 3.25 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 This is a great, unique American lager that continues to stand the test of time.Beautiful copper light brown with faint lacing. Strong malt smell with faint spicy hop aroma. Taste is caramel sweetness with a hint of toast, followed by an assertive, pleasant earthy and spicy hops. A very drinkable beer. Boston Lager is a victim of its own success. If your local brewery made this, you’d think it was the best “drinking beer” in town.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 IDK how I haven't gotten around to rating this yet  L: Looks solid. Have it in one of those Samuel Smith pint glasses you can get in packs at stores, always helps produce a nice head. So this pour gave an incredibly nice, frothy head, spotty lace. Beer is amber/orange in color.  S: Smells malty, sweet. Toast, caramel, toffee, a bit of citrus. Floral hop notes. Inviting  T: Drinks rather dry, drier than it smells. Malts provide a slightly caramelized sugar sweetness though its light. Hops shine more here, provide a vibrant citrus flavor with a light and crisp bitterness throughout the palate.   F: Pretty drinkable/quaffable. Carbonation is high and slightly prickly, beer is smooth and easy to drink. Body is not quite as light as say, a Helles, but still very light nonetheless.   O: Really is a quintessential lager, perfect gateway to craft, but something you can always return to after diving into the rabbit hole and still enjoy. Enough complexity to keep you intrigued, but not too much as to scare off the newcomer. Great beer, definitely a classic.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 On tap served in a Sam Adams glass. Copper in color with a three finger head that lasted a bit. Smells of caramel malts, spice, a little bit of hops. Taste is caramel, toffee, hoppy, fruity. Light to medium mouthfeel. This is one of my favorite amber lagers in this style. Could drink this all day.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 A classic and for a macro still a favorite 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Slightly malty, slightly bitter, slightly sweet, slightly hoppy. Pours a clear amber. Not really heavy on anything but that doesn't stop it from being flavorful. Not super complex by today's standards but far from dull. If your favorite modern craft brew is a vibrant young bombshell, this is her sexy milf of an older cousin.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4.25 Solid lager not as good as a golden road but hard to say it's anything but good/great for a lager. The competition in this category is mostly garbage. Well done.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 I have never been disappointed with this one; it became available around here just about the time I became legal. Worth the extra money for rare occasions.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Had on draft. The beer pours out clear and golden in color. The smell is pretty muted but has some surprising pine notes. Can tell just by the smell that it's a more hop forward style of lager. The taste is some of the piney hop notes and then a sort of toasty malt. Not bad. The mouthfeel is smooth and definitely has a full body for the style. Overall this is nice on a hot day outside.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 4 A perfectly balanced beer. Big, bold flavor. I have a hard time not gulping down the first three or four in rapid succession. Undoubtedly one of my top five favorite beers. Only drawback is its only 5%!   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 An American classic. Sam Adams helped blaze the craft beer trail with this lager. It looks very nice in the glass. Bready, earthy with good bitterness. If this was the only lager on tap at my local pub I would be very happy to have it. I haven’t had this in years but found it at Total Wine in 12 pack cans for $11.99! Hell yes! I’ll be keeping this in the fridge more often at that price. Cheers.   
look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 A classic. Nice and tasty. Drinkable. 
look: 3.25 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 12oz bottle bb March 2018 poured into a perfect pint glass at fridge temp 5% ABV 30 IBU. The beer pours bright light honey in color with persistent sticky off white head. The head recedes to a cap with some lacing left behind. The aroma is faint with only a bit of caramel coming through. The taste is fairly nuetral with some faint caramel and honey. The hop taste is earthy and there is an appropriate bitterness in the end. Mouthfeel is medium to thin bodied, adequately carbonated and mostly dry in the finish. Overall, very good.   
look: 3 | smell: 3 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 2.5 | taste: 3.5 | feel: 2.5 | overall: 3 
look: 5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 3 | smell: 2.5 | taste: 2.75 | feel: 3.75 | overall: 2.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 2.5 | smell: 3 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 Crisp and refreshing feel to it. Solid flavor, although no complexity. Dry finish with some wheat notes. I can imagine how in 1984, when this beer was released, that Boston Lager would have been revolutionary. While nothing out of the ordinary by today’s standards, today's beer scene owes a lot to the Sam Adams and Sierra Nevadas of the world.   
look: 1.5 | smell: 3.5 | taste: 2.5 | feel: 2.5 | overall: 2 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 Impressed with this one. A great balance of hops with hints of caramel and fruitiness. Not too carbonated, but enough so that you get a crisp sip every time. A really refreshing lager I'd recommend to anyone who wants a craft beer without paying the craft price!   
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 4.5 
look: 2.25 | smell: 2.75 | taste: 3.75 | feel: 2.5 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 An excellent lager and the perfect everyday beer. Sam Adams in a big improvement over other mainstream beers. A 12-pack runs about $15. It’s worth paying a few buck more for a beer this good.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 2.75 | overall: 3.75 Good 'ol Sam Adams. As an introduction to craft beer, it delivers splendidly. With the right balance of malt sweetness and hop bitterness to keep you coming back. Though, granted, it doesn't have a ton of bite, and therefore can leave a more mature drinker, even early on, crave a little something more. This beer should not be underestimated, I'll be enjoying the boston lager for a while. Though it's your run of the mill, It ought to be the standard.   
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 Love this beer, so simple yet complex in its own way! 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 2.75 | taste: 2.25 | feel: 3.25 | overall: 2.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 You know what I love about Sam Adams, you know what you are getting every time. It is consistent and good. This was the first beer that really got me into drinking beer. I will be forever grateful.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.75 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 2.25 | taste: 3 | feel: 3.25 | overall: 3 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 12oz bottle marked best by December. Pours a transparent orange with a thin lacing of bubbles. Smell has a grassy sweetness. Medium, highly carbonated feel. Taste hits you all at once, a base of malt sweetness with some floral hops. One of the best mass-market beers and pretty good for the style as well.   
look: 4 | smell: 2.5 | taste: 4.5 | feel: 4 | overall: 4.5 This is the beer that got me in to craft brews! I owe my love and knowledge of beer to this beer! 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 5 | overall: 3.75 I mean its samuel adams lager, its one of those commercial lagers that taste better as you drink more of them, i prefer it on tap depending on which place you go (some bars taps just straight up suck). I would like to note that the patriotism that comes with drinking this lager is where it is at. oh but it is nice to have one of these if you kinda dont want to have a craft beer but kinda dont want to have a budweiser, beats that pisswater yueling by a long shot.   
look: 4.25 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 Great look, golden colour with a nice white head.  The aroma is all right with floral hops honey and bread  The taste is less exciting with less hop character and more malt sweetness. The mouthfeel is not great either    Overall an alright lager   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 :D 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 me so thirsty! 
look: 5 | smell: 4 | taste: 3 | feel: 3 | overall: 3 Hoppier than I prefer 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 SAMUEL ADAMS ALWAYS A GOOD DECISION! 
look: 3.75 | smell: 2.5 | taste: 3.25 | feel: 5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Joint tasting with Fat Tire. Both suffice as well made beers that are acceptable to beer aficiandos and Bud drinkers. Both have a clear amber color that lets you know this isnt Coors. This is a bit hoppier than Fat Tire.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Decanted from a 12 oz (355 ml) bottle into a conical pint glass; best by October 2017.  A: Pours a crystal clear golden more amber color with a one inch, white head displaying low retention but good lacing.  S: Floral bouquet with aromas of caramel and toast.   T: Dry with flavors of caramel and biscuit. Bitterness nicely in balance.  M: Light bodied with solid carbonation. Very crisp finish and refreshing.  O: This is really a nicely designed Vienna Lager.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 Poured to a tulip glass.    A: The body is crisp and clean having yellow to orange colouration. The head is white and shows little retention but good lacing.  S: The aroma has standard barley aroma on top of some sweetness I can't actually think where it comes from. It almost smells like corn but it's unlikely on this beer (or is it?).  T: The taste begins with a sweet touch to the beer, mostly to the wort and sugars of the barley and ends with slightly and very minimal roast of barley and a bitterness that is a bit disappointing.  M: Body is medium to low. Carbonation is perfect. Bitterness is minimal and the end of the sip is sweet. Not a fan.  O: I don't usually play ball with lagers, and this Boston Lager from Samuel Adams is something I won't recall as a good beer for me. Acceptable for a lager, not cool for my type of beer.   
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 Pours a dark amber color with a creamy off-white head. Smells of earthy hops and toasty malts. Tastes slightly sweet with earthy hops. Clean mouthfeel; almost like drinking a very light carbonated water. Soft body, very refreshing. Although not the best Lager you could probably buy, this is definitely a trailblazer and masthead for the style. You could be doing a lot worse, which is surprising considering the company that it comes from is a bigger brewery. Recommended.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 2.75 | smell: 2.75 | taste: 2.5 | feel: 2.5 | overall: 2.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 A clear golden amber color with a nice creamy head; Smells as inviting as any beer I know; tastes good, too; A sparkly mouthfeel with just the right amount of carbonation. This is my go-to beer. It's readily available wherever you go. It's good. For an everyday beer, it's hard to find better.   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 A solid lager that always pleases. Taste is nicely balanced. 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 This is a great "mainstream" (in terms of availability and volume) beer and one that is a pioneer. Great dark amber with a nice head and a malty aroma. The taste is very balanced and simultaneously refreshing and tasty. A great beer.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 12 oz. bottle poured into willibecher.    A- Golden honey in color. Nice clarity. Head a little rocky and off white. Great one finger retention and nice lacing.     S- Strong toasty malt. Earthy hop character is mild, maybe a little spicy notes as well. Caramelization sweetness.    T- Toasty with subdued earth and spice hop character. Again, slight caramel sweetness.    M- Medium body, well balanced, with clean finish. Great toasty aftertaste.    O- Obviously a classic. Quite a refreshing change from light lagers. Toast and sweetness are nice.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 1.75 | smell: 1.75 | taste: 1.25 | feel: 1.75 | overall: 2 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 Draft. Pours a nice amber with retentive head. Smell is mild, of some sweet caramel malts, some hops maybe some orange rind. Taste is nicely balanced, goes down smooth, finishes on the hoppy side but does not linger. It will often be the best by far the best choice among a set of drafts at a restaurant.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Pours a beautiful medium amber with little head, smells sweetly of cereal and a little hops, not to the point it's overpowering, a very balanced and light smell  Taste is complex yet light, a good lager taste with hops that are undeniably present   This is an amazing beer that's also immensely drinkable, not my favorite style, but this sh#t is good   
look: 4 | smell: 5 | taste: 5 | feel: 3.75 | overall: 4.5 
look: 3.25 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 Heavily under rated. 
look: 4 | smell: 3.25 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 5 | taste: 4 | feel: 3.75 | overall: 4.5 Reminds me of a pale Ale due to its fruit aromas. Compared to most lagers You can really feel the scents working altogether with the gas rather than only gas (most lagers)   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
