look: 3 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 This IPA pours a dark coppery color with a medium frothy white head that leaves some nice lacing. The smell is nice and crisp with some nice citrus hop presence, but with mild malt scents as well. The flavor is quite nice with some citrus flavors from the hops; orange, papaya, and a touch of grapefruit. There is a significant malt presence as well with some bread flavor and a mild caramel sweetness. The body is medium, but on the high end for a standard IPA. There is a nice smooth, almost creamy mouthfeel to it also. I would call this a malt forward IPA, which would undoubtedly be considered a slight by some people, However, I think that while many malt forward IPAs feel forced and fall into a trap of diminishing the hop character that is so essential to an IPA, this comes off as balanced and makes it clear that this is in fact an IPA and the hops are the star of the show. In that respect this is an impressive IPA. That being said the flavors are in no way exotic. This is just a classic, well balanced IPA done really well.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 i saw someone else call this the IPA by which they judge all others, and I agree.     perfect amount of hops and citrus for a fabulous crisp and refreshing beer.     it gets easier to find it on tap the closer you get to tampa, but almost everywhere that sells canned/bottled beer in florida will carry it.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Good, did not change my life. 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is the IPA that I judge all others by. Admittedly, I think the more hops the better. This is the perfect combination of ABV & IBU. Great citrus notes! Delicious!   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Really enjoyed this one. Flavorful and ABV well hidden. Less boomy grass/fruit and more tea. Never tried Cigar City before, but this is a winner for sure!   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 12oz can. Poured out a clear, golden amber color with a large, off-white head of foam. It smelled of pine, orange peel and roasted malt. Piney hop bite with a citrusy kick. Strong roasted malt backbone with caramel.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.25 Finally found this- in Eastham , Mass!? Not sure if my taste buds were so screwed up from the "Cape Crap Breweries" but this stuff is fantastic. If you are from the CT area this is Sea Hag on HGH- Awesome   
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Absolutely love this beer. Super balanced and smooth. 7.5% is hidden well. Tropical smell on the nose and exceptional taste. My new go to beer. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Deep copper gold color with white cap and lacing.    Distinctly citrus hop aroma that's fresh and bright.    Hop forward flavor on entry with enough rich malt to serve as support. I get a melange of citrus notes (brewer mentions candied orange peel and tangerine) that are so well blended together no single one stands out but the mix is quite pleasant. I do get a hint of orange in the finish but that may be the power of suggestion working on me.    Medium texture with balancing carbonation.    This is a very good IPA that certainly leans toward the citrus side of things and it's so well made I neither scent nor taste any of the listed 7.5% alcohol.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.5 $10 (Including tax)/six pack of 12 ozers ($ 0.139/oz). Franklin Beer, Franklin, PA. Reviewed 7/5/18.  Can marked on bottom “Canned on 05/03/19”. This one was run at Oskar Blues, NC. On shelf at distributor. Stored and served at 42 degrees in a hand-washed and dried Jester King snifter.  Appearance – 3.75.  Body – Bright orange, hazy.  Head – Large (Maximum 6.8 cm, controlled center pour), off-white, high density with rocks, good retention, diminishing to an irregular three to ten mm ring, a thick complete layer, and scattered tattered lacing on the insides of the glass.  Lacing – Fair. Partial rings of tiny to small bubbles  First pour – Yellow, slight haze.  Aroma – 3.5 - Initial blast of grapefruit, followed by some weak generic citrus fruitiness. Fades away.  Flavor – 3.5 - Begins moderately bitter with some grapefruit rind, followed by some maltiness. Ends slightly bitter. No alcohol, no diacetyl, no dimethylsulfide.   Palate – 3 – Medium, watery, soft carbonation.  Impression and summation – 3.5 – After all the hype over the last few years, I found this disappointing. It’s a decent IPA but not exceptional. At the current price point, I may pick up another six-pack or two, but no cases will appear.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Deep burnt orange color and a one inch off-white to tan colored head.    Smells strongly of hops and perfume. Strong grapefruit and pine notes. Despite the hop load there is a quite floral aroma to this IPA. Slightly woody but only as in orange oil on a pine board. As I sense it this is Bitter orange oil, grapefruit and pine. Distinctive scent of Bergamot oil like in Earl Grey tea.    Starts out savory and sweet. Citrus and woody are the first tastes that standout. Stays mildly sweet. Orange and the taste of Earl Grey tea. Bergamot oil.    Mouthfeel is Full.    Overall a tasty and enjoyable IPA even for those that are weary of IPAs.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 A beer of legend around the craft community. To be quite honest my hopes aren't all that high seeing as most highly regarded brews don't turn out to be all they're cracked up to be once they hit a larger distribution. BUT I will remain optimistic.    Look - Nice sunset orange with a golden hue. Finger of slightly off white head and a moderate carbonation on the bubble factor.    Smell - Smells kinda like a subdued born yesterday. Lotsa orange and some floral aspect. Touches of malt to round things out.    Taste - Definitely orange dominant with a pretty substantial dosage of malt. I'd say the orange dominates at about a 65/35 ratio over the malt. All orange and malt. No other fruits that I can discern.    Feel - Full and surprisingly slick bodied for the style with a low carbonation. Malts turn a touch towards odd in the mouth and the beer swallows easy.    Overall - Is this thing a legend? Maybe a decade ago. In my personal opinion I feel that it is better than the American average canned IPA on the market and that is without a doubt. I noticed some complaints about this tasting different in MI than in FL but I hold little cadence to that fact. As is typically, given the hype and years of drooling over reading reviews when this was a Florida exclusive, I am disappointed. Solid, but I'll live without buying it again.   
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours a medium amber color with a frothy head, lots of syrupy lacing. Aroma is mild and doesn't really give anything away. Tasting, an explosive blast of resinous hops with a strong, slightly sweet malt backbone - definitely gets your attention. Tingles a bit on the tongue and then slowly fades to a lingering hop bitterness. This is an outstanding beer and a pleasure to drink. A really nice alternative to all of the juicy, fruity NEIPA of the week.   
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Love the look of this Florida IPA...big frothy head and beautiful copper color...the taste does not disappoint as it is full bodied and yummy. Not sure on the after taste, but overall a big thumbs up!   
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 Pours a fairly clear, golden color. It has a 2 finger white, and insanely frothy head with some nice lacing on the glass. The retention is decent.   The nose is decent with pine and some citrus aromas.   Taste - The pine and the citrus mix together up front and on the backside it is a smooth pine flavor that lingers for a long time .  This beer is very sticky. The hops really linger for a long time in my throat, and the feel from that is amazing.   Solid IPA, and very well built. It is great fresh, and it's even good at 3 months, which was the age of the last one I had before today.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Dangerous at 7.5%. So delicious; could crush a 6pk like nothing! Not among the very best ipa's I've had, but clearly stands above the majority out there! Wish I had this on the regular here in Louisiana as it would be a repeat but often.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.25 To me its just another IPA. Decent and worth a sixer but nothing that will blow you away. 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 Jai ALai was a welcomed nicely balanced ipa on a hot summer day. From Florida, it’s made to give you a quick hit of citrus and a very pleasant finish. It looks nice, and certainly a nice ipa which is not overly bitter for those who are sensitive to such. In short, I loved the beer and wouldn’t hesitate to have it again and again.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Came across this beer while golfing with some hosers (duffers) in FL. It was my gateway into the world of IPAs. Out of the 30+ IPAs I've tried since then in VA, only a few beers compete. The taste is light malt and heavy hops with a citrusy balance. The aftertaste is what makes this hoppy beer gold. The fact that jai alai made it's way to VA (wegmans) justifies my rating. Golden amber ipa with a flavor that can't be beat.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 Dated 5/18/18 on the bottom of the can, 3.5 weeks since brewing.    Pours a clear bronze in the glass with two fingers of rocky white head. Nose is a mix of big citrus and a sweet malt. Notes of tangerine peel, orange juice, dark caramel malt, yellow grapefruit, candied peach, candied papaya and a hint of pine resin. Definitely focusing on the sweeter side for the nose. Taste is more mellow than I expected with a yellow grapefruit kick at end, quite a bit of the darker caramel malt too. Smooth medium mouthfeel, goes down easily. Medium-high sweetness coming from both the malt and citrus. Short bitter grapefruit bite. I could totally see myself picking up a pack of these for the end of a hot summer day. Sweet lingering caramel malt, candied citrus and an underlying bitter hop bite define this brew.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 I'm not sure how it pours or what the color looks like since it comes in a can and goes directly in me. The flavor is great. It's a citrusy tropical fruity one with notes of caramel and a subtle hoppiness. Now available in the Chicago area, so it’s one of my regular go-to beers.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.25 12 oz. Can purchased from local market.  First time I've tried it and bought based on positive reviews I had read.  It did not disappoint.     This is my first ever review, but a worthy beer for my first.    Poured into a frozen pint glass.   Pours an almost orange color, almost a two finger head, with a good amount of carbonation, yet a very smooth mouthfeel.    Smell up front is citrus and a lil fresh bread.    Drank the first one quickly before I could finish the review, so I poured another.    Taste is lightly fruity up front, but quickly into a mild hops and malt finish.    The 7.5 abv is hidden well   Tastewise, except that as I finished my first, I noticed I had a nice buzz.  A fabulous beer, and one that may just have become my goto..   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Look: Amber  Smell: Slightly hoppy, not as aromatic as I would have expected.  Taste: Much like aroma. I expected more, but its good.  Feel: Good mouthfeel, crisp with good carbonation.  Overall: Good. Would order again.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Orange and hazy, white long lasting head.  Hoppy smell with a bready malt sweetness.  Taste is malty sweet at 1st, hoppy bitterness follows. Well hidden but noticeable alcohol after it warms a bit.  Typical IPA carbonation with a medium rich mouth feel.    Drank this beer in South West Florida near it's home.  1st out of a 12 oz. can into a 16 oz. mug (I like to swish and swirl) less than 2 months old.  2nd on draft at Pelican Larry's.   Wrote down notes from the can experience.   Highly recommended, an IPA lovers must try.   
look: 3.75 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 3.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 west coast look, reminds me of pliny elder.. really! 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 Very nicely surprised by this beer - was worried that with its hype and reputation the reality couldn’t possibly live up, but I was wrong. Nice golden color with some moderate head and lingering lacing. Smells mainly of hops, more fruity than floral. Tastes of some citrus hops - orange zest, lemon zest, grapefruit - as well as floral hops, caramel, malt and a trace of herbal hops. The more intense hoppiness was definitely balanced by the malt backbone. Finishes clean with just a little bitterness but it was very pleasant. Mild mouthfeel, decent carbonation throughout even as the beer warmed.   
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 Well poured from a 12 ounce can 45 days new into a tulip glass. Looks clear orange with a modest head but excellent lacing. Smells sweet and juicy. Tastes even better. The first sip was sweet and smooth. Thick mouthfeel and sticky on the lips. It tastes tropical with just the right touch of malt to keep it in check. It is sweet and fruity with a very slight bitter finish. A winner in my book. I have nothing negative to say about it.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.5 Canned 14 days ago.    L — Amber-orange body with total clarity. Three fingers of soapy off-white head produced with moderate pour. Good retention and some lacing	  S — Sweet floral, pine resin, orange pith, dried mango, touch of caramel malt   T — Caramel, citrus rind, floral, woodsy earthiness, honeydew melon. Semi-sweet. Decent amount of lasting bitterness, but nothing too overwhelming   F — Medium mouthfeel, medium carb. Some fluffiness and creaminess	  O — Glad to be seeing some limited distribution of this in MA! Great value for the quality @ $12/6er of 12oz cans and definitely tasty when fresh    84/100   
look: 4.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 solid west coasty ipa from the eastern west coast (think about that for a minute)    great beer from Tampa 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Cigar city has been long awaited in my area.  Poured a semi-cloudy golden color with a 4F head in a Spiegelau IPA glass.  Good head retention.    Pine, fragrant, floral aroma.    Excellent MF. Smooth, viscous, easy drinking , which transitions well to the taste: citrus and tropical fruit.    I really like the smooth, moderately bitter finish which rounds out the character of the beer.    If this beer was regularly available it would be my go to IPA.   
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.75 Looks golden with nice creamy dollops of head remaining. Smells of grapefruit pith,pine cone,biscuit, orange marmalade. Taste is refreshing and mildly puckering. Nice malt backbone to compensate for this hop bomb. I have had triple IPA's that don't have this hop zing as this. Feels nicely carbonated, (not oily or slick) Almost a semi dry finish. Overall I would have again and recommend it.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 12 oz. can into tulip. Dated 5/21/18.  Fairly clear dark orange look. Smell is unique, mangoes, passion fruit, papaya, tangerines. Taste follows smell. more juicy as it warms. Very distinct taste not too much of anything very well balanced. Feel is medium to light. Overall this is a very different tasting IPA with a unique profile. Would buy it when I can find it.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 Solid IPA, has a nice citrus quality and likely mosaic? Has that blueberry like fruitiness to it. Really what I like about the flavor though is a nice malt backbone, toasty and slightly caramelized sugar note, provides a nice backbone without being overwhelming. Mouthfeel is a tad heavy but still for the most part easy drinking, a bit dry however.  Bitterness level is medium, carbonation on the higher end.   Really this is a great beer that's likely quite sessionable   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 5 | feel: 4 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 My first time trying the fabled Jai Alai. Cigar City is new to MD and the can is 18 days old. From what I hear, this may be the only time I see this beer fresh. Haha. Anyhow, it looks great with a nice white head. Smell is of citrus and tropical fruit with a touch of pine and alcohol. Solid but not anything special. Oh well.   
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 Just wow. The moment I saw this in Whole Foods' fridge, I was struck with desire. I recognized it immediately because it was in a can, and the image on here is of a can. The bottom depicts a canning date of 2/20/18 followed by the clearly rhetorical question: HOW JAI ARE YOU? This quirky phrase apparently indicates that Oskar Blues brewed this beer for Cigar City, which explains its distribution in my state of sunny Southern California.    L: What a beautiful can it is; tastefully decorated with bright bold colors and sporting an equally developed and cultured theme of the sport of Jai Alai.  Poured fridge temp into a nonic pint, it produces three fingers of thick and whippy cream head that leaves wide bands of lacing when it finally settles down. Orange amber body has a notable chill haze. Once it warmed to about 50° I could read this page through it. Retention is incredible. About a quarter inch of film lingers over 30 minutes.    S: Immediately a rich maple syrup note pops out, followed by tropical hop notes of ripe banana, mango, papaya, pineapple and tangerine, balanced by dry underripe plum and lemon rind with a hint of herbal sage. The malt presence is resinous and roasty, with touches of agave nectar and honey; it acts as an excellent canvas for the fresh hops.    T: Follows that nose profile perfectly, as banana and mango tumble over a field of wheat drizzled with sticky maple syrup, into a tangerine orchard, then get tangled in a sage bush while running away from the farmer.    F: So juicy, so smooth, this is a joy to drink. Thick, creamy texture on the tongue, light and crisp feel on the finish: perfect.    O: Damn. I’ve had great beer. But I’ve never rated anything a five across the board. This is the first one. And it absolutely deserves it. Juicy, velvety smooth, robust, balanced and charming. 100 out of 100. A+    Oh, and in answer to the question, I’m JAI AF.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 Dark orange with large frothy head.    Citrus, subtle hops. Maybe some other fruits I can't quite place.    Interesting unique flavor, the dry and piney aspects of the hops come through - but the earthy, herbal notes aren't as apparent as they are in IPA's. This sort of essence of the hops combined with a sweetness. Halfway between a juicy IPA and a regular IPA.    Medium bodied, light to medium carbonation.    Nice, a very nice beer.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Exceptional IPA 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Look - 2 week old can into a tulip. Deep and vibrant amber-orange with a towering soapy 3 finger head. Not quite translucent but certainly not a "milkshake". I'm more than okay with that.    Smell - of pine and citrusy pineapple. Even with such volatile head I'm grasping to get a good handle on any aromas in depth.    Taste - Dank, bitter, citrusy, pungent. Very sticky ipa that finishes leaving a piney gooey malty slick behind on your tongue. I'm truly amazed that this is only said to be 65 ibu's.     Feel - is sticky and caramely. Like your tongue got trapped in a glue trap baited for a rodent with hops. Fairly high carbed.    O - I'm an old school ipa guy and this hits the spot. Only thing I dock it for is the aroma being a bit muted. Reminds me quite a bit of fathead's head hunter which is an all time favorite.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from 12 oz can into pint glass. A 2" sudsy off white head drops slowly with moderate lacing. Color is cloudy orange with plenty of streaming carbonation. Aroma of citrus, pineapple, and bread dough. Mouthfeel is medium, sticky, and puckering with a damp finish. Flavor of very strong citrus, grapefruit, and pineapple. Malt is definitely kept in the background on this one. The alcohol is also well concealed and I would never guess the ABV is 7.5%. Overall an excellent IPA.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 2.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Poured from can to tulip glass. Amber-tinged orange in color with a finger of nice foamy head that leaves clingy lacing. Aroma is sweet orange, grapefruit, papaya, and biscuit malts. Tastes follows with a good amount of citrus expertly balanced against the malt. A nice welcome to Michigan.   
