look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 The last of the first 3 impressions, and the one that cemented IPA over Imperial Stout for my overall preference. Stone and Bells are my faves, until I discover a brewery I think is better. My tastes are pretty set after a decade, but change could happen.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 2.5 | smell: 2 | taste: 1.75 | feel: 2 | overall: 2.25 As my first black ipa, it will be my last. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 A Black IPA as only Stone could do it. Heavy on the hops with a solid dark and roasty background this was a truly Self-Righteous drinking experience. The beer poured a deep brown with ruby highlights and a very large and robust tan head. The hops hit me immediately with a very citrusy and floral aroma along with a bit of pine resin. The dark malty backbone was lingering beneath the hops, but not as present in the nose. The taste was a full on bitter hop assault with the citrus and pine hop notes that faded into a malty and burnt roasty porter that ended with a burnt and piney bitterness on my palate. The beer was full and creamy which matched well to its appearance and left a pleasant bitter coating on my tongue between quaffs. A really outstanding Black IPA and a shame it will be discontinued.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 A tear run down my eye knowing that this will not be made ever again try this before it's gone!!!!!!!! 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 3.75 | feel: 4.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Black in color but still somewhat penetrable to light. An inch of tightly knit foam comprised of tiny bubbles is resting on top. Heavy lacing is present. Amazing aroma of citrus hops greets the nose. There's undercurrent of dark malt. The taste is of bitter piney hops on the front of the palate. The back of the palate is dark malt. It finishes with a bitter flourish of more piney hops. The mouth is initially creamy and then very dry and lightly sticky. There's a lot going on here. Why is this being discontinued again?   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Strong and malty with a hoppy aftertaste. A pretty heavy beer. nb 
look: 4.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 2.75 | feel: 2.75 | overall: 2.75 Stone is a popular brewery, but I've yet to have a beer I can enjoy from them. This one definitely taste different than any black IPA I've had. too bitter for my taste. the Speakeasy Butchertown Black IPA blows this one away. get that instead if you can find it.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 Nice roasted taste, with a hoppy, dry finish 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 One last go around before this gets retired. Can't believe they won't be making this anymore. One of my favorites of all time. Perfect balance of roasted malt and big IBUs. Tears in my eyes...   
look: 3.5 | smell: 2.75 | taste: 3.75 | feel: 3 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.75 A fantastic beer. Very dark and strong. Coffee and dark chocolate are present. Alcohol has pletty of taste here. Almost like a Guinness on steroids. Two thumbs way up.   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 Pours a dark brown color with a big light brown head. Good retention and a lot of lacing.     Aroma is of pine and sweet caramel malts. A little bit of citrus.    Taste is quite complex. Citrus hops, roasted malts, pine, and caramel malts are all at the forefront. A good amount of alcohol is noticeable. Some very light notes of roasted coffee and chocolate. Smoky. Not too heavy on the hops. Definitely has a porter kind of a feel to it. Relatively bitter. I think the complexity of the taste may actually be a drawback here. It's like they tried to get too many tastes into one beer.    Medium bodied. Low carbonation. A bit sticky. Definitely a sipper.    Overall, although there is a nice, rare balance of citrus and roasted malts in the taste, not quite feeling this one as much as I had hoped. Had a Ruination last night, and preferred it quite a bit more. As previously stated, I think the complexity of flavors actually played against it. Still a very good beer, just a bit disappointed.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Definitely an experience. I'll buy a 6pk of this and drink an occasional one here and there. Too rich to drink 2-3, but still exquisite enough to appreciate from time to time.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 -good cup lacing, dark beer little to no light gets through   -pungent sweet smelling hops floralish  -taste is next to none, has the hoppy bite of a ipa but finishes with more of a smokey porter with roasted notes. the best of both worlds and with a ale sweetness  - hops don't effect drink ability, feels dark with thickness but it washes away pleasantly  -amazing beer one of my favorite beers i have drank to date, so complex with the flavors that pair so well together   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Bomber poured into a plastic cup. Appearance is nearly opaque black topped with tan head that has legs but won’t stick to this cup. Aroma consists of citrus hops, pine resin, and roasted malt. Flavors are early citrus peel bitterness, roasty/cocoa malt sweetness in the middle, and a bitter lingering finish. Medium bodied, medium carbonation, crisp yet creamy, slight boozy aftertaste.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 12 oz. bottle poured into a tulip. A flat very dark brownish black with three fingers of firm, creamy light tan head. Leaves a nice sheet of lacing down the glass.     Aroma at once recalls a pungent west coast IPA and an equally robust porter. Huge pine/citrus/melon hop bloom followed by rustic dark malts that recall molasses and charred nuts. On the palate, translates as chalky, dry, slightly nutty, rather thick and creamy. Some fresh grapefruit, tangerine, lime, and cantaloupe notes but less overtly fruity and tropical than some black IPAs. A gentle chocolate and raisin flavor. Pine resins that somehow complement a little charcoal. Warming alcohol burn but this is not overdone. Finishes with equal parts hops and dark malts, a molasses-like sweetness coupled with menthol-licorice lozenge and citrus rind.    Another clear-cut winner from Stone. Impressed by the old school malt emphasis here, considering these guys' rep for hop-forward brews. They got this base covered as well, of course.   
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 L - Black ruddy color, minimal light shines through. Thin off white beige head, nice lacing.     S - Grapefruit like hops, alcohol smidge.     T - Building hops bitterness. Lingering hops taste. Small bite of alcohol. After taste is all hops and grapefruit pith.    M - Silky, warming feeling. Light tickle of carbonation on tongue. Smooth and easy if proper temperature. Better warmer.    Very solid. If I wanted an IPA, this would be one I would come back to regularly. Stone has yet to disappoint.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 Bottle poured into a Stone Brewing Co pint glass    A: Pours deep mahogany brown with a frothy khaki head that hangs around for a bit and laces beautifully.     S: Tropical fruit and pine hops, then a little citrus and fruitiness, caramel malt sweetness, and some roasted malt.     T: Pine and citrus hops up front, grapefruit and a hint of orange, some tropical fruit, mango, even some floral and fruity notes, followed with nice roasted malt, coffee, perhaps light chocolate, and a nice caramel toffee sweetness. What didn't they throw into this one?     M: Medium body, lower carbonation, quite smooth. Almost dangerously drinkable.    O: Haven't had this one in a while and I'm now wondering why it isn't a regular. Outstanding black IPA. I'm gonna miss this one when they retire it.   
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured from a 12 oz. bottle to a snifter.    A: Jet black, with a 1/2 in tan head that sticks around.  S: Ripe tropical fruit: pineapple, peach, mango, grapefruit.  T: Very hop-forward. Starts off with a kick of grapefruit and pine, with some tropical fruit essences, then the hops simmer down and let toasted malt flavors take over the back of the palate. You don't really taste the malt until the aftertaste.  M: Medium. Hops stick around a while.  O: I liked the hop flavors, but thought the toasted malt could have came through more. It was a little unbalanced on the hoppy side.   
look: 4.25 | smell: 3 | taste: 3.25 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Great black I P A 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Ruler of all Black IPAs!!!     Sorry, I've had many and there is just no comparison. There are some great ones out there like the Wookie Jack and Mountain Standard, but they Tremble before the presence of their Blue Demon Labeled Master!!! LOL sorry, I'm just having too much fun here.     Its the Hoppiest of all the Black IPAs I've had and the Black Malt sweetness brings it all home to the most unique flavored Black IPA I've had. it might best too sweet for some Hopheads, but its so hoppy it just doesn't matter. This is what a Black IPA should be. The only Competition is has is something Lagunitas did and I can'remember what its called. Bring on the 5s!!!   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Moderate hop aroma with a resiny, grapefruity character, malt nose is low to moderate – hints of chocolate and faint toast. Brilliant chestnut under a 2” light tan foam cap. Enters creamy with traces of coffee to chocolate but no burnt roast. Medium high bitterness – grapefruit rind mellowed by malts with some bitter support from darker malts. Medium body, slight astringency in the finish. Hop driven, lingering bitterness.   
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 Spicy with age! Nose almost like Tobasco, and a lot of burn on the back end (non-alcohol). Very fun, and would love to have this by a fireplace. 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4 
look: 3 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 It came in a $22 mixed 12 by Stone (with IPA, ruination and AB ale) which is a pretty sweet deal when you're looking for some big beers.  Great packaging, hilarious description.  Pours dark, as advertised. Thin head that could be beefier.  Very nice mellow malty odor and taste with a long lingering bitterness and lingering dark (black patent) malt flavors.  The texture is creamy bordering on sticky.  This could be the perfect dark double IPA. Just a few shortcomings, like the head is too thin and the body is a bit too thick and a little smokiness or wood flavors would be welcome additions. Really good.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Poured a rich black body with reddish brown highlights around the edges and one finger of tan head. A gorgeous looking black IPA, quite nice. Scents of pine resin, grassy hops, medium-high levels of roasted malt, light smokiness, light citrus and licorice aromas and light fruity esters and caramel. Overall impression of aroma is of a very nice black IPA, rich and true to form, with a pleasant balance that leans towards hops, but lets enough roasted malt through. Quite nice. Flavor begins nicely bitter, with notes of roasted malt, smoked malt, pine resin, grassy hops, tangerine flesh and citrus peel. This moves into a bitter middle with notes of pine resin, citrus peel and a nice undercurrent of roasted and caramel malt. Finish is highly bitter with notes of pine resin, roasted malt, grapefruit peel and some sweet citrus flesh with a mild note of grassy hops and light alcohol. Aftertaste is bitter with notes of roasted malt, pine resin and grassy hops. Overall impression of flavor is of a very nice, very bold black IPA. It is very hop forward and bold but still quite nice, and with enough malt to balance. Mouthfeel is medium-full bodied with moderate carbonation and a drying, sticky feel. Overall impression of mouthfeel is of a nice black IPA, like many I have had. Overall this is a pretty good black IPA. It has a good aroma and flavor and a nice mouthfeel that aids the flavor profile. Not as good as the gold standard, Wookey Jack, but still quite nice and a shame it's being discontinued.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Good black ipa, I just wish there was a bit more malt presence. This is a solid beer but doesn't really offer anything special relative to stone's other ipas.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 3.25 | overall: 4.75 Very good black ipa by stone 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 I would drink this again, but wouldn't go out of my way to find it. 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 5 Great Black IPA. Best I have ever had. 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 A - Poured an incredibly dark mahogany brown, almost black. Formed a huge three finger medium tan/brown head. Nice solid lacing on the glass.   S - Sweet oranges, apples, grapefruit, hops, tangerine and deep roasty caramel.   T - Sweet orange and grapefruit upfront, with a sweet malty backbone that follows. Ends bitter to help round off the initial sweetness. Very well balanced.   O - A damned fine, 5 star black IPA.   V - Bought as a single. Unsure of pricing.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 22 oz. bottle from Fri., 01/02/2014 tasting (thanks, Erich and Sara!), unknown brewing/packaging dates, poured into a snifter glass, drank over ~30 minutes   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 It pours a beautiful black color with a light colored foamy head. It smells hoppy with a spicy finish. Taste is that of hops and burnt malt with a decent citrus undertone. Slightly boozy. Feel is of medium body and active carbonation. Overall a very enjoyable brew. Nothing amazing, just another solid Stone offering.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 on par with FW Wookey Jack....    beautifully balanced hop/malt...great to look at, phenomenal smell...flows well and is so very tasty.... 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 Had this poured out of the bottle into a pint glass. Color was the same as every other black IPA you've ever tried. The mouthfeel was slightly less harsh than most though, one of the better qualities of the beer. The taste wasn't as much black or IPA as I'd hoped, more alcohol and less malt, hops, or smoke than you'd want. It was good, just a bit disappointing given all of heard.   
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 Best by: 3.24.15. Drank 12.27.14 Poured from a 12oz bottle into an Imperial Pint. Part of a Stone Mixed Pack.    A: Near black with a deep ruby underlay. One finger of lively tan head. Low retention, quick to fade, tall frothy ring, moderate lacing. Definitely looks the part of a legit black IPA.    S: Bright citrus hops, apricot/orange/tangerine with subtle background noise pine. Roasted, chocolaty malts. Very complimentary aromatics.     T: Matches the aroma, albeit with greater intensity. Roasted notes are dominant with a residual hop back.    M: Low carbonation, smooth, nice balance while keeping traces of bitterness and a roasted character.    O: A well crafted black IPA, one of the best of the style, in the same league as Dubhe/NightTime/Wookey Jack. Perfect for the hop head looking to transition into Porters... or the opposite way around.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.75 Decided to purchase wondering what the hell a black iPa is months back and trusting stones judgment. Pre beer advocate. First opened. Hmm smells like a porter /stout, but what's that end note!?! I'm gonna go for a sip...... WOW!! this is delicious!! Starts off like a porter stout ends like an iPa. I can't explain it. I've actually looked at the low reviews on this one AND THEY EXIST! I know everyone's taste differs but I feel like this is one of the greatest beers ever. If I had enough to spend $12 on a couple 4 packs a week I would, but rather keep it special and get every so often. Hands down best 12oz bottled beer so far in my journey though craft beer. If you like IPAS and don't mind porters /stouts try this. Just make sure you get it fresh and check the dates! Although it is understandable living on opposite coast these days.. Thank you Stone! Please don't stop brewing this. Ever. Cheers, Kevin.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 A: Poured out a very, very dark copper that was almost black. Two fingers of khaki head.    S: Vibrant citrus with a dark malt backbone.    T: Grapefruit and orange. Subtle but present dark malt. Floral and earthy hops with a nice bitter bite.    M: Medium and slightly creamy body. Medium carb.    O: Sometimes black IPAs just don't jive with me because the balance just seems to be off. This one worked very well. Just a really good mix of IPA and dark malt characteristics.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 2 | taste: 4 | feel: 4 | overall: 4 MUCH better on tap than in the bottle. In the bottle -- for me -- it had a strong aroma of urine that really lessened the drinking experience. However, on tap, this aroma was not present, making it a very nice beer ... ON TAP.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
valravn129 
egrace84 
johnyb 
nathanmiller 
bahall2012 
double2chin 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 On tap at Stone World Bistro in Escondido, CA. Served in a stemmed glass 12/14/14.    A- Dark brown body; appears black in the right lighting. Big two finger tan-brown head with long retention time and longevity. Just swirling the glass revives the head in a big way. Lots of lacing.     S- Rich cocoa, milk chocolate, roast comes out at first, and then you get a blast of citrus, floral and pine hops to the face. This beer seems to blast you with both the black, roasty aspect of the base malt and then the fruity, floral scents of the hops. It smells great in the sense that it doesn't bother trying to integrate the two specific aspects of the beer.    F- More hops on the palate than in the nose; although as it warms up, the malt backbone comes out more in terms of milk chocolate, cocoa, coffee and roast malts. But overall this is a grapefruit, pine, and floral bomb on top of a chocolate cake. Very nice.    M- Medium bodied, a bit more carbonated than I'd like but it's well within the acceptable range. Slightly prickly, refreshing with a decently bitter finish that evokes both the piney hops and the milk chocolate within.    O- Very nice black IPA; it's very different from Wookey Jack in the sense that Stone unapologetically amps up both the dark roasted malt presence and the hoppiness, while Firestone Walker pays a little bit more attention to integrating the normally-clashing parts of the components of the beers. Either way, these are great beers if you like the CDA style.    Final score: 4.22   
Rideguy64 
hoosier222002 
AndreRus 
2Cents 
jeiiVP 
MotorCityKitty 
Minski405 
dcookmeyer 
CorgiDad 
