look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Scotch ale not quite as dark as a porter. Should have liked but the flavor was really blaah 
look: 3.5 | smell: 3.5 | taste: 2.75 | feel: 2.5 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Look: It pours dark brown and it is fairly clear. It has a tan head with low head retention.     Smell: A full malt aroma, complex and inviting. It has some caramel and moderate smoky elements. The are also low aromas of alcohol as well.     Taste: There are flavors of caramel and nuts. There is a low roasted character to it with low smoke. There is moderate bitterness and a very low dried fruit (Plums) element.     Feel: It has a moderately full body with some alcohol warmth.     Overall, a complex malty beer that highlights malts with a bit of light smoke. A great drinking Wee Heavy.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 holy shit 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 wubba lubba dub dub 
look: 4 | smell: 3.25 | taste: 3 | feel: 3.75 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Great beer in a thistle glass. 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Poured from a bottle into a glass.     Great reddish color. A sudsy head that recuced to a ring. Minimal lacing. Minimal aroma of sweet caramelized malts with a copper metallic edge. Taste is full, caramel, malty, a touch smokey. A thick, full body and mouthfeel.   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 Appearance: Pours dark brown with an inch of creamy head. Looks like heaven in a glass.     Smell: Malt overpowers almost all except some raisin and fruit.     Taste: Malty and thick. I get a little smoke and deep fruity flavor. Almost like prune juice.     Feel: Carbonation is perfect for this beer.     Overall: Good experience for me. I’m usually a ipa guy but this is very good.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4.25 Bogata karamelno sladko sladna sladica s škotskim naglasom. Crème brûlée brez crème aroma, rahlo cvetlična. Temno bakrena barva. Povsem bistro. Krasna beige pena drobnih mehurčkov. Srednje obstojna. Okus sledi aromi zažgane karamele, ki daje občutek dimljenosti. Grenčina je izrazita in traja v pookusu. Polnega telesa in opazne alkoholnosti kot lepe protiuteži karamelni sladnosti.   
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 First had at Huckleberry's Pub, Mounds, the middle of nowhere in southern Illinois, poured from 12-oz. bottle, label stamped "BOTTLED ON 01/17/17," into (unfortunately) frosted tumbler. Not overly Scotch-aleish, but very malty.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Pours a dark caramel color, with a nice reddish hue when held to the light. Thick tan head with great retention. good lacing.  Smells of toasty bread, dark rum and a mild malty sweetness.  A caramel like sweet flavor dominate the flavor with just the right amount of boozy taste. Dark chocolate and coffee come in at the finish. There is a pleasant lasting bitterness from the hops on the finish.  Body is medium to medium/heavy. It was smooth from the start but I found it smoohted even more as it warmed.   This is a great sipper and very good example of the style.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 This beer is a dark tan in color, like light maple syrup. It smells a bit like butterscotch and caramel, and it tastes similarly as sweet, with a strong sugar taste from the scotch barrels underlying a deep, light ale taste. It is a fairly thick beer that never feels quite as syrupy as it tastes, which is a good thing.   
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3 | taste: 2 | feel: 2.5 | overall: 2.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Decanted from a 12 oz (355 ml) bottle into a conical pint glass; bottled on 3/1/17.   A: Pours a clear, dark copper color, almost like black coffee, with a more than one inch, tan head. Good head retention and Belgian lacing.   S: Aromas of Irish whiskey and brown rum, cocoa/mocha and dark bread rind.   T: Sweet with flavors of molasses, unsweetened chocolate, and fig/raisin. Modest bitterness in nice balance revealing pleasant sweetness with a crisp finish   M: Medium to full bodied with strong carbonation. Creamy.  O: An excellent, uniquely American interpretation of a Scottish Ale. Toward a porter/stout and worth trying.   
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Not a huge fan of the style but this is one of the better American Wee Heavy's I have had.    Pours deep dark brown with a thick tan head.     Smells of molasses, hints of fruit and cracked malt.    Sweet up front with a dry burnt caramel flavor and a bitter smokey/Peet finish.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 Poured from its stubby bottle, it appears a clear dark brown topped off with tan froth. The aromas are of boozy dried fruits and caramel, and the taste that follows is coffee, chocolates, roasted malt and smoke. Overall, taste is sweet with very little bitter and a medium bodied mouthfeel.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 I like a good scotch ale. And this one is not bad. Somebody posted how horrible it was. I find it to my taste and I like a beer with 8.5% alcohol. I'm not going to try and be a beer expert here. I just know what I like and what I don't. I don't want to recommend it because the less you buy the more for me.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3 | taste: 4 | feel: 4 | overall: 4.25 L: very dark ruby   S: malty, not much alcohol in the nose. Notes of chocolate.  T: excellent. notes of peat smoke come through on the tail end, with a strong, Immediate coffee - and -chocolate flavor at first.   F: smooth. Very smooth.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.25 | feel: 4.25 | overall: 4.5 12 oz. can poured into a pint glass.  Canned on 5/8/17. Enjoyed 8/8/17.  L. Super dark brown with a big frothy tan head which lasts and laces the glass.  S. Dark brown sugar, molasses, nutty, slightly smoky, brown bread, clean wood. Smells dang good.  T. Sweet dark bread like zucchini bread, molasses, rich roasted malt, slight smoke and wood, toffee, a bit of bitter chocolate, finishes with grassy bitterness. Nice.  F. Leaning toward a full body, subdued carbonation, sticky resinous finish with just a little bit of drying, not boozy at all.  O. I've passed over this so many times, but boy am I glad I finally grabbed some Dirty Bastards. I am pretty sure this will be in my fridge most days from now on, especially during the cooler months, especially especially at like 20 bucks incl. tax per 12 pack. Well done Founders! Cheers ! ! !   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 Nice scotch ale but this is not my favorite style. A lot on the cocoa powder, some floral hops, hints of smoke and some notes of figs and dates. Nice smooth body.   
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 Nice deep brown/reddish color with a nice head that dissipated but with decent lacing. Smells like a stronger beer, and for some reason I'm picking up fruit on the nose. Nice strong taste with a bit of hop bite in the back.   
look: 4 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 A: Pours a brownish-leaning amber. For a malty beer, this has a sizeable head with pretty persistent lacing.    S: Oh man...smells mostly like spent grains, which is incredible.     F: Nice and dense with balanced carbonation.     T: Caramel malt is immediately prevalent and dominant. A surprising amount of hops joins shortly after and continues to endure throughout. Even with all the malt, this is shockingly balanced.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4.5 Very hoppy ... strong beer ... sweet taste balanced nicely with hops 
look: 4.5 | smell: 2.75 | taste: 1.25 | feel: 1.75 | overall: 1.5 Worst scotch ale I have ever had. This is a sickly sweet, disgusting beer. It reeks of burnt molasses and spoiled fruit. The taste is rich and overpowering, coating your mouth in an unsavory and unpleasant manor. I nearly spit this out the moment it hit my tongue.     Scotch ales are delightful and smooth. This beer is as delightful as baby vomit and as smooth as a train wreck.     A dreadful, embarrassing, abomination of a "beer".   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 And interesting scotch ale. It had an interesting aroma when opened. It seemed to have a hint of licorice, at least to me anyways; and that was not a bad thing. It had a deep dark-red stout like color when poured, a dirty bastard color. It looked and tasted like a cross between an ale and a stout, or an ale-stout hybrid if you will; which I liked. It certainly was flavorful and left a pleasing after taste. I will certainly wanting more of this one.   
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4 Look - Pours a murky dark brown color with a short ring of blonde head, no lacing.  Aroma - Dry smoke, molasses, leather, damp soil, tobacco.   Taste - Rich as fuck, dry bitter chocolate flavor, sweet raisin and some prune towards the middle, loads of toasted bread and caramel make up the majority of the body. There's a hint of smoke but it only shows up towards the end. The finish is bittersweet and has a lingering roasted flavor that lasts until the next sip...niiiiiice  Feel - About full bodied, kinda creamy but still smooth, carbonation is just where it needs to be.    Overall - Just fucking drink it and shut up.   
look: 4 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 I might not be a fan of the style, too much smoke, not enough malt for me 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 2.5 | smell: 1 | taste: 1 | feel: 2.5 | overall: 1 Quick take: This is outlandishly bitter, nearly overpowering the flavors that are in this beer to the point of insignificance. Judging from how they made and created this beer, it’s obvious Founders is trying to compete with Stone’s Arrogant and other bitter beers. This isn’t a good beer for those who like a proper Scotch or Wee Heavy ale. Your alternatives will be Beam Me Up from Intergalactic Brewing Company, the Loch Down from Arcadia Brewing Company in Kalamazoo and, for a more lighter body, the Kilt Lifter from both Four Peaks Brewing Company in Tempe, Arizona and Moylan's Brewing Company in Novato (Don't let the not-so-classy beer name discourage you. They are good beer!)   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 L: Pours out a dark reddish brown that looks almost black in the glass; black in the middle with tints of ruby red at the corners. The head was huge, foamy, and tan. Retention was medium-poor, the head dying away fairly fast, but a thin tan ring remains and leaves some sticky lacing.    S: Rich dark malt complexities. Gingerbread, pumpernickel bread, fruitcake, molasses, chocolate, licorice, anise, black cherry, date, fig, and raisin.    T: Huge gingerbread, pumpernickel bread, toasted brown bread complexity, with hints of peak smoke. It's sweet and very dark fruity. You get molasses, a bit of licorice and star anise spice, along with notes of dried black cherry, date, raisin, and fig. Some dried tobacco as well.     F: Smooth, moderately carbonated, well-rounded to a degree that compliments the rich breadiness of this fine ale.     O: A damn fine scotch ale. Smooth, bready, sweet, and packed with flavor.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured into a thistle, the appearance was a semi-dark rugged amber to brown color with a two finger white foamy head that slid off at a moderate pace to leave some messy lace.  The aroma had some soft sweet caramel/toffee malts up front, subtle smoke, sly amount of grassy to herbal hops. Ended with some light cocoa powder and a settling dose of coffee sweetness, somewhat clean.  The flavor was rich and malty with the peat coming about to enrich as it should for the style. Aftertaste was rich and malty.  The mouthfeel was about medium bodied with a fair sessionable smooth aspect about it. Carbonation was nice and low as expected. ABV felt right on par as the brewer suggested. Malts are smooth and do not cling, nice and mobile along my tongue.  Overall, exactly what a Scotch ale should taste like. Stellar job at Founders!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 I got a great deal on a 12 pack of cans of this a while back and forgot to rate it. I still remember how rich and malty the flavor was overall....with a nice hops taste on the back side that creeps in there with each sip. GREAT stuff!    RE-EDIT***** I just got a fresh 12 for a good deal at Martin's . My memory was correct. So malty good!   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 This is a beautiful looking beer with an appealing aroma. There's is a definite punch of cocoa or coffee right on the tongue. It goes down well without lingering too much but it does linger a bit.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Slightly hazy auburn body, half finger of light tan head with a gentle pour, some legs and good sticky lacing.  Smells like figs, cherry, pie crust, raisin, lots of caramels, with a little bit of earthy and piney hops, chocolate, and tiny bit of smoke and dirty leather.  The upfront flavors are a jumble of caramel grains, figgy pudding, honey biscuits, walnut, and dried black cherries. A smidgen of cola and coffee, smoked caramels, charred blueberry. There's noticeable hoppy flavor and bitterness towards the finish, more than usual for a Wee Heavy, in a good way, with lingering toffee, caramel, grapefruit pith bitterness, and roast. Some alcohol presence, with more alcohol warmth, smoke, leather, earth, and dried fruit flavors as it warms.  Chewy mouthfeel indeed. Full but not sticky or sickly, sweet overall with a semi-dry finish.    Dirty Bastard is very good on its own and even better on a cool day on the mountainside with a big slice of fresh cherry pie, I can see why it's so popular. Speaking of, I enjoyed this a little more after drinking it alongside gooey pie that brought out woody tobacco, roast and smoke flavors and more hops for me while taking away some of the regular, plain malty sweetness.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Great beer. Great reddish brown color with tan head. Nice smoky, malty, roasted flavors, with a touch of alcohol. A real nice sipper. Smooth drinking and complex for a high ABV beer.   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 4 | overall: 3 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Poured easy into an American pint glass. Mahogany and nearly opaque except for the reddish highlights. Beautiful dense caramel head that lasts. Dense creamy lacing clings to the end. Hints of apple on the nose followed by lots of sweet malt. Taste follows the nose except the apple does not appear in tasting. Starts with tons of delicious malt flavors evenly tempered by the faint hop bitterness. Touch boozy. Amazingly smooth and drinkable despite its 50 IBU. Very well balanced with excellent carbonation which leads to a full bodied mouth feel that hits the mark. A wonderful Scotch Ale that has won a permanent place in my beer refrigerator.   
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Delightfully malty with a hidden Cherry taste. Delicious and refreshing for any season! Drank it while I grilled in 95 degree heat. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 Very good Scotch ale. The color is exactly the deep reddish brown that you'd expect it from a proper Scotch Ale. The smell is smooth and malty. The flavor is excellent with the rich malts dominating. The hops are in nigh unnoticeable as they should be. Great ale.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 3.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Dark ruby red gold color with light tan cap.    Aroma led by the scent of wild black cherry. I kid you not, that's what first lept out of the glass. Followed by roasted, coffeeish malt, Dark chocolate and a sense of dryness.    Taste is Belgian Quadlike, big, strong, bold and rich. On entry the roasted malt is primary with chocolaty coffee and dark tree fruit (cherry) trailing not far behind. Each time I raise the glass I'm greeted with the cherry/fruit scent first but don't actually taste those as strongly until the aftertaste where they linger.    Texture is full, chewy, creamy and denser than Army coffee.    This is big rather than complex with strength of character rather than finesse. The 8.5% alcohol is well hidden and not disclosed in either scent or taste. I don't know where the 50 IBUs went, I didn't see 'em, perhaps a slight tingle in the aftertaste but I wouldn't bet on it. For such a big flavor as this one carries hops are window dressing anyway. There are enough in there to balance things out. This is the culinary equivalent of a big hunk of meat hot off the grill.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4.75 | feel: 4.25 | overall: 4.25 dark brown with a lot of creamy head and lacing. smells boozy and chocolatey with hints of caramel and a fair amount of malt. also black cherry and darker fruits. fantastic taste. creamy with a little bit of hops. lots of dark fruit and definitely leaves some scotch on the breath. very balanced and pleasant to the taste. I picked this up without any tips of hints at its quality; a VERY solid find. I would buy this again and will recommend to my stout loving friends. medium bodied, bitter up front, but only for a second. pretty complex but very well balanced. medium paced finish and leaves the feel of liquor in your mouth. fantastic beer overall. Highly recommend to anybody that enjoys dark beers that mingle the craft with scotch and the like. This beer is great when it is cold and I'd say it would be perfect for family get togethers in the dead of winter.   
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Complex flavors. Small head. Dark color. Not smiley. Nice malty beverage. To me it has that Belgian Quad taste that some Scotch Ales don't have. One I would definitely drink again   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3 | taste: 3 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Dark brown with two fingers of tan head that leaves light rings of lace as the level drops.  Smells light dark brown sugar. Maybe a touch of licorice.  Taste is molasses dark chocolate some dark roasted coffee. A light touch of licorice also.  Mouthfeel is medium with a good carbonation level. Finish is lightly dry and mildly bitter.  Overall big an tasty beer.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 12 oz bottle poured into a teku glass. Pours a 2inch head fading quickly.    Smells like chocolate and rum, taste caramel with a hint of chocolate.    An excellent Scotch Ale/wee heavy. Hard to find in Europe but totally worth it. CHEERS!   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4.5 Great, dark beer. It's strong and you taste it, that is the main positive and negative. A great, cheaper craft beer. 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 Looks like root beer but 1 octave lighter with tan head that is not very big.    Smells like buttery candy, maybe licorice in there.    Tastes real good. It's got the buttery candy and licorice and lots of other things that come togheather with no mention of the high alcohol.    It feels like a liquid with a little carbonation    It's real good.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours a red amber color with a tan head. Smell is malty carmel. Taste is the same. Bousy aftertaste. Mouthfeel is light for a heavy beer. Overall great beer.   
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours dark red amber with a light khaki head. Some light lacing present while drinking. Smell is fruity, cherries, earthy pest and scotch. Taste is great and complex. Malty upfront with scotch whiskey and sweet toffee flavor. Then hints of fruits like cherries and plums. Finishs smokey and slightly hoppy but not too bitter. Body is medium carbonation with creamy smooth finish. I do like Scottish style ales.... This is definitely a fav.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Ruby red in color with a small head. Smells of sweet dark fruits, some scotch, and toffee. Sweet malt and toffee on the palate with a very bitter finish. Very good beer, but the after taste is a little weird.   
look: 5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 Poured to a tulip glass.    A: The body is coppery to black having a big opaqueness but it still lets some light shine through. The head is beige and is minimal, no lacing is produced.  S: The aroma is very expressive for roasted malts, toffee and surprisingly green, as grassy and earthy. To some extent, near what a barleywine should smell like.  T: The taste starts with a very sweet beginning of roasted malts, toffee almost like toasted creme brulê but then it turns quickly into a harshly bitter end with over the top power on roastiness. The end of the sip is not very pleasant as it gives you a harsh bitter end followed by a big feel of booze.  M: The body is medium. Carbonation is high and perfect. Alcohol is very prominent. Bitterness is harsh although the IBUs present are not that much (50).  O: The sweetness of this beer is very interesting but I'll always tend to dislike the after-taste of this beer. It's not a barleywine. It's not a stout/porter. It stands in between but it's job it's not incredible.   
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 Deep ruddy brown that is rather clear with heavy head and lacing.     Flavor is hmmm. First flavor is water, followed by chocolate malts, light cola, and underlying pine flavors. Lightly carbonated.     Pretty good.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Enjoyed in the winter time by the fire. Great sipping beer to be had with friends while enjoying conversation. Nice aroma of scotch in this ale and a hard taste that is great. Nothing plain about this one.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 3 | feel: 3 | overall: 3.75 Not too shabby. Obviously I'm a starter stout drinker. I pretty much hate all other beers but stouts. This one is a porter and damn it, I'd drink it again. So put that in your pipe and smoke it.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.75 | feel: 4 | overall: 4.75 
look: 3.25 | smell: 3.5 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is a perfect Chimay alternative. 
