look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 A 22oz bottle of bourbon barrel aged stout dated 12/18/18. Slick oily black appearance with a thin veneer of brown head. Mild aroma of sour mash. Flavor is all about that bourbon barrel, boozy with vanilla and oak. Stout flavors are clearly an afterthought here. Roasted barley provides the color, like a porter, but roasty and toasty flavors hardly make an appearance. Though boozy, it doesn't burn, and at 11% this could prove quite dangerous (I'd have guessed around 8.5%-9%). BBA imperial stout is BBA imperial stout... but this one doesn't impress.   
look: 5 | smell: 5 | taste: 5 | feel: 4 | overall: 5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.75 Poured into my grand new Holy Grail-shaped glass!   Smoke from the bottle, make a wish!     Pitch black with a tan head, tiny bubble steams here and there. Proper 11% Lacing.  Scent of Figs, plums and the like.   Silky grandeur.   Cellared dark fruit. Vanilla, earthy-Oak & Rum.   Well hidden booze, at first, but the mighty burn marches on.  Imperial indeed, hold onto the floor!   If not for the Bourbon Barrel-Aged I imagine this is nigh North Coast's Brother Thelonious, minus the Peanut flavor, thank the gods!   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 high abv the bourbon flavor is upfront, when you adjust to it the vanilla, coffee and chocolate flavors start to come in.  little to no lacing almost black in color. it will warm you up on a cold evening.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3 | taste: 3.5 | feel: 2 | overall: 4.25 I will fully admit up front that I am not a Bourbon fan (though I do really enjoy the Bourbon sauce at one of my favorite local restaurants). I did approach the Dragon's Milk knowing it would have a Bourbon aspect. And, yes it does.    On first approach, it does have a strong bourbon aroma. The first few sips are also dominated by a bourbon-forward taste. After this, however, the Imperial Stout makes its presence known.     It is very dark, and only had a moderate head, though the pour into the tulip glass was not particularly hard. No lacing once the head dissipated.     Deep, roasted flavors, with cherry notes.     I am about 1/3 through the glass, and the alcohol burn is still reminding me that this is 11% ABV.    Based on the previous reviews, I was looking forward to a deep, dark, complex flavor profile, and was not disappointed. (I was willing to deal with the Bourbon to try this beer, as I am always up for a substantial dark beer.)    I don't know that I would ever buy this beer for myself in the future, but I certainly wouldn't turn one down if offered to me, and would happily accept and enjoy it.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 The 2.3 review below me sucks and tells me that this guy/gal should not be rating craft beer.at...all. Dude! Where's my lager??? 
look: 4.5 | smell: 2.5 | taste: 1.75 | feel: 2.75 | overall: 2.25 Very very stout, very very heavy. If your into feeling a beer more than tasting it, than I would reccomend it. Its not bad but Its a brute force beer for people who want to proove they can eat bread. Not what I would call a craft beer in that flavor seems less important than heft on this beer.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 Had this beer 2 years ago. Poured into a goblet. A dark beer with a half inch of brown head that dissipates quickly. Lacing remains on the edges of the glass. What an enticing smell! Roasted barley, vanilla, caramel, faint chocolate; can't wait to taste it. Fantastic! The oakiness of the barrels comes through well. Vanilla and roasted goodness. At 11% the alcohol warmth is apparent. Dry oak finish. (Too much oak?) I think more bourbon and less oak is needed.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Dangerously hides the alcohol. Smooth, rich, excellent.... 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 I seriously thought I had this beer, but as I age my memory fades. I do not recall drinking this beer, but that does not mean anything. Poured into my tulip glass at 44 degrees. The light tan head is creamy and airy. The retention on the head is par. The head left no lacing as it dissipated. The color of the beer is dark brown, nearly black and opaque. The appearance of this beer is above average.     The barrel age on the beer is not as strong on the nose. The aromas in the beer are vanilla, burnt sugar, oak, molasses, earth, roasted dark malts, caramel, toffee, bready, coffee, chocolate, dark fruits, and solvent-like.    The flavors in the beer are burnt sugar, oak, molasses, roasted dark malt, toffee, coffee, chocolate, toffee, bready, dark fruits, and phenolic taste.     The mouthfeel of the beer is harsh and slightly warm. The body of the beer is medium-plus, medium carbonation, and a medium-plus finish.     The beer is lacking many qualities from making this a great beer. The body of the beer is too thin for an imperial stout. The balance of the beer is out of kilter. The flavor is not harmonious. Lastly, the barrel age of the beer is a joke. I do get the barrel flavors but quite weak.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 12oz. bottle into tulip pint    Look: opaque black with a coffee-colored head.     Smell: dark chocolate, molasses, bourbon, some dark fruit (plums, dried cherries)    Taste: roasted dark chocolate notes, brown sugar/molasses-type sweetness, a bit of vanilla, and a bourbon note in the finish. Serious alcohol warmth on the back end. As a tasting note: you want to let this come to cellar temperature before passing judgment. The roasted, bourbon, and vanilla notes hide behind the sweetness until it warms up a bit. Drinking this at fridge temperature will make it overly sweet and syrupy.    Feel: It's a big, chewy beer. There's enough carbonation to form a head with a rough pour, but not enough to disrupt a very rich mouthfeel. Slight drying note from the oak barrels, as well.    Overall: a good representation of the style.   
look: 3.75 | smell: 3 | taste: 4 | feel: 3.75 | overall: 3.75 Pours very dark with quickly receding foamy head. Nose is mostly yeasty, some chocolate notes in the background. Taste is big chocolate, caramel, a little overcarbonated for my taste, some vanilla in the middle, tannins on the finish combined with the bittering hops leave my tongue a little numb after a while. Fairly full bodied and slick. Overall a nice year round offering that will satisfy any yearning for a BA stout. Glad to see it on the shelves.    1/9/18  12 oz bottle dated 4/18/17  3.75 rating   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Pours a very dark black. Steong notes of chocolate, vanilla, and licorice. The hintsof oak are pleasant. The higher ABV is well masked, but drink with caution. Overall pretty good for an Imperial Stout.    Bottled from LCBO.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Beautiful, pitch black beer with almost two fingers worth of dense and bubbling caramel colored head.   The smell itself is a treat to enjoy with this one. Lending notes of sweetness and some roasty bitter malts.   Then the taste is that sweetness again. Almost a marshmallow sweetness with some notes of slightly bitter chocolate and vanilla. And then come the roasty flavors that mix with the balanced barrel. Bourbon is just enough to let you know it's there and warm the drink up.   Once you get through the creamy head the feeling is thick and like eating marshmallows.   Overall, I always enjoy drinking a Dragon's Milk and love how available it is for being such a good bourbon barrel aged Stout. Thanks New Holland!   
look: 4 | smell: 4 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.75 Look: It pours black with a dark brown head. It has good head retention.     Aroma: It has aromas of malt and chocolate. There are plenty of sweet notes a bit lit candy and licorice. There are also background notes of roast and a slight hint of vanilla.     Taste: The flavor are sweet with chocolate and licorice. There are also dark fruits with roast and a slight hint of vanilla.     Feel: It has a smooth and creamy body that is full. The sweet-bitter finish last long.    Overall: This is an excellent stout with plenty of aromas and flavors. The complex combinations work well together and the alcohol warming is just right.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Dark, rich color and mouth feel. Hints of vanilla, caramel, coffee, whiskey. This double/imperial stout is 11% ABV but the oak aging seems to make it smooth and take away any overwhelming alcohol taste. Good.   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3 | smell: 3.5 | taste: 2.5 | feel: 2.75 | overall: 3 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 There are no words. I could not stop. I regret nothing, except not buying more. An incredibly complex stout that hits all the right notes and is exquisitely balanced with smoke, dark chocolate, caramel, cream, and a light alcohol bite. I wish I could write a better review but I'll be honest, the 4 pack disappeared rather quickly that night.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.25 Look: Deep, opaque, chocolate brown with a minor white head.    Smell: Malt, chocolate, booze-soaked cherries, and basically no hint of hops.    Taste: Dark chocolate and bitter coffee dominate, with that cherry flavor remaining from the nose and a bit of bourbon (probably from the oak cask aging). There's almost no hop bitterness, resembling the bitterness of black coffee more.    Mouthfeel: Full and creamy.    Overall: An excellent beer for any time, and a real way of showing just what a beer is capable of.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 22 oz Bottle dated 26 July 2016, poured into a snifter. Moderate pour produced a 1+" khaki head that fades in 3-4 minutes to a ring that lasts. Smells of figs, bourbon, vanilla, chocolate and roasted coffee. Tastes of figs and vanilla initially, followed by a warm bit of booze, then coffee. Drinks as well or better than the average 11% ABV Stout. I'm glad this is carried locally now, I will buy it again.   
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Pours mostly opaque, but when held directly to light, a luminous dark ruby sheen becomes apparent. A good inch of off-white froth welled up to the brim, and receded slowly to a partial skim-coat on the surface. Lacework aplenty. Aromatics are nice blend of caramel, roasted malts, bourbon, and oak. Vanilla follows through with some warming alcohol. The mouthfeel is medium and creamy. Pretty smooth and somewhat lush. The pallet has a great balance of chocolate, caramel, nougat, bourbon, oaky tannins, and vanilla. Nicely melded with not one of the layers overbearing the others. Finishes with a hint of residuals and warming bourbon and vanilla.    Not the biggest, baddest dark beer on the planet, but impeccably balanced and highly drinkable.   
look: 4.5 | smell: 5 | taste: 5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 Oh how I have wanted to try this, and now finally and thankfully, I have...    Ever since I saw this brew on one of the FB craft beer pages I frequent, I have wanted to try it. I first came across it in Nebraska visiting my son in at Offut AFB, but of course he was under age and I could not purchase anything on base without his help. Fast forward 6-months and this appears at my local chain-grocery store - what a score. Anyway, today I enjoyed a deep, dark brew with tan foam that has some very good staying power with light lacing added in. The smell was boozy, mostly, but not overpowering with a mouthfeel that though carbonated did not distract from the almost creamy texture of the beer. I noted chocolate flavors, a touch of cinnamon, but the brew was mostly bourbon - so it lacked the complexity I was expecting. Nonetheless, this is a good beer, one I will be enjoying again before the holidays are over...   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Sampled this in Holland Michigan (2017) because, well, you just got to. Unfortunately, not a fan. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Pours and Oil Black with a very small head. Scent is heavily boozy with a slight amount of chocolate. Taste was very mild on the booze with a mild coffee and chocolate. The alcohol flavor melted as the beer warmed. Delicious mostly smooth Sipper.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 Pretty good 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 I’ve been told this is one of the better BA stouts readily available in 12oz bottles. Let’s see!    Pours jet black. Poured really cold so the head didn’t form like I wanted it to. Still some sticky lace on the glass.    Coffee and chocolate on the nose. A subtle sweetness, like a combination of bourbon and molasses.    Deceivingly sweet! A lingering roasted coffee, but I’m getting a lot of prevalent dark chocolate and vanilla. An incredibly drinkable 11% stout.    A nice medium bodied stout, drinks very smooth, and leaves and even stout stickiness in the finish.    I think this lived up to the hype I’ve heard. So incredibly drinkable, and it’s formidable presence of chocolate and vanilla I can imagine leave it being a fan favorite.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Bought a 4-pack recently ($16.00) at The Flight center here in Nashua. Checking one out while watching Lions-Vikes and before it's Turkey time....    My Smutty snifter now holds an opaque, deep chestnut libation. The head was quite thin, mainly being a some beige rim foam. Lacing is on the light side as well. The aroma has a notable bourbon aspect to it, along with some dark choco and booziness. It is pretty smooth going down, and the body is a touch more than medium.    Flavor has more choco and bourbon, along with some cocoa and mocha, with a bit of vanilla mixed in. Also has some intimations of dark fruit lurking within, like chocolate-covered cherries. Hopping is almost non-existant, with the choco and bourbon lingering in the finish. Prosit!    4.03/5 rDev 0%  look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4    1978   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4.5 Really enjoyable, alcohol level is as high as I think I’d want to go in a beer. For as decadent as the taste and color of the beer are I kinda expected a stronger thicker mouthfeel. Excellent beer though, if you like stouts this is one to look for. Happy to see it’s year round.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4.75 | overall: 4.25 Aroma and taste of bourbon barrel aging comes through strong in this already heavy imperial stout. A lingering mouthfeel and high abv makes this a beer that is best enjoyed when sipped. The residual sugar is high making the bitter finish mellow with sweetness. Being a chef I paired this with a grilled tender loin, wilted pepadew spinach. And roasted cauliflower and potato purée. The dragons milk made a great pan sauce for the tenderloin.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4.25 New Holland Brewing  Dragon’s Milk 11.0% ABV  31 IBUs  Bourbon barrel-aged Stout  Pours very Dark with light head and lacing; carbonation light/medium; site says pairs well with red/smoked meats, rich cheese, dark chocolate; New Holland :”lives between a porter, a stout, and a dark ale. Dark, roasty tones of a stout; coffee and chocolate from the malted barley; bourbon barrels brings sweet booziness of bourbon; the oak brings vanilla (and sometimes coconut).”  I found that this beer changed dramatically as it warmed with the chocolate overtones blending with the original bourbon sweetness. This is a year-round offering. Simply, an excellent beer. Personally, I would prefer Fall & Winter months. Excellent.   
look: 5 | smell: 4.25 | taste: 4.25 | feel: 5 | overall: 4.25 From the 09/13/17 bottle. Sampled on November 18, 2017.    Dark chocolate black pour with a modest tan head on top.     The aroma has a chocolate sensation, dark toasted bread, and Bourbon. It smells roasted with a bit of cherry. The hop profile is about nil.     The body is full.    The taste has the same chocolate character but the booziness from the Bourbon is quite apparent. I also pick up a cherry character in the taste. Sweet and boozy. This one is a definite sipper.   
look: 5 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 I'm not a huge beer guy, but Dragon's Milk is a somewhat approachable drink for a newbie. It has a thick mouth feeling with a distinct, robust flavor that one would find in a strong med-dark to dark roast coffee and a subtle hint of vanilla on it's way down. Complimenting this is the sharp spice of being aged in a bourbon barrel upon hitting the tongue, and an oaky undertone to round everything out as it settles on the palete. The taste isn't overbearing in hoppiness, spiciness or sweetness and the smell certainly reminds the drinker of autumn, and can only be described as "earthy" with a mile bite. The color of this American stout is that of a deep, dark one; reminiscent of dark chocolate or syrup.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 L - Pitch black with ruby red edges and less than a finger of light brown head    S - Sweet bourbon, dark fruits, cherries, small bit of alcohol, subtle coffee    T - Cherry and vanilla combination is great. Dark chocolate, milk chocolate, char, tobacco, oak, small bit of coffee.    F - Not as thick and viscous as it should be, but still fine. No alcohol presence.    O - Complex BA Stout that is widely available and deserves more respect   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 3.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 I love a Stout period you could almost not go wrong with me when it comes to a Stout.  It is smooth, with a hint of oak, and bourbon, nice alcohol level boarding on almost too much but almost. Those that do not absolutely love stouts without question will not like this brew. If you are a HOP fan stay clear!!!!!!. For me the darker the brew, the stronger the brew makes me happy and this one hits the NAIL on the head.   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4 | taste: 4 | feel: 5 | overall: 4.5 Dark black with great foam head retention. Some bourbon and espresso fragrance. Tastes like espresso and bourbon slightly sweet and very easy to drink. slightly carbonated. I liked it a lot because it was not very bitter or bourbon heavy. No need to age, jut drink fresh.   
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 3.5 | overall: 3.75 Nothing outstanding about this beer, it is good tasting but falls short in other categories. Its just a tad bourbon like, kind of flat but still carbed. Taste is the only good thing I can detect, with a chocolate and toffee like base and a little on the sweet side. Try it once but I cant reccommend it for people that have had the likes of abyss.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 I have been hearing about Dragon’s Milk for a while and finally got a chance to try it. Expectations were high.  Pours a dark brown/mahogany with a hint of ruby. A fingernail length cream head shows good retention, while the lace clings to the glass like sea foam.  Everything about the nose alerts you that this will be a big, robust and strong beer in every way. The oak and bourbon foretell the strong presence of alcohol. The coffee, burnt caramel, and roasted malt show off the bold qualities of an imperial stout. In addition, hints of vanilla, cherries and cream add to the complexity. Well into the drink there is a bit of smoked malt towards the end.   Going into the mouth, the tongue is immediately hit with decadent sweetness and booze. Initially, there is a clean alcohol finish that gradually burns going down the throat. Full bodied and robust. A chewy dark malt body, tinged with bourbon and alcohol spice, dark caramel, cherries, oak, vanilla and rich dark fruity marmalade. A moderate bitterness from roasted malt, espresso beans and hops coats the mouth and balances some of the nearly cloying sweetness and alcohol burn. of hops spice.   Interestingly enough, the intensity of flavor mellows out somewhat midway, actually improving drinkability. The body evolves into a lighter, silkier and creamier mouthfeel. The alcohol burn begins to settle and the sweetness gives way more to the hops, roasted malts, as well as a light cocoa flavor that is smoother.  A bold, complex, dynamic and highly alcoholic stout. Worth the try.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Dense black pour  Large mocha head that  Is very thick and dense. And  The head is still around after several  Minutes. I get real nice chocolate notes.  Also there are hints of anise, subtle tho  Full mouthful, Chewy.  I can feel the alcohol.great beer for me.   
look: 4 | smell: 3 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Bottle poured into a teku glass    Dark brown liquid, two finger taupe foam crown , some lacings    Aroma of chocolate, bourbon , tobacco    Taste of bourbon, roasted malts    Thin body    Good beer   
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.5 This is a really great bear. It reminds me of Ayinger Doppelbock with it's burnt sugar sweetness. It takes a heavy pour to get any head at all and what head there is doesn't last. The bourbon barrel aging adds a new dimension to the flavor. I've had many bourbon barrel aged beers that taste like bourbon and nothing else. This is not one of those, and to be honest I doubt I would have even tried this beer had I seen that printed at the bottom of the label. Mouth feel is milky and very heavy. You pretty much expect this from such a dark beer. I may be imagining things but I'm pretty sure this beer is so dark it sucked the light out of the room I poured it in as well as the adjacent rooms. I poured my first in a frosty pint glass, but the rest I poured in in coffee cup, because it seemed appropriate at the time. Did I mention this stuff is strong? I ask this question because it is strong beer. Delicious and highly recommended.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 Great beer. High ABV but goes down smooth. If you are into high ABV stouts, then this one is for you. I think it's my favorite stout. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4.25 Jet with tan ring. 4  Straight bourbon. 3.75  Milk chocolate truffles, woody whiskey hit, Fig Newtons, boozy blast and a clean end. 4  Ashy linger.   Super creamy, round, medium going into heavy. 4.25    Milk chocolate! All the cream with boozy barrel cuts. Too hard, though. Not quite a classic. 4.25   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 Was surprised at how smooth and clean my palate feels after a stout. Really enjoy this beer and will definitely buy again! 
look: 3 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 Not overwhelming and nicely balanced, not too much sweet (though it is predominant), not too bitter or too much alcohol. Rare balance for an imperial stout. Not an everyday or even week beer, but I'd come back to it for the wealth of flavors on the palate.   
look: 3.75 | smell: 3.75 | taste: 4.5 | feel: 5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 5 | overall: 4.75 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
