look: 3 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.5 A classic and unique beer that has a rich history. Great for just having a light beverage with a lot of character at the end of a long day. Always handy to have around the kitchen as well, as it is a great cooking beer.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Light amber see through beer with a large off white head. Interesting light scent , slight malt with slight hops.(close to a euro pale) Flavor is caramel malt driven with some bread on the finish. Noticeable but mild hop bite to go along with the bread on the finish. Medium thin mouthfeel with light carbonation.   
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Good, spicy bold taste... a classic beer 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 12oz bottled 3/10/17 poured into a pilsner glass at fridge temp. The beer pours bright light orange amber in color with khaki head. The head recedes to a thin ring and paper thin cap. The aroma is faint and presents mostly toasted malt. The beer is barely sweet toasted malt again with a mildly fruity yeast driven finish. There is a nice drying bitterness on the finish also. Mouthfeel is medium to thin bodied, well carbonated, and dry. Overall, very good. This bottle is past it's prime, but still enjoyable. If this beer were local and fresh, I would buy it in bulk.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Pours a nice Amber with a frothy cream colored head that hangs around.     Spicy hops and bread malt in the nose with some caramel, citrus, and earth notes.     Bright and crisp with a touch of citrus and spicy/herbal bitterness. This is hung on a malt backbone with notes of baked bread and caramel.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Decanted from a 12 oz (355 ml) bottle into a conical pint glass; production code 7GB = August 2, 2017.  A: Pours a crystal clear amber with 1 1/2 inch, off white head, solid retention and lacing.  S: Aromas of grains, dough, and pepper/spice. Honestly, more akin to a Pilsner aroma (as might be expected).  T: Light perry and caramel tastes predominate with bitterness entering early and strong at the finish.  M: Light bodied and good persistent carbonation. Clean finish  O: I remember the first time I tried Anchor Steam fondly and it has been a go to, if somewhat quirky, choice. First time I have rated it. A classic -- top of this class.   
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 8/11/15  A: Light copper color; 1 finger off-white head, dissipated rather quickly  S: Immediate lager smell, coppery/burnt caramel  T: follows smell, malty crispness, slight hop presents   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 2.5 | taste: 5 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 3.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.25 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 There's something about those open air fermenters.. unique delicious brew. 
look: 5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 5 Can't believe I haven't reviewed one of the first real beers I ever had. What can one say except thank you Fritz Maytag for making this. This is a classic beverage whose flavor sits alongside Sam Adams lager as the founding tastes of modern American beer.   
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.5 Clear amber with thick golden head, excellent retention.  Smell - malts, rice, bread, earthy hops.  Taste - follows the smell with pleasant and distinct bitter finish.  Light body, decent carbonation, true california and true common one.   
look: 2.75 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Pours a crystal clear, reddish brown color with a thick, off-white head about two fingers thick. Smells of caramels, malt, and a hint of hops. Taste is bready, a little bit of fruit, a hint of hop bitterness to it. Flavor lingers after the finish, medium-light body, goes down very easy. Quite refreshing.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 This beer looks awesome on the shelf, the label and bottle shape are cool. It's also nice to try a historic West Coast US brew.    Nice amber colour with medium carbonation. Thin bubbly head is present on pouring but not for long.    You get malt on the nose with a touch of burnt caramel.    Burnt malt flavours are present, with caramel and a touch of fruitiness.    Top quality brew, no wonder it has been around for so long.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 My last bottle from the six-pack I picked up semi-recently. Mysterious code on the back is "7A8," whatever that might indicate... I can only assume it's a coded bottled-on or best-by date, but I don't know how to decode it and I'm a little more concerned with drinking and reviewing the beer at the moment rather than looking up exactly how old it is!    Everything is really nice appearance-wise -- deep golden color, bordering on the lighter orange range, and very clear with streams of little bubbles rising from the bottom. Forms a decently-sized layer of slightly off-white foam when first poured, shrinking to a thin coating within a couple minutes but staying fairly solid even then (no holes forming in it or anything just yet.)    Every bottle of this beer so far has really struck me with how fresh-smelling it is, and this is no exception. It's mild, but what's there is just a really nice bready smell with a crispness/freshness to it that's unusually noticeable even when compared to other lighter-to-medium beers that you'd expect to have that sort of feature to them. There's a bit of a hoppy thing in the background but the bready malt is the most noticeable smell right away.    The taste is also nice and bready, with a bit of a yeastiness to it that pops in and reveals its identity as not quite your standard lager after all. Very crisp and refreshing, as you'd expect going by the smell. A bit of bitterness on the end, a bit of an almost European-ish but not quite hop flavor going on, but mostly what you taste is a nice bready malt and the yeastiness that I'm guessing comes from the use of a higher fermentation temperature. The yeastiness almost takes on a quality that's somewhere between doughy and banana-y after a while. It's not a super complex beer but it is a tasty one. I recall being reminded somewhat of celery seed when I first had this beer, but I'm not getting much of that this time around. It's still very nice either way.    The feel is light, crisp, noticeably carbonated, and quite dry. Goes down pretty easily but it's not a thin, watery "chug it!" sort of beer, more one that you can either take a sip or a gulp at a time depending on how thirsty you are at the moment. I imagine people back in the 1890s way out in California would lean toward big gulps -- I bet this would be one of those beers that would be really refreshing to have cold and drink fast right after coming in from being out in the summer heat for an hour or two.    Overall, a great beer and one that I'm glad I finally got a chance to try. Try it for the historical experience of a surviving beer from the California Gold Rush, for the novelty of getting to sample an oddball beer style that you don't see around often, because the label art is really neat, or even just because you want a beer -- but it's definitely one that you should try at some point, one way or the other.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.5 oh yah, yum 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3 | feel: 3 | overall: 3.25 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 Bottle served from neighborhood pub. Founders pint glass brought on request. Had fond memories of Anchor Steam, but cannot remember where or when...?    Nice pfffft opening and full head easily acquired. Aromas were fresh, and crisp, but being in a pub I'm sure they were overtaken. Unique and refreshing I will say.     Deep golden to light amber, slightly hazy. Inviting overall appearance and I can tell this wont last long!     Malty in a great balance between pale and caramel. Not sweet, not tart not heavy, all is just right with this classic. Perfect summer day slammer, waiting on pizzas, and also accompanies the food very well on my 2nd one.  I shall go and put many of these in my fridge, asap. Unique and about as perfect example of beer as can be found.  Exceeded my expectations and fond memories.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Do any of you know what's so great about this beer? Some may call it "trash" because it lacks aroma, flavor and body, but when I look at this beer's attributes and think about days after fishing, playing adult league softball, and lawnmowing, this one does what one wants it to. No ifs, ands or buts, but most people in their right minds know the refreshing qualities this beer brings out. And I rarely find any beer ""refreshing," but that's often a matter of opinion.    The fact that this beer found it's way into ballparks nationwide and being able to go to many ballparks around the US and I still see this beer alongside some newer craft beer trends tells me that this beer itself will stand the test of time.  And just think you're not supporting a commercial brewer by drinking this beer. It may not be the next Heady Topper but at least most beer historians know enough to say "Thank you Fritz Maytag!"   
look: 3 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours a beautiful clear amber color with a white head. Smells of malts and light caramel. Takes of delicious slightly sweet malts, light citrus notes, and caramel. Medium creamy body with medium carbonation. This is an excellent beer, one the the most refreshing I've ever had.   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Pours a clear amber with a 2", tightly-bubbled head. Aroma has bready malts accented by floral and citrus hops. Smells like a darker pilsner. Taste is dry, bready, with subdued citrus hops and a clean, dry finish. A solid brew that deserves its reputation as a classic.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 2.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 12oz bottle poured into a pint glass.    Mildly hazed deep amber color which turns to be clear thereafter, it tops up with rich creamy off-white head that stays with good retention before slowly sinking to a long-lasting bubble sheet atop and leaving lacing wave all around.    So aromatic malty goodness ranging from toasted bread, biscuit, toffee, nutty, maybe a bit buttery, grain, as well as floral, earthy, and lightly citrus hop.    Leading by caramelized sweet malt, then grain and charred nuttiness as well as toasted bread, biscuit, and toffee bring towards the richness and dry up the palate. Citrus comes up from the hop and finish with earthy hop bitterness. Some residual sweetness together with some bitterness is lingering in the aftertaste.    Light to medium body with good lively crisp and very refreshing feel, it is quite smooth through the mouthfeel with a dry and pleasant finish.    Solid malty brew with its prominent notes of biscuit, sweet caramel, and toasted bread.   
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 I will always have fond memories of this beer, as it was one of the pioneers of microbrews. Light, copper color, slightly hazy. Bubbly head with some minimal, streak lacing. Aroma is earthy and herbal, with sweet malt qualities. I'm Caramel malt and spice, hops bitterness in the finish and mild citrus notes. Low in ABV, but high in flavor. Damn fine beer.   
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 5 | overall: 4 Look - Pours a clear light amber color, a short off white head, a few spots of lacing.  Aroma - Pilsner-like. Grainy, faint earthy hops, nutty.  Taste - Biscuity malt up front, not very sweet, toasted grain, zesty earthy hop balances the malt with a hint of bitterness. Finish is dry and very lager-like.  Feel - Light to medium body, smooth, crisp, dry.    Overall - Great choice when the weather starts getting warmer. Paired great with fish and chips.   
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Got one at the Londoner, Addison TX today.  Great malty smell.   Good taste also, quite balanced between the hoppiness and the maltiness. However, the longer it's left out there, the more hoppy it became. But overall, a good refreshing beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 3.5 | feel: 4 | overall: 3.75 This beer tasted fine. It smells good and tasted pleasant on the tongue, but I do admit a prejudice as lagers simply do not thrill me. That noted, I enjoyed Steam.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.75 | smell: 2.75 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.25 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 12 oz. Bottle    Pours a nice yellow color, nice carbonation, with a pretty nice small off-white head, which leaves some sticky lacing behind. The nose is hoppy, malty, yeasty. The taste is hoppy, malty, kinda yeasty. Medium body, with a nice dry/bitter finish. Overall, a pretty tasty brew.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 The beer is a clear orange color and you can see the carbonation that leads to the thin white head. Lots of bready notes in the nose. Yeast, malts, bread, is all I get on the nose. The taste is similar to the aroma, maybe with a little sweetness at the beginning, a nice crispness, and a slight bitterness at the end. The beer has a refreshing quality to it, crisp as well as a nice feel of carbonation.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 I've heard about this beer for years now and never picked it up. I finally decided to do just that a couple days ago and I'm really excited to finally review this guy.    This beer pours a deep copper color that is clear and features light carbonation. The head is thick, frothy, white and dissipates quickly to a rocky layer with a neck. 4/5 The aroma is quite strong with both toasted and caramelized malt, providing a bit of a burnt note while also being quite sweet. There are some grassy and herbal hops that come through and a bit of Grape Nuts as the beer warms. It comes across as very similar to a Sam Adams/Vienna Lager. 4/5 The caramel and burnt sugar lead off a fairly strong flavor profile that is a bit more sweet than bitter, but overall very well balanced. The same grassy and herbal hops return here and are joined by a bit of an earthy note. Bitterness is moderate and lingers for quite some time after swallowing. 4/5 This beer is moderately drying with a light carb tickle/prickliness with the dryness lingering after swallowing for a good while. I would characterize the body as being light-medium in nature. 3.75/5 This is a really enjoyable beer to drink. It is light while retaining a very good amount of flavor. The low abv helps it to be very sessionable. More than anything I wish that I would have discovered this beer earlier. 4/5   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Poured into a Pint Defiance tulip. Body is clear amber, with a finger white head. Aromas consist of baked bread, caramel, plum, raisin, apple, and some spices. Flavors are the same. The feel is medium bodied with medium carbonation. Foamy and easy drinking.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 4 Copper body topped by off white stable head that leaves little or no lacing.    Pleasant malt aroma with some soft fruit and yeasty/ bready notes    Medium body with flavours of caramel, bread, slightly metallic end from the hop bitterness. Nothing jumps out unexpectedly in this well balanced beer.     Excellent   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Very pretty amber body, two finger head. No lacing.    Smells of apple, caramel and bread. A kind of hay fragrance as well. Butter, grain. Kinda metallic.    Tastes of apple, bread, caramel. Some pepper. Slightly bitter in the aftertaste. Pretty sweet. Very grassy. Some kind of lemon taste as well.    Medium body and carbonation.    You know what? It may just be because I'm drinking this on a beautiful spring afternoon, but this beer made me feel really, really great. I'm so pumped right now! Great stuff, go try it, yadda yadda yadda.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 This is a well-made, brilliantly simple beer. No bells and whistles, just quality. Pours a clear, deep copper. Lacing and decent head. Great malty, slightly toasty, and bready backbone supported by a firm bitterness and earthy hop character. This beer is as drinkable now as it was 20 years ago. A classic worth always having around.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 355ml bottle    appearance: clear orange with lively carbonation and a weak one finger head that dissapeared really fast.    smell: caramel malts and nothing else. Found this very similar to some belgian beers despitethe fact that is brewed with lager yeast. Nice aroma.    taste: pretty much the same as the aroma, with a nice bitterness bite in the end of the sip.    mouthfeel: a bit watery and soft. Slight bitter aftertaste.     overall: nice brew, although not one I'd choose as a session beer.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Breathtaking. 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 One of my favorites from the 1980's! Poured from a bottle into a tulip glass. A clear golden Amber color with a nice beige head and great lacing. A malty nose with earthiness. Slightly sweet taste with a bit of banana and bread. Blast from the past and great fun!   
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4 | feel: 3.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Anchor Steam Beer, 4.9% ABV. Pours a nice brown with a one finger white head that left some foamy lacing. Nose is sweetness, bread, and a hint of alcohol. Taste is bready, with a slight bitter close. Good mouthfeel and overall excellent.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Amber in both look and taste. Sweet and bready in both smell and flavor. Very simple and clean. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 A very solid amber ale. Nice smooth caramel taste with hints of bread and citrus. It leaves a nice after taste as well, not bitter or alcoholic tasting. Drinking this with a seafood chowder served in a bread bowl at Fisherman's Wharf is a must! Easy drinking beer year round.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 12oz bottle poured into a bulbous pint glass has a clear amber body and fluffy whitish head. Nice, but random lacing.  Aroma is sweet malt with a hint of bitter hops.  Flavors include sweet malty goodness and a subtle reminder of grassy, hoppy, bitterness. Clean and refreshing mouthfeel.   
look: 3.75 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 Favorite. Tastey. 
look: 4 | smell: 4 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.5 Look: nice Amber brown that is consistent throughout    Smell: Sweet malt    Taste: not heavy at all but also not to light, perfect balance for different times of the day    Feel: very smooth with lots of refreshing qualities. Not too gassy so it goes down easy.     Overall: very easy to drink, delicious malty flavor with a unique finish. A California classic   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Poured from 12oz bottle into standard pint glass. No bottle/freshness date.     L: Clear Copper. Off-white finger head.     S: Bubblegum, Malts.     T: Lemon, grainy malt, astringency.     F: Light bodied, good carbonation.     O: Not my favorite beer but hard to deny the uniqueness of this brew, it is truly one of a kind and that makes it awesome. Give it a try.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 2.75 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Anchor Steam Beer brewed by Anchor Brewing Company, with an ABV of 4.90% This California Common pours out deep golden amber color with a slight off white head. There is a decent amount of lacing to this brew, it sticks to the side of the glass well. I really like the look of this brew. The smell of  Anchor Steam Beer, rich and Bold with grains and malts. There is also a mild bitterness of hops in the smell of this brew. There is alot going on in this brew so far. Now for the taste, it is Rich , And Bold with Flavors. You pick up on some nice grassy grains and malts, and a mild bitterness of hops. Really well balanced brew here. The body of this brew is really nice and heavy, not saying that is a bad thing. I like how smooth this brew goes down for how heavy it is. There is nothing overpowering about this brew. The mouth feel of Anchor Steam Beer is Bold, Heavy, Rich, Smooth and Refreshing. Overall I'm giving Anchor Steam Beer a 4.50 out of 5 . I would definitely look this brew up again. This is a fine drinking brew. If you are looking for something to change it up look this brew up. Anchor Brewing Company did a super nice job with this brew.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 3.75 a: super-clear amber color with a little bit of a burnt caramel color. 1.5 finger tan head with some small bubbles on top. that fades to a thick film on top    s: smell is crisp sweet malt, also this has that distinct lager aroma that we all know. there is also a big bready/dry crackery aroma. finish has just a little bit of a nutty note    t: taste is just and clean and crisp as the aroma. light caramel, huge bready dough flavor in here as well. there is a faint touch of herbal bitterness on the backend to give this a nice crispness. very clean and crisp beer, finish is very smooth as well    m: lighter side of medium on the mouth, with a carbonation level that is quite substantial    o: for me this is a good example of a beer that is simple, yet effective. i believe the way this is brewed give this a flavor thats worth trying. this is smooth and easy to drink, something you can enjoy all year round no problem   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 A: Crisp amber. White head that disappeared quickly    S: Bread. Nutts. Simply but clear smell    T: Mild. Follows the smell. Some bitterness in the end. Very well balanced    M: Crispy. Mild carbonation. Easy to drink but not watery    O: I keep coming back to this beer. Solid and never lets me down. Feel of quality and very well balanced. A good beer for practically every moment.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 1 | taste: 2.25 | feel: 3.5 | overall: 2 I hate to be like this.... but the only beer they make that I enjoyed was the Liberty Ale. Everything else had little to no flavor. 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 A translucent amber with bubbles rising from the base and lots of white head. Hops give a mild, bitter seedy flavor. Malts are smooth and have a bit of a scotch flavor that sticks in the aftertaste. There is a metallic, copper dimension to the flavor as well. Overall, a solid and distinct, yet drinkable beer.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 A top tier beer I'll never forget. Truly among the finest that I've ever indulged. Smooth, rich, creamy, aromatic, ethereal are just words to describe the joy of Anchor Steam. Even the design of the bottle is captivating. 5/5   
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 Anchor Steam Beer | Anchor Brewing Company. Poured from the bottle into a pint glass, this brew's head is three fingers thick and tawny, with webbed lacing, and a slightly murky brownish copper body.    I smell plenty of bread, or dare I say sourdough, malts alongside a slightly apple-y and copper scent near the end. Which I'll assume is accredited to the historical use of copper pipes at this brewery.    Tastes like pretty much the same components. Nothing bad, yet nothing outstanding either. Kinda just "meh".     The mouthfeel is medium light with mild carbonation. A clean and refreshing finish that I could see myself appreciating a lot more in the summer months.    Overall,I'll choose to rate Anchor Steam Beer | Anchor Brewing Company with a 4.25. I'm glad that I grew up drinking hard well water, otherwise I might have despised this beer. The copper taste is actually complimentary to the malts used here, IMO. Even if this might not be anyone's "whale", still grab this if available to learn some history and experience a part of bygone culture.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Instant crave factor. Light but memorable. 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
