look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 Poured from a 750 mL bottle into a goblet.    Look - Slightly opaque deep brown amber body with a large lively long lasting thick pillowy caramel colored head. An exciting pour.    Smell - Cinnamon, pears, raisins, and apricots. Lots of light fruity notes with a bit of spice at the end.    Taste - Sweet caramel, toffee, whole grain bread, marmalade. A little zing of alcohol, but it's not overpowering. Flavor is complex and well balanced, but could have a little more pizzazz, ala Chimay Grande Reserve.    Feel - Medium body, lively carbonation, and a sinus clearing alcohol wash when swallowed. Not the best feeling beer, but it goes ok with the taste.    Overall - A full and hearty brew that isn't for the weak, but if you're a fan of strong Belgian ales, this is a prime example of the style.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 Pours a deep, dark mahogany coloration with an amber tint and a medium, foamy head. Smells of toasted, dark bready malt, grains and dark fruit. Taste is being dominated by dark, bready, caramel malt, pumpernickel, grains a certain candy sweetness and dark fruits, with a hint of red berries as well: fig, raisins, red/blackcurrant, as well as the merest hint of citrus. Some estery and lightly phenolic notes of banana, clove and spice as well. Finishes quite sweet and spicey, with a strong estery/phenolic note. Thin mouthfeel with a rich body and medium carbonation. While this does have a rich, complex and well-balanced flavour profile, it's just too sweet and phenolic for my personal taste. There's also a strong grainy note to this that almost feels lightly metallic.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 2.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Had at Yard house in Orlando Florida. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 javascript:void(0); 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.5 Poured from a 22oz bottle, colder than the recommended 52-56F.     Deep ruby-brown ale, thin head of dense bubbles with good endurance. Nice lacing effects.    Smells of malt, black currant, grape/wine notes.    Grape, malt, some alcoholic heat comes through in the palate. After the ale has had a chance to warm up a bit, a bit of cocoa and coffee comes out.     Lingering taste of coffee, malt in the aftertaste, with much of the fruit gone.     Very complex beer, something to develop your palate on. Worth a look, and then more.   
look: 4 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 One of the best beers ever...hands down.,,for me! 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 Excellent beer. Easily propelling itself to my top 5. Sneaky 10% abv. 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Favorite beer. Tastes great and as close to a fine wine as you could get in a beer comparison. 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 An absolute classic, and the first beer to get me into Belgians long ago. Everything you'd want a quad to be, with a strong maltiness, raisin, black cherry and fig, floral notes, an effortless complexity that remains accessible to just about any beer drinker.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Look: Beautiful amber-brown with a thick, frothy white head. Looks just like what the monk has on the label.    Smell: Dried fruit, yeast, sweet bread, and a bit of banana.    Taste: Strong alcohol bite at first. Darkly sweet bread, banana, and yeast.    Mouthfeel: Extremely carbonated and surprisingly thin.    Overall: If you can't get Westvleteren 12, get this instead. It's extremely similar to the best beer in the world.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 UPDATE 3/2018: (Written about a month after having had it)    I continue to be disappointed with this beer. It just does nothing for me.    ...    It is an interesting beer, yet after having had three of these over the course of over a year, I am not impressed. I had it while having an Anchor Coffee Porter (which was open and corked two days prior), and I though the Anchor porter was better.   
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 Exceptional. Always dependable when you want an exemplary quad. I recommend going to the brewery in Belgium and staying in the bed and breakfast that once was the brewer's home.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 5 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 5 | feel: 5 | overall: 4.5 I was not too impressed after the first two sips....until I looked at the alcohol content. This is the Houdini of alcohol hiding--be careful! It tastes like dark cherry transitioning to malt/chocolate. Not groundbreaking flavor, but groundbreaking smoothness and alcohol hiding!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Excellent quad, honey & malty goodness! 
look: 4 | smell: 4 | taste: 5 | feel: 4 | overall: 4.5 Sweet like grape juice. 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.75 Looks great in the glass, nice head, malty smell. Light, smooth and syrup like feel in the mouth. Very light alcohol perceived despite the high abv. Too easy to drink!   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 Poured into wine glass.     A: Pours a huge head, especially for the abv. Two finger light toffee colored head sits sits over a brawny ruby colored beer. Holding it up to the light, the beer has good clarity and ample carbonation. Head retention is decent, with the large froth subsiding fairly quickly. Lacing was minimal.     S: Ah, Trappist...er...Abbey. Great abbey beer. Sweet malt, fruit candy (banana and orange taffy), alcohol sweetness, baked Christmas bread.     T: Sweet up front. Phenolic . Peppery, fruity notes intermingle with a slight herbal note. Mid palate picks up the alcohol heat and rounded fruity notes. Belgian yeast plays more here with an ever so slight barnyard and fruit candy (I get a lot of banana runt here). Malt notes are again with the slightly sweet Christmas bread. Finish picks up more of the alcohol heat with a slightly spicy/peppery note on the back end. Finish is dry but warming.     M: Lighter in body than the abv would have you believe. Fine carbonation does a great job at balancing the modest (for the abv) malt body and alcohol warmth. Balanced and light on its feet for 10%.     O: I've been drinking too much American beer lately. This is good, great even. But I feel like the subtleties compared to US beers of similar strength are a bit of a weakness. Lacks the punch in flavor that I personally have come to expect from double digit abvs.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Absolutely excellent quad. Carmel and honey through and through. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 5 | feel: 4.25 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 5 I've had beer in countries around the world... but none of them have prompted me to read more about them or much less sign up for a website (yes, first review). I believe this will be my benchmark for Belgium quad for some time. Chimay GR a great beer and what I thought to be my favorite, this has displaced it. I don't have a sommelier description, but truly a great beer that hits all the right notes for me.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Simply amazing. This is what an ale should be. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 Pours a dark brown with lots of head that dissipates pretty fast. Aroma is sweet. Taste is sweet okay but not great 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Sweeter than expected. Can't taste the alcohol as much as other alike. Full of flavor, an amazing beer. Very smooth and worth trying. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 This is a member of a small selection of beers that collectively set the bar for its type. As such, it is beyond reproach in all commentary aside from seasonal or annual variation. In other words, by definition the best St. Bernardus Abt 12 ever produced (whichever that was) was, by definition, a 5.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4.5 Good brew. But like someone says it does have a slight cough syrup like alcohol taste 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 smells like creme brulee bready and sweet. very sweet nice balance. little bit of that medicinal alcohol flavor though. 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 love the dark roasty ales and this may be one of my favorites ever. hang the price tag...outstanding! 
look: 4.25 | smell: 3 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 One of the best overall. 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Got this as an extra in a trade. For a Belgian Quad, it was pretty thin and went down very easy. Not a strong kick in the face like most quads are. It was good.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 It's delicious! 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 This is one of the best beers in existence! Expensive but so worth it. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 Tastes of very dark fruit - and kind of earthy. I find the taste okay, but not overly appealing.    Appearance is cloudy, muddy brown. Well-carbonated.    Aroma is similar to flavor. Not unappealing. Just doesn't grab me.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 It has a great feel to it, very creamy and thick. The taste can be a bit too strong sometimes, but its mostly very well balanced and subtle for such a strong beer. Every time I get the chance to buy it, I do!   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Pours a deep dark red brown with an off white head. Smells of dark fruits, yeast, and malt. Tastes of plums, raisins, figs, other dark fruits, spices, rich malts, and Belgian yeast. Medium body with high carbonation. Overall a delicious Quad.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 Poured from a 1 pint 9.4 ounce caged and corked bottle into a Shaker pint glass, "best by" date 24 04 21 which I interpret to mean April 24, 2021. My understanding is the date is five years after the bottling date so this beer is approximately 1 year and 10 months old.    APPEARANCE: pours a hazy, dark brown color with two fingers of tan head, world class retention, highly carbonated, there is moderate lacing on the glass.    SMELL: initially sweet brown sugar, some fruity notes of raisin or fig, the alcohol is perceptible to the nose.    TASTE: very complex, initially sweet and then fruity notes of raisins and figs, the 10% alcohol is present but well disguised and finishes with a sweet bread note.    PALATE: highly carbonated and somewhat creamy and full bodied.    OVERALL: this is a world class beer to be sure, I refuse to pay a ridiculous price for Westvlerten 12 when I can get this for $16.00 at my local bottle shop, this is a great beer for special occasions and is a great beer to share with someone, I will continue to purchase this and would highly recommend to anyone who enjoys the style.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 12/26/17 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 L: Hazy, just barely translucent dark reddish brown. Ample carbonation gives a generous foamy tan head, which dies down after a few minutes into a creamy thin film that leaves streaking lacing.    S: Cherry, plum, fig, vanilla, rye bread, mild booze, straw, clove.    T: Big pop of cherry, plum, prune, fig, and raisin upfront, followed by thick, warm, toasted pumpernickel and rye breads. Cherry and other dark fruits float throughout, as well cooked apple and pear. Like apple and cherry pie. Alcohol warmth sneaks in. Finishes shockingly dry with notes of straw, clove, coriander, and pepper.    F: Medium to full-bodied; actually, surprisingly light-feeling--at least medium, but the effervescent carbonation pushes the beer rapidly across the palate like champagne. Finishes bone dry, making it scarily drinkable for 10%.    O: A wonderful beer. World class quad. It's amazing.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Got it in the 330 mL bottle. Pours with a light cream-colored, bubbly head that fell away quickly.     Look: Dark amber color with a hint of red.    Smell: Plum and dark cherry with a tinge of alcohol.    Taste: Very complex and hard to pinpoint the exact fruit flavors but plum stands out. I also get a bit of caramel at the end. There is so little alcohol taste it's hard to believe it is 10%.     Feel: Not as heavy as you might expect, but certainly not light. A very happy medium that sticks to your tongue just long enough to experience all the unique flavor.    Overall: A very pleasant Belgian quad that I think I'll pick up 2-3 times a year during the winter months. I would recommend this to anyone that wants to try a truly quality quad.   
look: 4.5 | smell: 5 | taste: 4.25 | feel: 4.75 | overall: 4.5 Obviously a quality beer. The aromas are amazingly complex. Taste is surprisingly sweet but very funky from the yeast. Definitely does not drink like a 10% beer. Overall a very nice brew   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 This Christmas-Ale was the best I have ever tried. Sorry for the rapid "sold_out" at the national store for alcoholic beverages (systembolaget), so I had just one bottle for X-mas. I now have to get more from the producers in Belgium. :-)   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 Absolutely wonderful beer! 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 330 ml bottle best by 1-10-20. CBF Tulip.    A: pours a deep brown with 2 fingers foamy, sandy head, and roiling carbonation.    S: cherries! Sweet, complex fruit, cherries, plums, bright, lively and sweet. Caramel and a hint of white grape.    T: mildly sweet, phenolic and fruity arrival, alcohol and chocolate toffee. Like a tootsie pop. Not as sweet as I would have expected; perhaps the least sweet Belgian dark ale I've had (which is not saying much).    M: lighter than expected; midweight and highly carbonated. Very clean finishing, remarkably so.    O: this is dangerous beer. It is loaded with complex fruity aromas and flavors. Alcohol is present, but not unpleasant. Dangerously drinkable for something of this strength. This could be a yearly tradition, for sure. Clearly a best in class performance.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 One of the best dark beers I’ve ever had!!! 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 On tap, pours a clear deep brown. Small off-white head. Not much lacing. Smells of dark dried fruits, toffee, banana and a little earthy funkiness. Taste follows. Drinks a little thin for the ABV. Nice beer.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 11.3 ounce bottle poured into a St. Bernardus Goblet    A: Pours a dark mahogany color, it's hazy and cloudy, head dissipated after a few minutes of retention, no lacing, lots of carbonation that creates a soapy off white colored film.     A: Lots of dark dried fruits, figs, plums, dates, raisins, toffee, Belgian yeast, slight dark red wine aroma as well, no alcohol on the nose at all, smells amazing.     T: Loads of Belgian yeast notes, malty, toffee, caramel, brown sugar, banana as well as some sweet dark fruits, apple, pear, very complex and deep, alcohol is slight there at the end and becomes more present as the beer warms, moderate amount of bitterness, finish has lingering notes of Belgian yeast and banana, very nice full flavor.     M: Full bodied with a lot of carbonation that rolls over the palate, finish is slightly dry, and there is a slight alcohol burn as the beer warms.     O: A very tasty beer, it's like liquid raisin bread with Belgian yeast added, world class mouthfeel and taste, definitely know where to go for a big beer that's a sipper.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Look: reddish brown, builds an impressive head of big bubbles.    Smell: lots of sweet red wine and dried fruits notes. Really nice. But there was one perfumey/room cleaner aroma I got at the end of the glass that was really weird and disgusting.    Taste: malty and vinous, rich and sweet with a touch of belgian hops to counteract those notes.    Mouthfeel: no alcohol detected, smooth and full bodied. Surprisingly dry finish given all the sweetness involved.    Overall: really nice brew. Only let down was that artificial perfumey aroma at the end of the glass. Similar to westy 12 but a bit more watery and not so full flavored. I prefer Rochefort 10 to both.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 This beer is, for us, the best beer. Rich, malty, dark fruit and delightful. The abt 12 is a treat to enjoy and treasure and is worth every penny. Not terribly expensive for the joy it brings.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 What struck me first is how similar the taste is to a Westvleteren no 12 (which I've had many times). I did not do a side by side test, but I think St. Bernadus Abt 12 is a bit more boozy and prickly than a Westvleteren no 12. In any case this is an outstanding Quadruple. If I do a side-by-side test I'll update.    Look: Cloudy dark brown with a thick fluffy mocca head.    Aroma: raisin bread, figs, very nice aroma    Taste: the flavor is sweet dark raisin bread and dark fruits perhaps figs, it's complex, and there is a soft rum like booziness.    Feel: full bodied, slightly boozy, silky   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Look: Murky dark brown with some cola colored highlights. The head is thin and eggshell colored. The top half of the beer is semi transparent but the bottom is opaque.     Smell: Sticky sweet on the nose. Notes of fresh baked raisin bread, dried figs, dates, brown sugars, plum, light burnt bread notes, wet leaves,cinnamon, and a pronounced alcohol note.     Taste: Rum soaked raisin bread on the attack. Then the body builds with notes of date cake, honey covered baked figs, vanilla extract, cloves, musty forest floor, and pecans. The finish is dry with more baked whole wheat bread notes with a hint of molasses.     Feel: Big bodied and sticky on the palate. Boozy alcohol. Soft carbonation. Body is quenching but the finish is bone dry.     Overall: A big brew. It looks, tastes, and sits in the stomach like a whole loaf of raisin bread. It is delicious and full of complimentary notes. However, it could use a bit more carbonation. Also, it’s a small gripe but it’s a seriously ugly beer to look at. It is very heavy and I couldn’t drink it all the time but I did enjoy this one.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Wasn't a bad beer but wasn't all that much impressed with it either. I guess the most impressive thing is the fact it's 10% and can also be super thin and watery. You wouldn't think this beer was 10% and for that I applaud this beer. But I would have liked it thicker such as what you'd get with blue Chimmay. I got flavors of chocolate, figs, dates, and nuts but is so watery that the flavors are subtle. All in all I would much rather have a blue Chimmay.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 My all time favorite and the standard by which I measure all others. 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours dark ruddy brown with a thick stable creamy off white head and rich lacing. Aroma: Earthy, dried fruits - raisons, fig, date - brown sugar, bread. Flavour: Spicy malt sweetness, clove, nutmeg, cinnamon, ginger - mollasses, dried fruit - fruitcake - huge complexity yet the body is not overly heavy - also, surpridingly little alcohol warmth given the abv. An extraordinary beer.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 3.5 | overall: 4 So. I like quads. I really do. But I feel like I've had better. Smell is there. Looks great. Taste is spot on. But I'm just not into how carbonated it is. I know that's the style but it makes it feel thin to me. Maybe it's just me. Nice beer though but, looking for something less fizzy.   
look: 3 | smell: 2 | taste: 2 | feel: 2.25 | overall: 2.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
