look: 4 | smell: 2.5 | taste: 2.25 | feel: 2.25 | overall: 2.25 It has a nice rich amber color which is most likely the result of artificial coloring. It produced a nice head. The favor was lighter than I expected and the hops were equally light. Overall the taste and drinking experience was comparable to Heineken. Not bad, but I hoped for better. I want to try the new Yuengling Pils.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 One of the better inexpensive beers out there 
look: 3 | smell: 3 | taste: 2.5 | feel: 3.25 | overall: 2 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 The best of the best when it comes to affordable beer. 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 3 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 In my opinion Yuengling is the beer to go for if you don't want to spend an arm and a leg on a beer. It's cheap and it tastes good enough to be happy. It has the average abv, has an average color and feel, the flavor is definitely better than average and a ton better than a light beer. Buy it. Enjoy it. Be happy.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 2.75 | taste: 2.25 | feel: 3 | overall: 3 
look: 3.75 | smell: 3 | taste: 4 | feel: 3 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 It’s pretty good. Super drinkable. Nice aftertaste. 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 2.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Very sippable. Perfect cheap session beer IMO. The go to beer when you are relaxing on the beach in Florida, just "drinking" and not really putting any thought into it.    Clear amber color.  Smells like beer/bread, but not super strong.  Not much taste, but that also makes it inoffensive and lets you just focus on whatever else you are doing.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 2.25 | taste: 3.25 | feel: 2.75 | overall: 3.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Best draft beer in a frosted mug I have had in a long time, this stuff is amazing... a beer that tastes like a beer should after a long hot day in the garage, no funny stuff, no funny smells, pure creamy goodness.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.25 | smell: 2.75 | taste: 2.75 | feel: 2.5 | overall: 2.75 
look: 3 | smell: 2.5 | taste: 3.5 | feel: 3.75 | overall: 3.25 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 Finally came into my small town after many years.    Poured into a tall clear glass. Has a deep, clear resplendent amber color. Has thin head and lacing, dissipates gradually. Mild carbonation.    Smells like bread, grains, toasted oats and cereal malts, along a note of honey. Altogether not too strong.    Tastes a lot like the smell: bread, grains, toasted oats and cereal malts. There's corn in the flavor, along with earthy flavors. It tastes like any pale lager I suppose, but there's something more to it. There's a citrusy, sort of sweet complement to the flavor, along with the honey.    Feels somewhat smooth.    Overall, it's like any pale lager but there is a nice added sweetness that is with it.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 3 | smell: 2.5 | taste: 2.5 | feel: 3.75 | overall: 3.25 This was the first beer I ever tried, as I'm sure many others did: sipped from my grandfather's bottle. I thought it tasted pretty terrible at the time, but now I know what truly awful beers taste like. This ain't one of 'em. On tap at The Lounge in Bartonsville.     L: Deep amber in color. Tiny head leaves a tiny bit of lacing that clings all the way down the glass. If there were a perfect example of the way an AAL should look, this is it.    S: Bread, grains, a light floral hop characteristic. Unfortunately there's a strong corn smell that washes everything else out.    T: Very much like the smell, the bread is more pronounced and blends well with the malt. Not too exciting, but certainly not bad and a damn sight better than the average example of the style (which admittedly isn't saying much).    F: Velvety and crisp. The lacing leaves a creamy froth on top that feels very nice on your tongue. Somewhat heavy, but totally worth it. As close to luxurious as you can get with this price tag attached.    Ever since I discovered the light version, this is no longer one of my "go-to's". That said, if you tell me this is your favorite beer, I will at least nod in acknowledgement instead of asking why.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 2.75 | smell: 2.5 | taste: 3.5 | feel: 2.75 | overall: 3.25 When we were kids this it was one of the go-to beers. Cheap, decent flavor, good beer for big parties. Still enjoy every once in awhile 
look: 4 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 On tap (hundreds of times) in a pint glass.    L---Clear amber color. Nice white head that fades quickly and leaves just a little bit of lacing.    S---Malts are up front, with some light hops in the background. Nothing fancy, just a good beer smell.    T---Very nice balance between malts & hops. More balanced than you might expect. Cereal grains from the malts and some citrus from the hops. Much more flavorful than its competition (things like Bud, Miller, etc...)    F---Light & crisp. Goes down smoothly.    O---I'm from Eastern Pennsylvania, so Lager has been omnipresent in my beer life. It's always on tap and priced as a "domestic", which means it's the same price as Budweiser or Coors Light. And that's why I never drink those. Lager is actually good, and they are not. It deserves the name "Lager".   
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 1.75 | smell: 2.5 | taste: 2.75 | feel: 1.75 | overall: 2.5 This is quite nasty for an amber lager. I really don't see why people like this beer so much. If this is the best beer that you can get a hold of I would consider that you quit drinking altogether dude. Cheers! C-   
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 A - Pours a clear amber color with vibrant carbonation and thin lacing.    S - Toasted caramel malt, light alcohol, honey, and grainy on the nose.    T - Toasty malt from start to finish, earthy, grainy, and very delicate citrus bitterness on the back end.    M - Medium body with light pricklies.    O - A classic and a favorite of many, still trying to develop a full appreciation for this beer.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Greatttt beer 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Nice ! Got it at Ingles grocery in Murphy N.C. always on sale too a +plus 
look: 4.5 | smell: 2 | taste: 2 | feel: 4 | overall: 2.25 
look: 3.25 | smell: 2.5 | taste: 4 | feel: 3.75 | overall: 3.75 Had on tap poolside Marco Island FL   Rich copper appearance with thin off-white head,  Aroma faint cereal malt,  Taste is mildly sweet cereal, smooth, lightly hopped with tea notes,  Mouth feel somewhat watery, refreshing,  Overall, pleasing, refreshing, not outstanding or exotic   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 2.5 | overall: 2.5 Medium-dark golden in color. Smells of sweet rice and corn. Tastes like sweet rice and crispy corn. Finishes dry with not a whole lot of bounce. Overall, meh. Give me a Pabst.   
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Overall a smooth mildly sweet amber lager. Best on tap or in bottles. Definitely the best macro American Lager. 
look: 3 | smell: 3 | taste: 2.75 | feel: 3 | overall: 3 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 4 
look: 2.25 | smell: 2 | taste: 2 | feel: 1.75 | overall: 2 When I see lager, I think full of body & flavour. Although the look and foam resembles a lager, the taste is more of a beer diluted with seltzer water. There's some arguable 'crispness' I suppose, but always disappointed when I give it another try every few years. Yuengling may be steeped in tradition and look okay from across the room, but would sooner opt for an island ale or budget Mexican brew because the label better describes the content.   
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 12 oz can. Pours a clear caramel with a thin head that fades to nearly nothing. Aroma has hints of sweet grain, and faint glances of traditional hops. Taste is balanced and mild. Grains, traditional spicy/earthy hops, and a short aftertaste. Medium body and carbonation.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5 Grabbed some cans for pizza + chili. Pours a clear amber with big rocky off-white head, splotchy lacing. Smell: sweet grain and mildly spiced bread, clean mild hop presence. Taste: generic caramel-ish, bready-ish sweetness with notes of stone fruit and earthy hopping. Light bodied. Slimy/sticky finish, otherwise inoffensive. Better in the pounders than green bottles.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 2.75 | smell: 3.25 | taste: 3 | feel: 2.75 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Nice beer. Good taste and aroma. No frills just a good glass of Lager. Oh it gets even better as it come up in temperature. 
look: 3 | smell: 3.25 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 4.5 | feel: 4 | overall: 4.5 My Pennsylvania bias may be showing through but one of my all time favorite lagers. Easy to drink, great bottle. Don't let the cost convince you this beer tastes cheap!   
look: 3 | smell: 3 | taste: 3.25 | feel: 2.75 | overall: 3 Look: Attractive amber/gold with a thin white head that quickly dissipates.     Smell: Hops and malts. A very basic beer smell.     Taste: A light, citrus-infused malt flavor. Very mild.     Mouthfeel: Thin and highly carbonated, like soda.     Overall: Out of all the macro lagers you can find everywhere in America, Yuengling is the closest to a good beer.   
look: 3 | smell: 3 | taste: 4 | feel: 4 | overall: 3.5 
look: 4 | smell: 3 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 5 | smell: 3 | taste: 3 | feel: 3 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 This beer is a solid 4 in a can and a 3.5-3.75 in a bottle due to the green glass letting the skunk get in. In a brown glass bottle I’m sure the score would improve. This is a very solid traditional American beer that I will gladly pick up instead of any BMC beers.   
look: 1.75 | smell: 2 | taste: 2 | feel: 1.75 | overall: 2 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 One of the best around for price and style. A winner. Glad it's more well-distributed regionally now. I understand that the formula was changed a few years back, though. The Yeungling I drank during trips to Pennsylvania over ten years ago seemed more like an aal   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3 | smell: 3.25 | taste: 3 | feel: 3.75 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 2.5 | smell: 3 | taste: 2.5 | feel: 2.75 | overall: 2.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 2.75 | taste: 3.5 | feel: 3.25 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 Man I didn't care for this. It's like Killian's but "moreso" and I mean that in a bad way. Kinda like tea-beer. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 2.5 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Being from eastern PA, I love Yuengling. It is my go to beer. "Lager" as we simply call it everywhere in the region is practically part of our DNA. Flavorful, pretty easy drinking, while this is not my favorite from the brewer, I enjoy every beer that Yuengling makes.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.25 | smell: 3 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 5 | smell: 3.5 | taste: 3 | feel: 5 | overall: 4.25 classic brew for getting fucked up on the cheap  not the greatest tasting, but it brings an experience like no other 
look: 3.75 | smell: 3 | taste: 3.75 | feel: 3 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 2.75 | smell: 3.75 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 2.75 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 This is one of the beers I have at my house all the time. It has a strong beer flavor, not watered down at all. In my opinion this is the way lagers should taste. As with all my reviews I think the bottom line is always would I buy it again and the answer is a definite yes.   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 4.25 Very tasty beer at the price of $18 with tax per 24 pack. Really good beer only found in the Eastern us and Florida. It's the best lager for the price you won't be disappointed!!!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Poured from a bottle into a glass.     An averagely decent lager and an institution. Looks clear and light amber. Head disappears. Smells funky. A little sticky, but also thin.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 All my East Coast friends rave about this beer (probably some nostalgia contributing). Yuengling comes across as just your average cold one that you can always count on, but it's nothing special. I try to drink some whenever I'm visiting the East Coast since I can't buy it here in Las Vegas.   
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 Good cheap beer. 
look: 3 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 NOTE: I compare all other beers to Sierra Nevada's Pale Ale; there may be better out there, but many that are worse.  This gives a 2 finger head.  The color is a beautiful copper amber.  The aroma is a nice malt with a touch of hops.  The taste is malty up front with a slight citrus/pine toward the back of the palate.  Nice blended, rich bodied malt/hops mid palate with a finish of malt, citrus hops.  This is a nice Lager, far better than Bud, Bud Light or Busch, but not quite as crisp and refreshing as Sierra Nevada.   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.5 | smell: 2.75 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 2.25 | smell: 2.5 | taste: 4 | feel: 4 | overall: 3.75 I live in Kentucky, so my options on are limited! However I lived in Munich for a time that made me appreciate beer a lot more! I was a beer guy prior to living there, but was ignorant on what made a truly great beer! A neighbor handed me one of these (actually 3) and I was amazed at how it reminded me of beers that I had drank in Germany! A true lager, which is what I tend to look for! And this beer for the price is truly exceptional for my taste. Sadly it is a regional beer only available in a few states! But some of those states border Kentucky! ROAD TRIP!   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 1 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.25 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 From the bottle at Second Fiddle, Nashville, Tennessee on 08/28/17. 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 4 This really is a Budweiser killer. A real German lager, not heavy or remarkable, but without the watery, low malt seltzer appeal of Bud in a can. Very consistent, even though I haven't lived in PA for 25+ years, every year have a couple of cases brought back when family visits. Solid cookout beer, good to server your close friends.    L: A bit darker and more beery than the big red, white and blue beer. Decent head on pour, moderate bubble size, attractive without exceptional quality.    S: Like most, a bit skunky by the time I get it, but not bad, and after a minute or two good beer smells, bit of hops, bit of malt. Lets you know you are drinking beer.    T: Solid day drinker. Nothing you sit around a discuss with friends, but not drain pour. No exceptional pairing, goes pretty well with pizza or burgers.    F: Thin as expected. A quick drinking beer, not one to force you to ponder it.    O: Again, you gotta give some thing a bit more than the average of their parts. the experience of the beer, and the consistency and the history of the brewery, rate a 4 in my book.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2.75 
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 L- The beer pours a crystal clear amber with a fluffy 2 and a half finger white head. The head recedes to a thin ring leaving spotty lacing behind.  S- The nose is restrained, but made up primarily of malt sweetness.  T- Similar to the nose. Primarily a lightly sweet caramel presence. Hops restrain the sweetness to a point, but are ultimately overwhelmed. A bit of metallic undertone from the can detracts slightly.  F- Mouthfeel is light bordering on watery. Carbonation is moderate a prickly. A beer designed to be consumed in multiples.  O- A better beer on draft than from the can. As large mass produced lagers go this one is high up on my list with SA Boston Lager. A good choice where craft options are limited.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 2.75 | feel: 3.5 | overall: 3 
look: 3.75 | smell: 3 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2 | smell: 1.75 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 This is a drinkable, but not exceptional lager. Good beer for when you are having more than one and a good change of pace beer when you need a break from some heavy IPA....First time rating it, had it many times before...   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3.5 | overall: 3.25 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 Served from a 12 oz bottle into a tulip glass at House of Brews (46th St).   A: Pours a clear, copper color with a one inch, off white head with good retention and modest lacing.   S: Very little nose. A little swampy, truthfully. Shouldn't be served in a green bottle.   T: Very limited caramel flavor with equally limited, albeit offsetting bitterness.   M: Light to medium bodied. Low to medium carbonation.   O: This is a drinkable, if not exceptional dark lager. I have had it many times in the past. First time rating it and I am a little less impressed than I thought I would be if honest.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 This is a very easily drinkable lager with lots more flavor than others of a similar style. Good balance regarding the malts and hops (given the style) and a crisp finish. Goes very nicely with food.   
look: 2.5 | smell: 1.75 | taste: 3.5 | feel: 2 | overall: 3 
look: 3.5 | smell: 3 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 This is not a beer I keep in the house, so my only experience is mooching off some friends at ball games or in college. I'm not a lager fan to begin with, let alone a fan of mass-produced lagers, but this one is actually pretty okay.     Look: Pours clear amber with white head that quickly dissipates to minimal lacing. Drinking straight from the bottle produces the same effect after the first pull.    Smell: Not much nose at all, typical of mass-produced lagers. Grassy with the tiniest trace of malt at the end.     Taste: This is where Yuengling actually acquits itself in comparison to, say, (American) Budweiser or Miller. Relatively full-flavored for a lager with notes of light citrus, grass, green wood, and light malt. All crisp on the palate with a dry finish and no lingering aftertaste.     Again, not anything I would buy for myself but if you're in need of a cold beer at a ball game, or just a chugger for a party, you can certainly do worse for yourself.   
look: 2.5 | smell: 2.25 | taste: 2 | feel: 2.5 | overall: 2 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 4 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3 
look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.25 | taste: 3 | feel: 4 | overall: 3.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 I have no idea why this beer is rated as high as it is. It tastes like Bud to me. 
look: 3.25 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Very toasty, caramel, sort of bitter, skunky (in a good way) smell. Flavor is toasty malts with a touch of the good skunk.     I’ve always liked this beer a lot.     I wish I had some pretzels, because I can about guarantee they’d go fantastic with this beer. Cheers.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 An overall great beet and is not that expensive, i grew up in PA and was my Go To but now its about the chase of adding more to my Favorites List, 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3 | taste: 3.75 | feel: 3 | overall: 3.5 I'm from PA so its way easy to come by. Its enjoyable. Not my goto though. 
look: 4 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 Had on tap at Fifth Third Field in Toledo, served in a gigantic souvenir Mud Hens cup. It's a pretty gorgeous looking lager, a brilliant garnet amber. That's pretty much what I can say. There's a bit of caramel malts, grain, some grassy notes. But there's no much there, there. A tick is a tick, I guess. The Mud Hens beat the Durham Bulls, so that was nice.   
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 Amber color,mild malt hop aroma. It seems this is a step up beer to people who drink bud and are getting fancy. It's an okay beer but it starts to feel and taste watery and unappealing as it warms a bit. Again it's okay but with so many choices I wouldn't pick it out again   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 My go-to summer beer. Its not the best, but it's a great beer to have during a summer barbeque. Very drinkable, very smooth. 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 3.5 | feel: 4.25 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 3 | smell: 2.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 4 | feel: 4 | overall: 4 The most American of all beers, its amber color add a different feel and more unique test then most lagers. Really like this beer out of can, bottle and tap! Great go to beer for gatherings, tailgates or yard work cooling off periods. Cant get where i live, but having buddies bring back to me from other states in bulk is a must   
