look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Allowed to attain a temp of 55 to 60 Degrees. Poured with a thick dark tan head. no light from my 500 lumen E2D Surefire could penetrate the Stout goblet. Pronounced coffee notes, roasted malts. not boozy. Smooth body. Great flavors.   
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Poured to an Ora et Labora taster.    A: The body is not very syrupy when pouring, was expecting a bit more for the given alcohol contents. The body is pitch black and the head is beige to faded yellow. Not much retention nor lacing.  S: The aroma is very very roasty, with tons of chocolate, coffee, caramel and even a bit of vanilla. The aroma is pure awesomeness.  T: Following the aroma, starts off with a vanilla-like and caramel sweetness profile. Right after, a milk chocolate and sweet coffee is present with a very prominent style. In the end, a slight sweet end turns this beer so awesome and drinkable.  M: Body is medium high, carbonation is high, sweetness is high but alcoholic contents are too prominent.  O: It's true, this is classic beer. Truly awesome.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 A dark beer with imperial alcohol aroma is a bit watered down with flavors of mild chocolate and booze. Can't detect any coffee, cream, or caramel. Not bad for a RIS, but after having had many better RIS's this just doesn't do it for me but I'm all for it being 12%.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Welcome to The CANQuest (tm), Sppedway Stout! This was a relatively spendy CAN, but since I have been spending the day drinking & reviewing Stouts, I decided to bring this one into the fore.     From the CAN: "Speedway Stout's ominous, pitch black appearance has become a hallmark of the modern-day classic. Chocolate and roasted malts dominate the flavor, supported by notes of dark fruit, toffee, and caramel. A healthy dose of locally-roasted coffee added to each batch brings out the beer's dark chocolate flavors and enhances its drinkability. Despite its intensity, Speedway Stout's fine carbonation and creamy mouthfeel make it very smooth and surprisingly easy to drink. This beer ages very well and will continue to mature for many years to come."; "This beer's great balance makes it a very food-friendly imperial stout. Pair its roasty flavors and robust mouthfeel with rich beef dishes and char-grilled foods. Both chocolate and vanilla desserts also pair well, as do salty blue cheeses like Stilton or hard nutty cheeses like aged Gouda and cloth-bound Cheddars."    I Crack!ed this bad boy open, but as much as I wanted to do an inverted Glug, its price tag & quantity (16-fl. oz.) held me back from anything more than a slow pour. It did not matter as its intense carbonation immediately led to the formation of two fingers of dense, foamy, light-brown head with great retention. Color was absolutely Black/Opaque (SRM = 44), allowing ZERO light penetration. Jeez-O, man, this was sucking the light out of the room! Nose smelled intensely of rich, black coffee, the kind that must be coaxed into my coffee pot each morning as the filter clogs due to the amount of grounds that I use. I am a retired U.S. Navy sailor & I still run on smokin' coffee. Sure, there was also dark chocolate, light smoke & the dried, dark fruits that they mentioned, but coffee was the star of the show. Mouthfeel was thick, full & creamy, just what I had been missing this afternoon. The taste was an instant jumpstart to my heart! Coffee came on strong, followed closely by dark, bittersweet chocolate and then the fruitiness began to open up along with the toffee & caramel flavors. Whee! OMFG. Phew. What a riotous beer! I almost CANnot believe that they deigned to CAN such a beast, but I am not CANplaining. Finish was dry and very coffee-like, just what I had hoped for. Phew! It is only its price point that slows me down from buying additional CANs.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Poured from 16oz can into glass. Stamped canning date is sometime in 2017, but otherwise illegible.  Pours a pure black body, with bubbly, thick tan head, extensive coverage of lacing.  Smells of dark roasts, coffee, chocolate, and slightly sweeter caramel.  Taste bursts with dark chocolate and coffee, with roasty and caramel malts at the end. A slight alcohol burn in the noise.  Silky, medium, coating mouth feel.  Excellent example of an imperial stout with coffee.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 From a can. It pours jet black with a finger worth of tan head. The aroma is of coffee and chocolate with some nice sugary and caramel-like sweetness to it. The taste is of espresso, dark chocolate, and some roasted grains. Very viscous and it coats the tongue nicely. Little in the way of booziness despite the fairly high ABV.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 I totally dig this beer. it is everything to me that a really good stout should be and serves well by itself or along side a properly cooked steak.    It isn't a harsh coffee...or chocolatey beer...but manages to hit it perfectly while throwing in some vanilla. Honestly the most important to me is it doesn't end up tasting like a chemical mess like some of the others I have had.     Drinking this is really a little too easy for a 12% beer.   
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 Very chocolatey and sweeter stout with a great light feel. Starts and finishes extremely well. Checks almost every box in what you want in a stout. 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 Two plus year-old beer pulled from my cellar, bottled in Aug 2015. It pours jet black with a mocha head that dissipates quickly leaving minimal spotty lacing. The aroma is dark chocolate and coffee. Taste is similar with the addition of dark roasted malts and a hint of vanilla. Good heat from the 12% ABV. Mouthfeel is creamy and smooth, not as thick as some, but far from watery. Excellent imperial stout.   
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Bottled on 8/28/15; 2 years of age in a 750ml bomber.    Pours black in color with almost no head/ head retention. The little head there is coffee colored.    Aroma smells like a slightly booze-forward mocha. Tons of chocolate and coffee. Undertones of vanilla and a kiss of booze.    Taste is creamy in mouthfeel; it's not super thick and chewy (i.e. Ten Fidy) but definitely not a watery stout. More unsweetened chocolate and cold brewed coffee. Absolutely delicious.    Overall, this is a phenominal beer. It compares easily to that of ten fidy and FBS. I would buy again. I see this pairing well with chocolate dipped strawberries. It gets a 92/100.   
look: 4 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4 Well looks like I finally got my hands on AleSmith Speedway Stout, and this thing is monolithic at 12% ABV - I mean it’s going to be a BIG (Bearing Immense Gusto) brew. Plus as a coffee stout it has some epic competition in the likes of Founders Breakfast Stout and my recent favourite Omnipollo Selassie Stout... it almost makes you wonder “If I was a brewer would I even want to throw my hat into the coffee stout ring”? It’s like placing your head inside the lions jaw (to borrow another circus metaphor). AleSmith are no slouches though - they know how to brew a BIG one. Time to bring out my “big book of words that describe the colour black” again... obsidian? Yeah we’ve heard that one before!    Poured from a 473ml can into a Duvel tulip.    A: Presents an opaque stygian atramentous [see, I found an even more complicated word to describe obsidian!] body with a pretty decent mocha head that hangs in there like a champ (given the 12% ABV). This doesn’t look as motherf__king ominous as other American Imperial Stouts, but perhaps this is the calm before the shitstorm? 8/10.    S: Nose is quite a bouquet of rich coffee bean, chicory, charred wood, oak, dark fruits (prune/plum), and a touch of brandy... and this next statement feels very Douglas Adams-like but: what a fragrant beer this speedway is. Look it’s a damn epic aroma - there’s no escaping it - it’s a black hole of an aroma: sucking in my olfactory senses into it like a dying star. 10/10.    T: Mmmmm-f__king-tastic! Creamy AF, but we’ll get to that, all of the above: coffee bean, chicory, charred wood, oak, prune, plum, touch of brandy, yes please sir! Plus, PLUS: it doesn’t taste anything near 12% ABV (‘cept for a little warming in the aftertaste). Pure genius AleSmith! [insert a bit more hyperbole here] Now some bad points: finish is slightly more bitter than wanted/warranted, and the coffee character isn’t as prominent as in FBS or Selassie... but damn this: spot hit. 9/10.    M: Heavy bodied, reasonably viscous, not quite Founders body (but nothing I’ve found yet beats Founders body), creamy-super-dense carbonation. 9/10.    D: Was not expecting this to come close to FBS but Speedway really does manage to come close, were it not for that bitter edge and the coffee flavour being less than prominent I might have been able to crown my new favourite coffee stout - but sorry FBS still claims that title by a narrow margin. 8/10.    Food match: I feel like smoking cigars in a totally non-exclusionary club right now.   
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 (bomber bottle, bottled 01/27/1? - last number mangled, but it looks like a 5 or 6 - wouldn't surprise me if it is a 5, given that the store from where I purchased this routinely has old bottles on the shelves... poured into a teku)    L: nearly jet black liquid; buff brown, flighty foam... little foam retention, leaves almost no collar    S: deeply malty, over-baked cookie, bitter black chocolate... coffee barely pokes thru, very little booze... floral phenol, hints of dark fruit (vinous)    T: moderate, bordering on assertive roasted grain, supported and tamed by an underlying semi-sweet toffee flavor... mellow bitterness, citrus peel-like in its flavor, possibly some faint black tea... touch of ash and molasses in the aftertaste, later some subtle menthol and nuttiness emerges... malt is fairly dense throughout    F: medium-bodied, not quite edging toward full/thick - thinned out well by understated yet enlivening ethanol    O: good - nothing distinct/memorable flavor-wise... rather mellow and refined (by age?) for its ingredients and listed strength... seems like it's in a faded state (which is great for drinking), but I'd prefer to try this more fresh next time   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 5 L: Pitch black with a creamy light brown head. A massive head is produced that leaves a surprisingly lasting creamy brown cap that leaves copious sheets of lacing.    S: Tons of umami/soy sauce, fudge brownie, cinnamon/clove spice, dark chocolate, gingerbread, fruitcake, date, fig, raisin.    T: Gentle waves of milk chocolate, cocoa, and malted milk balls upfront, which then immediately leads way to a MASSIVE punch of increasingly complex malts and roast. Dark chocolate, fudge, gingerbread, snickerdoodle cookies, caramel, and spice cake. A light espresso roast, a burnt edge, an earthy bitterness that keeps the chocolate and cake roast in check. There's a mild soy sauce note pervading the beer, but it's not as prominent as the nose suggests; but it's still there. Finishes lightly sweet but with a touch of dryness, and an almost green pepper vegetal bitterness, perhaps from the coffee. Fantastic.    F: Pretty much full-bodied. Smooth and creamy, super rich and bready. Feels a little thin on the mid-palate. It's not quite as chewy and milkshake-like as Ten Fidy and some other contemporary imperial stouts, but it's still pretty thick. A moderately high carbonation makes it super easy to drink.    O: An absolutely fantastic imperial stout. The coffee character was barely detecable, but I don't know how old this can is. Regardless, this is fantastic, world-class stout.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Probably the best coffee stout I've had, great coffee flavor without being overpowering 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 750 ml bottle served reasonably cold into a pint glass. Purchased while visiting the US for half of an arm and a quarter of a leg. :)    Appearance - Ominous black, engine oil like viscocity and an impressive finger and a half of deep tan / beige / brown foam that had impressive staying power.    Smell - An absolute molasses monster, licorice prevalent, treacle mixed in as well. Coffee is there as well, but well saturated in the background and subtle touches of vanilla make it through as well. An absolute malt bomb. Love this nose.    Taste - Molasses and licorice are the reals stars here overshadowing everything yet allowing a little quality time for vanilla, coffee, and bits of tobacco and leather. Seeing as I am someone who really enjoys the maltiness of molasses and licorice flavors this is dreamy. Just a little less coffee than I was expecting / hoped for.    Mouthfeel - Smooth yet thick and definitely chewy. Carbonation is medium and body is thick. Just right for an intensely flavored stout.    Overall - A really excellent stout that met expectations, but maybe didn't exceed them. No real qualms here (other than the high price, but that can be expected for a 12% imperial stout) other than i wish the coffee shone through just a bit more. Surprisingly drinkable for such a big and molasses / treacle and licorice forward beer, I could see myself purchasing another bottle, however the option of a 4 pack of other world class stouts is often a little too much to pass up. Highly recommended for any serious purveyor of beers and especially for those with an affinity for licorice and molasses forward beers.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 My kind of coffee stout. Slightly sweet. Great out of the switch to 16 oz cans! 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 2-yr old bottle. This brew holds up so well, tons of coffee, slick. 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 A very nice brew. Strong Chocolate and Coffee, and just a tad on the thin side. I could see myself drinking a whole ton of this if it was in our market.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 2.5 | feel: 2.75 | overall: 2.75 
look: 5 | smell: 3.75 | taste: 4.25 | feel: 5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 Serving: 1 pint 9.4 oz bottle poured into a 9 oz Libbey Embassy snifter.    Appearance: Deep, inky dark brown with a short, dense head of brown foam and speckle lace.    Smell: Rich aroma of coffee beans, caramel, and chocolate truffles.    Taste: Deep, roasted malt flavors; coffee, dark fruit, burnt caramel, dark chocolate, and an earthy, bitter close. Warming, numbing alcohol as it warms.    Mouthfeel: Medium to full body with moderate carbonation and a creamy, smooth feel.    Overall: Massively flavorful but still balanced - intense while still very drinkable.   
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Serving: Can  Canned: Jan-31-2017 (Consumed: Jul-25)      A:  Pours a thick pitch with a finger plus of doughy mocha head thanks to a very aggressive pour. Okay retention; sheets of lacing. (4)    S:  Rich, intermingled layers of roastiness. Molasses, coffee, cocoa powder, toffee. (4.5)    T:  Mmmm. Maply sweet roasted malts, coffee and sugar, chocolate, toffee, burnt caramel. (4.5)    M:  Full body with light carbonation and a to h feel, lingering treacle and toast finish. (4.5)    O:  A really really nice beer.  It looks good enough for gov't work but the rest is the tits. Everything is cohesive and together but still strong enough to be easily teased apart. Very sweet with a nice balancing roast bitterness. Thick and velvety. Like espresso with maple ice cream. Truly a great beer.  Will have again. I'm curious to see how the other can I got is in a year or so. (4.5)   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 AleSmith Speedway Stout, 12% ABV, 70 IBU. Pours blackish and thick with a foamy tan two finger head that left incredible lacing. Nose is alcohol, roasted malt, coffee, and chocolate. Taste follows with sweetness, before a moderate bitter close. Fairly smooth, decent mouthfeel. Overall excellent, though a bit more bitterness than I prefer. It is improving as it - and I - warm.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a 16oz can into a Speiglau stout glass.     Look is a pitch black with a razor thin tan head.     Aroma is crazy boozy like an old school imperial stout.     Taste is a nice blend of coffee chocolate roast and a little alcohol twinge.   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Pours a dark black with a slightly brown head. Smells of chocolate, coffee, alcohol, and roasted malts. Tastes of roasted malts, chocolate, mild coffee, and with some alcohol. Medium-heavy in body and medium in carbonation, with a smooth and creamy mouthfeel. Overall it's a delicious imperial stout. Only complaint is the alcohol is a little more prevalent than I'd like, but with age I bet it would be perfect.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Seems to pour jet black but when you hold a thin layer to the light it is a dark red-brown. Very little head, nice sticky lacing. Aroma hits you primarily with coffee, and secondarily with chocolate, vanilla, and a tiny bit of sarsaparilla, nutmeg, and malty sweetness. Taste consists of all of the above, as well as a bit of roasted malt, brown sugar, slight spice, a bit of hops. Nothing too dry/bitter/burnt, not overly attenuated but not cloyingly sweet either. Full bodied with light carbonation. Just a perfectly crafted, scrumptious and practically chuggable 12% ABV stout. My only criticism would be a bit heavy on the coffee - but that's the point, I guess.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 The mouthfeel has a balance of nitro softness and the traditional thick heaviness of a stout. The entry is very dry as well as the mouth-coating finish. The malt character is dry and granular like nine grain bread. There are notes of coffee, cherry and chocolate in the taste. There are also notes of herbal teas with cinnamon and basil. The taste covers up the alcohol very nicely. From the smell I mostly get chocolate. Extremely well rounded stout with a complex profile.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 Look: Pitch Black  Smell: Liquorice, Coffee, Chocolate  Taste: Coffee, Anise, Chocolate, Roasted Malts  Feel: Medium mouthfeel with great carbonation    The alcohol is hiding very well for being 12%, I could crush this. Really nice stout! Cheers   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours black with a one half inch tan head that dissipated quickly to a ring and left a little lacing. Smells and tastes of coffee, deep, dark roasted malts, dark chocolate, caramel and dark fruits. ABC barely noticeable at 12%. Thick, creamy mouth feel. Full bodied and lightly carbonated.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 5 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 The appearance had a one finger tan foamy head that dies within thirty seconds maintains a slightly thick lacing. The smell had roasted coffee up front, raisin tries to come in fairly strong along with the coffee, but mainly stays just a tad behind, black licorice also tries to power its way through, but is just a tad more subdued then the other two aromas, for the most part I’m impressed how all three are coming through as powerful as they are. The taste was a dry roasty coffee, slightly sweet through the raisins and leaves a dry roasty yet also kinda toasty sort of coffee aftertaste, dry bitter coffee finish. On the palate, it sat at/about a medium to heavy, actually probably closer to heavy, sessionable - not really but makes a good sipper. Carbonation seems to be good for the style and for me - dry and slightly smooth, coffee-like coating the tongue and mouth. Overall, wow, this is a pretty good American Double / Imperial Stout.   
look: 5 | smell: 4.5 | taste: 5 | feel: 4.25 | overall: 4.75 Poured from a 1 Pint CAN (right??). Can recommends to drink from a gobblet at 50-55 F, but I can't wait to let it warm up: going in blind.    Pours an oily black color with a dense caramel, khaki-colored head. Head dissipates into a thin ring around the glass after a minute or two, traces of bubbles cling to the glass...it's like a cave formed from bubbles.    Smell: At first, didn't smell too much (probably too cold), but the more I sniff the better it gets: lots of dark fruits and coffee, faint caramel.    Mouthfeel: Too busy savoring the taste to even notice mouthfeel.    Taste: Sweet Mary and Joseph! If there is a coffee wine, this might be it. First, almost no alcohol taste. That in itself is impressive for a 12% beer. (Impressive... and dangerous, but I LIKE DANGEROUS!)  Speedway goes down like a tsunami of roasted coffee, deep, savory dark fruits and smoky caramel. Bazinga!     If this is your first stout/imperial stout, don't drink it! You'll ruin every other stout you touch. For real. This is one of those beers that having swallowed a mouthful if you breath in again, you can still taste it in your mouth. It's a jealous beer that takes up every single tastebuds from first sip to last.     I don't know why it's called "speedway;"   I think "sideways" is more appropriate.     What a beer. Woof.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Very smooth considering the abv which is very well hidden in this stout. Lots of roasted malts and a little bit of of vanilla and coffee in the finish. Great overall stout!   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Pours black with a big two finger head that fades slowly. Awesome lacing. Aroma of coffee and vanilla. Taste of coffee, vanilla, light heavy cream, molasses with a light bitterness at the end with a coffee grind finish. Excellent stout. Look forward to more from them. Not sure why I passed it over so long. Definitely will keep a bottle in stock.   
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Poured from the can 4 months after date. Not super alcoholic for 12% but also not as complex as I expected. Decent stout. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 Pours murky black with satisfying gloop-gloop-gloops. The head dissipates into a nice, lacy cap.    Nose is dense coffee oils, sweet tobacco, brown sugar, chocolate; dark, sticky bread. Taste breathes warming booze and malt-nut into the finish; light hoppiness/licorice, too.     The perfect balance between bitterness, sweetness, creaminess and carbonation. This has got to be as good as it gets for a barrel-free stout.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 From miguel. In Teku glass. Playing 8 Bit Adventures. Really smooth, creamy, balanced and the 12% ABV is completely hidden. Very pleasanat vanilla and milk chocolate notes. Deserves all the hype   
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 750ml bottle poured into a snifter. No details about the bottled date so not sure about the aging but shouldn’t be an issue for this big Stout.    Murky black in color with thick frothy khaki head as a showcase, the head retains very well with good retention and slowly dissipates to a long-lasting bubble film on the surface also leaves lots of sticky lacing here and there.    In a nose, rich and dark milky chocolate, black coffee, mocha, cocoa, toasted and roasted malt, caramel, vanilla, dark bread, charred nut, tobacco, modest sweetness, mild dark fruit, licorice, and a slight hint of spicy alcohol, all you could imagine from great big Stout, they are all packed here.    The taste is dominated and led by all kinds of chocolate and roasted malt at first. Then it is supported by coffee, cocoa, toasted nut, vanilla, caramel, toffee, dark bread, dark fruit, licorice, sweetness from both malt and alcohol, boozy spice with some warming touch, and strong bitterness mostly from roasted and toasted profile. The end is wrapped up and lingering with intense roasted flavor.    Full body with creamy smooth mouthfeel and some sticky touch through the palate, the feeling is not too hefty while being not too watery despite holding rather low carbonation. In fact, it is crisp enough and proper to carry all the things well. Finish is very dry.    This one is totally blow me away. It is among ones of the best Stout available out there. For me, I think from tap is more mellow and smooth while from bottle is more aggressive and intense. Anyway, it is great in whatever you choose.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Wonderful, thick, full-bodied stout bursting with flavor. Has a little bit of a funky nose to it. 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 A: [4.25] The can lists the ABV (12.0%) and there is a canned date (01/31/2017). The beer is black and forms 1/2 a finger of khaki colored head. It seemed thick while pouring. The head has good retention.    S: [3.75] Bourbon, cherry, dates, tobacco. The nose is prominent and forward. Start to get the coffee as it warms.    T: [3.75] Marshmallow, chocolate, charred wood.    M: [4.25] Thick and chewy. It is dense. But it has more carbonation tingle than I expected. There is also some alcohol that stacks up if you sip too many times too quickly.    O: [4.00] For 12% it is really well hidden. The body is thick. You have to sip it. I got a lot less coffee than I expected. The flavor overall is nice along with the nose. This is something that you need to save for a special occasion. I am not a cigar smoker but I predict this would pair really well. As this warms and mellows it continues to get batter and better.   
