look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.25 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3 
look: 3.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Pours a dark brown/cherry colour with a small mocha head. Aroma is rather faint compared to an IPA but there is some chocolate and most notably a smooth boozy sweet smell from the bourbon. Wow, I'm going to have to drink this slowly. The first sip hits you with some chocolatey roasted malts but then the bourbon flows in and dominates the end of each sip. That is a kick your ass beer, but the taste is all pleasant as opposed to the harshness of some of the imperial stouts I've had. I'm still not a huge fan of this style, but this one was quite enjoyable.   
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.75 Amazing wee heavy scotch ale style, very well done, extreme depth of flavor; hints of caramel, vanilla, bourbon, and slight almond flavor. Very well balanced. One of the best period, enjoy!!   
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Dark brown with a ruby tinge, light cloudiness and a half finger of reddish beige head.    Smells of rust, toasted malts, caramel, molasses and brown sugar. Hints of barrel ageing and alcohol    Tastes of brown sugar, toasted malts, stinky foot, malt syrup, dark raisins, and overall its fairly sweet.     Medium to thick, syrupy body, with little carbonation.    Got this one in Toronto at LCBO, drinking in Muskoka, Jan 11th, 2017.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 12 ounce bottle poured into a Whiskey Snifter. For the start of this, I’ve enjoyed this beer many of times in my past. This is the first time I thought to capture my opinion and overall thoughts of this brew. This Bastard pours a gorgeous color. Deep Amber transparent body that grabs on the level of being Burgundy. This brew is crowned with a deep Khaki soapy Head. Very Impressive to eyes.     The Aroma should dictate where the Bastard is going to lead us. This first grabs your nostrils with a touch of booze and Toasted Grains. Secondary aromas of Caramel and Raisins that have been soaked in Bourbon. A slight buttery note is apparent but not offensive. Very nice!     Da Flavah! This first hits the palate with a semi-sweet Toasted Malt Character. As the Bastard takes his time showing you what he’s about, flavors of Caramel and slight Raisins show up first. Then a splash of the Bourbon Characters come into play. Notes of Char, Cinnamon and Booze play around your tastebuds and compliments the Base Beer nicely. This finishes in a medium Luxury level...neither Rough nor Shallow just right and on time. Booze Bitterness hits as a closer and the aftertaste is where all the flavors come together...Symmetry. The feel of the brew is Medium-light playful body with tight fizzy carbonation.     Overall: This Bastard is an Outstanding Brew! Founders really put some Heart and Soul into the Making of this....Bastard. I appreciate it that they did. All the flavors compliment each other in a unified manner. This brew is both Luxurious and Aggressive at the same time... The only downfall and only “complaint” has to be how the brew feels on the palate (First World Problems, I know). When you have such Amazing flavors going on, you’d expect the feel to be Rich with Accenting Carbonation. It’s a bit lackluster to me... At the end of the day, I’ll still grab this Bastard because he’s an enjoyable Bastard, like an Uncle or Work Mate. All in All this Brew is Recommended!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Unbelievable scotch ale style, very well done, extreme depth of flavor; hints of caramel, vanilla, bourbon, and slight almond flavor. Very well balanced. One of the best scotch ales. period, enjoy!!   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Poured from a bottle into a glass.     This is not my first wee heavy, but it is my first barrel aged one. A premium, hearty, great brew.     Looks dark reddish brown. A thin head.   Smells of creamy chocolate, wood, dried cherries, vanilla, and a hint of almond.   Tastes similar with an enhanced woody bourbon character and a high degree of wafting alcohol.   Feels full bodied, but not too heavy. A little smooth, a little sticky and coating. Quite warming.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 I’m a big fan of scotch ale and enjoyed this one too. The barrel aging seemed to really mellow this one out so that it had a smooth taste all the way through with a nice sweet taste. Finishes with some of the barrel taste, I would definitely pick it up again.   
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 4.75 Poured into a tulip glass from a bottle. Dark brown and little head. On the nose I smell fig. Great balance on the taste. Chocolate notes on the back end. Been drinking this beer for a while, first time reviewed. Awesome beer for the $’s compared with other barrel aged beers.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Very good, isn’t ridiculously priced, and is pretty easy to find where I’m at. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 2.5 | overall: 3.25 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 12 oz bottle. Pours brown with tall, long lasting, fluffy, beige head and nice lacing. Aroma is of dark fruit, bready malt, cherries, alcohol and vanilla. Body is full and smooth. Taste is of alcohol, wood, vanilla, caramel, dark fruit, spices and herbal hops. Finish is long and spicy. Great brew.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.25 Poured a dark brown with ruby undertones, minimal head. Tons of oak, coffee and vanilla hit the nose. Tastes so good, same as it smells really but with bourbon in the mix and is an easy drinking brew.   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 12 oz bottle- Pours hazy dark brown with a red hue and a light tan head that reduces. Aroma is coconut, vanilla, toffee, oak, bourbon, caramel, all the barreled goodness that i have come to expect and hope for. The taste is velvety smooth, creamy, toffee, caramel, oak and bourbon are spot on, there but not overbearing. Delicious.   
look: 5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 1 | taste: 1 | feel: 1 |  overall: 1 Oh, boy. Because this is Founders, I have bought three bottles. Never tried it before and as a follow up to KBS, Breakfast Stout and CBS, I thought "what could go wrong"?  Well, this. This disgusting, brie smelling, bourbon, whiskey-cheese tasting yuckiness. Just gross.   I am not even going to get into anything with this brew, as it truly is for Backwoods Bastards, which I am not.   One of the worst beer I ever had.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Founders produces a lot of good beers. Some of their of their best beers are specialty beers found on tap at their pub in Grand Rapids, MI; however, this is probably the best bottled Scotch Ale I have tasted. It has a robust flavor, a lot of complexity that makes one reluctant to swallow.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3 Wasn't too impressed, but I'll go good, but not great. A bit disappointed, but maybe I'm not a wee-heavy kind of guy. The after taste actually reminded me of beercase cheese, which is not a good thing to be reminded of. I've been trying to forget about beercase cheese, and then this brew comes along....    Drinking it is a good experience, with a thick mouthfeel and some nice barrel notes. Flavor is on the bitter, earthy side, especially the finish, with some faint sweet or yeasty undertones. Earthy flavors are what bring-up beercase memories. Beercase also has pooh flavors, not present here, fortunately. In my experience, earthy, while nice in small quantities, is not too difficult to achieve. Just throw some dirt and bark in, and you're going to get earthy. I can like earthy, but I'm not going to think it is amazing.    The image on the label of a backwoods bastard fits rather well with the flavor profile. Did he bathe in the tun?   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Drank 12/13/17. Cellared 16 months. Mellowed out the bourbon barrel which I'm not a fan of, definitely a very drinkable beer for me now. 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Maybe the best bourbon barrel-aged beer I've had. I love using Scotch ale instead of the traditional Stout. The balance between malt and the bourbon flavor is fantastic.. lots of bourbon flavor, but not overwhelming   
look: 3.75 | smell: 3.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a deep copper color. Tan head. Lacing persists throughout.  Aroma is malty and caramel. Also some bourbon and vanilla.  Taste follows the nose with caramel and sweet malt. Also a good bourbon presence.  Mouthfeel is rich, thick. Carbonation is just right.  Overall a very good beer. Definitely a sipper for cold nights. Great job.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 It pours dark copper with a finger or so of foam. The aroma is of caramely malts and of bourbon. The taste has a ton of vanilla and malty caramel. Surprisingly light bodied. Not much carbonation   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Beautiful color. Smells sweet, Bourbon, vanilla, little cherry. Cherry, bready, malt vanilla. Full bodied mouth feel. I'm impressed. Love that. Overall, this was done really well. Really hid the booze here. You'll never know it's 11.21%   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 12oz bottle: this one pours a fairly opaque brown color. There was a bit of a tan head that didn't linger long. Good nose! Lots of malts, oak, spices, touch of vanilla and maybe a bit of cherries. Just a whiff of bourbon. The taste is excellent. Lots of malts, with some roasted notes. A subdued sweetness. Vanilla, oak, spices, some dark fruits, faint cherry and bourbon. A lot going on in there. Very Nice!   
look: 4.25 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 Its body is a gorgeous mahogany red that's visible only when held up to the light. It's more of a chestnut brown otherwise. A creamy inch of tan head boasts good retention relative to its ABV.     Big, young bourbon seeps out of the glass. Slow and deep vanilla and oak with heavy caramel. New leather and clean ethanol give it a liveliness. Notes of chocolate pudding and fig newton make it extra dessert-y.     Heaps of gooshy figs and sticky raisins seamlessly meld with creamy oak and vanilla. The bourbon is sanded down, smoothed out and delicate rather than heavy. Creme brulee and round caramel come with a streak of sweet booze. An extra level of ooze comes in the form of molasses and old leather.     There's so much complexity in terms of heavy, deep, rich bourbon and dark fruit flavors yet its body is still able to have a sense of delicacy and neatness. Every component melds together flawlessly. Its chewy and creamy texture is a very enjoyable added bonus. Its 11.2% ABV is found only in its dry finish and lingering warming sensation. It's masterfully hidden in both the aroma and flavor.    Harmony and balance are left in perfect form with its lengthy stay in bourbon barrels. I'm very impressed at how well all of its components come together to make one complex impression with a leveled impression of intensity.   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 2017 release 12oz bottle pours a headless cloudy brick-red and leaves no lacing.    Aroma is scotchy oak booze and gets leathery, and fruity as it warms.    Flavors match adding caramel, vanilla, cocoa, dried fruit, and brown sugar.    Mouthfeel is a full leaning medium that stops just short of coating the mouth leaving behind a distinct scotch aftertaste.    Overall this is a solid beer from a solid brewery.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 I love this beer. If you love bourbon this is the beer for you. The bourbon is heavy in this beer. Nice malty taste and slight bitter taste at the end.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 This beer is incredible. Outside of KBS this is the best barrel aged beer I've had.    Poured into a tulip from a 12 oz. bottle. Dark brown with a quickly receding beige head. No lacing. Not a remarkable looking brew but I've never bought a beer based on looks.    Smell is phenomenal. Bourbon malts. Unbelievable.    Taste is superb. It's like a bourbon beer. No noticeable hop presence. Malty, bourbon, caramel sweetness with a mild bourbon aftertaste.     Mouthfeel is perfect. Super smooth.     Overall, a wonderful winter time sipper. I highly recommend letting this beer warm. I let it sit out for close to an hour before drinking. I would imagine it's probably around 50 degrees when I drink it. This is a great beer and I'm glad Founders is making it a year round offering.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Solid and satisfying barrel aged ale with sweet overtones and a mildly boozy finish. Another quality release from Founders. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 From a 355ml bottle served straight from the fridge at 8 degrees Celsius into a white wine glass. Best before date: 20.07.2018.    Look: The beer pours a clear, very dark brown with 5cm of dense, light brown head that dissipates into a craggy cap in 3+ minutes. Great lacing and good overall retention especially given the 11.1% ABV.    Smell: Medium-strong intensity with sweet balance. Rich and complex. Notes of dark fruit (raisins and prunes), milk chocolate, cooked sugar (caramel/toffee), and oak. Slightly vinous with a touch of minerality. The nose is a harmonious mix of fruit, sugar, and barrel-aging all soaked in alcohol – a dessert in a glass!    Taste: Bam! Strong and sweet – though not cloying. Significant oak presence with additional notes of caramel/toffee, milk chocolate, booze, and dark fruit (raisins and prunes). The finish is long, strong, and sweet with pronounced oak and ethanol. Absolutely delicious.     Feel: Full body with mild carbonation. Creamy, thick, and slightly chewy viscosity with notable alcohol warmth. This one has an impressive presence on the palate.    Overall: I love Founders – I haven't yet had a beer by them that I don't adore. A definite sipper, Backwoods Bastard is not for the faint-hearted; it's a punch in the mouth with plenty of alcohol to take you out fast. The brew is very complex in nature and displays excellent craftsmanship. As far as I'm concerned, this is a must try beverage. A companion to sit down and contemplate life with.   
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is my favorite beer of 2016 and 2017. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Dark amber in color. Smells like brown sugar and bourbon! Taste like bourbon with hints of caramel and again brown sugar. Magnificent! 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4 | taste: 3.5 | feel: 5 | overall: 4.25 While reviewing this I poured into a 10oz snifter. I want to give a fair comparison to the first time I had Dirty Bastard on tap.     Look: A very deep amber with a highly retained beige head. Very nice to look at.    Nose: Bourbon, caramel, and orange peel, but mostly bourbon. The nose is nice, but the bourbon drains out the other characteristics I enjoyed from the standard Dirty bastard: butterscotch and caramel in particular.     Taste: Very overpowering bourbon--almost too heavy in my opinion. But, it finishes out with the nice caramel characteristic I remember enjoying from the original. It finishes with the taste of pure alcohol which really isn't my thing. The orange peel doesn't come through.     Mouthfeel: Wonderful. It is medium bodied, creamy, and smooth. Definitely helps with the high bourbon presence.     Overall: A fun beer to try. I enjoy it, but I prefer Dirty Bastard on tap. Bourbon Barrel aged variants tend to be a notch up, but the was the opposite for me unfortunately.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 A nice reddish-Amber color with light tan head, lots of lacing. Nice flavor of bourbon, can be strong if you're not into bourbon, and hints of toffee, maybe some chocolate with a sweet smooth finish.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3.5 Big bourbon flavor , nice body , medium thickness. Nice smooth sweet vanilla finish. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Very well balanced. 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 2 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Looks dark at first, but when held up to the light, is actually a very nice deep ruby color, making htis one of the best looking beers I have seen. Very little head, not surprising considering the alcohol content.    Smell is a bit sweet, like caramel. Little fruit as well, and the oak gives it a smell that reminds me a bit of the outdoors.    Lot of caramel and booze up front, seems whiskey like. Picking up fruit notes, mainly cherry. There is an earthines from the oak, and leaves a lingering burn from the alcohol at the finish.    Little on the harsh side, there is a burn to it, but not exactly a bad thing.    Overall a nice diversion, as normally I an inclined towards Belgian beers. This is a nice complex beer, and a good one for a chilly night. If you like a big boozy beer that is also complex, give it a try.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 The beer pours dark reddish brown with just a thin ring of foam. The smell is all oak for me. The taste is oak, nuts and slight fruit, and very well blended. It goes down much lighter and smoother than expected, so be careful with this one. Overall it's a nice beer I hope I find again.   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Had this beer fresh, had it aged. Had it ice cold and had it room temperature warm. Tastes best a year aged at room temperature warm poured into a snifter. Perhaps even better with more years, only time will tell.    Look is ruby red, copper dark with flavors of dark fruit, oak, caramel, toffee, and creamy bourbon. Perfect November slow sipper.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 Sweet, Carmel, boozy with just a tiny bit of bitterness. Really, really good. 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 To the eyes this brew is quite dark with some ruby red tones towards the bottom of the glass. Light tan head that disappears quickly.     This beer fizzles on the palete.     The aromas I am getting are oak-y, dark fruits, caramel, chocolate and boozey bourbon.     Taste is fantastic. Lots of ooey gooey caramel and milk chocolate.     Highly recommended. I would go out of my way to acquire this beer.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 I had fairly high hopes.for this, as dirty bastard is a great Scotch ale. This completely exceeded my expectations. Very bourbony but completely compliments the base ale. So smooth it is dangerous.   
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Shocked! I really wasn't expecting... the smell. Even now, writing this, I'm taking whiffs. When the label says "Backwoods," it's truth in labeling, for sure. Sawdust. Compost? Definitely decay. Dank. Like in the basement of a basement dank. If one really likes the smell of nature - the very earthy, stinky smell of nature, the smell of this beer will do the trick.    I don't think I like the smell. But I'm not sure. I hate to do this, but... you know how if you stick a fingertip in your navel and smell it, you are repulsed and intrigued at the same time? Or... maybe that's just me. if so, never mind.    The look is interesting. Strange lacing like I've never seen before. Spots of lace, like measles, along the glass.    The taste is kind of sweet... at first. And then... maybe liquid compost? It's actually rather complex, but hard to describe. Like the look, it's interesting. Is the flavor good? I'm just not sure. But I'm drinking it, and not inclined to drain pour it.    This beer would go well with watching "Deliverance." I'm not even kidding. Whoever named this beer did so for a pretty good reason. Take a few sips while listening to "Dueling Banjos." This is an ominous beer.   
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 very easy sipping! nice! 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 pours a dark deep ruby, heavy deep amber close to brown with a solid head. looks like a big barleywine    smell is sweet and full of raisin and malt. in a good way! clean and refreshing    taste starts almost salty. raisin, leather and slight scotch.    my 2nd go with this beer was much better. ruby amber color with a ton of bourbon aled flavor   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 2.5 | taste: 2.75 | feel: 2.25 | overall: 2.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours a dark ruby red with a tan head. Smells of booze, malts, caramel, toffee, and vanilla. Tastes of bourbon, wood, vanilla, malt, caramel, dark fruits, and alcohol. Medium-heady body with medium-light carbonation. Overall this is the best wee gravy I’ve ever had. Incredible.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 A dark, deep red, almost strong iced tea looking. No head at all. Nice strong raisin smell. No alcohol aroma. Nice raisin and fruit flavor with some sweetness of caramel. Still not strong on the alcohol. Lingering notes of dates and maybe prunes. Goes down smooth. Easy drinking for an 11.2% brew. An excellent beer. Overall this is a fine example of an American made Scotch ale if not the finest I've ever had. 2017 Release in 12 ounce bottles.   
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
