look: 4.75 | smell: 4 | taste: 3.5 | feel: 3 | overall: 3.75 
look: 3.5 | smell: 3 | taste: 2.75 | feel: 2.5 | overall: 2.75 Look - Pours dark brown almost black in color with a short fizzy tan head, no lacing.  Aroma - Cocoa powder, yeast, toast.  Taste - Sugary sweet up front, tastes similar to chocolate syrup, not a whole lot of roasted malt, a bit of caramel towards the end. The aftertaste is slightly sour, sugary and a little metallic. More chocolate than stout characteristics.  Feel - Light-Medium bodied, ample carbonation, a bit watery.    Overall - Easy drinking. Hard to tell that this is a stout, but worth a try if you love chocolate.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.25 | overall: 4.75 This is in competition for my favorite beer. I've noticed a lot of people talking about a nitro head and so on, but as far as I've ever tried this beer, it's been carbonated, the regular way. With carbon dioxide.    I've picked up a bottle of this for plenty of "me" times, because it's a great comfort beer. It's one of those fabled "you can drink it a little colder than room temperature" beers from England that we've all heard so much about. In fact, you really don't want it too cold, because the flavors are so varied and delicious.     Pouring this properly leads to a relatively weak head, especially for a relatively fizzy British beer, but you won't mind too much once you've had a few sips. The first whiff gives an almost woody inhale with a deceptively sweet finish, but the first quaff dispels the saccharine-sweet notion, replaced by a very-lightly sweetened, almost natural-tasting coffee flavor. This makes sense as cocoa and coffee aren't all that far off in terms of raw taste, with both being fairly bitter, robust pods originally drunk by dipping grindings with hot water. Both also contain caffeine, of course.    Others I've seen have compared this to Guinness. Why, I can only imagine. I'm guessing they may only have ever tried the Irish staple before and have no other stouts to compare this British great to. Perhaps in England this is served with a similar nitrogen bubble, but in the U.S., it seems to always be properly carbonated. It is a little flat compared to macro lagers, but against your standard pretentious microbrew, this is fairly carbonated. It's no soda, but it's definitely not a nearly-flat Guinness.     The mouthfeel, aside from the carbonation, is quite thick and creamy. It earns the term "milk stout". I remember as a younger man, hearing people often saying that Guinness is a meal in a can, but this stout is a 4-course royalty dinner in a bottle. You're not so much drinking as chewing this beer, which is actually rather enjoyable in this case.     Someday, when I don't feel like I'm wasting my money, I want to try this as a float. With Ice Cream. Until then, I'll continue to save up and buy a bottle when I get a chance. I suggest you do the same if you're looking for something tasty, different, and impressive. Dark as hell, thick, delicious, and still quite small. It's worth the ~5 dollars.   
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Not too intense but nice even flavor 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 At 5.2% ABV, this is as good as it gets as chocolatey stouts go. Bottled a month ago. Fresh & Delicious!! Highly recommended. If you are a craft beer aficionado, you have to knock this off your list. Nice chocolate, plumbs & roastiness to boot!! Great schtuff!   
look: 4.75 | smell: 3 | taste: 4.25 | feel: 4.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 On tap, 03/29/2017 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.25 Pitch black, one finger tan head. Spotty lacing.    Smells of cocoa, coffee, milk. Kinda roasty. Pretty fragrant. Butter?    Taste is coffee first, then chocolate milk. Slightly peppery. Roasty/toasted bread. Slight bitterness in the aftertaste. Very "round" taste, feels rich without being too heavy.    Smooth mouthfeel, medium carbonation and body.    Pretty good, well-balanced. Needs more bite.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Decanted from 440 ml/14.9 fl oz nitro can into a conical pint glass. Pours a dark brown to black with typical pattern of clearing with a solid and lasting 1/2 inch head. Nose: bitter chocolate, toffee, banana; palate: remarkably dry with nice balance of dark roasted malts and dark chocolate, with anise notes. Medium bodied with full, creamy mouthfeel. Really a impressive drinking experience.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.25 | feel: 2.75 | overall: 3.25 I poured this one out of a can with the widget so I got that cool upside down head that finally settles out to a very dark black with a nice creamy, frothy, two fingers of a tan head. The beer was black enough that I could not see any ruby notes around the base of my tulip glass.    The smell was pretty basic with some bitter chocolate, like bakers chocolate, and some hints of coffee.    The taste was much like the nose with that bitter chocolate and some coffee. The chocolate was sweetened somewhat by the lactose and nitro that made it just a bit sweeter than straight bakers chocolate.    Mouth feel was a medium creaminess with a wet finish. And also note because of that nitro the beer, in my opinion, tastes flat and blah.    I did not realize I was getting nitro cans and was dissapointed when I went to get the beer out of the fridge and heard that widget rattling around in the can. Sorry to all the folks that like them I just think that nitro kills the beer. Give me carbonation over that flat nitro flavor any day of the week. At least the wife enjoyed it a lot more as she actually likes the nitro. So there you go, two opposing views of the same beer.   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.25 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.75 | overall: 4.5 Great beer (I'm having it from 500 ml bottle, exp. 11/2017, with chocolate malt and chocolate flavouring in its ingredients). After a while coffee notes make room to hazelnut. It's worth letting it warm a bit.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 Not much of a head out of a bottle pour which wasn't a great way to start but was impressed after this. Nice caramel smell, fairly smooth with no alcohol bite though some carbonation. They were not kidding when they said double chocolate though! Big chocolate note mid-late palate with some additional sweetness. Probably that caramel coming through again. Overall no real issues with the beer and would drink again.   
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 3.5 | feel: 3 | overall: 3.75 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 3.75 | overall: 4 Poured from a 500mL bottle into a snifter  L- Darkest brown with almost no light coming through. Mocha tinged head typical of the style  S- Rich and creamy chocolate, caramel, hazelnuts, espresso, actually smells a bit like a Caramilk chocolate bar. Also detecting a subtle pear smell.  T- The most velvety chocolate on first sip accompanied by espresso, caramel, toasted nuts, and cream. Maybe too heavy on the malts though  F- Incredibly creamy with a nice dry finish although i would prefer a more full body.  O- Solid milk stout that i can see myself buying again   
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 Nitro! Pours dark brown with a 1/2 in head that has nice retention. Collars around the glass    Smell is roasted malts and chocolate. Sweet. Nuts    Taste includes roasted malts, sweet and bitter chocolate, fig?, coffee    Overall a decent stout! A little bit too thin for my liking.   
look: 5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 Classic velvety nitro pour with lush head. Medium dry baker's chocolate on the nose with a little wet malt behind it. Taste is just some medium roasted malt and some milk chocolate. Understated, maybe to a fault as none of the flavors really assert themselves. That said, there is nothing off about it and it checks all the boxes, Could have been creamier on the feel.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Black, a little ruby edge up to the light, and a lasting tan head with good lacing down the glass. Nose is big Tootsie Rolls. The flavor is a little cola-like at first, then big chocolate kicks in mid-palate. A nice subtle bitterness takes over from there and you get a nice combo of bitter and sweet chocolate. Slightly creamy and oily, dry on the finish, average carbonation, and medium thin body. Overall, it reminds me a bit of Boulder's Shake Chocolate Porter, with that big Tootsie roll vibe. Nice stuff.   
look: 4.25 | smell: 4 | taste: 3 | feel: 2 | overall: 3.25 440 mL nitro can into globe     A: An aggressive pour yields a bodacious one and a half finger cream head with some light cascading. 100% opaque, deep granite. Very strong retention (impressive).     S: Light, creamy, mellow roasted malts. Has a particular dairy character, reminiscent of a milk stout? Undertones of caramel, traces of date following with notes of hazelnut. Prevalent coco essence blended with mulled raisins.     T: Does not betray the nose, sweet, almost as a coffee creamer. Repressed nuttiness, but teaming with malt character. A lot of milk chocolate play, with a certain level of pruininess. Not something I would call complex, and lacking a desired roasted facet. A little too much of a diacetyl profile. Finish is overly confectious, and overwhelmed by a lactic presence.     M: Way too light in my opinion, even if this was classified as a milk stout. Almost watery. The body is good, thanks to the nitro, light, frappe, easy drinking.     O: Not a favorite. There isn’t much else to say. Look to Left Hand.   
look: 5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 The beer is black with a thick foamy had that lasts and lasts. The beer smells of sweet chocolate and roasted malts though the smell is not as strong as other stouts. The beer has a strong taste of chocolate with a slight char of bitterness at the end. The beer is silky smooth.   
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 Near black with a creamy, tan head. Solid lacing. The aroma is chocolate, with some toasted malt and hints of caramel and vanilla. The flavor reminds me a bit like the smell of vanilla extract. Velvety chocolate, smooth and rich. A delicious treat any time of year!   
look: 4.25 | smell: 4.5 | taste: 2 | feel: 2.5 | overall: 2.75 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 Buen aspecto aunque con una espuma no muy persistente. Buen aroma de chocolate stout, con un toque ahumado. Sensacion en boca mas seca de lo que me hubiera gustado, con un cuerpo bastante liviano.   
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.25 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a nitro can into a glass.    Brown/black liquid.     Dark khaki nitro head; a curtain of lace.     Roasted coffee & milk chocolate nose; a wonder!     Silky medium mouthfeel.     Smooth milk chocolate delight. Hint of roasted coffee. A true anytime beer; good for breakfast or the end of the night.   
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Uk beer, Abv 5.2%  Negra, cabeza off white sin retencion, y baja carbonatacion. En el aroma algo de cafe nada muy especial. Gusto mayormente a cafe, cacao nibs y un final ahumado, algo de sabor a alcohol y cuerpo mas bien ligero.   
look: 4.25 | smell: 4.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 5 | overall: 4.25 From 12oz glass bottle.    Look - pretty much opaque black, even in front of a bright light source. Sturdy 0.75" foam head forms from the pour into a stout glass.    Smell - Bitter-sweet chocolate tied with maltiness.    Taste - Bitter-sweet chocolate tied with maltiness, a tiny bit of sweetness, a fair amount of dryness.    Feel - Perfect carbonation level IMO. Feel is medium thickness, tingly and dry.    Overall - Pretty OK chocolate stout, nothing too special about it to separate it from other chocolate stouts. I prefer chocolate stouts to be sweet, and this one doesn't have that level of sweetness I look for. But if you prefer dryer, less sweet stouts, then more power to ya and this is definitely something you might like.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 Pours a very dark brown, almost black with a tan head. Aroma is dominated by chocolate and hint of coffee. Flavour is bakers chocolate with a hint of sweetness. Hops are subtle and mouthfeel is a tad thin and falls off somewhat at the finish. Drier than I expected but still quite good   
look: 4.25 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 4 L: Near Black with a foamy head that holds form  S: Wonderful Roasted Malts with a hint of cocoa and toffee  T: Dark Chocolate with bread undertone; lingering cocoa finish  F: Creamy with palatable carbonation; lacking in thickness  O: A very pleasurable pour, well balanced, enjoyable but not overwhelming   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Very dark brown look to it, has that oily edge. This might say "double" in the title, but I believe that is in regard to the amount of chocolate or chocolate malt going on here, not the abv or overall strength of the beer itself. Now that is out of the way, lets talk about the aroma, no the head, good 3/4" tan small bubbled head. An aroma evocative of chocolate malt for sure. A little bit of barley behind that.    Taste, wow, the lactose in this and chocolate malt make for a very chocolate forward beer without the use of any actual chocolate. Right? This doesn't actually have the adjunct chocolate? Its chocolate malt and lactose, and they work well. You never have the roasty edge in this one, that's why I said oily and stuff. Pretty sessionable. I think this is a good stout to give people who don't like the overly bitter and heavily roasty or syrupy ones.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 5 | taste: 4 | feel: 5 | overall: 4.75 I like this stout. I include it in a bout with Murphy's. Meaning, I will drink one of these in rotation with Murphy's to keep it from getting too familiar to where I can't appreciate the flavors. I'm not trying to get an experience from my stout. It just has to work and taste good enough. I can appreciate where Young's is going with this version. It's a relatively good, all purpose stout. It's really good at knocking the dust off on hot summer days and it's great with dinner.   
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 Bottle was 3 months past best by date. 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 L. Black with a big foamy French vanilla head which stays.  S. Malty sweetness, cocoa bitterness, dark chocolate, toffee, creamy milk chocolate as it warms.  T. Not that sweet right from the fridge, grassy bitterness up front. Slight nutty toffee, bready\biscuity, unsweetened to semi-sweet cocoa with grassy hops on the finish.   F. Medium body, slight resin\chalky.  O. Easy drinking, not very sweet, liked but didn't love it. Cheers!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 An outstanding and classic example of the Chocolate stout. What else can I say. Cheers! 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 2.5 | overall: 4.25 Serving type: 12 oz bottle into a pint glass    Pours a deep mahogany brown color with mocha colored bubbles that persist. Smell is of chocolate syrup, cocoa powder, dark chocolate, slight mocha roastiness. Taste reflects the smell. Initial chocolate and dark chocolate flavors lead into a pleasant roastiness that finishes with a cocoa powder flavor that lingers for a short while. Feel is a bit thin, carbonated fine. A little weak for the stronger chocolate and roasty flavors. Overall this is a great dessert beer with outstanding chocolate and roast qualities but the feel is a bit underwhelming.   
look: 3.5 | smell: 2.75 | taste: 1.75 | feel: 2.25 | overall: 1.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 5 | overall: 4.5 Great texture. Can is WAY BETTER that bottled. 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 On tap.    Pours a beautiful dark brown almost black color with a thick frothy off-white head.     Tons of chocolate aromas up front. Undertones of roasted malt and lactose. The aromas are not as robust as I'd like to see.     Taste followed the nose with a ton of chocolate flavor up front, both milk chocolate and powered cocoa. A balanced backbone of roasted malts, mild hoppy bitterness and sweet lactose are also present.     Feel was thick and velvety with some mild carbonation.     Overall a really fine example of a chocolate milk stout. One of the better ones out there.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 4 | taste: 3 | feel: 3.5 | overall: 3.75 Had this on tap. Not a big fan of nitro beers. Had low carbonation. The appearance was grand. Very dark and a thick creamy head that lasted until the last sip. Had a good aroma. Chocolate was noticeable in both aroma and taste. Thick creamy mouth feel. Reminds me of a Guiness draft, but I liked it better. Albeit, I'm not that big of a fan of Guiness.   
look: 4.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 Great UK stout roughly in the style of the classic standard-bearer, Guinness. Perfectly black with a dense nitro head that lasts forever and laces the glass all the way to the last sip. Subtle smell with undertones of chocolate and coffee. Not much more intense than a Guinness, but with a lot more complexity: in addition to the dark roast of the malt, there's abundant chocolate and coffee going on here too. A great session stout   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Young’s Double Chocolate Stout Brewed by Wells & Young's Ltd with an ABV of 5.20% This Stout pours out a deep brown color with a nice off white head. The head on this stout is nice and thick. This brew puts you in the mind set of cola , not saying that is a bad thing. The smell of Young’s Double Chocolate Stout is rich with roasted grains , malts and hops. There is also a nice amount of sweetness in the smell of this brew. More than likely from the chocolate. Now for the taste it is bold with flavors. You first pick up the smoothness of roasted grains ,malts. Then there is a nice sweetness smoothness at the end of this brew. There is alot going on in Young's Double Chocolate Stout. This brew has a real super nice balance to it, there is nothing overpowering about this brew. I can't get over how smooth this brew is. The mouthfeel of Young's Double Chocolate Stout, is rich, bold, clean, and smooth. This is one of the better Milk /Sweet Stout on the market. I really like this brew. Overall I'm giving Young's Double Chocolate Stout a 4.75 out of 5. I would buy this brew again. Wells & Young's Ltd, did an great job with this one. Thank You   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Young's Double Chocolate Stout | Wells & Young's Ltd. Poured from a nitro can into a stout glass, this beer's head is two fingers thick, with solid lacing, and a cola-esque body.    I smell masterfully roasted malts alongside the pleasant addition of the chocolates used in the brewing process of this particular offering.    Tastes like a nice blend of the notes of the smell with a nice touch of coffee in there as well. Nice and easy-going and crush-ability.    The mouthfeel here is very light as it is a nitro-canned version. Smooth and clean.    Overall, I'll give Young's Double Chocolate Stout | Wells & Young's Ltd a well-deserved 4.5. The most tolerable nitro stout I've had thus far with a very pleasing taste.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 500ml bottle given to me by a supplier.    Poured an amazing dark chocolate brown with ab hint of... red/purple. Was quite surprised by the colour and forced a 'fuck me' out of me. Big off-white/beige head which lasted and left some lacing.    Nose is good. Lots of toasted aroma, chocolate, coffee, toffee and caramel.    Palate is lovely with coffee, chcoclate and toffe and a balanced bitter finish with some toastiness/burnt flavour. Thankful for the burnt flavours not being to prevelant as I'm not a fan.    Mouth is surprisingly thin and I was disappointed by it.    Overall a breat beer. Big, bold flavours, well balanced and looks great. Shame about the mouth feel.    Highly recommended.   
look: 5 | smell: 4.5 | taste: 5 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 I always liked dark beers and so ordered this at yard house. Must say, i was not disappointing. It had the right balance of chocolate and the dark aroma, and my wife who is NOT a beer drinker liked it. So that's something about this beer!   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 5 From Hipercor. In Teku glass. Watching Game of Throned 6x02. Low ABV beer that is best enjoyed in short sips thanks to its nice chocolate bitterness (not excessive) and good body   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 2.75 | taste: 2 | feel: 1.75 | overall: 1.75 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.75 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 3 | overall: 4 
look: 2.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3 | taste: 2.5 | feel: 3 | overall: 2.5 I must have gotten a bad bottle but this wasn't anywhere near an excellent beer. There wasn't much taste to it and I noticed very little chocolate. I'll give it another shot based on the reviews.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Smells of chocolate brownie, though the smell is a little on the light side. Tastes of bitter chocolate with a faint aftertaste of raspberry. Just a hint of sweetness at the, but not overbearingly so. Well carbonated, like sparkling soda, making for an overall refreshing drink.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Bottle. Dark brown color, beige head. Heavy chocolate nose with notes of both milk chocolate and dark chocolate, roasted malt, brown sugar, vanilla. Sweet taste, roasted malt, chocolate, vanilla, coffee, dry finish. Medium body, soft carbonation.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3 | feel: 3.5 | overall: 3.25 Young's Double Chocolate Stout in an 11.2oz bottle. Nose is chocolate. More bitter than I prefer, not much chocolate taste, a bit heavy on carbonation. Overall can't recommend it as a chocolate stout, maybe just as a stout.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Reviewed in Roger Protz' CAMRA classic "300 Beers To Try Before You Die!".  MJ's "Guide" gave 3 of 4 stars saying "it meets the promise of its name." 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 2.75 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Poured from 0.44l can.  L: Black with a nice milky foam head.  S: Coffee and sweets.  T: Well balanced with a little bitterness notes of coffee and caramel.  F: Thick and smooth aftertaste.  O: One of the few stouts that I liked.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 2 | smell: 2 | taste: 2 | feel: 1 | overall: 1.75 Very thin and watery with low carbonation and some kind of ball in the can.   Taste is nothing special, very sweet cheap flavor    "ale with natural chocolate flavor added"    Carbonation is virtually non-existent after drinking 1/2 the can.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Had this beer a few times now and I like it every single time.    Great aroma, nice flavor and quite enjoyable.    Would happily drink again on any occasion.   
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pours an opaque black with a nice creamy head and lace that retains. Smell is a combination of chocolate roasted malts and coffee. In the taste, there is a milky chocolate sweetness that coats the mouth, however, in the mouthfeel there is a slightly bitter taste that is espresso like and slightly hoppy. Very smooth and mellow. The body is lighter for a stout, thus making it easy to drink and session able. A nice beer to pair with dessert. I gave it 4s all around.   
look: 3.5 | smell: 3.75 | taste: 3.25 | feel: 3 | overall: 3.25 Was hoping for more. Watery flavor...not much chocolate taste. Disappointing. 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.75 Smoky and not too high avb. One of my favourites stout 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 This beer pours pitch black, with a very thick head. The nose is chocolate smelling. The taste, is as expected, chocolate. It is rich and thick. A very delicious beer.   
