look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 Drank in Café Académico, Coimbra.    Label states that the beer has some wheat besides some barley, but coloration isn't that much opaque.    Poured into a Anchor Brewing tumbler glass.    A: The body is yellow and crystalline having no opaqueness at all. Head is white, it's not massive at all, being just a bit weak but creates some lacing.  S: The aroma is just slightly hoppy and citric having some clove in the back, which led me to believe that this beer is an American Wheat Pale Ale. I got to RateBeer and seen that it was an IPA but when I got to BeerAdvocate and Untappd, I could confirm that it is in fact an AWPA. Good stuff.  T: Taste isn't incredible as it is just a little bit bland and empty, having very minimal profiles of citrus. On top, some clove incoming from the wheat and also more sweetness are both present in the beginning of the taste. In the end, the taste's a lot more empty having a finish similar to a lager almost, being only composed with corn-like sweetness and just a small hint of bitterness incoming from the soft hops.  M: Body is low. Carbonation is medium to low. Alcohol is unnoticed though running at 7.5% ABV. Sweetness is medium and bitterness is medium to low.  O: Not a bad American Wheat Pale Ale but could use a lot more flavour.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Bottled 1/31/18, consumed 2/25/18    Poured crystal clear golden & light amber with a good sized head that left good lacing.    Aroma is citrus fruit and piney hops, not very strong but certainly very pleasant.    Taste is much more pronounced fruitiness than the aroma, balanced with sweet bread malt, wheat, and piney & floral hops.    Mouthfeel is medium, easy bitterness for the level, good carbonation, dry finish.    Overall, this is a pretty spectacular wheat ale, especially for the price! IPA lovers, jump right in, this brew delivers in every way. Just can't hate on Lagunitas putting out top quality brews at a great price.   
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Poured into a tall clear glass. The beer has a glowing resplendent gold color, with a slight hint of orange. Has a large head, good retention. Moderate carbonation.    Smells very prominent of fruity and tropical scents, along with a piney composition. Other smells are pineapple, oranges, resin, light caramel, other citrus, and a very faint pepper. Overall very sweet, very pungent.     Has a strong and sour hoppy taste upon the first sip. Bitterness is accompanied by a wheaty and piney body, followed by cloves, some grapefruit, tangerine, oranges, pineapple, and a kick of lemon peel. Basically a bitter hoppy wheat beer with some good spices and tropical mix. Feels creamy smooth and medium on the palette.    This is pretty nice. I feel confused over whether this tastes more wheaty or more IPA.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 I picked up a single bottle for $2 at my local Publix. It was good, but I prefer the regular Lagunitas IPA. This one was a little strong for my taste.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Great character, fruity smelling and tasting. Not all too bitter, but quite flavorful. 7.5% ABV was quite surprising, as it was very drinkable. Notes of lime, orange, and lemon.   
look: 3.25 | smell: 3.5 | taste: 4 | feel: 3 | overall: 2.5 I'm getting a strong does of hops attacking my taste buds along with some wheat. This beer is not bad I recommend with some barbecued chicken & burgers. Cheers! B-   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 One of my favorites. Always refreshing! Great beer. 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 lightly veiled orange color. Average white foam.  In the smell citrus hop, tangerine, grapefruit, orange marmelade. Fruity notes, melon / apricot.  Fruity start in the taste, melon, and again, orange marmelade.  Summer, thirst quenching brew, despite its 7.5 ABV.  Citrus aftertaste, with a good bitterness.   
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Best wheat ale I've had so far.  Lot of flavor. 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 One of my favorites. Always refreshing, easy to drink. Can't go wrong 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Pours a clear, deep golden coloration with a medium, foamy head. Smells of biscuity malt and citrus fruit: grapefruit, tangerine, lime. Taste is a nice balance of biscuity malt and citrus hops, with notes of grapefruit, tangerine and lime. Finishes with a nice, medium dry bitterness. I'm not really getting any wheat/yeast character from this at all, seems more like a strong Pale Ale to me. A pretty nice one at that though, no discernible boozyness to this at all. I liked this a LOT more than their IPA, with a stronger hop presence and great malt balance.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.75 Smooth, crisp, and fresh ale. At 7.5% it goes down like a session beer. 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Easy drinking pale ale with a balance strong taste. Very nice aroma. This has become my favorite beer. 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 I must give some props to Lagunitas! They have several fine beers and this is no exception. For a relatively "easily found" beer this is a near go-to for me lately. There's nothing out of place with this brew. Very nice fruity smell straight away, palate is a fruity and hoppy bomb of goodness, already better described by others. easy to drink for an ~7.5% or so wheat ale with a bit of pizazz. This has very good to nearly wonderful body, unlike a few others in this class - and to me, no off-putting linger or anything unexpected. It's a stand-out , excellent, readily available beer; 4.5/5, to me.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.5 This is my go-to beer. I fell in love with Sumpin' while on the hunt for juicy IPAs. I love the dank hops in most juicy NEIPA styles. This beer manages to capture that intense 420 smell and taste without finishing too bitter. And it's not even a NEIPA! It's priced fairly and my mouth waters every time I pop a cap. I'd rank it 5 across the board if it came in cans.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 This is becoming one of my favorites. The tropical flavors are amazing. I can taste and small pineapple in this brew, I keep coming back for more 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 On tap at the Local Break. Gold color and a hoppy/peach nose. Subtle fruit flavors come through with a hint of sweetness and a touch of grapefruit bitterness on the finish. This beer was easy drinking and surprisingly enjoyable.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 A little sumpin ale pours a copper color with a small and long lasting head. Hippy aroma with hints of sweetness. Hoppy yet sweet flavor. Good body and feel. Overall not bad hoppy wheat beer.   
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 Pours a clear yellow color with a thin white head. Smell reminds me of a Sierra Nevada pale ale, piney and citrusy. Initial taste is citrus, grapefruit, then hoppy bitterness aftertaste. The more I drink, the more the hops kick in. Overall, I place this more in the league with a SN Torpedo, ABV included, still a solid beer that is in between a pale ale and a true IPA.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 I love this beer. The price in my area makes it the most affordable bang for the buck around. It is a gorgeous light-golden ale with a good amount of hops. I've been drinking this for a while, and it makes me smile every time. The taste is crisp, and it has a medium mouthfeel. The aftertaste is extremely pleasant. Highly recommended.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 5 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 This was silky smooth on feel, golden and clear with juiced flavors that were not overly juiced. Pale ale with nice balance. Breaking it down, this is good all-around.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Wow. What a brew. This beer is sumpin’ else!    Light gold in color.     As far as the scent.... so much in this brew! Citrus, peach, mango, wheat, pine, lots of pineapple.   
look: 4 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4 A good wheat pale. On the IPA side more with the present hoppiness. Really nice wheat bitterness, with almost a sweetness to it that’s really nice. Crisp and refreshing beer, great Lagunitas pale.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 For not being an IPA, as an IPA enthusiast, this is near the top of my list! Wonderful nose...velvety smooth finish...great balance of sweet fruitiness and piney IBU's at the end. Love it!   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 This is a great beer from a great brewery. It is 4:20 somewhere. 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 On tap, pours a clear light gold. Dense head leaves thick lacing. Smell and taste are pretty classic West Coast IPA—citrus and pine. Nice bitterness. Really good beer.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 Nice clear, dark golden color with a healthy one-finger head that lingers and has nice lacing. Gentle, hoppy notes on the nose with slight floral hints and maybe a little bit of melon. Taste is very well balanced between the hops and the malt. Nothing really jumps out at me on the front palate, but it has a nice, smooth, malty finish.   
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 This beer will make you feel great! Do they add extra endorphins to be fantastic beer?! 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 The color is orange and a very little haze. The smell is floral hops and little grainy.  The taste is a little bitter and has a hoppy citric flavor. The body is medium.   I like it but maybe would add a little more dry hop.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 2.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 L: Clear yellow with hints of orange and very little head with very little lacing on the glass.    S: Not a very strong aroma, a little wheat and grain, some perfumey floral hops, but I don't get much besides that.    T: Sweet malt, and a little sweet fruit, that is balanced out by a strong piney and floral bitterness.    F: Medium to fuller body and creamy smooth carbonation    O: While the aroma isn't very strong, this beer reminds me a lot more of an IPA than a wheat beer.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4 | feel: 4.5 | overall: 4 Really fantastic ale. I've only seen it in bottles but this would make a great canned beer, too. Bright and crisp, modern flavor with medium strong hoppiness which can come across a little strong on its own but great with food. High alcohol content but the hops takes the edge off the sugar content so the alcohol and sweetness is tamed from a flavor standpoint. If you are going for a one and done beer night A Little Sumpin' ale would be an excellent choice. Whatever recipe came together for this one, which is my favorite of the Lagunitas line, really holds together. It is a standalone classic. Both refreshing and flavorful. It is an aromatic ale with no off tastes. It is sure to be a favorite and likeable even to non beer drinkers. This is my favorite beer when drinking one beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.25 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Good good good! 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours with a small persistent head to a truly pale color   Smells of citrus hops   Taste is citrusy and delicious, hardly bitter at all with the alcohol therein covered up perfectly   Overall a perfectly decent pale ale   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 Lagunitas is known for their Fruity yet very Hoppy Beer. This beer is no different and IMO one of their best yet simplest beers. It si described as “Silky and Smooth” and lives up to this expectation very well . The sweet fruit that you can not only smell but taste over powers the hops just enough. Consider this a Sour Patch Kid of a beer , The color is Dark and golden yellow , with a tropical nose and the right amount of head. at 64 IBU and 7.5% ABV this Ale is always great choice.   
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Don't drink many wheat ales. This one was a nice surprise. Great flavor thru out with a nice amount of hoppyness. Nice golden color with a slight head. Hits the spot Tonite.   
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 This is a very enjoyable and complex beer and in no way did it remind me of any wheat beer I've ever had. Lots of sweet malts and a nice hop kick make you enjoy every single delicious sip.   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 5 | feel: 3.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Nice golden color,medium carbonation. Really enjoyable beer that stays in the middle of the road but I mean that as a compliment. Floral,citrus,and hops that are easy to taste but not screaming loud.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Can't ever go wrong with this brew. Always stocked in my fridge. Not Lagunitas best, but it's awesome and a definite crowd pleaser. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 My favorite readilly available beer. It is so much more than a wheat ale. Its has the best characteristics of several styles. A super complex hop and rich floral flavor that is still easy to drink. I keep looking for a better beer and have not found one yet.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 From a 355ml bottle served at 9 degrees Celsius into a snifter. Best before date: 24.03.2018    Look: The beer pours a brilliant gold with 2cm of white, puffy head that dissipates into a partial film after 2+ minutes. Exceptional lacing. Maybe a weisen glass would have increased the head and its retention.    Smell: Mild intensity and sweet-ish balance. American, citrusy, floral, and piney hops. Low malt character.    Taste: Same notes as the aroma. No esters or phenols.    Feel: Medium body with moderate carbonation. Creamy with some restrained alcohol warming.    Overall: Not as hoppy as IPA's or some APA's but certainly hoppier than your average weissbier. Less yeast, more hops. 7.5% ABV is well-hidden. It's a good brew.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 A very good quality Ale. Smell is citrus and hops, and the taste is exactly as the smell indicates. Hops are at the end of the beer, but it is blended well. Overall, i enjoy the wheat based ales, and this is no different. A good refreshing beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 12 oz bottle.  110 7 2  Drank 6-28-2017    Aroma: Sweet, malts, hops.  Taste: Lagunitas hops, sweet, balanced, damn good.  Feel: good.  Overall: I am impressed with this beer: very approachable, very drinkable.   
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 Pours a very clear light gold. Great American citrus hop nose. Taste is balanced toward bitter with little discernible malt character. Great hop flavors. Could use more malt presence to balance but is a very solid beer.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Pours pure gold into a fifteen ounce mug the same temperature as the beer. Two finger dense white head that dissipates slowly. Some nice lacing. Lots of streaming tiny bubbles.    Very mild on the nose with some citrus malts and maybe some ripe white grapefruit. A touch of wheat malt.    The first thing with the flavor is mild citrus hops. Not bitter at all. Malts are there but not outstanding. The surprising thing is that its tastes like really good beer. Dry finish but crisp and refreshing. Mouthfeel is medium with good carbonation.     A very good all around beer that you could drink all day. Session beer at its finest. Whether or not it meets the standard for the type, I don't know neither do I care:)). Cheers!!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a bright gold with amber glints and tons of streams of fine carbonation. The frothy 2 finger head lasts for the whole glass and drapes it in foam. Delicate orange, lemon, floral notes in the nose. The taste is hoppy with a distinct orange character. Grapefruit and some aspirin in the back. A bit of tart, clean wheat maltiness provides some balance. The mouthfeel is light bodied with smooth moderate carbonation. The finish is moderately bitter and abundantly fruity.     This is a fantastic American Pale Wheat. Super hoppy and boozy for the style, but complex and delicious. A classic and a must try.   
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 This little American pale ale has a standard profile, and I like it. Hop forward, citrusy, piney, with a nice bite of a grapefruit rind, A medium body, and deceptively drinkable despite the 7.5% alcohol when in fact it has more alcohol than most single IPAs. I was basically crushing it before I looked at the label. There is nothing unique here but it is incredibly well crafted.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 The appearance had a clear orange colored body and gave a one finger foamy white head, had a very nice, almost perfect spider web lacing appears. No carbonation was seen rising. The smell had the citrus and pine up front with some light malts in the background. The taste had a bit more pine in front than the rest of the flavors. The palate sits about a medium with nothing harsh on the tongue, standard. Overall, wow, I actually did not think this beer was going to be this good.   
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 Nice white lacing head with a clear golden minimum weight body . Floral minimum bitter hop "likely cascade" with a under layers of citrus, grapefruit and peach. Dry and short finish, the bitterness doesn't linger. For the 7.5% weight it is fairly easy drinking and very crushable "Likely the wheat grain used". Well made and I like it close to room temp. Little Sumpin' is another generic IPA and nobody is missing anything if it's skipped. But if you like IPA's it's recommenced.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours a golden hue with a thin head. Smells of citrus, and floral notes. Taste is on the tip of the tongue floral, nice malt bready citrus finish. 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Can't believe I never rated this one. Pale golden color with bright white head that lasts and lacing clinging the length of the glass. Awesome smell, caramel and some citrus. Taste follows. first with the caramel Biscuit. Feel later is Orange almost grapefruit with light bite.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 My first Lagunitas.   L: Nice pour from bottle. Creamy white head. Foamy lacing.   S: Light floral aroma, nice.   T: Balanced but somewhat bold and unique. Lightly fruity, hoppy, earthy and malty.   O: Really good. Unique flavor.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This one gets a perfect score from me. I can't find any faults to this beer beyond the sometimes expensive price for a six-pack. Smells amazing: tropical fruits, cannabis, pine, and grapefruit. Pours a beautiful gold with a decent head and nice lace. Taste is grapefruit, honey note with a nice hoppy bite but not overdone or overpowering on the hops. I love this beer! One of my favorites. I know there is debate among some beerheads whether this is an IPA and in my humble opinion it is and is one of the best IPAs if not the best. For what it's worth I get no wheat flavors from this beer at all.    Quick tip: this pairs excellently with thai food   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 1 | taste: 2.5 | feel: 2.5 | overall: 2.5 I am severely confused. What am I drinking here exactly? Yes, wheat. Dirty tasting, awful smelling wheat. Apparently also hops, although cleverly hidden (that was not a compliment).  The highlight here is clearly the label.   It's hard to find much complexity in this, so there is not much reason you should ever have it, unless you always wanted to get drunk on flavoured water.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
