look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Big ruby and brown colors swirl, 1/2" tan head. Light tan. Aroma was lots of alcohol, unsweetened caramel and toffee malt smells, lots of chinook hop notes.    Taste is like a hefty barleywine, still tons of malt, that caramel, toffee and brown malt tones keep coming, but wave after wave of Chinook and Cascade hop drops all over it. This is one hearty sumbitch.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 On tap at Craft & Draft Amsterdam. Dark ruby with a fine-grained off-white head. Caramel, maple syrup, dried fruit (figs, raisins) and a bit of cocoa. Soft mouthfeel, full bodied and with a sticky sweet aftertaste.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 It’s a dark brown ale with a thick, sticky white lacing. It has good caramel malt character, but the hops are really what take over with strong flavors of grapefruit and pine. It has a bitter quality that could almost make you think that this could be a double or triple IPA, though it’s officially a strong ale. You can definitely taste the alcohol in this whopping 11.4% beer, but it’s not overwhelming. It’s a really good strong ale. I’ve tried most of Stone’s beers and at this point I would say that while this is better than average even at this great brewery, there are definitely some Stone beers that I like more (Arrogant Bastard, Imperial Stout, Ruination, etc.).   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 On tap at BC's Pizza & Beer    A: Pours slightly hazy deep reddish brown with a creamy tan head that settles to a nice layer and leaves plenty of thick lacing.    S: Toasty malt, caramel toffee sweetness, kinda floral, dark fruit, and a noticeable alcohol note.    T: Dark fruit, berry, toasty bready malt, caramel toffee sweetness, spicy earthy kinda herbal hops, faint citrus, and a hint of chocolatey roasty malt on the back end.    M: Full body, mild carbonation, creamy smooth. Alcohol is well hidden.    O: Pretty much nothing like it's Arrogant little brother, not that is a bad thing in any way. Big delicious beer.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 On tap at Prefunk, 2013 version. Dark brown with small foamy beige head. Aroma is nutty, roast grains, some alcohol warmth plays out in the nose. Flavor is strong, sharp hop bitterness, heavy malt, tingly palate and plenty more alcohol warmth. A real winter warmer.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 pours like golden mud  nice little head  smells rich and sweet  this is the real deal brotha.. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.5 Intimidating look and smell-better off going in blind to appreciate the taste of such a strong beer.   Definitely would get it again for those bastard days at the office.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.75 | overall: 4.5 Drank in BeerTemple, Amsterdam on draft.    A: The body is cristalline copper with a beige head that has a minimal but beautiful retention and lots of lacing.  S: The aroma is resinous and just a little bit of citrus but all of this in the smallest amount possível, very very soft.  T: The taste is just like the aroma, being very soft, more resinous-y and just a touch of citrus in the end.  M: The body is medium to low with a bit of harsh carbonation but the feeling JN the back of the mouth is gorgeous.  O: Quite a good experience drinking this at BeerTemple. Quite a good beer from one of my favorito breweries.   
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 Clear, dark amber to red color with a one finger high, beige head. Nice lacing on the glass.     Nose: Hops! Caramel malt, butterscotch, dried fruit, nutmeg, fudge, vanilla, plum and raisin. A bit of orange and citrus there to.   Taste: A lot of malt, grape, orange zest, pine, grass, raisin and caramel.   Mouthfeel: Full body. Oily and smooth. Medium carbonation. Dry and bitter ending.   
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Served in a snifter, it pours a clear copper with ruby glare, with a one-finger head that dissipated quickly.     The bouquet is quite interesting. Caramel, butterscotch, creamy vanilla, boozy as in a spirit, cherry, malty sweetness, just a tad citric as in orange and earthy/spicy hoppiness.   This is already an old bottle for Stone standards, hence the hoppiness is rather subdued.     Upfront you get a lot of carbonation to tease your palate. Bittersweet thrust of flavors, although at the end, the sweetness prevails.   Notes of caramel, molasses, citrusy fruit, butterscotch, spirit booziness, cherry, raisins and a slight hint of apricot.   The aftertaste is long, with a decaying caramel and molasses sweetness and a growing bitterness. Double bastard coats your palate with bitterness. Very assertive, almost aggressive flavors.   Medium body, smooth.     This is quite a special beer.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4.25 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 2.25 | taste: 4 | feel: 3.75 | overall: 3.75 I was able to try this beer on tap. The appearance is clear with a dark red color. Maybe it's just me but this beer seemed to have almost no aroma at all. The head collapsed quickly but left some very attractive lacing behind. The best thing about this beer is the flavor. It is big and bold, just the way I like 'em. This one is almost like a highly hopped domestic quadrupel. This was my first positive experience with Stone products.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Bomber bottled on 10/8/15. Stored at 55F since purchased last November. Poured into a 10 oz snifter at about 55 degrees F. Pours a clear dark ruby red with some minuscule particulate floating around inside, so it's not completely filtered; this has a positive effect on the flavor of the beer. The off-white head is about a finger and a half, and dissipates within a couple of minutes to patchy splotches and a ring around the edge of the glass. The smell is caramel, vanilla, dark ripe fruit like plum or raisins, a hint of citrus in the background. The taste right off the bat is caramel, a hint of plum, slightly diminished hoppy bitterness that balances very nicely with the malt profile. Really feels like hoppy barely wine. Perfect amount of bitterness and ripe orange and raisin sweetness lingers on the palate for a long time, which is very pleasing and makes me want to drink it very slow, even though it easily goes down silky and smooth. It feels medium bodied with light to moderate carbonation. Alcohol presence (11%) is barely even noticeable, in fact, the Arrogant bastard (7.2%ABV) at this temperature exhibits more alcohol presence. This beer is a great pleasure to drink, and I suspect would age very nicely.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Pours amber with an off white head. Spotty lacing. Smell is sweet malt, caramel, toffee, and booze. The taste is this with a hugely bitter hop finish. This is a really tasty beer that I tried years ago and didn't appreciate. I am glad I revisited it.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours a big slightly ruby-tinted medium amber with a thinner tan head that still leaves some nice small sticky lacing. The aroma is malty with a big blast of hops. It's hard to discern characteristics but it's blended well. The taste is much the same but just so damn good. The body is smooth and surprisingly light and easy drinking given the massive flavor and ABV.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.5 
look: 3 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4.25 Bomber picked up at the LCBO a few months ago; the last of four bottles from their Bastard Box. Bottled Sept 9 2015 and served slightly chilled.    Pours a clear ruby-red amber colour with visible flecks of stuff hovering throughout. One finger of creamy, off-white foam is seated at the surface, fading gradually over the next few minutes until only a wide, frothy collar and some bubbly film remains. I am getting notes of caramel, butterscotch, plum and candied orange on the nose, as well as hints of maraschino cherry, grapefruit, pine resin and some rummy, boozy sweetness.    Not bad, but the hop flavours seem to have faded a bit over the last ~5+ months, making this more of a malt-forward experience than anything else. Brown sugar and butterscotch, some nuttiness and a few hints of raisin and fig comprise the front end, with hops rounding out the back. They impart flavours of citrus and earthiness, with relentless resiny bitterness leading up to the bittersweet finish. Boozy aftertaste that blends hints of dark fruit, caramelized sugar and hoppy bitterness. Full-bodied, with light carbonation levels and a smooth, fairly soft mouthfeel. A good strong ale, though perhaps a little overrated.     Final Grade: 4.02, a very respectable A-. Double Bastard talks a big game (in an unnecessarily verbose manner) on the back label, but in all honesty it's probably my least-favourite of the Bastard Box beers. To be fair, this bottle is nearly 6 months old, and strong ales have never really been my thing, so my tempered reception may have more to do with personal biases and uncontrollable variables more than anything else. It's well-made, but I would much rather drink regular Arrogant Bastard - this one is just too sweet and boozy to land in my wheelhouse. As usual, different strokes apply for different folks, and while this ale might not be my thing, it is still definitely worth a try.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Bottled on 11/15/2015    Appearance - crimson body with tan head    Smell - toffee, caramel, orange zest, butterscotch    Taste - much of what the smell hinted at; toffee, caramel, orange zest, butterscotch , hint of oak    Mouthfeel - heavier end of medium bodied, high carbonation , sweetness upfront from the toffee and caramel flavors, hoppy back end, oak/woodsy feel     Overall - very good beer here, nice&balanced flavors, drinks like an imperial red ale    Price Point - $ 6.99 / 22 oz bottle   
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Started garage cold, about 45* and nothing special. Put glass down and picked up again 50 minutes later. Totally over the top re taste (smooth) and alcohol present but pleasurable. Will store some for aging.    update: just opened a 2015, and it is absolutely amazing. Poured it into a frozen mug as the beer itself wasn't all that cold. Once they reach their total ambient temperature tasted it and it is out of this world.    new update: my local beer distributor brought out a case of 2013 Double Bastard. I immediately bought it as it was already aged by three years. Not only that but the price was 2013 variety. A win-win. The Taste was exceptionally mild, the alcohol not overwhelming. Overall a very very mild-mannered totally amp'd up beer.    So now I have one Case of the 2013 and a case of the 2015. Both are amazing.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 big beer 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 2011 vintage    L: Pours a mildly turbid, very dark ruby-amber with tinges of burnt orange at the edges and a moderately-sized off-white head.    S: Grassy, piney hops and some toffee and caramelized wort mingle together. Turbinado sugar, dried dark fruit and dark rum.    T: More grassy resinous hops upfront, with concentrated toasty boozy malt behind it. Semi-sweet finish with lots of grassy piney hops. Though bold, everything here comes across as quite balanced and very drinkable for the style and strength – no real oxidized notes, just a really nice mellowing of the flavors.    F: Medium-full body with a chewy, resinous mouthfeel. Just under medium carbonation and a decent but far from overwhelming amount of heat in the finish.     Thoughts: This beer aged beautifully, and actually come out pretty similar to the Old Guardian I laid down at roughly the same time. Highly recommended.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Arrogant Bastard Brewing Co. - Double Bastard Ale. 11% ABV. 22oz bomber split between two snifters. Bottled 10/14/14.    Look: Settles in the glass a deep, hazy caramel mahogany. Almost no presence of head, only a thin ring of white bubbles along the rim.    Smell: Strong bourbon, hops, and malts, followed by some char, oak, toffee, caramel, and brown sugar.    Feel: Full bodied, heavy and chewy. Has a little bit of carbonation to balance.    Taste: Bourbon, char, hops, malt, and alcohol are immediate, and leave a lasting impression the whole way through. Caramel, brown sugar, and toffee appear near the backend to give it some sweetness.    Overall: What a bastard indeed; this is a huge, unforgiving beer not for the weak. Beautifully complex, sweet, boozy, charred, malty, and bitter all in one.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Appearance - Pours a deep copper red with two fingers of foamy tan head.    Smell - bready caramalts, toffee, brown sugar, fig, citrus and earthy hops.     Taste - Bready caramalts, toffee, and brown sugar dominate the brew. The fig, citrus and earthy hops help to finish the brew off. There is some warmth as well that comes into play with this one.    Mouthfeel - Medium bodied with moderate carbonation. Finishes with a lingering sweetness alongside a touch of bitterness from the hops. There is also a pleasant warmth from the alcohol.     Overall - Another winner from Stone. Though this beer had more of a malt presence then hop presence it was still a unique brew that displays the malts quite well.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 2015 version. poured into big 32oz mug. love the color. dark red letting very little light through. nose is of booze w slight candy sweetness. mouthfeel great with good body. medium carbonation. taste is wow. I love this beer. I get booze and sweetness up front w little more sweetness shortly following. mid to late palate hops which gives way to caramel candy malts and a sweet finish. I love this beer. one of my favorites. so complex. I get different flavor profiles each time I quaff one. superior to regular bastard by a long shot. freaking great   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 3 | taste: 3.5 | feel: 4.25 | overall: 3.25 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Murky brown with a thick off white head.  Huge malt aroma, brown sugar, a hint of orange??    Huge malt taste as well, bit of alcohol tingle, also some dark fruits toward the end.    I prefer arrogant bastard. This has lost some balance with the amped up malt bill. The hops fall behind imo.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Poured from a 22 OZ bottle into a pint glass. The appearance is a clear brown color with a large white head. The aroma is full of hops with some toasted malt, very appealing. The taste is simply WOW!!! A world class beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Pours deep copper color with off white head good lacing head dissipates completely    Smell grapefruit and citrus notes bready malts little pine    Taste bitter hoppiness up front grapefruit and citrus notes surprised that for an 11% you cannot taste any alcohol     Feel full bodied little burn from the hops none from the alcohol funky but not bad after tatse    Overall this is a pretty good beer defiantly one to sip on.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 Aged 2 years    L - murky, opaque brown with a minimal tan head that leaves behind some lacing.   S - very sweet roasted, malty, barely with a twinge of alcohol on the nose. Notes of caramel and vanilla.   T - Complex but follows the nose. Up front you get a good amount of sweet roasted malt/barely with is followed by a good amount of alcohol taste - not an offending amount but that nice kind of warming amount - the kind of amount that provides character. There's also a nice hop character that present - not a crazy IPA bite, but enough to let you know there are hops. There's also nice notes of vanilla, caramel, and biscuit intermixed throughout the notes of roasted barely and alcohol.   F - medium body with a minimal to moderate amount of carbonation. Feels just right for this beer.   O - This is a fantastic beer. Complex flavors (listed above) that while similar to the "Regular" Arrogant Bastard seem amplified here. It's is a no frills in your face, kind of beer in that while the flavors are complex, they are strong; man is it a great and a rewarding experience. Stone, well Arrogant Bastard, really knows how to make them well. This is deservedly world class.   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4.5 | overall: 3.5 650ml bottle into glencairn-esque glass. part of the bastard box. "bottled on 09/09/15". consumed 4 months out from bottling on jan 8 2016    a: vibrant deep orange with off-white head. i like it    s: orange flesh, orange peel, ripe grapefruit, brown sugar, a bit of pine    t: super malty up front, think rich sweet bread and brown sugar. citrus notes are an afterthought, probably due to the age. grapefruit, orange. alcohol is hidden well    m: very oily and chewy, with medium-minus carbonation. slightly ugly bitterness at the end    o: the LCBO put the bastard box on the shelves like 3 months after the beers were bottled, so i wasn't expecting much from the hops. i'd really like to try this one fresh   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3 | taste: 3 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 22oz bomber in a tulip pint glass.    Nice looking deep reddish-brown color with a healthy 1-plus F head, beige. Nicely carbonated. Bold.    Dark malts, caramel, dark sugar, citrus and spice, some pine earthiness.    Caramelized malt flavor with some citrus hop and spice flavors. Pleasantly lacking the booze profile.    Amped up and malty like the brewer suggests. Big body with some hop tang. Some sugar without the booze.    These big brews don't always appeal to me but this one was drinkable, tasty, and masked the high abv nicely. Good job.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 22 0z bottle aged 1 1/2 years  Great sipping beer, big mouth feel, rich and smooth  no alcohol booziness, all the flavors are nicely balanced,   sweetness, malty, grapefruit-citrus, finishes clean with slight grapefriut bitterness   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 So DB is a great brew...    I would still take Oaked AB over this in a heartbeat.     Last Words: Its good for an American Strong Ale...a touch boozy...but super-tasty nonetheless.  Grade: A/A-   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 Pours a red amber-orange with a creamy khaki colored head. Smells like orange citrus, pineapple, herbs, toffee, vanilla, and caramel. Tastes like herbs and fruity orange citrus, melded with a sweet malty burnt sugar/caramel taste, and a bitter piney hop balance. Feels medium bodied, creamy and smooth, with mild carbonation. Overall a strong and really well crafted ale!   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 22oz bottle, shared with a friend  A - caramel colored body with a creamy beige head  S - booze, caramel, toffee, grain, pine  T - big and boozy with bold flavors - definitely a sipper; toffee, caramel, toasted grain, earthy & piney hops, faint vanilla - definitely drinks like a barley wine  M - full body, ample carbonation, booze is warming but not hot  O - I've only had this a couple of times, and it's been good both times, but it still won't make it into any sort of perennial pick-up for me.   
look: 4.5 | smell: 3.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 2 | taste: 3 | feel: 3.25 | overall: 3 It's unreal that I like this better than regular Arrogant Bastard, considering it's just an amped up version of it.    It's a little more complex and rounded out than the original.    Still a pretty straightforward barleywine, but obviously way the fuck hoppier. Dark spiced fruit, less coppery, pouring a gorgeous red hue with a pretty chewy feel.   
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 2015 brew.     there's currently 2,061 reviews of this beer. nothing i'm going to say about it is remarkable or unique at this point.    it's stone. it's arrogant bastard amped up. you know what you're getting here. it's well balanced for what it is, it's tasty, and it packs a punch.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Purchased as part of a four pack, this one proudly carries the unpleasant AB moldy taste. If Arrogant Bastard is an IPA disappointment, then this one is twice the letdown. Sweetness within the bitterness is also annoying.   The brewer is right - you are not worthy to try this. You are much better.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 5 Fantastic beer! Great amber hue, the aroma lacked a little luster, but once I sipped it I was in heaven. Slight fruity note, good hoppy bitterness and round it off with nice malty touch.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
