look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 12 oz can into IPA glass. Dated best by 5/17/19.  Look is fairly clear reddish brown. Smell is fairly light hops/yeast/malt balance. Taste follows nose. Very balanced. Feel is light. Overall a nice beer but I would not seek it out but would drink again.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 12 Oz can gifted by a friend - canned 3/27/17    Pours a clear deep reddish amber color with plenty of carbonation and a 3 finger fluffy head    Aroma is vaguely tropical with some cracker notes. This intensifies as the beer warms up and a very strong alcohol aroma grows with temperature as well.    Taste is sweet malt up front but fading into a more citrusy, resinous, bit of candy taste at the end - sort of like a wekly flavored lemon hard candy. Bitterness is present but does not overwhelm, inter-playing well with the malt. Once warmed up there is a strong alcohol burn but the flavor of the beer still wins over the battle.    Feel is a little sticky and heavy at first like an amber should be but it settles out to a very fresh and bright feel at the end. Very unusual and probably one of the reasons this beer rates so well.    I was pleased to finally be able to try this famous classic. It does not disappoint its reputation. A real treat.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from 12oz can in to snifter. Gorgeous amber and faint red color, with small to medium sized head. A bit of sticky lacing is present. Smell is of slightly bitter hops, a little pine, and some warm alcohol. The taste is fairly well balanced by malts considering the 93 ibus. I get more hoppy pine notes around the edges as this one finishes. Oddly enough, I did not taste much of the citrus notes that others have mentioned. Either way, this is one of my favorite offerings by Troegs, I will be getting this on an annual basis!   
look: 4 | smell: 3.75 | taste: 4.75 | feel: 4.75 | overall: 4.5 Poured into a pint glass because that was all I had clean. Nice clear amber color with a slight head that dissapated fairly quickly. I immedatly got the classic hop smell with a slight pine. The taste is malty up front but then quickly follows through with citrus/ pine. For a 93 IBU it wasn't very bitter, it was crisp and refreshing and so smooth. Overall I loved it, wish I could get this in Texas every year and not just as an extra in a trade. Glad I got the opportunity to try it!   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 The famously hard to get (my brother says they made more this year) specialty of PA. Decent head leaving impressive lacing. Nose is mostly hoppy with pine and medicine but there is some underlying balance.     Really impressive melange of serious hop bonafides yet extremely drinkable and balanced. Ridiculously poundable for 7.5; these just slide down with no effort. There are malts here, they just get shadowed by pine and sweet citrus everywhere they go. Smooth as heck. I see why this is so highly regarded.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Light amber color with a head that fades fairly quickly. It is very aromatic with hints of citrus and fruits. Great flavor with plenty of hops and citrus taste. One of the best IPA's i have had.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Lovely golden amber with a two finger cream colored head produced by an aerated pour out of the can. Aromas are balanced between a caramel malty sweetness and a floral and resinous hop character -- reminiscent of Dogfish Head's 90 Minute IPA. Taste largely follows the nose: it's not hard to tell this is an amber ale given the sweet caramel malt flavors, but it is backed up by a flavorful bouquet of fruity and floral hops that pushes this brew close to DIPA territory. Not much earthy, herbal, or resinous hops that I can taste, despite what is said on the packaging. Great mouthfeel, balance of flavors, and semi-dry finish. Well worth (at least) one sixer when available!    86/100   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 L: Deep amber, one inch of head, little to no lacing.  S: Very citrusy with a hint of pine.  T: A bit of citrus/grapefruit with more pine than I expected.  F: Medium to even light feel. Carbonation is on point.  O: Best Troegs beer I've had so far. Nice and refreshing beer, very well balanced. I originally only got one bottle as the six-packs seem a little pricey, but I could definitely see myself spending the money in the future.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Freshest by 05 19 17 printed on the label.  12 oz. Bottle poured into a tumbler style pint glass.    Poured a nice clear amber with two fingers of cream colored, thick and and foamy, lasting head. Moderate aroma of piney hops, bready malts and some hints of citrus. Hoppy and bitter all the way through but nicely balanced with malts and a touch of caramel sweetness. Finishes crisp with a little heat. The body is on the low side of medium with good, but not too high, carbonation.    The bitterness and ABV are well above the style guidelines but that won't stop me from drinking it. I'm not a judge anyway. This is a good one, definitely one you have to try.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 A dark Amber with a white head. Nose is of caramel malts, light pine and very light citrus. Taste of Malts, caramel, toffee, light orange and pine. Medium body with a silky and somewhat creamy mouthfeel. Has a nice crisp bitter finish, almost grainy but very good.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Look: Dark amber with large fluffy head that sticks around.  Smell: Caramel, toffee, lemon, orange, tropical flavors. Good balance between malt and hops, but the malt dominates.  Taste: Caramel, toffee, lemon, and orange with some pleasant bitterness.  Mouthfeel: Fairly complex for an amber.   Overall: A classic amber. Well balanced and more hoppy than any amber I've had.   
look: 4.25 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 12oz Bottle poured into Boulevard tulip glass  I have tried this beer for years and get it every year but this is my first review of this golden little nugget of IPA love..ok ok.. it's a fucking Red Ale..but tell that to your taste buds..   L: This beer has a great deep amber glow. The moderate head dissipates to a death grip white lace head that stick to the glass.   S: Sweet caramel/bready malts with suuuuweeet ripe ruby red grapefruit. The ever present Alcohol esters tickle your nose as its sweet core hides the hop bitterness that lies just beneath the surface.  T: Awesome, in your face over ripe red grapefruit bitter hop bomb wrapped in a beautiful surgery caramel whose bitter pine cone resin tackles the taste buds once the beer has passed your gullet.   M: Perfect for this style. Full, chewy, perfectly carbonated.   O: This is my must buy every year when the Old Man Winter shits all over my BBQ by the pool fantasies. If you need a close cousin to this as a year round option I would point you to Stone's Double Bastard.    Buy this beer you cunt.. Don't think twice.. just do it.. and then write a review and make your friends buy it, and then tweet about it ,so we can have a ground swell that this becomes a year round option, and not only a Winter release.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Love the amber red color and the carbonated bubbles spectacle that rise from the bottom of the glass. Several cans poured and a nice head formed on each pouring and lancing holds. Hop and citrus aroma rates high as it stays with each sip from the glass and the hoppy bitter-resin flavors you get with each sip. NECTAR RATES :) Get it early.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 Good but overrated. Poured golden amber with a substantial foamy head. Smell is faint of citris and pine. Taste is bitter grapefruit, overtones of apricot. Not fond of apricot. Mouth is medium. Overall not sure what the race is all about with this one.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 This was once a stellar beer. Since the brewery moved from Harrisburg to Hershey the bottom has dropped out. It was once a beer I waited the entire year for and would horde as much as I could. Now, I buy a six and hope it has changed. The fresh citrus/hop punch that made it so unique has been replaced by blandness with very little mouthfeel. This year, like the past couple, I will be limiting my consumption to one six. However, I still look forward to Nimble Giant - which has stepped up to replace NN has my favorite beer from Troegs. June cannot come soon enough.   
look: 4 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 -clear, amber bottle pour with a fruity hop aroma. The flavor is dominated by fresh hops. Apricot and some grapefruit are dominant. The hop bitterness is only moderate. There is a caramel note in the malt base. This is tasty and welcomed.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 Pours a perfectly clear amber and in color with a finger finger of off white head. Aroma is very muted with a bit of sweet malt and some pine hiding in the background. Taste is a bit of a letdown in that it is quite average; moderately sweet caramel malts with some pine. Moderately bitter in the finish. Medium in body, a bit of hop slickness, a touch of almost syrup like sweetness, and moderate carbonation. Overall I was a bit let down here. I have very fond memories of this beer from years ago but it just doesn't do it for me right now.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 L: Dark red/ amber. Off white head  S: Fantastically hoppy scent with hints of citrus  T: Not overwhelmingly hoppy, hints of fruitiness.   F: Surprisingly light  Overall: One of the tastiest of tasties   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 12oz can into Nonic Pint  BB 5/24/17  L- clear dark red/light brown with somewhat of a pinkish hue as well, huge foam head, lacing  S- bright hop aroma, sweet caramel malt  T- I don't know if I've ever tasted anything like this, smooth (light, dare I say) malt, followed by a juicy burst of tropical fruit, and smooth clean finish with the just right amount of hop bitterness to bring you back for another sip  F- continuing with the rest of this beer it is smooth and easy drinking, with a medium body and average carbonation  Overall this is just an amazing beer, so smooth, flavorful, and balanced, actually has this nice subtle thing going as well, really really nice job   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Had on tap at a restaurant in NYC.    L - Amber red, head quickly dissolves, leaving behind some lace.  S - My favorite part of this beer. Strong hoppiness, but not overpowering. Some fruitiness as well.  T - Did not taste as hoppy as it smelled, but very refreshing. A complexity in pine, flowery, and fruity flavors that probably come from the different styles of hops used.  F - More body than an IPA, but still refreshing. The alcohol is well masked. Carbonation is perfect.  O - This was good beer. Not my favorite style for this time of the year, but it really is great for hop-lovers.   
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 Instant favorite.    Had on tap in Wethersfield CT.     Deep amber color, well carbonated with a sweet piney smell. Light off white head that dissapates quickly, somewhat lacey. Excellent taste.    This one is a no brainer if its available for you to try, id even recommend buying it in the store.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 12 ounce bottle poured into a tulip glass.  L--Orange amber color. Nice, tan/white head that faded away, but left some lacing.  S--Sweet, light hoppiness, but leans more towards maltiness.   T--Grapefruit from the hoppiness and yeasts from the maltiness. Slight hints of pine and caramel.  F--A little sticky after feel. Nicely carbonated.  O--Excellent. Will keep my eye out for more. Troegs just rocks, they put out so many great beers, I'm glad I live in state.   
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.75 | overall: 4.25 L: This beer pours a very clear, deep amber color. A moderate head dissipates to a spotty head with mostly tight bubbles that stays. Thick, sticky foam trails keep adding up as it is consumed and they persist.  S: Mostly sweet, bready malt with some citrus and some pine. The aroma wasn't in-your-face strong, however.  T: Slight underlying bread and biscuit. Bitter citrus peel initially with apricot, citrus and some pine. Some alcohol taste.  M: Extremely smooth and perfectly carbonated.  O: I've had this beer before and don't recall it being as good as I perceived it this time. A pleasure to drink.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 Pours a deep reddish amber color with a thick, almost three fingers tall, white head. Smells of malts and a little bit of citrus. Tastes of sweet malts, a little juice, and some floral notes. Didn't notice much in the way of bitterness, just the tiniest bit towards the end. Creamy, good mouthfeel, with just a little lingering afterwards. Tasty and easy drinking beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 poured from 12oz can from this year's release  awesome amber color - deep red  smell i would say is mostly malt upfront with piney notes  taste is fantastic - crisp and soft, big blast of hops, really strong malt backbone and big bitterness at the end. a great, classic beer that packs a wallop but stays refreshing, balanced and nuanced. excellent   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Best By date says 4/17/17. No idea when it was canned. I'm really getting to dislike this Best By stuff. Put the damn bottling/canning date on your beers without all the other mysterious coding. Has a number 301, so could it be canned on the 301st day of 2016? Nose is hops, pine, malts, caramel, grapefruit pith. Pours a beautiful ruby gold with an off white head. Good carbonation. Taste is hoppy, piney, fruity. Some dank bitterness on the finish. This years offering was not as good as previous years. Didn't exhibit that juicy hop quality. At $14.99 a six pack, one is enough for me.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Love it.....Recently had Hopslam for the first time and I'll put this ahead of Hopslam because I found Hopslam to be overly boozy...this keeps all the nice hop flavors......I'm ready to go out and get some more!   
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 2.75 | overall: 3.25 Not sure if the beer has changed or if my taste has. In prior years I thought this was a very good beer. This year it seems thin without much flavor. Not terrible, but not something that I will buy again.   
look: 4.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a 12 oz can into a Dogfish tulip    L: Clear golden copper pour. Two fingers of off-white head with sticky lacing.    S: Malty and rich... mixed with juicy citrusy hops. Floral as well.    T/F: Rich caramel malts... full bodied and juicy. Not bitter, but a delicious juicy/floral hop profile. Grapefruit and pineapple... hibiscus. Resinous and sticky on the tongue. Finish is caramel and juice. A little warming... hides the ABV super well.    O: A delicious Red ale/IPA hybrid that is a yearly event here in Pennsylvania. Always a favorite, and one to stock up on for some every day fantastic while supplies last.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 L - Ruby/Dark red  S - Caramel malt and pine mostly  T - Sweet but not too much, nice subtle flavors. Nothing really dominates though. Some grapefruit and caramel.   F - Kind of thin to be honest but a really delightful, easy to drink brew. Can't believe it is 7.5% ABV   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 5 | feel: 5 | overall: 4.75 Overall awesome amber ale. It has a slight hop smell of the bat, but a subtle hop taste and refreshing finish. The hops are not overpowering and it definitely has the dry feel to it. It leaves your tongue very fast and a smooth complexion gives it a delightful balance. Overall a mist have and awesome seasonal!!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Looks pretty decent, I'm calling it amber with not much head. Ok, I'm getting hops citrus scent out of this beer, as an IPA man this is getting better. Wait this is an amber ale, your kidding, this is awesome. Hopped up for sure, this is the best take on an amber I've had. Wait, this is a 7.5 percenter, I can't tell. Wait, this ain't available all year for some reason... hurry up and GET THIS BEER !   
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 3.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Pours a clear reddish brown color with a tight, off-white head that little bits of lacing.    Smells of citrus and herbal hops.    Tastes of the hops upfront layered over a great malt base. Hops lead off with notes of grapefruit and some pine. This gives way to caramel malts with notes of toffee and toasted bread. More hops come next as herbal and earthy notes appear. Finishes with some lingering hops.    Mouthfeel is medium with a smooth amount of carbonation.    Overall, this is a great, hoppy red.   
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4 Nice IPA. Got a 6 pack. Nice color, not much lacing. Great taste, easy to drink. The beer is not super bitter. This IPA would work well with food. Troegs has a winner with Nugget Nectar.   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 Poured a clear deep amber color with a fingers worth of foamy white head. The nose has some citrus notes with pine and some caramel. The flavor is well balanced. A perfect combination of the amber ale and IPA characteristics. The feel is medium with good carbonation. I've been waiting a long time to try this one and it may not be as big as some of the beers out there not but it gets everything it does right!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Appearance- One of the most beautiful looking copper pours that I have ever seen.    Smell- Floral hops, some resin, and burnt sugar sweetness.    Tatse- Damn near perfect balance of classic hop flavor with that malty brown sugar sweetness, much stronger in the flavor punch than the aroma lets on.    Feel- What you would expect for the style, more medium bodied with medium carbonation.    Overall- An excellent beer from Troegs, and definitely stands up there with some of the best in the style. If you like your IPAs a little more balanced than complete palate wreckers, this is for you.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 Not intense at all. Actually leans towards a brown ale to me at first squeeze. Finishes without any desire to make a point. Bold yeungling, loblolly, goes perfectly with herb roasted chicken. Keep it light but not poolside light. Can't get a 7.5 like this anywhere.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 Pours an amber color with a one finger foam head. Smells citrusy, grapefruit, and floral hops. Taste caught me off guard, I was expecting from the smell a citrusy hoppy beer. Instead it tastes very good with a nice hop presence and a little bit of a sweet finish. Very well balanced beer with a low lingering bitterness. I would definitely buy again!   
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 Poured from a bottle into a tulip glass, well before the enjoy by date. A deep clear orange with a beautiful thick beige head and excellent lacing. Very pleasant smell, malty, sweet, and floral. The taste is very nice with caramel, orange, and a nice earthiness. A very enjoyable beer!   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 This is a nice enough beer but I honestly do not understand the hype. I got a fresh one from a can. It pours a reddish amber with roughly an inch of head. The nose is surprisingly devoid of too much hop aroma. The taste is similarly not as hoppy as one is made to expect and most of the bitterness arrives late. Overall, it's not as complex or unique as others describe it.   
look: 5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 Being that this is my favorite beer in the world, I was honestly a little disappointed this year. One of the best things about nugget nectar is the simplicity of its hop profile. Citrus introduction with a piney resinoid mid to a metallic finish has always been how I've known the beer...the epitome of an imperial red ale. It reminded me of a Six Point Sweet Action with a thicker mouthfeel and a bit of chew. Now I'm seeing imperial amber everywhere on the labels and what used to just be warrior and nugget hops has turned into warrior, nugget, tomahawk, simcoe and palisade hops. It muddies the transition of a cult classic and I wish Troegs didn't mess with a good thing. Regardless, it's still delicious, but it blends in with a lot of other IPA's now...   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 5 | overall: 4.5 Pours an interesting light amber, with orange highlights. Has a massive off white head, but has little lacing. Head sticks around for a long time. The smell is sweet citrus, grapefruit and orange, along with bitter floral and grassy qualities.   Bitter and floral in the mouth, with large flavors of pine. The finish starts off with a ting of sweet caramel, then shows a massive swell of pine, hints of resin, and again, floral. The whole experience is very bitter, with only a brief hint of sweetness to try to balance it all out. The beer is incredibly light, easy in carbonation, and very drinkable. It's dry, as the bitter profile would suggest, but isn't overly so. Overall a great beer, and a nice break from the IPAs while still offering many of the same qualities they'd give you.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.25 As someone who usually drinks IPAs, American ales tend to lean too malty for my personal tastes, but this has a nice balance of hops at basically every turn. The finish is particularly well-balanced, providing a little gush of hops at the end that leaves you ready for more very quickly. It's very drinkable, especially for a beer at 7.5 ABV. If you are a fan of ales, I recommend you try it at least once if it's available. Poured on tap at Flanagan's Pub in Dayton, OH.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Get it while you can. Plenty hoppy with a nice malt finish. Once a year happiness. 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 1.5 | taste: 4.5 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 5 | taste: 4.75 | feel: 4 | overall: 4.5 Hugely hoppy hops, and yet the overall flavor remains beautifully balanced -- really a masterpiece. Inviting start, good mouthfeel, enjoyable finish, where hoppiness threatens to overwhelm, but doesn't. "Dramatic," is that a beer word? On the negative side, I found the head shortlived, and thinnish, but I have yet to find the perfect beer, though many come very close.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from the bottle into a pint glass at Bottoms Up in Jingan, Shanghai, China.    A: Amber/dark orange with a 2 finger off-white head that lasts over 2 minutes.    S: Fruity and citrusy. Sweetness of light honey, light yeasty bread    T: Balance. Sappy hops with bread underneath. Slightly yeasty with light bread notes.    Overall: Great drinkable beer, balanced with good hop and malt profile. Very drinkable!   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Here's a red ale with a lot of hops in it. One of the earliest examples of a hoppy beer on the East Coast, before they fell in love with orange juice beer hype.     Lots of carbonation, full 1" off white head on a red/amber ale appearance. Aroma had all that red malt and plenty of the bitter nugget hop. Is this only nugget hops? They aren't the most aromatic hop to use.    Its plenty malty, plenty bitter. Its a bigger beer than i thought at the outset. The citrus is grapefruit, there is some woodiness but not pine like. Lots of caramel. The nugget hops seem to provide more in the way of bitterness moreso than a discernable flavor.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Pours a dark gold with medium carbonation. Aroma is of sweet caramel. Taste is of the same with some fruity hops joinging in. Overall this is a pretty solid tasty beer that toes the line between the hops and the malt. Malty IPA? Hoppy Amber?   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
