look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Very Early hop forward - bitter 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 hardy pour from a 12oz bottle into my sierra Nevada spiegelau glass. bottled on 6-1-17; 1231 marked underneath it.    Appearance- it's a slight transparent amber color with an off white frothy head. leaves decent lacing.    Aroma- candied hops. you get some caramel but you also get pungent citrus hop notes as well. one of the best smelling brews I've had in awhile.    Taste- not the like smell. it's much more hop forward in the smell. caramel malt is battling the pungent citrus hops and it is winning. bitterness is there but nothing crazy. bummed it doesn't have more hop flavor tho. abv is well hidden.    Mouthfeel- solid medium bodied. good carbonation.    Drinkabilty- easily crushable. shoulda grabbed 2 sixers of this stuff.    Overall- this beer for some reason reminds me of (a good batch) short's controversi-ale. to some it might be like an ipa but to me it's a great example of an American pale ale. both malt and hops are matched but I feel the malt is the winner. for those people who whine and complain about ipa's not being balanced well this is their beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 amber with a finger of white head that lingers and sticks to the glass. a bit hazy with lots of activity going on in the glass.    maybe i'm getting old, but this is citrus hops character that i like - bright but not over the top. doesn't make me think of mandarin oranges or freshly squeezed anything. taste keeps a bit of the citrus spark, but the hops bitterness quickly outweighs it, but not in a bad way.    mouth is well carbonated and just a bit sticky, but the bitterness never really overwhelms the beer. not balanced by any means, but not over the top.    i'd travel to the nova again to buy this one. i really love these old school beers.   
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 6/19/17 - On tap at Cindi's rooftop bar in the Chicago Athletic Association. Served in a basic pint glass with 1/2 inch head and great lacing. Nice aromas and excellent hoppy taste. Awesome view of Millennium Park and Lake Michigan. We need Three Floyds in Philly!   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from a twelve ounce bottle into a straight ten ounce mug the same temperature as the beer. Beautiful dark amber that's hazy to almost opaque. Surprisingly pretty combo. Three finger rocky light caramel head that lasts a while. Good sticky lacing to the end. Big piney hops hit the nose first followed immediately by grapefruit rind and some lighter floral notes. A little brown sugar.    Taste follows the nose with big pine. Good dark malts in the background that provides good balance. The citrus rind in still there. As the beer warms the malts step up to form a fine hoppy/malt finish. Not to dry. Medium body with good carbonation. This is a very good beer that reminds me of an IPA with fewer hops. A very good great flavored brew with an excellent balanced profile. Think it will find a place in my beer cooler.   
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 Superb deep amber color with lingering, tight, foamy head. Clean citrus hops aroma with flavorful hoppy taste up front with balanced finish. Pretty flawless overall and definitely my favorite APA.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Had on-tap at the Yard House in Indianapolis. Poured into a pint glass.     L: Semi-opaque golden copper pour with 2 fingers of fluffy white head. Great lacing.    S: Tropical fruits and citrus. Estery and juicy.    T/F: Light caramel malts and grains with a juicy yet subtle hop profile. Not overly bitter.... nuanced and delicious. Citrus and pineapple... mango mixed with floral notes. Crisp, clean, and refreshing.     O: A top notch APA.... 3 Floyds rules this style and this is just an outstanding beer.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 12oz bottle dated 04/13/17 poured into a pint glass shows a dark orange gold body and floats a 1/2in white head with mixed bubble sizes with excellent artistic lacing.  Aroma and taste is exactly what I expect from beer. Clean, fresh, airy, doughy biscuit malt, and ...did I say clean?  Mouthfeel is light and leaning medium with an oily, yet satisfying finish.  Overall this is the beer that staked their claim to hype, and it doesn't disappoint.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 An outstanding Pale Ale. Extremely well made and balanced throughout. Great hop profile with a great lingering finish, that is never bitter or harsh. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Have tried on tap and bottle. Both awesome if you get a fresh bottle. Hopped up Pale and if it did not have such a nice caramel malt backbone it would be an IPA.  Lovely copper color with tropical fruits and pine with a sweet malt smell. Taste follows the nose. Tropical fruit taste first then a bit bitter followed by a sweet malt backbone. If a really good IPA hooked up with a really good Pale this would be the result. I think it is every bit as good as Zombie Dust.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Alpha King brewed by 3 Floyds Brewing Co., With an ABV of 6.66 % This American Pale Ale pours out a nice brown amber color with a nice foamy white head. There is a nice amount of lacing to this brew, it sticks to the side of the glass well. The smell is rich with hop bitterness, and a slight sweetness in the smell. There is some nice grain and malt notes in the smell of this American Pale Ale. Really digging the copper color of this brew. Now for the taste it is bold with hop bitterness, and a slight sweetness. You also pick up on some nice grains and malts in the taste of this American Pale Ale. There is also a slight roosted flavor in the taste of Alpha King . It is really hard to pick up on the 6.66% ABV in this brew, it is just that smooth. The body of Alpha King is a nice medium to heavy. There is nothing overpowering about this brew, it goes down nice and smooth. The mouth feel of Alpha King is bold, hoppy, clean, smooth,and Refreshing. Overall I'm giving this American Pale Ale a 4.50 out of 5. I would definitely look this brew up again givin the chance to. 3 Floyds Brewing Co., Did a super nice job with this brew. If you are looking for a dark yet smooth pale ale look this brew up.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 A very good IPA from a very good brewery.    This beer pours a dark amber with a thin white head and some lacing. The nose comes across as fruity, tropical, and maybe sweet---but in a bubblegum kind of way---combined with some very faint dankness. The flavor is remarkable in balance---it's bitter, tart, and malty all in equal measure. There's an alcohol bite at the end, that kind of unfolds across the palate. All told, a superior contribution to the IPA canon.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured Alpha King into a Belgian Tulip.  A - Pours a light amber with a finger and a half of off white head.  S - Grapefruit, pineapple, and citrus on first sniff. I'm also getting some light coconut with dank hops.  T - The flavor mimics the aroma. Tasty stuff here! More hops, pineapple, citrus and a touch of coconut.  M - Medium carbonation with medium to full mouthfeel.  O - A Pale ale thats on steroids. Delicious!   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 From Untappd 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Poured from a 12 oz bottle into a tulip glass.    Bottled on 3/27/17    A++ appearance. Deep amber/red hue. Big foamy head with excellent retention. Beautiful sticky lacing.    Aroma is all hops and near-perfect. Big citrus notes of grapefruit and citrus rind accompanied by piney and floral hops.    Flavor follows the nose with big citrus, piney, floral, and earthy notes balanced by a good caramel malt backbone.    Medium-full bodied and crisp.    Overall: When fresh, this APA can stand up to any other. Great hop flavor balanced by sweet maltiness. An outstanding beer!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 This is outstanding stuff. Pours full and is just a beautiful deep amber. Excellent lacing and the smell is just so hoppy and perfectly bitter its almost a shame to drink it. Its aroma actually fills the room. Its full of flavor yet really clean and refreshing. Wow the citrus hoppiness just explodes on your palate. This might be very well the best ale I have ever had and I can kick myself for not buying a case when I had the chance. I have a strip steak ready for the broiler and I cant wait to sip after a bite of fine beef.    This is a great , great ale.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Deep mahogany, tall off white head, and great lacing. Caramel and citrus aroma. Notes of burnt caramel, Hawaiian roll, orange flesh, grapefruit rind and wet pine needle. Smooth, well carved, medium body and lightly dry. Really nice pale ale that is different than the pack.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 4.75 FFF brewery only 40-50 minutes away (I thought for sure I had rated this already.).... this bottle=dated 3-20-17 ....so fresh...Alpha King has one of the best balances of hops to malts out there. That is my opinion....but with this one you get the hops blended so well with the malts that it isn't too bitter or too sweet.   
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 The legend from a 12 oz bottle in a snifter via a friend from work---Thanks KEVIN!  This fine ale pours a deep red tinged amber with an excellent head of off white foam   that subsides to a thick ring, thin spotty pool, and features some very nice lacing. Nose of  grapefruit, subtle pine, rich caramel malts, and light herbal notes. Flavors exceed the nose  by presentation with caramel malt backbone loaded with citrus notes of grapefruit and a touch of  mango and a dash of pine hop notes. Excellent mouth feel; smooth, medium body, lightly sticky  coating with hops and caramel, and a subtly dry medium carbonated finish.     Overall, this is one near perfect pale that lives up to the standards.    Excellent!   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Hard to see how it looks since I'm pouring into a blue solo cup, but what I could see when pouring it looked redish to brown color. I would say 1 finger. Nose is citrusy. The taste is more malty than I expected. There is still some of the bitterness of the hops. Nice body to the beer. A decent offering from 3F.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Pours amber red with a billowy off white head. Nose is of grass, light pine and malt. Taste of pine, light floral, grass and a sizable malt backbone. A bit of underlying citrus but very minimal. A light stickyness, pine gum like on the mouth. A dry crisp finish with a bit of a alcohol kick as the beer warms. Where as zombie dust is a citrus bomb and IPA like Alpha King is a true malty piney pale ale, west coast like in smell and taste.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Bottled on 3/6/17.     A: Aggressive pour into Libby tea glass. Two fat fingers of head. Beer is transparent orange/amber. Head is slight off white/tan. Carbonation is minimal in the glass. Excellent head retention. Very sticky lacing. Looks nice in the glass.     S: Hops are run to classic west coast style. Piney, some citrus and grapefruit. Biscuit/carmel undertones.     T: Moderate slap of bitterness up front. Hops in the taste go more towards stone fruit in the palate. Pears and red apple transition into moderate tropical fruitiness. Finish is mostly dry, with some residual maltiness.     M: Medium bodied. The maltiness is more prevalent on the tongue. Finish is medium dry with some malty/toffee notes (but not sweetness) on the finish.     O: Good pale ale. I'm still a bigger fan of Zombie Dust, but this one is no slouch.   
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 2.75 | overall: 3 
look: 4 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 A-Dark Orange, almost brown in color, with a slightly off white head that lingers and remains   S-Subtle sank hops and lots of caramel and toffee with a little pine and citrus underneath  M-Medium and resinous mouthfeel that is quite nice. Low carbonation   T-Sweet all around with very little bitterness  O-This beer reminds me of 60 minute...it is a solid pale ale.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 This brewer maintains a nearly legendary reputation here in my hometown. It's not easy to find, often bought in bunches when found, and is often discussed as one you must seek out. I was thrilled to see my local specialty grocer (Jungle Jims) have an endcap full of this variety. The reputation is well deserved. This was top flight all around and deserves mega kudos.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 4 | taste: 2.5 | feel: 3 | overall: 2.5 Poured from a bottle, BOD less than 1 month old, into a beer glass. Pours very dark orange. Little head and zero lacing though the ale was carbonated well enough. The beer smells well enough, strongly of pine, but the taste doesn't translate. I immediately regretted buying the 6 pack. It's drinkable but for the price this is probably the worst beer I've ever had.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Had this delicious Midwestern classic today at the South Park Tavern in Dayton, Ohio. Pale in appearance but sporting delicious tropical fruits in the odor.     Tasty and full of citrus and late pine. Light malts accentuate the flavor. Bright and enjoyable throughout. Among the better examples of the style.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Appearance - nice lacing, copper color.    Smell - piny hops and slight fruit aroma.    Taste - bitterness up front, fruit in the middle, then finishes with a nice malt flavor.    Overall - this is a very nice beer. I feel like they kept it simple and balanced.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Botttle poured into pint glass; hoppy- goodness and fruits greets the nose. Nice carbonation leading to creamy head that remains to the last drop; blood orange color. Citrus, Malts, hops and fruits to nose. Medium feel, well balanced with hops on front and malt sweetness on back.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 12 ounce bottle into a tulip glass. Bottled 1/20/17, had 2/5/17.  Pours an amber/orange, hazy, with an inch and a half foamy head, a good amount of foamy lacing. Lots of citrus in the smell- orange, grapefruit, lemon, hint of lime, pine, some yeast, malt, a light dankness. The taste also starts with big citrus- orange, grapefruit, lime, lemon, malt, pine- especially on the finish. A good amount of hop bitterness up front, the malt tames it thereafter. A light sweetness overall. Smooth, a solid medium body, well carbonated.     Very good citrus aroma and flavor. Well balanced between the hops and malt, really feels more like a DIPA. Pretty straightforward. but really well executed. Well worth a purchase.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 3 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 Pours a deep, murky copper color with a nice foamy white head. Decent retention. Minor lacing. Was pretty stoked to come by this as FFF is hard to come by in my area, and found this at a place I rarely visit just a few blocks from my house.    Citrusy aroma, with some floral aromas noticeable. Can definitely detect the sweetness that is to follow.    Sweet, tropical flavors immediately greet the tongue. Hoppy, but not overly, well balanced with caramel malts. Has a very pleasant candied sweetness to it. Does an excellent job of making the sweetness taste very natural. A lot of times it will come off artificial. Fruity flavors take over as it warms, giving way to pineapple and peaches.One of the most well-balanced beers I've ever had. A touch of bitterness lingers on the tongue that quickly transform into a fruity aftertaste.    Moderate carbonation. A tiny bit syrupy, but still very drinkable. With it's medium level of hops and ABV pushing 7%, this is a dangerous brew.    I'm always keeping an eye open for FFF wherever I go (this is just my second beer from them. Narrowly missed ZD not too long ago), this reiterates that the eye is worth keeping on them. Supremely balanced and very tasty, this is a great beer for any occasion.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Poured from a bottle into a snifter. Bottled 11/28/16.    A: Pours a hazy, reddish, burnt orange, copper color with a 1/2 inch foamy, tan head with moderate retention. Thick, billowy, white lacing throughout.    S: Aromas of citrus and pine accompanied by milder notes of tropical fruit. Sweet caramel. Grapefruit rind, melons, pineapple, and tangerine.    T: Taste matches aromas well. Starts with orange and grapefruit, followed by big caramel malt notes, then a hint of pineapple and melons, and ends with piney, earthy, resinous hop bitterness, which lingers shortly.    F: Medium bodied, smooth, and crisp with medium carbonation. Slight dryness.    O: Overall, a good APA. Differs from pales I'm used to with the big caramel malt notes, but it's well done. Would definitely try it again, but would like to try a fresher bottle.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a deep, clear orange color with a hefty off-white head that lasts forever.    The smell seemed a little muted to me, but caramel sweetness, copious citrus with orange and grapefruit. Malty, sweet, a bit of yeast, and I think I can smell peach or apricot.     The flavor and feel are hard to separate. This beer is luxuriously smooth in the mouth feel and the flavors are incredibly well-blended. Obvious grapefruit, some pine, orange. Caramel sweetness. Very mild bitterness, slightly dry, carbonation is on the money. Just a small taste of peppery spice that cleans things up nicely and leaves a nice, lingering taste.    This is a fantastic drinking beer, recommended, and I would enjoy it again, no doubt.   
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 3 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Poured from bottle to tulip. Opaque dark orange color with a few fingers of foam that settles to swirls and leaves spotty, sticky lacing. Aroma is fruity and sweet, with caramel. Taste is big biscuit and caramel, with tropical fruit, floral hop notes. No boozy tones in aroma or flavor, but feels substantial. Feel is smooth, slick, and on the fuller side. A bit of bitter finish, a little dry, but not much.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 12/30...pours rich amber with heavy white foam. Laces. Malt caramel nose. Sweet. Inviting. Slightly sweet open spills into a tasty bitter backed malt. Incredible balance. Sneaky bitter finish. Outstanding, like everything 3F does.   
look: 4 | smell: 5 | taste: 3.75 | feel: 4 | overall: 4 Have had several times both on bottle and on tap. Smells amazing; just a huge pleasant hoppy kick. The big disappointment is that the taste does not live up to the smell. It is a good solid well balanced beer but no big hop flavors stand out to me. Overall a good beer just not enough stand out hoppiness for me (guessing just a personal preference).   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 From a 12oz bottle, dated 12/02/16. Served in a tulip.    Pours a semi-opaque burnt orange with a finger-plus of dense ivory head. Retention is good for a minute or so before settling back to thick, bubbly ring with loose sheets of lacing.    The nose starts massively hoppy, sharp and peppery, fading off into prominent peach and sweet caramel.    Taste is straight-on malt forward, sweet toasted grains and caramelized corn syrup. Bitterness is low, some spruce and citrus pith, some bubblegum, a little black pepper. Finishes with grand marnier, slightly dank and sticky.    Feel is medium bodied, thick, chewy and mouth-coating, with just better than adequate carbonation.    Overall, a better-than-decent APA.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.5 | taste: 3.25 | feel: 3 | overall: 3.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Dark orange beer with an off white head that leaves ribbons of lacing behind. The smell is citrus, caramel, yeast and pine. Nice sweet, caramel and orange beer with a nice balanced pine bitterness. Nice medium body with good carbonation. This is a really great beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bottled 4/13/15; drank 5/31/15 @ the Yarchives.     Semi-opaue, rusty orange/red appearance.     A rough pour yielded a big eggshell head; a curtain of tree-rung lace.     Grapefruit & caramel notes in the nose.     Medium mouthfeel.     Grapefruit & caramel flavors in equal measure up front; a mildly dry finish. Well balanced & very drinkable, if a bit staid. I'd have another.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 Caramel brown with a light haze, a little carbonation, and topped with 2 fingers of off white head.    Smells of peaches, mango, black tea, and a hint of pencil shavings.    Tastes of black tea, peaches, mangos, and a hint of pencil shavings. Some fruity effervescence also.    Nice, light, tingly sensation in the carbonation. Slightly flat and foamy like a UK style brew, quite chewy as well, with a tannic finish.    Really good brew, very surprising in its style which is so different from Zombie Dust. More like a UK style. Really enjoying it. My Bro gave it to me in Stratford, ON, and he picked it up at the brewery this year. Drinking it Nov 4th, 2016, in Chiang Mai, Thailand.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Very cloudy with a light brown color. Small but lasting head. Rings of lace after each sip.     Creamy with a bit of caramel. Beautiful floral hop nose. Great balance. Lightly sweet.     Brief toasty malt but the hop kicks in quickly. Chewy body with decent carbonation. Full on flavor with interesting shifts in tastes.   
look: 4.25 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
