look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 12 oz bottle poured into a pint glass. Moderate foam lingers and laces throughout drinking. There's hops in the nose, hops in the taste, and there would be hops in the sound if it had one. Pine zing. The malts are underneath and they follow but primarily (for me at least) in their presence is the sense of sweetness and heft that is there but not in the spotlight. Not to self - research the difference between IPA and DIPA... does this not tread the line a little bit?    A great measuring post for IPAs.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured from a12oz. bottle into a pint glass. Nice thick head and rich gold color. As the beer warmed the smell and taste intensefid. Strong hop finish of a West Coast IPA. I first encountered this beer ten years ago at the Bear Republic Brew Pub in Healdaburg,CA. This is a west coast classic. Not for those who drive the speed limit. Racer 5 puts the peddle to the metal. Outstanding.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 3.5 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 A: slight haze; medium gold in color; 2+ finger off white head that receded to a thin cap; very nice lacing;    S: not especially aromatic; what's there is floral with pine and caramel;    T: pine, floral, and caramel; the finish is more pine; moderate bitterness at the end;    M: medium bodied; moderate carbonation; lightly dry finish;    O: easy drinking;   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Great malt and hop balance with a good blend of tropical fruits! 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 One of the best IPAs I've had in a while. Looks great with a short frothy head. Citrus aroma with just the right hoppy bitterness. California breweries have great beer and this doesn't disappoint.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.75 I thought I reviewed this years ago.   One of the best IPAs out there.   Huge white head and tons of lacing caked-on the glass.   Tasty light corn-like malts and light zesty citrus from unfiltered California goodness all living in a bottle. Finish is superb. Dry but perfectly so.   This went down the best one year straight from the bottle, in cold weather on the lake going for striped bass. It'll always be a go-to for that reason. Not long ago the brewery yanked itself from TX due to their state's critical drought, but I've seen it appear as of lately so it seems all is good again for when I need a highly-drinkable world class IPA.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3 | feel: 4 | overall: 3.75 L -- Slightly hazed copper-hued body with a two-finger off-white head produced with moderately aerated pour. Good retention and lacing.  S -- Fruity citrus, grass, earth, pine  T -- Orange rind and dank pine upfront, followed by a mild malty sweetness, earthiness, and a phenolic finish  F -- Nice and smooth for the ABV. Medium+ carb. Refreshing  O -- Not quite as extraordinary as I was hoping after trying their Racer 15 DIPA fairly recently. I wish they would put the bottling dates on their bottles and not a best before...    69/100   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 Maybe it's old...no date on bottle I can find. Hence the issue faced by many brewers; how to get your product out there while maintaining drinkability! That being said...based on this example, there are much better examples of So.Cal IPA out there IMHO.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 one of the best californian ones, a bit strong but good 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bomber to a pint glass.    Murky gold-tinted orange, grand, foamy head and lacing.     Piercing citrus-pine scent, followed by a second malty wave.     Taste follows the nose, the creamy herbal malt subdues the piercing pine aspect. Subtle grapefruit, ending with moderate carbonation. To me, only slightly bitter.     For a 7.5% it went rather swift and smooth. No surprises, no complaints.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Bitter, citrus, dry. One of the beers that kicked off my IPA-obsession. Having this on tap in Boston was like a sipping ambrosia straight from the heavens. Bright citrus with a smooth bitterness and a dry finish - the template for an awesome West Coast IPA. Amber pour with a soft head that sticks around for a couple minutes. Aroma of orange peel, grapefruit and pine (the 1-2-3 classic combo). Taste orange, grapefruit pith, pine, toasted malt with an herbal tea kicker. Nice lingering bitterness cleans out the sip. A gold standard for the West Coast IPA that has remained true while my (and many others') palate has changed after prolonged beatings from IPA after IPA, like waves eroding a beach. Doesn't change what the beer brings to the table.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 Pours a hazy orange colors with a small white head. Smells of oranges, some malt, and hops. Taste is of oranges, bitter earthy hops, and caramely malt. Medium bodied with medium carbonation. Overall this is a delicious citrusy and bitter IPA.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 Hazy orange copper color to this beer, very inviting. Somewhat subdued nose of citrus and malt. Good piney and citrus flavor with a stronger malt backbone. One of those beers that actually tastes as good as it smells. Medium carbonation and mouthfeel. Something missing on the end of this flavor compared to the Head Hunter I had earlier. I think the malts lean just the slightest bit towards caramel which is not my favorite in an IPA.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 javascript:void(0); 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Poured from the bottle. Hoppy. But pretty smooth. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Thick deep and dank hops. This one lives up to all the hype. Deep honey in color and lots of citrus in the nose. There is a slight alcohol note here, but it's early overlooked.   
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 From Untappd 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Beer pours a thicker amber color. Nice sight line. Citrus aromas and hops. Tastes great to the pallet. Not much head based on the pour. Very smooth.    = I can see why this beer has great reviews. Nice, thick malty flavors that give way to a great IPA.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Pours a slight hazy amber/orangeish. Good head retention. Citrusy aroma, good mouth feel, lingering pleasant aftertaste. Moderate hops, just enough for my preferences. I liked, may buy again.   
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 A 12oz bottle with no visible BB date. Acquired recently from Trembling Madness in York. A classic IPA that I've wanted to try for a long time....    A: Poured into an IPA glass. Bottle conditioned. A rich golden-amber hue with hazy floating sediment and good carbonation. Produces a large head of fluffy white foam that lasts for a while before reducing to a persistent surface layer. Nice lacing.    S: Aroma of intense resinous hops with notes of pine, dank weed, floral hints, citrus peel, vague tropical fruit, sweet malt, mild earthy yeast and more than a whiff of booze. Nice.    T: Tastes of bitter pine-laden hops with hints of resin, dank weed, grapefruit, citrus peel, floral notes, sweet malt, earthy yeast and a touch of booze in the background. A strident hoppy bitterness upon swallowing.    M: Mouthfeel is smooth and tingly, with pleasant carbonation and nice body. Hop oils stimulate the palate. Aftertaste of bitter hop notes, sweet malt and yeast.    O: Excellent - a top notch American IPA with a well deserved reputation. Looks great, while the aroma and flavour are a satisfying blend of intense aromatic hops, sweet malt and yeast. The only minor flaw is the slightly excessive alcoholic note. Good body. Goes down all too easily - deserves to be sampled if you have the chance.   
look: 4.25 | smell: 4.5 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Member 'Kimchi' nails it on this most exquisite IPA! This beer's strong orange bouquet and taste is like no other IPA. If only it were less like a DIPA and more like a session IPA. Believe it or not --- I found this beer in southwestern Florida!   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Terrific full bodied IPA. California made was the first sign to me that this was one to try. I will search out others from these folks based on my experience with this beverage.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 12 oz bottle bought in Saugus MA, no date. Never heard of the beer or the brewery so went in blind. Now I think I might have gotten the best pick of the store.    Pours a ember-like hazy orange color with 2 finger soapy head that settles down quickly to a half finger. Truly impressive color.    Aroma is hoppy citrus and resin - strong but not overpowering - and a touch of pee which I do not appreciate.    Taste is hop forward but with a strong malt backbone too - nice combination that play well together. Moderately bitter with a strong resinous, almost dank, earthy taste that lingers well into the aftertaste and coats the tongue. That's the real treat of this beer.    Feel is crisp with a little stickiness    Overall this is a great beer obviously crafted to a fine degree. I feel fortunate to have found some way out on the right coast.     ** For god's sake, don't drink this out-of-the-fridge cold! It needs to mellow to get the full flavor bloom, otherwise you are cheating yourself.   
look: 5 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 4.25 Vintage color & carbonation, big fluffy cap. Aroma has a tremendous amount of bubblegum (JuicyFruit) uptop with some flowering hop notes drifting underneath. Starts out pretty herbal with some hibiscus notes before the mid-palate brings a some piney hop punch - got lots of Chinook on it - before finishing out with some hop oil flavor. Sweet malt presence throughout helps keep it tempered. Finishes moderately bitter.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 4 2 fingers of head and tons of soapy lacing. mostly clear, yellow beer.    citrusy notes in the nose, but some pee there, too. lots of dank in the taste.    mouth is well carbonated. bitterness lingers, but not unpleasantly.     always worth grabbing some of these old timers.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 355 ml bottle, Brewdog Bristol - Pours golden with a medium white foamy head. Nice lacing. Medium carbonation. Aroma - hoppy citrus forefront - grapefruit/orange notes, light resin back drop. Taste - similar to aroma, citrus front, light resin on the mouthfeel, crisp fresh light bitter finish. Really enjoyed this. Quality example of an American IPA.    355 ml bottle, M and S, Bristol - Not as good as above as I can't find any of the resin notes from above and it feels a lot maltier than I remember. Bottle has EXPORT printed and wondering whether the recipe has changed for export markets ? If so think it is a turn for the worse. Will keep my rating based on the bottle above but probably won't be buying again.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 california represent! great IPA to drink on a patio - great taste, great feel. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours golden and hazy with a solid 1" head. Hoppy and slightly citrus smell. Slight bitterness with a smooth aftertaste. I am not normally an IPA fan but this was simply an outstanding beer.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Bear Republic is one of those California treasures I miss since I have moved to Texas. The wonderful in-laws on their recent trip to the last great state brought up boxes of Racer 5 and that will make both me and my wife extremely happy. Racer 5 has a beautiful cloudy and bright colour with a heavy nose that may intimidate non IPA drinkers or people who don't like hoppy beer. Do not be turned off by the aromas of wonderfulness for those that don't appreciate hops this beer has a strong yet, smooth and easy to drink flavor. It is very hoppy however, it has delicate nuances of orange with a crisp mouth feel and a bright aftertaste that will not overstay its visit. Racer 5 is one of those rare IPA's where a pro can enjoy it's masterfully unique and esoteric flavours and a new IPA drinker or maybe those who don't consider themselves IPA fans will pour a glass and perhaps fill their fridges. Racer 5 is a 5/5 in every category except it is not easy to find west of the Sierra's and can sometimes be difficult to buy in Southern California. Until these puppies run out though we have a beautiful house full of Racer 5 and that makes me a happy camper. Geonbae!!!!   
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Deep honey in color with an off white head. Nose is heavy with hops and the taste does not disappoint. The hops are thick and I love it. Best beer I've had in California so far.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Beautiful gold hazy color with a small white frothy head. Smell is citrus, white bread, hops. Taste follows the nose. Oranges are prominent. Also getting some pine and faint dankness. Bitter, dry finish. Very refreshing and an easy drinker for the 7.5%. Best by date was 5/17 so I don't really know the bottling date. Tasted fresh. Very good IPA. Delicious.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 Hazy orange topped with a soft white fluff.    Smell starts dank, followed by pine, pungent cat piss, and grapefruit.    A definitive orange and grapefruit flavor come through on the tongue, starting bitter then turning sweet, with a little wood, Trix, and either curacao or triple sec.    Somewhat frothy but very dry.   
look: 5 | smell: 3 | taste: 2.5 | feel: 3.75 | overall: 2 Hate it. But I hate IPAs 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 poured from a 22 oz bottle    hazy amber with a nice white pillow head  citrusy, orange peel, pine herbal  grapefruit and orange  upfront citrus bitterness  long lasting hop aftertaste  bold,long hop finish   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Based on the name and label I almost passed this up. Being on the east coast I wasn't familiar with Bear Republic Picked one up at a grocery near Wilmington, Delaware a few months ago. Since then I have been picking up this classic IPA on a regular basis. Poured one tonight into a pint glass. Nice coloring and beautiful smell. Taste is smooth and hoppy. I always end wanting to open another one.   
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 I'm trying to rate this objectively, because honestly, it's not really my thing. Pours a semi-cloudy light gold. Little bit of a white head but not much lacing. Aroma is more malt forward - some citrus and piney hops - nothing exhilarating. Taste is balance between sweet malts and some hops, with a moderately bitter finish. Feel is smooth, but a little under-carbonated for my taste. Overall, I feel this is more suited for people who like things that are less hop-forward. Hop-lovers beware, this may not be up your alley. It's a clean tasting brew, but a little too gentle for the IPA style.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 4 Just got a bottle at my LHBS and opened it while brewing my own homebrew IPA. Nice golden orange color and a huge thick soapy head. Faint aroma of floral hops. Nice medium body and mouthfeel. Surprisingly strong taste of alcohol. Further tastes of light floral and herbal hops, medium bitterness that lingers for a while. Also tasting nice malt flavor, more so than in most IPAs these days. Not what I was expecting, a little disappointed after all of the hype... but a decent malty IPA.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Pours a very nice golden color with a medium size head. The nose has strong pine elements but also some faint mango aroma to it. Fairly bitter upfront followed by some fruitiness. Medium body without too much carbonation. Not the most complex IPA but definitely a tasty one.   
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 A hazy almost burnt orange with a finger of white soapy head that settles down to a ring and leaves some spotty lacing behind. Orange is the biggest scent I get in the aroma, but lots of other fruit qualities like lemon, grapefruit, stone fruits, and tropical fruits, big time. A little of that dank weed vibe, as well. Just fantastic smelling, and the flavor isn't a let down either. Same deal. Really nice hop forward and without that astringent thing going on. The feel is medium body, juicy, dry, and there is a good full level of carbonation. I've seen this beer a few times in my travels but this is the first chance to have a fresh bottle. Really good stuff, here.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 Sweet floral aroma. Smooth tasty IPA. Dances around on the tongue. Gooooooord. 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Sampled from draft 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 355ml bottle poured into a pint glass.    Hazy orange amber in color, the pour builds up massive silky white head that holds strong will to stand with excellent retention. It just slowly dissipates to an eternal frothy layer atop along with several refined lacing ring, patch, and spot along the way down. There are sediments floating around.    Very fresh, juicy, yet fruity aroma by its hoppy goodness, I am reminded of citrus, grapefruit, lemon, pineapple, passion fruit, kaffir lime, pine, resin, floral, spice, and slight earthy. Yes, it is truly hop bombardment. Malt is there too in the back end with a biscuit character to slight caramel.    Very well balance, hop still prevails but it is not too harsh while biscuit and caramel malt try to bring in sweetness and creaminess to reinforce as supporting. All the hop characters in the aroma also reflect in the taste together with steady bitterness at the end of the sip that also nicely lingers in the aftertaste.    The body is full with smooth mouthfeel from its lively carbonation generated some crisp and refreshing feel upon the palate, pleasantly dry finish that will lead you to another quick quaff.    Great IPA indeed, all the characters, they harmoniously exhibit in great order. Alcohol is very well concealed making it equipped with evil quaffing quality. This one is surely a must, the quintessential of AIPA.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 This is one of those quintessential west coast style IPAs that help put the California craft scene on the map. In today's world, it's still an excellent beer but it doesn't really do anything extraordinary or even better than any of the host of other classic IPAs from CA and Oregon, among others.     It has all the tropical fruit notes you're going to expect in the aroma category. In addition, it has some oniony dank alium character which was all the rage for a few years back in the day but is now somewhat quaint. Worth trying, especially on draft, but I'm not going out of my way to procure a six pack.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 Schweet 
look: 4.5 | smell: 4.25 | taste: 3.5 | feel: 4.25 | overall: 4 Slightly opaque apple juice color with a towering 3 finger head that leaves lovely shaving cream lace all the way down.     Aromas of fresh peaches, with grapefruit, papaya, mango, and faint onion trailing at the end.     Flavor is very fruity, leading off with some mango and orange, but then takes a turn towards dumpster bin, tasting like a mismatch of garlic, onion skins, and old toffee. The old toffee and garlic remain on the palate after the swallow. Thing is, I still keep wanting to drink it for the first part of the taste.     Feel is rich, creamy, spiked with some decent carbonation. The finish is dry and musky, leaving a nice parch behind.     Overall, Racer 5 is a good pale ale. I'm glad I have an extra, but I don't think I'd spend money on a six pack or bomber.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 Look - a slightly opaque honey orange color with a two-finger off-white head that has great retention and lacing.  Smell - a lot of citrus in the form of orange and grapefruit, there are also strong bready and caramel malty notes, and slight pine resin.  Taste - hops dominate with grapefruit and pine resin overpowering the palate, but there is a nice malty backbone too.  Feel - great carbonation, smooth, and full body that helps the flavors linger on.  Overall, this IPA is stellar. It looks great, has a well-rounded aroma and flavor profile, and has an incredible mouthfeel that helps bolster the complexity.   
look: 4.25 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
