look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Very nice double IPA with some great flavors and nice blend of hops. Pours a slightly darker yellow color with some faint haze, small amount of white foamy head and some spotty lingering lacing. Smells great, nice combination of citrus zest and floral hops - and those floral hops really pop at the end of a long inhale. Also a little malt, vanilla and caramel. Tastes of fruity hops - mainly grapefruit, mango, tangerine and pineapple. The floral hops are less pronounced. Nice notes of vanilla, bread, caramel and malt. Smooth, clean, crisp, mild mouthfeel and good carbonation. I didn’t experience as much bitterness as other reviews had described - instead, I was struck by the bright floral hoppy notes and good mild malt backbone that didn’t overwhelm the flavors. Very well done.   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Very smooth taste and well balanced hoppiness. Nice fruity taste. 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 I had this on draught in a bar. 16 oz. pour served in a pint glass. It pours a crystal clear, golden color with a milk-white head and minimal lacing. It smells of melon, pineapple, grapefruit, pine needles, floral hops, and a whiff of vanilla. The first taste sensation is sweet melon and caramel on the tip of the tongue but it is quickly overwhelmed by the resinous Mosaic and Simcoe hops. It finishes biting and bitter and leaves a strong, bitter aftertaste. Yet, the sweet, malty opening and the hoppy, bitter finish blend seamlessly. This ale is medium-bodied with lively carbonation, and its 8.7% ABV gives it a nice kick. Overall, this DIPA is well-balanced and very tasty. And it proves that a DIPA doesn't have to be turbid to be really satisfying. Well done!   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Appearance - Pours clear golden color with thick white head, sticky lacing all around the glass.    Aroma - Lots of citrus grapefruit and orange a hint of pineapple. Slight hop pine aroma as well.    Taste - Wow very tasty, lots of citrus more than the nose showed. Orange, pineapple, mango and grapefruit. There are also sweet caramel and some malts in there as well. The flavor is super balanced.    Feel - Medium bodied well carbonated, just a touch of dry finish and no sign of the alcohol, slightly slick feel.    Overall - A very well done DIPA, the citrus and hop/pine is very well balanced.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 4.5 A great full flavored DIPA with a strong bite on the finish 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Pours golden with about an inch of head. The aroma is very hoppy but without being intense. Taste is very bitter upfront, with some balancing maltiness toward the end. Medium body. Not the most complex of DIPAs but overall a very enjoyable example of the style.   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 On tap at PJ Ryan's in Phoenixville. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 From the growler, the last of the keg pours a deep golden color with a modest head. Malt and citrus hops in the nose. The mouth gets the hop notes without getting unpleasantly bitter. Feels good!   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 Pours a clear deep gold producing 2 fingers of somewhat lasting, frothy, white head that leaves chunky blotches, motes & wisps of lacing. Aroma is pungent grapefruit pith, pine & floral notes, moderate vegetable & onion notes backed by subdued toast, caramel & a little biscuit malts. Taste is hugely hoppy! Oily pineapple, orange zests, pine needles & resin. Spicy, peppery & pungent. The vegetable & onion notes are still present but greatly subdued from what they are in the nose. Malts provide cane syrup & caramel tones. Alcohol spice is prominent. Huge hop bite & bitterness from start through aftertaste. Floral tones & hints of dark tea in the finish. This brew is exquisitely bitter with complex hoppiness. Mouthfeel exhibits moderately heavy body & carbonation, is prickly with spice, dry, slightly chewy, pungent, & mildly astringent. Alcohol is well hidden in terms of taste & warmth but seems to be a major component of the spicy character.   
look: 3.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Awesome dbl ipa 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 The beer pours a beautiful gold color with a thick frothy white head that fades to lacing. The aroma is good. It has a solid pale and carapils malt aroma along with a stiff hop aroma. The taste is excellent. It's a smooth beer with loads of hop character. The malt bill provides adequate balance, but it's definitely a hop bomb. The mouthfeel is good. It's a full bodied beer with adequate carbonation. This is a terrific DIPA. It's often a go to beer for me when I'm looking for a good hoppy DIPA.   
look: 4 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.75 Found at Hemingway's, Melbourne, Fl 02/02/17 
look: 4 | smell: 5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 Lighter than most double IPAs, but a very good one. Good hop present without being too bitter or overwhelming. There's a citrus taste you can also smell, but it's not too much. Smooth mouthfeel. A good beer, not a great one.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Doesn't look like a double IPS. It really pours pretty light in color and I didn't get a huge head. But I did not pour aggressively. But then I took a smell, my goodness what an aroma. Hops, hops and more hops. Some nice citrus notes in there as well. Taste was nice and bitter, good amount of hop bite. Solid DIPA, wish there was more complexity. But it went down easy.   
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Had the pleasure of trying this beer (and the Lone Pint Yellow Rose) at The Ginger Man, in Houston, TX. This is a fairly bold DIPA with a variety of flavours (including some pine) crammed into it. Plenty of bite and a smooth finish, for an 8.x ABV ale.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Look- Golden but lighter than most double IPAs. Oddly light.  Smell- Hops and citrus. Nice blend  Taste- More bland than the nose. Hops and citrus. Heavy hops in the aftertaste.  Feel- Medium bodied  Overall- Good double IPA. Worth a try. Nice blend of citrus and hops but would like to see more flavor.   
look: 3.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Poured from 12oz Bottle (4PK) into Chilled Tulip Glass,Appearance is Honey Gold,slight haze,with 2 fingers of pillowy retention.Nose is citrus and mango with a slight dankness,Taste is close to the nose,but a let down on the Hop Profile.let me preface by saying I'm a west coast powder dry 100 + IBU Hop bomb snob,that enjoys a long finish with a strong hop bite...decent offering but lacking in Hop profile...overall top notch crafted Brew ,but not on par with the Lublin Bombs I enjoy,but will visit again,and a great brew for those exploring the Ipa & Dipa offerings...CHEERS!   
look: 4 | smell: 4.75 | taste: 4.75 | feel: 3.75 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 3 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 2.5 | smell: 3 | taste: 2.25 | feel: 3.75 | overall: 2.25 **  10/17/2013  Aroma. Is very floral. Slight lemon lime. .. taste is same,but a little pissy...like ghost yellow color.. small white head. Good kick. Alcohol is present late. A touch Warming. Not a fan of the hop mix used in this; must be the simcoe that ruins it.  **   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 I had reviewed this beer a few years ago. Liked it then and am still enjoying it. Victory just released in 16 oz cans and I picked up a 4 pack at Wegmans as part of the initial release. Super fresh smell and taste. Great citrus and floral smell and taste is hoppy with a a little malt follow up. Nice bitterness. Smooth and easy to drink with a little warmth after. This beer has been around but it is one of my favorite DIPAs.   
look: 4 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.25 Amazing dank aroma. Taste not quite as good. 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3 | feel: 4 | overall: 3.5 I told the friendly storekeeper at Beer Table that Resin was my favorite DIPA (or is it a triple?. He didn't have Resin but suggested DirtWorlf. I chilled it in an ice bucket for 20 minutes and poured it into a Schott Pure water glass. Here's my review:    L: A pretty golden color that brings to mind the white wines of Savoie. A thin lace of foam reminds you that its beer, not wine.    S: Smells like hops. What more can I say?    T: This is no Resin. It's more bitter and less refined. Maybe the comparison is not fair but Resin is the king of IPAs in my world view. That said, it's not a bad DIPA and I like buying American.    F: The mouthfeel is lovely. No complaints.    O: This will get the job done but it's not a world beating DIPA.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3 Finally getting a chance to tick this. Enjoy by date 12/5/16. 12oz bottle into 10oz goblet. Poured a lightly hazy deep yellow color, with about 1/2 inch of white head that had light-moderate retention and light lace.    The aroma did have an aspect of musty dirt, close to the dictionary definition of dank in fact. Hop forward, with a light malt scent in the background. Taste was the same musty, earthy, mildly funky.    Body was light-medium, with a mostly dry finish. Drinkability was a bit of a chore, due to the basement dank. Overall, I didn't miss anything with initial hype this beer received. Go ahead and tick it if you haven't, but you haven't missed anything.   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 This packs a hop punch without the grass clippings taste of other DIPAs. Even solid all the way in Chicago 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 3 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 DirtWolf brewed by Victory Brewing Company - Downingtown, with an ABV of 8.70% This brew pours out a deep golden amber color with a small white head. The smell of DirtWolf is rich with hops, grains and malts. There is also a rich sweetness in the smell of this IPA. This double IPA has the look and smell of most IPA's on the market, not saying that is a bad thing. Now for the taste, it is bold with Hoppy goodness. Then the brew smooths out with grains and malts. There is a lot going on in DirtWolf. Victory DirtWolf also has a nice amount of lacing to it. The hops are bold and rich but not overpowering. DirtWolf has a real nice balance to it, this brew goes down nice and smooth. It is really hard to pick up on the 8.70% ABV in this brew. I can't get over how smooth this brew is. The mouth feel of DirtWolf is bold , hoppie,rich, clean, and refreshing. If you are a fan of hops look this one up. Overall I'm giving DirtWolf a 4.50 out of 5. I would buy this brew again. Victory Brewing Company - Downingtown, did a real nice job with this Double IPA.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 4 | overall: 3.75 The beer is a very clear straw color. There is a lot of carbonation and a nice foamy head. The smell is overwhelmingly citrus and pine. Make that nice grassy aroma. Get the floral and citrus hops at the beginning of the drink but it fades into a slight bready malt. Not overly hoppy after taste. The beer is a little drying but still very smooth to drink.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Serving: On tap at Hay Merchant, served in a 13 oz tulip.    Appearance: Bright, clear gold with a frothy head of white foam and filmy lace.    Smell: Citrus with grassy, earthy and herbal hops.    Taste: Plenty of dank, juicy hops. Citrus zest, melon, herbal bitterness and dank notes appearing savory (seaweed). Balancing malt body without clear sweetness.    Mouthfeel: Medium body with moderate carbonation.    Overall: Big, bold DIPA with terrifically dank, resinous and nicely complex hop notes.   
look: 3.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 DirtWolf | Victory Brewing Company - Downingtown. Poured from the bottle into a pint glass, this brew's head is two fingers thick and off-white, with lateral lacing, and a medium-light amber body.    I smell pungent pine, citrus, & "catty" hops with a funkier malt foundation.    Tastes like a slightly acrid mix of the smell with an Asiago bread malt base. Different, but very enjoyable.    The mouthfeel is medium with mild carbonation.    Overall, I'll give DirtWolf | Victory Brewing Company - Downingtown a 4.5. Give this a try when you want a DIPA of its own accord.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 Light golden color. Hoppy nose, but not too overwhelming. Tart on the front of the mouth, but minimal bitter aftertaste that you get with some IPAs. Great overall double IPA.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 3.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.75 An excellent Dipa with almost as good taste as many hard-to-find New England cult beers. Great beer and value. Mix with 50% Lagunitas Sucks and you have a homemade Heady Topper.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 For me this is the prototypical double IPA: resinous on the nose, full bodied, vegetal and hoppy, drinkable and hides the alcohol well.    If someone were to ask the difference between an IPA and the Imperial version this beer would be Exhibit A in what makes a double a double. Won't likely ever be confused with an IPA even if it does hide the alcohol. Powerful IPA that is probably too widely available to get the accolades it deserves.   
look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 5 Most recently had in a nonic pint at the Downingtown brewery.     This is one of my go to IPA's - lots of pine resin up front and smooth finish. First sip is always a "wow" for me. Absolutely love the taste of this stuff. Just the right amount of everything as far as I'm concerned. Widely available so I recommend giving this a shot when you see it!   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured into snifter. Bronze color with slight head and lacing, healthy carb and small presence of particulates. Hops and malt notes battle on the nose, slight citrusy presence in the background. Mild bitterness in the front of the taste, maltiness comes afterward, slight virus notes as well. Alcohol disguised nicely. Well balanced and tasty.   
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 2.75 | smell: 4.5 | taste: 4.75 | feel: 3.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 4.5 | feel: 3.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 From a fresh growler, pours a very clear orange-gold with a finger of white foam. Smell is spicy herbs, a mix of tropical fruits, lemon citrus and grassiness. Taste is the same, with a spicy, resinous, herbaceous quality that's very nice. Moderate lingering pine resin bitterness. Not a trace of alcohol, which is impressive. Just enough malt to back up the hops. Feel is medium and very drinkable. Overall a really good IIPA, nice to have it fresh.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 On draft at Verona Inn. Golden, hazy pour with minimal head. Strong, piney aroma. Noticeable hops present. Slick yet full-bodied mouthfeel. Taste is excellent. A powerful IPA bursting with flavor. Easily drinkable despite the hefty ABV. Would definitely recommend this to anyone who is a fan of IPA's.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 1.25 | overall: 4.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Style as a Double IPA is definitely misleading if you were expecting a hop intense beer. For a high ABV "8.7%" beer, this DIPA beer was an easy and pleasant drinkable beer.   
look: 4.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Pours a clear golden color with a decent white head. Definitely clearer than I'm used to for a double IPA. Smells like citrus, pine, and some bready caramel malts. The malt aroma is strong. Taste is very malty for an IPA. To me, the malts overwhelm the hops. There is some citrus and pine there from the hops, but it gets overshadowed by the caramel malt flavor. I had this on tap previously and didn't notice the malts as much. This review is from a bottle, so I'm thinking maybe next time I'll try on tap again. Nothing bad about this beer, but, for me, just too malty for the style.   
look: 5 | smell: 4.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 3 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 L- Pours clear golden color with 2 fingers foam with minimal carbonation.    S- citrus, pine, mango    T- so smooth  Floral hops with a resinous flavor added in & adding some citrus.     F- stays on the tongue with a oily finish.    O- outstanding beer. Watch out at 8.7% cause this one is smoooth.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 I know, I know, I shouldn't review a beer (especially an IPA) after its suggested drink by date. At least I know it's been in my fridge much of the time past the date. Still, I don't get my hands on much east coast beer, so I'll review it anyway.    I don't know if there is a backstory to the name, but actually the name or labeling of this brew isn't what convinced me to grab some, but I've had excellent impressions of Victory's Prima Pils and stout, so pedigree alone is worth a try.    Pours a dark golden amber color, fairly hazy with a decent head that leaves a little lace on my snifter. Smell is pleasingly hoppy and boozy. The hops are more the floral and herbal aromas than the citric/piney hops I'm used to. Maybe not as powerful as I'd hope for a double IPA, but that could be due to sitting around a little longer.    Flavors are complex, with lots of herbal hops, some bready malts and a long finish that grows in bitterness. The full body/mouthfeel lend good balance to the hefty flavors going on. Overall, a tasty and enjoyable brew that I'm enjoying especially for the departure from the typical double IPA. I'll always love the NW IPA style, but pick this one up if you're in the mood for a variation of the typical double IPA interpretation.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 12oz bottle poured into a tulip. Nosed from the bottle, a perfect blend of citrus (tangerine, lime, kumquat, orange, and blood orange), resin, and whole cone hops. An exceptionally balanced hop profile on the nose. Pours a reasonably clear honey with a half finger white foam head. The palate leads with pine and strong bittering hop and progresses to a more citrus backend with the same fruit elements as the nose. Mouthfeel is medium bodied with good carbonation. Overall, an incredibly solid, balanced, DIPA, and at $10 for a four pack, an exceptional value.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours gold with a creamy frothy white foam head. Smells like savory peppers, some toasted honey malt, bready caramel, mild apple and pear, some tropical citrus, with earthy grass and spicy woodsy pine. Tastes like toasted nutty biscuity honey crackery malt, bready caramel, bright tropical citrus, mild apple and pear, with dank woodsy minty pine and spicy herbal earthy grass. Feels medium-light bodied, creamy with moderate low carbonation. Overall a real nice DIPA.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.75 L:  poours a hazy golden-orange with a small,quickly dissipating,foamy,white head  -low to medium carbonation visible  S:  -grapefruits,orange,tangerine  T:  -Follows the nose plus pine and sugar  -medium,lingering bitterniss for the style  F:  -medium carbonation  -light to medium body  -faint alcohol coming on late  O:  Very heavy on citrus fruits.Not much else, but good overall.   
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Pours clear light gold with a big head that dissipates quickly and leaves only spotty lacing. Nose is mild pine, lighter than expected, with some citrus and malts in the background. Flavor is bigger, good fruit along with pine and a nice balance between bitter and malts. Overall, a very good beer, but didn't quite meet my high expectations.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 #Directdescendantofwolves 
look: 2 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 3.25 | smell: 2 | taste: 4 | feel: 4 | overall: 3.5 I have to say this one fooled me. I first poured it and was surprised at the clear gold color. Very little amount of head, perhaps I should have poured it more aggressively. The aroma isn't as pungent as I would have expected it to be. This beer ends up winning on your taste buds. The hops are well balanced and really puts out a fine finished product.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Clean crisp and citrusy. A great easy downing flavorful ipa that considering its abv is dangerously smooth. 
