look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 Pours a very hazy golden color, small white head, just a little lacing. Malt and citrus aroma, orange mostly. Taste has nice citrus flavors, almost juicy, well carbonated. First time having this, pretty good brew.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Appearance: hazy yellow color, slight orange tint; thick white head; very visibly carbonated    Aroma: a little sour and citrusy; wheat/yeast; almost buttery    Taste: starts with a hint of orange; moves into some nice grain/wheat/yeast flavors; ends with a small sour lemon hit with a bit of clove and subtle hop bitterness    Mouthfeel: smooth; juicy; light-bodied    Overall Impression: this has been one of my favorite summer beers for a long time; it’s pretty simple, light, refreshing, crisp, and tasty; it’s what I am looking for in a nice summer wheat    From notes taken on 9/14/2013   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 Great summer beer and one that's starting to find a wider availability by the year. The LA version is okay (made year round by, who I assume, are local brewers) but the Michigan version can't be beat. This is the beer that Blue Moon and Shock Top probably wish they could aspire to be but can't. This is a summer time favorite in the colder climates that would be perfect to enjoy year-round in warmer climates.   
look: 4 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 A really good wheat ale! Definitely the one I come back to most consistently. A good lighter beer before a summer adventure in TC or the Keweenaw. It smells yeasty with a hint of orange or citrus. Nice mouthfeel.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4 Poured a 16 oz can into a nonic pint, a slightly hazy pale orange with a one inch white head. Not a whole lot going on with the nose, slight malt and citrus notes. Tasted oranges, and some hops, but not much wheat. nice carbonation, and on the dry side, which I like as I hate sneaking up on a beer. A great lawn mowing beer for sure!   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Pours a slightly hazy orange/yellow with mild sediment and a white head. Smells of yeast, wheat, and light citrus. Tastes of biscuit, wheat, bread, yeast, light citrus, light hops, and some spices. Medium in body and carbonation. Overall a very delicious and refreshing american wheat.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Poured from a 12 oz. bottle. This beer pours out a not quite clear but not murky golden orange color. Half a finger of white crown sits on top.   The smell is heavy on the wheat. Some earthy spices are in there as well. Some fruit but not juicy or citrusy. More earthy.   The taste is flavorful. The spicy and earthy wheat makes a nice wheat Ale. Crisp and refreshing. Great for a hot day.   Overall, a great wheat to choose on a hot day.   
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Late Check-in of this beer from Town Center Tap House, Daleville, VA. July 1, 2014. Lost in the archives... Day of the unfortunate US loss to Belgium in the 2014 World Cup in Brazil.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 A good wheat ale. Had a lot of (probably too much) Oberon when I was in Ann Arbor last summer! 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 4.5 One of my favorite wheat ales. Not too bready very mild on the wheat. Good head. 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 4 | overall: 2.75 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4 Pours a brilliant bright orange. Nice white head. Aroma is pretty standard for a wheat ale...a little weak, but no real complaints...maybe there's a sort of popcorn smell I'm picking up - yeasty elements as well. Taste is some orange with rather bland malts. Feel is nice- highly carbonated..medium bodied. Overall, seems to be more of a summer easy sipper. Not a lot going on to like or dislike really.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This one pours a very cloudy blonde color with a nice white head that is relatively thick and settles moderately slowly while leaving nice lacing down the glass.    The noise is sweet malts, bread, cumin, back pepper and a touch of pine.    The taste is an exceptional one with similar notes to the nose and sweet malts, bread, cumin, back pepper and a touch of pine. Great balance and very excellent overall flavor. I love it.    The mouthfeel is rich but not too rich and it is just right for this style.    Overall another fine example of a rather exceptional beer.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 This is an above average beer, it pours a nice golden color with a fluffy white head, and there is a descent amount of Lacing left on the pink glass. This is worth a try.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 3.75 | taste: 2.75 | feel: 4 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 This is not a bad beer but if you are expecting as typical wheat flavor profile you will be disappointed. Whatever subtle wheat flavors are left are completely overtaken by the hoppy flavor profile. Without being really able to taste some of these subtle flavors, there is really not much going on here.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 Poured into a half pint glass: color is straw, a light haziness, head is brighter white with fine to small bubbles; head lingers very well with good solid top and lacing on glass sides.     Smell is pleasant blend of light citrus, with a lean towards orange zest, and biscuit/wheat malt.    Taste is very good with a great wheat/biscuit flavor, solid hop spice and delicious orange/citrus zestiness.    Mouthfeel is crisp, moderately carbonated, starts with a fuller presence then has a lingering dry/spiciness on the tongue.    Overall: a very good wheat beer with pronounced citrus and wheat flavors, light hop spice and dryer mouthfeel.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 It's good but not great... 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 16 oz can dated 6/21/17. ~ a month on it.    Pours a cloudy orange dark color. 2 finger head with decent retention and lacing.    Aroma is orange peel and wheat. Lots of malts not a whole lots of hops. Smooth, barely biter.    Taste follows--oranges and wheat. Extremely smooth and mellow.    Feel is medium, perhaps a bit heavy. Very smooth and creamy. Easy drinking.     Overall, definitely a classic summertime beer. Not too hoppy, not too experimental, the flavors are just done right.   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 This beer is one my favorite beers to indulge in the summer. It has that golden blonde body. In Aerosmith the song Sweet emotion, when they sing it they give the sweet, a sweeet emotion, which the aroma is. Wheat and oranges. Perhaps a tint of apricot. It goes down very smooth. It has a citrusy orange flavor that delights your taste buds. Overall if you supply the Oberon I will be there with bells on.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3 | taste: 3 | feel: 3.75 | overall: 3.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 Refreshing, fruity, light hop. 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 One of my favorite ubiquitous quaffers. Super well balanced wheaty cereal malts, citrus, and a touch of grassy hop aromas. Palate is crisp, bitter, citrusy, with the proper amount of crackery wheat backdrop.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Excellent wheat ale for the summer. Definitely a go to beer for its drinkability 
look: 3.25 | smell: 3.25 | taste: 2.75 | feel: 3 | overall: 3.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 Reviewed from notes. The appearance had a hazy pale yellow colored body and left a one finger white head that died within thirty seconds. Some nice ringy lacing was left. Some light slow carbonation was seen rising. The smell had some moderate flavors of wheat along with notes of orange and lemon. The taste was basically the same with a slight added hops to it and a nice bit of light acceptable sourness to it. The palate was about a light with a decent amount of carbonation hitting the tongue, but in a nice and acceptable way for the style. Overall, this is a good summer beer that is quite drinkable.   
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 Hazy orange color with a very thin head.  Aroma with predominant notes of sour dough and c vitamin.  Flavor with notes of pine, orange with soda, spicy yeast, distant mango and drops of lemon. Dry aftertaste with a low to medium bitterness.  Light body with appropriate carbonation.  Piney, yeasty and mildly sour American Wheat Ale. Very refreshing and subtle differentiates   from the crowd.   
look: 2.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 The beer is a hazy golden color with a lot of sediments floating in it even though I poured carefully and the beer is 3 months old. I get a nice citrus aroma as well as wheat and a little spice. The beer is sweet with a nice taste of orange and other citrus fruits. The beer is light and smooth, a little sticky. Overall this is a great summer beer, sweet on flavor with a nice punch of citrus fruits.   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.5 This is what a wheat ale should be 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 12oz can into nonic pint  canned on 3/9/17 3 months plus  L- a hazy burnt orange, with 2 fingers-thick head, that slowly dissipates  S- noticeable wheat aroma, as in cloves,   T- again noticeably wheat, as there is extremely light breadiness, followed by some grapefruity citrus, and a spicy finish  F- light & creamy with above average carbonation  O- Bell's has done it again, this is as advertised the perfect summer beer, with easy drinkability and great flavor   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours golden orange with a three finger creamy white rocky head that lasts. Some lacing. Very cloudy. Opaque. Pour carefully as to leave the last bit that contains quite a large amount of dead yeast. Smell is pure heaven. Sourdough. Tart with citrus hops. Drinks light and smooth with popping carbonation which unifies the flavor. Citrus. Maybe blood orange? Good balance provides a light crispy mouth feel. Clean refreshing. Very drinkable. Took three to write this review. Maybe it goes down way to easy? Earned a spot in my personal beer refrigerator.   
look: 4.25 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 Appearance:  Deep gold, murky, lots of particles floating. Lots of carbation rising up. Thick creamy head.    Aroma:  Bright citrus, sherbert, bready.    Taste/Finish/Body:  Bright yeasty, slight tartness, sherbert, ripe orange, spicy. Sweet bread, biscuit, hint of honey. Finish is semi-dry, very crisp. Medium bodied, crisp, refreshing, super drinkable.    Overall:  Outstanding American Wheat Ale!!   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 Pale golden color, hazy, lots of floaties some of which gradually sink and create a layer on the bottom of the glass. Tall head, creamy white, that recedes slowly leaving some lacing. Wheat odor, with perhaps a bit of orange or lemon. Lemon / orange taste, like the aroma. Mildly bitter aftertaste. Nicely balanced. A light-drinking summer beer, with a pleasant lemon flavor, but not my favorite summer beer.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 3.75 | overall: 4.5 Oberon is a fantastic summer beer. It's light feeling, but has a ton of flavor. If you like Coronas as a summer beer, try Oberon! I've been a fan for about 10 years. It's a beer that varies a bit from year to year, which is kind of nice. Lots of people add a slice of orange, but it's not required. It's quite fruity, but not overpowering, nor does it have a strong wheat beer flavor. It's also not too high in the ABV, so you won't get dehydrated as fast as some beers. Pick some up!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Taste is mostly wheat (as expected), but has a coriander/hops finish to the beer, orange peel, and other spices too. Beer is highly carbonated, but is not dry in the finish-- very refreshing indeed. Beer is very sessionable, just like a good summer beer should be.    I do prefer this to the other wheat ale by Bell's, Winter Wheat Ale. A good quality wheat ale and an excellent choice for a summer beer.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 L: Hazy golden orange with a big creamy white head. Excellent retention and lacing.    S: Crackery and wheat malts; some mild banana character, orange, stone fruits, and subtle spice.    T: Big cracker and wheat malt flavors, doughy and chewy, bready--softly complimented by green and yellow banana subtle sweetness, orange and lemon peels, white peach, and on the finish, a dry and lightly spicy flavor; some clove, but leaning more towards basil or cilantro.    F: Medium-bodied, but leaning towards heavier with the pleasant silky-smooth, high protein wheat mouthfeel. A moderate carbonation pushes the beer across the palate smoothly and it becomes very drinkable, even with the creaminess.    O: An excellent American pale wheat ale. It's much more restrained than the typical banana-bubblegum-clove flavors of a German hefeweizen, but it still abounds with subtle flavors and is very pleasant to drink. This is deservedly a classic!   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 2 | taste: 3 | feel: 4 | overall: 3 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Poured into a 13 oz Weyerbacher tulip glass best before early July. Pours a cloudy yellow orange with a two finger sticky white head that leaves behind some solid lace.     Smell is biscuit, coriander, mango, and lemon peel.    Taste follows nicely biscuit, clove, coriander, mango, and a little lemon.    Mouthfeel is less than medium, enough carbonation, not dry at all, and it was difficult to drink it in less than 5 minutes very crushable.     Overall not a style I normally go for, but this is a very nice beer. Thanks @jzeilinger for this.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 Served in a pint.     Appearance: Cloudy brew coming off an orange color with medium heavy bubbles on the body. Off-white head rising just about one finger's length off the body.     Smell: Citrus skin but a bit bland.     Taste: Sweet orange ski and grapefruit, has smooth breadth feel which makes you think it was fused with orange zest.     Mouth: Medium body but sticky. Smooth finish.     Overall: Best beer so far of the day, went great while watching the Met game in this crazy heat. Always in a glass. Salud.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 16 oz. Draft pour into a can glass.    Nice wheat beer! Nose is wheat forward with some underlying hop aromas. Taste is the same. Good carbonation and very crisp with a mostly clean finish. I think it is a good representative of the style.   
look: 4 | smell: 3 | taste: 3.75 | feel: 4 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 2 | feel: 3.5 | overall: 2 
look: 1 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 1.5 Cloudy appearance like many wheat ales. My beer had large pieces of something (my guess is yeast) floating in the beer. Mild aroma. 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 3.75 Inviting, hazy medium orange hue. Nice lacing. Orange peel aroma, slight citrus, wheat, a little bubblegum and subtle Brett. Citrusy, earthy and wheat taste. A little tartness hides somewhere, very refreshing and drinkable.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 2.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 12 oz. bottle poured into weizen glass  (3/6/2017 born-on date printed on label)    L: clear yellow-gold topped by fluffy head of white foam about 1 1/2-inch tall that is super sticky at the top; some sediment floating throughout the glass despite a careful pour, but even with the sediment the beer is almost crystal clear; doesn't lace much but it keeps a thick white collar and full skin of foam    S: orange peel, earthy something else (agave?), grain, sour grain, something lightly sweet ... just a pinch of malt sweetness that comes off as a very low-calorie orange sherbert    T: yeast, orange peel, grain ... has a minor pinch of citrus tartness but it's arguably more earthy (orange peel) than tart, and it's not even on the same planet as anything lemon (peel or otherwise); slightly sweet at times with a bread-malt note in the aftertaste, almost like a film that gets laid down over your taste buds that you can't taste until all the liquid is swallowed down the throat ... is wheat bread-malt a thing? kinda tastes like it; earthy agave/cactus/avocado ... just a pinch    F: light- to light-middleweight with plenty of carbonation to fill it out; drinking through the constant collar/skin softens it quite a bit, but it'd be hard to call this ale slick ... more like soft on the outside, crispy on the inside    O: lovely beer and I can see why so many Bell's fans get excited each year for its release; at times there's enough orange flavor to wonder if they didn't just add orange to it, and the yeast is quite interesting — I've had almost a full 12-pack of this stuff over the past two months, and the flavor has evolved over time to the point that right now it's more earthy and somehow yeasty, which doesn't make sense ... it seemed a bit grainier (and possibly tarter) about a month and a half ago ... my guess is these changes are different for each drinker; a great edition of the style and one I'll sign up for each year ... and one I'm VERY curious to see how its evolution continues through its six-month shelf life (as printed on the label)   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 2 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 Cloudy, bright orange, foamy head with solid retention and lacing. The aroma is light citrus and herbs, floral and bread like qualities as well. The flavor is mango, orange, herbal notes. Very juicy and refreshing, the perfect beer for a sunny afternoon.   
look: 4 | smell: 4.5 | taste: 3.25 | feel: 4.25 | overall: 3.5 16 oz can    Pours just over a finger of white head into my willi glass. I can hear it fizzing a little bit. The body is a very cloudy, dark orange. Carbonation looks quite high. Head retention is about average so far, maybe a tad below average. So far it looks ok.    The aroma on this is very nice. Has a full nose to it, it’s got girth. Pretty sweet, smells almost like there is lactose in here, but according to the can, there is not. You definitely pick up a significant amount of wheat, as well as some citrus. A little zesty, there are some nice yeast characteristic hiding in here as well. It just has this very creamy, flowery aura to it. Almost reminds me of a cremesicle, but not in a gross way. It does a nice job of not being too sweet. On some sniffs it has more of a dryness to it – for being a somewhat light aroma, it has a decent amount going on. Really a great smelling beer.    Hmm, flavor is definitely a little different. It doesn’t have quite the same creamy flavor as the nose gave off, or flowery flavor. It’s definitely drier than I anticipated. The malts are not very sweet, rather dry as well, and in your face – I get a lot of malt. Malt is relatively bland, not a much of a wheat flavor. Maybe a little citrusy, but not much at all really. Not a huge yeast characteristic either. This is what I expect a pretty standard American Wheat to taste like, and for that reason, I’m not terribly impressed. The nose had me very excited, but this is very one dimensional, and not too exciting. There aren’t any off flavors, and I know this is a light style, but still, very underwhelming. Overall, it’s ok.    The mouthfeel has some body to it, it’s a relatively thick wheat beer, which is nice. The carbonation is medium-low. It’s a nice mouthfeel.    The drinkability is very high. It’s not incredibly tasty, but it’s light and it certainly doesn’t taste bad.    The appearance turned out pretty good. The head quickly dissipated quite a bit. However, it settled down to a substantial film, that lasted quite some time down the glass. The lacing was pretty decent from top to bottom. Body was never a problem. Overall, pretty good looking beer.    Overall this is a bit of a letdown, I haven’t cheated and looked at reviews before reviewing it myself, but I gather this is a pretty highly regarded wheat beer. I’m probably giving it a rough grade on flavor because it smelled so good, and the difference is really noticeable. Still, any way you cut it, there just isn’t a lot going on here. Overall, ok.   
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 The beer pours a cloudy yellow when decanted - leaving quite a bit of sediment in the bottle. The head was an off white color, about a half inch, and it lingered nicely.    The smell seems subdued. It is bready and yeasty initially, with lemony citrus coming out after a few sniffs. There is some spicy character and floral floating over the top.    The taste is rather on the sweet side and bready. More lemon emerges as the beer sits and warms, and the spicy notes hang in the background. It all ends up being fruity and floral with just a little clove-like spice in the background.    The feel is slick and smooth, lively enough carbonation to keep it from being coating and annoying.     Overall, a very nice wheat beer that I would recommend when you want something on the lighter side of things.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 I love this beer. Bell's in general is one of my favorite breweries, and oberon is one of my favorite beers. It has notes of fruit and spices and is very easy to drink. Perfect for a hot summer day.   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 L- pours a very hazy golden orange with a thin head. Good lacing.  S- Bready wheat.  T- Spucy breadiness.  F- Creamy goodness.  O- Good summer beer.   
look: 3.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 Fantastic beer. Nice citrus notes, goes great with an orange slice. Perfect for a hot summer day. 
look: 3 | smell: 4 | taste: 4.5 | feel: 3 | overall: 3.5 This beer is one of my personal favorites. It is fruity but a little bit spicy. This complex flavor allows many people to find qualities they enjoy in it.     I enjoy the citrus accents, especially orange and lemon notes that come though.     Easy to find, and easy to drink. What more can you ask for.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 3.25 I am a fan of any type of wheat ales so I decided to try this one. Bell's is very unique. First smell I was hit with orange and citrus aromas. Next came in the light hops and the overall smell of the beer. The taste was more fruit forward than I was hoping for but the beer was a good beer overall.   
