look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 3.75 | feel: 5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 If I had to name the beer that sparked my interest in expanding my beer tastes, knowledge, and ambitions, it would be the Abyss. The 2016 Reserve is one of my favorite iterations of the classic. It pours smooth and viscous with a thin head the color of burnt umber. Expect cocoa and coffee on the nose with a bit of vanilla and molasses joining in the taste. Not nearly as sweet as I would expect for an over an over 10% ABV Imperial Stout, it is certainly a complex beer that pairs well with a cigar on a brisk evening.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Saved this for a special occasion, 2014 edition. This is beer #800 for me and it is Thanksgiving. I had some nice people to share it.    This has to be one of the smoothest, flavorful beers I have had. Smells wonderfully chocolatey. Taste is a great mix of chocolate, licorice, warm spice and a bit of coffeee.    It has been in the frig for awhile, but this was the perfect time to drink it! Kendall and all.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Black, opaque, very thin layer of mocha froth which fades into minimal lacing. Sticks to the glass and forms a ring on the edge. Looks fantastic.    Lots of subtle notes on the nose but a really nice smooth barrel presence as well.    Licorice up front, cherry in the middle and bitterness from the chocolate in the finish.    This 2015 is drinking amazing at this point. Wish I could get more!   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 I really liked that this was a barrel aged beer but the barrel aging complimented, rather than overwhelmed the taste of the base beer. 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Okay quick one here: Considering all of the Imperial Stouts I have had in my time as a BA, this one may be the best. The look is black with the thinnest of heads. The smell is amazing, I get bitter chocolate, barrel, leather and some dark fruits. I could spend hours just enjoying the aroma. The taste...all the flavors of the aroma, with the barrel and cocoa really battling it out. But the other flavors don't give up the fight, they come in...as the beer warms the leather moves forward. The feel is thick and chewy, you can almost feel the legs of the booze, but it is incredibly subtle.     Simply put, an experience. This is an amazing beer, which if I can get my hands on again, I will.   
look: 4.75 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 2013 Vintage, consumed in 2017 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours a deep Abyssal black so the name is appropriate, nice large chocolate head from an aggressive pour falls to scum with plenty of lace. Very nice looking brew.    Aroma is mice lots of roasted malts lots of vanilla and dry oak, sweet molasses every where with bourbon notes and even lighter vinous hints for the Pinot Noir barrels, Kind of reminds me of a mixed barrel aged brew from High-Wire but a tad sweeter. Good chocolate notes lots of roasted malts just a bunch of yummy goodness.    Taste is lots of roasted malts, good sweetness and vanilla, good coffee notes almost lactose like sweetness, guess form all the malts floating past my tongue. Some bourbon barrel kick in the finish with lingering vanilla and sweetness very light wine hints that have to be searched for. Overall a complex and wonderful stout, alcohol notes on this bog boy are well hidden and blend well. Lightly dry seems some people found it too dry but I am enjoying this brew very tasty yes a little pricey but will be picking up another bottle if its still in stock and it probably will be for the price.    Mouthfeel is nice chewy full bodied but carbonation could be a touch smother as it tend to lighten the feel a touch.    Overall I really am enjoying this big stout, maybe I'm just in the mood for one, but loving this one for sure.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Pours black with a finger and a half of caramel colored head. Great head retention and lacing with a foamy ring lingering for a long time. Aroma is molasses, toast, nuts, caramel, and roasted malts. Flavor profile is molasses, oak, toast, nuts, caramel, roasted malts, and toasted marshmallow. Mouth feel is thick, velvety, and creamy - it packs a presence. Overall, a fantastic dark imperial stout that provides a whirlwind of notes, without being over powering or arrogant.     Served in a 12 snifter. Draft. Around 1 year of age on the keg. Reviewed from notes.   
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 2016 vintage poured in a damn wine glass out of sheer respect. I’m not even sure it’s a beer. Just look at the breakdown of barrel components - how did they come up with the mix? Bourbon barrel, wine barrel, new oak barrel, tiny barrels in a giant barrel, barrels that have tumbled down Niagara Falls with brewers in them. And clearly this beer needed bark? And molasses? Unreal.     Rich, creamy, black pour with a sumptuous cardboard-colored head that actually lingers for a long while. A wine glass has never looked so good.    Aroma is spectacular - tobacco, licorice, charred oak, leather, thick plump giant violet-colored grapes that grow on trees instead of vines. It literally smells like the finer things in life.     Taste is so complex and it’s a treat to see how it evolves as the temperature rises. Hard to follow the aroma but the taste picks up right where your senses left off - roasted malt, dark bitter chocolate, oak, tobacco, molasses, bourbony toffee and vanilla, charred bread. Delicious. And the goddamn head is still there!    Feels decadent but not overwhelming - sweet, bitter, smokey, dry. Thick and chewy but also smooth smooth smooth and easy to sip. A truly world class beer.   
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 3.75 | taste: 3 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Tasted from bottle. Aroma is peppery, licorice, coffee and dark chocolate. Taste is moderately bitter with moderate sweetness. Dark chocolate with spices in flavor. Some licorice and peppery taste with some coffee and caramel. A little dark fruit as well. Very solid imperial stout. Definitely top tier.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Was excited to try this eventuality I am not a fan of Imperial styles.     Poors a black and molasses-y as anything I have seen.     Deep tan head with malty alcohol aroma.    Sweet at first with a dark chocolate/caramel finish.    Much smoother than expected, but a bomber is just to much for one sitting.   
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 3.75 22oz bottle with a black wax seal. 2014 vintage. Best after 11/11/15 printed on the label.    Poured into a snifter. Pours a pitch black color. The fruity grape and oak notes from the wine barrels are immediately evident in the nose and the vanilla and sweet molasses also come through. Licorice comes through in the nose as the beer warms up. The taste is some sweetness up front that lingers into a roasty and bitter finish. Definitely a more bitter finish than I prefer for this style of beer, but not bad. The mouthfeel is medium-full bodied. Overall, a solid imperial stout that I enjoyed. This is definitely a sipper, not something I find easy to drink with the high ABV and extreme roastiness.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 2016 version. Had a first draft in Denver CO. Pours thick and black. Head is tan and holds in a thin layer and leaves speckled lacing. In the nose I get bourbon, caramel, and hints of vanilla and almonds. Taste I'm getting caramel, coffee, dark fruit, and hints of bourbon. Texture is fairly full bodied and the carb is on point.   
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 I first tried this beer in 2014. This beer changed my prospective on what thick dark beer can achieve.  I still loved the 2014 the best. The last couple years have been solid but not quite as great as my original encounter.    Dark roasty wine barrel chocolate and infusion of multiple other flavors. A roller coaster of a flavor profile and mouthfeel   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 2.75 | overall: 3.25 There's a lot going on, and that's the point. I was worried that it would end up a mess, but it wasn't, and I was worried it would smell and taste too boozy, but it didn't, although there was another problem--the beer is much too dry and bitter (and I prefer beers that are dry and bitter). My mouth was left dried, and I ended up throwing a few ounces out, which isn't good when the bomber cost in excess of $20 (way too high). Looked nice, smelled nice, and tasted OK, but for the price I needed it to exceed my expectations, and it certainly didn't.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 5 | overall: 4.5 L -- Jet black, tons of microbubbles around the edges and big bubbles in the middle of a mocha head that lasts. Great lacing.     S -- Coffee, cherry, chocolate, roast, oak, vanilla, vine, bourbon, molasses (verging on generic sweetness).     T -- Follows strongly on the aroma. Coffee, roast, chocolate, vanilla, molasses and oak take the forefront, but I still not the others, save for cherry. Caramel, earthiness, red wine. Roundness. Balance. I went outside and inspected some foundling tomatoes with my girlfriend, and I couldn't help but notice the scent of plants was familiar to the earthiness I noted earlier in my tasting.     F -- Goddamn motor oil, but nicely carbonated. This is what huge stouts should be like, I think -- thick, hard to drink quickly, something that makes me take pause with each sip because I have no other way to drink it.     O -- Clearly a fantastic beer. There might be slightly too much going on, here, as I tried to search for each aspect listed on the bottle. Some were clearer than others, and perhaps those should be focused on. On the other hand, that may produce something too focused, too 1-or-2-noted. I hate licorice, for the record -- every form of it -- but that should be nothing to dissuade you here as I couldn't pick it out. This deserves its very high rating.   
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 5 | smell: 5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 I poured this into a snifter, here we go. The appearance, well, it poured like motor oil and I even heard the "glub glub" sound as it strolls out of the bottle, (did I pour too fast, hmmm...most likely not?). The head is about a finger’s worth of off-white to a nice tan color that lasts for a good minute before dieing and leaving a super nice coating of tan lacing clinging very nicely to the glass. The smell is an almost perfect aroma to any imperial stout anyone could ever want. It goes a little something like this: super nice oaky/woody vanilla, cherry, chocolate, molassess and licorice. There is a slight aftertaste and its kinda woody with a nice dose of lingering molasses and vanilla. The finish is quick, dry and sweet. On the palate, it sat about a medium to heavy. I sure did sip this. This is one not to gulp. Sessionability - ha, no way, man, one and done. ABV is felt. The carbonation is smooth and good for the style and for me. Overall, American Double/Imperial Stout, wow, this practically defines it. Don’t ever pass up on this if you ever see it.   
look: 3.5 | smell: 4 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4.25 2014 edition 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 3.75 ....if you are stuck in the ice with Shackleton this is for you....all the nuance of Hillary Clinton... 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 Best stout ever had. Had draft in Portland. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Deschutes Brewery "The Abyss"  22 fl. oz. brown glass bottle, "BOTTLED ON: 12/08/16" and sampled on 05/23/17  $21.99 @ Weis Market #231, Conshohocken, PA    Notes via stream of consciousness: It's been quite a while since I first tasted The Abyss on tap at Toronado in San Diego back in September of 2008. I recall that I've had one bottle since, and unfortunately that review seems to have been lost, but the price has definitely kept me away. Well, that and the fact that I haven't seen it on tap, although I'm sure that would be really expensive as well. And looking at it in that way, maybe buying a full bottle just for myself is a better idea: it's just a dollar an ounce versus probably more at a bar, or not (?), but I can enjoy it peacefully and without interruption, comfortably in my own home for as long as I like ~ or as long as it lasts! I should also note that for my area the price that I got was good, I've seen it for $4 to $6 more at the specialty bottle shops. I'm looking at the label now and it lists quite a bit of ingredients and barrel aging, which I'm not sure existed in 2008. I don't know, I'm not sure, but I thought it was a little more straightforward back then. Anyway, it's completely opaque black in the glass beneath a short head of densely creamy brown froth. It appears to have excellent head retention but I'll check back in on that. The aroma expresses cocoa powder, caramel, coffee, and a soft ashen roastiness. The flavor is much fuller, adding in notes of red berries, red wine, earth & leaves, licorice, burnt sugar, and baker's chocolate. I can see from the few sips I've taken that it leaves some impressive lacing, and the head is still there, but thinner. Ah, there are some hops in the burp! They don't quite come through clearly in the mouth as they've got to fight through the dark malt. With another sip, as it warms and the head dwindles, I find Bourbon and oak, and a bit of moist chocolate cake in the aroma. Is that the vanilla coming through? As it opens up the flavor widens even further as well, showing notes of cherry, black currant, and molasses, and a heavier roastiness with a bit of dark malt acidity. There's a little bit of alcohol in play, although it's pretty clear in the finish, and along with a solid bitterness and oaky dryness it's really bone dry at the end. I can't tell if I like that or not, I mean it's not really sweet up front to begin with. Hmmm... the berry notes do linger nicely though. I wonder how much the wine barrels add to that. I still have a solid surface covering on it, which is pretty amazing. The label lists it at 11.1% ABV but I guess there's enough malt that it's holding up. It's not that carbonated. I guess it was a little higher at first, it's warmed a bit by now, but it's smooth with just a gently tingle across the palate. Medium-full in body I'd say, oily, and it airs up a bit to become fluffy as it warms on the tongue. So is it worth it? Well this last time around I decided to splurge and I also bought a bottle of Boulevard Rye on Rye Sazerac for $15 and a bottle of Brooklyn Cloaking Device for $23.99, so it's in-between the cost of those, and it's pretty good. It's better than a lot of other Imperial stouts, including some of my favorites, so I guess the answer is yes. Ahh haa, as an aside I've just remembered a good little laugh about my first encounter with The Abyss. While I was in Toronado a group of guys in suits came in to visit, and one of the older guys came over to me and asked what I was drinking, and what I'd had on tap that I'd recommend. I was drinking a Ballast Point beer at the moment which I told him was OK, but that I'd recommend the Abyss. That was, of course, not the response he was hoping for as he was the head guy from PALM at the moment, visiting the U.S. because they'd just released it on draft. He told me I had to try the Rodenbach and bought one for me, although I told him that I'd already had it, that I was a big fan, and even more fond of the Alexander which they didn't make anymore to which he responded "Oh, yes, the Alexander, everyone keeps asking for us to bring that back." At that point I told him that I would like to try the PALM but I guess it's one free beer per customer, and he shook my hand and gave me his card and told me to try it and he and his buddies walked out (they'd probably already settles up). Still, my most memorable moment of the day (apart from seeing Nick Cave around the corner as he was playing later that night) was the Abyss.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 This was very good, but a bit drier than I expected. I don't think it was the Obsidian Stout base beer, since that has a bit more chocolate flavor and isn't quite as bitter on its own. This one was definitely full value for the 11% ABV, but I didn't quite get the range of flavors that should have been developed by the barrel aging. I got more of the bourbon taste than anything. Still good, but not quite as good as I hoped.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 650ml bottle poured into a snifter. This one is 2015 vintage, drank May-2017.    Murky black in color with pretty thick dark tan head as an inviting showcase, the head retains itself with good retention before gradually collapsing to a long-lasting bubble sheet on the surface and leaving lots lacing patch and spot on the glass-side.    The aroma is infused with mellow yet aggressive barrel-aged Imperial Stout character. It harmoniously discloses the notes of coffee, chocolate, roasted, dark bread, dough, and charred nut as a typical Stout aroma. There comes closely thereafter the depth of the other characters like molasses, licorice, vanilla, cherry, oaky, winy, woody, spicy alcohol, grape, and fruity zest.    It is nearly flawless through the palate sensation. Kicking off with fruity, grape-ish and winy notes, then comes the rich malty goodness of coffee, chocolate, roasted, dark bread, dough, and charred nut just exactly like the aroma. The addition of molasses, licorice, cherry, and vanilla making it more complex and tasty together with notes of barrel aging of spicy alcohol, woody, oaky, and winy taste, the end and aftertaste is lasting with roasted and BA character.    Full body with some bold touch and creamy smooth mouthfeel through the palate, the feeling is just right with suitable amount of crispness and moderate carbonation to carry all the things well. Finish is pleasantly dry.    “The Abyss”, it is big and bold yet hefty and intense. Anyway, it is also delicate yet very tasty through its sheer complexity but pretty easy to enjoy with and excellent for sipping. Everything is very well harmonized and categorized. It is truly a masterpiece.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Gingerbread is the start and as it warms up it gives way to a hint of black licorice and oak. It finishes on the back of your palette with a dark chocolate covered cherry exploding in your mouth. Delicious   
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 This review is for the 2015 bottling of Deschutes Brewery The Abyss an American Double / Imperial Stout     It features a very robust ABV of 12.20% and a nicely balanced 65 IBU.    It's got a long head on the pour, a bit bitter on the first sip, but after letting it sit a few minutes it mellowed a bit with a rich mouthful of licorice, scotch, with a hint of dark chocolate followed by a long finish.   
look: 5 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Purchased a 22oz bottle from Tavour. I waited a long time to crack this baby open. Finally found a friend willing to share. Totally worth the wait!  Poured onto the glass I loved what I saw. Pours a viscous dark brown that looks jet black in the glass. A fantastic creamy foam mocha head rises up invitingly, it's enticing and a predictor of the richness in aroma and flavor that is to follow.  In the nose there is chocolate fudge sweetness. It is redolent of a rich and decadent dessert. Playing a supporting role is an aroma of roasted malt, coffee, oak and dark fruit, of which cherries will figure prominently in moments to come.  In the mouth there is just so much going on, it is that complex; even more so than the aroma. I'll start straight away with the mouthfeel, body and drinkability. It is fluffy, velvety, creamy and smooth. It fills the mouth like soft clouds, floating and weightless. Yet, the dichotomy of this is that the body is full, robust and sipper despite the fact that it's drinkability is dangerously high. Does this thing even have alcohol? I didn't notice it until 3/4 of the way through. Whoa!!  But this doesn't even begin to scratch the surface of how dynamic and complex this brew is. At the beginning, the elixir coats the mouth with rich chocolate fudge, dark caramel and creamy sweetness; a true dessert treat. Yet, there is so much more to it. The roasted malts and espresso tones add support. However, where this stout truly becomes special is with the woody, oak like, earthy, tree bark tones which add a nice bitterness. In addition, there is a moderate but bold serving of grassy hops that compliments things and adds a lingering aftertaste. The cherry on top-so to speak- is that the bark comes from a cherry tree; very apropos because there is a slight cherry tartness that that adds a light counterpoint to the full bodied chocolate darkness. Notes of licorice are present, as well as a bourbon, which incidentally sneaks up on you.  Wow! I feel that as I gain more experience in reviewing beer, I tend to be more critical and shed the superlatives of my earlier reviews. Yet, this might quite possibly be the best imperial stout I have ever had!   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 For a shelf beer, I'm impressed! Interesting mix of toast, wood bark, anise, red wine, and oak. Suppose I could use a bit more sweetness, but who couldn't, these days?!   
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 4.75 Found (on tap!) at Red, Wine and Brew in Mentor, Ohio earlier this evening. Cost of $8 for a tulip glass.   A: Head is moderate brown with an absolute motor oil body underneath. Curtain like lacing left on the inside of the tulip glass with repeated sips. Look cannot be improved upon.  S: Somewhat distant which is true to the style but I cannot rate it with the highest rating since it was not very distinctive.  T: Simply great. Dark roast malt, chocolate notes. This may be THE example of a RIS. Wow!  F: This is an absolute asset of this beer. Smooth, silky smooth. Oh yeah. Late in the taste is a grainy aspect but this is top feel.  O: World class Russian Imperial Stout. Such a treat to find it here on tap (who knew?)   
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 2016 Reserve  Pours a deep dark black with brown head -2fb. Smells of cocoa, coffee, leather, smoke/leather. Taste is cocoa, hint of vanilla, smoke/char with a lot of burnt notes, acidity, sweet malts and a somewhat flat finish. Mouthfeel is medium bodied, minimal effervescence, well hidden abv. A somewhat powdery quality.  Overall, interesting – my palate isn’t refined enough to note all the differing elements. Not bad – but I wouldn’t go out of my way to find this. There are better (and cheaper) barrel aged stouts   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 2016 Reserve (bottling date 12/8/16)  Drinking date: 4/19/17    L: Pure black, with darker than chocolate-milk brown head. And lots of it.    S: Boozy chocolate    T: Sweet, roasty malts, chocolate, hints of banana, a lot of smokiness in the later half of the sip.     F: Medium-full bodied. Carbonation average.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
