look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 The look is a cloudy, straw yellow with plenty of bubbles, a large pillow of white foam that lasts, then settles to an eighth inch and never gets any smaller.(to the last swallow!)  This is a beer you can smell when the bottle opens, wheat, yeast, banana,& slight clove  The taste is what you smell, plus the little bubble gum on the tongue before you swallow, not bitter at all. So good!  The feel is creamy with some carbonation. Smooth!  The flavor is different than most beer styles, but I could see this flavor could become a craving. This brand is exact to the description of a German Hefe Weiss!   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 L- Golden-straw with a massive, off-white head  S- smooth backbone of clove and wheat, with rails of light, earthy spice and banana  T- banana and breadiness assert themselves, with the clove now taking a backseat  F- pleasantly fluffy    Very enjoyable, well-structured Hefeweizen. The flavors are a bit light, but what they lack in intensity, they make up for in balance. I can definitely understand why this is a standard-bearer for the style, and while not particularly outstanding, is certainly not a beer to turn down in the future.   
look: 4 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 Simply outstanding. Or, conversely, complicatedly outstanding. So much character, so many flavors, so much history and so much flavor. One of the top five beers in the world.   
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 Very good demure banana flavor beer with clove/bread background noise. Just not my style, to be honest. I would prefer it be a bit more balanced with malts like Schneider Aventus, but that's just me.    Have to edit:    Being a bit more refined in my beer judging now, I have to say this has some of the best looks in the glass of any beer. Great glassy, golden color and lacing. Nice head. Very light, refreshing banana flavor. Upping from 4 to 4.25   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 From notes taken 06/14/17:    Very clear golden amber yellow with sparse and fine haze. Second pour though a marbled, mottled, variegated, swirly, murky work of art. Different shades and densities and finenesses and depths, heavier and darker toward the bulb of this Weizen glass, with speckles hear and there of larger chunks clinging to the inner walls of the glass. Pillowy, long-lasting bright off-white head of creamy fluff. Clearly a filtered Hefe. Banana and yeast aromas, both strong, and enough in balance to where determining where one begins and the other ends is pointless. Even more banana-forward, not quit bubblegum to taste. Sloshing around yields a rich, bready, and almost savory yeast character. Finish has a light metallic tartness but not enough to disrupt the balance. Light-bodied with very active and slightly tingly but very soft and squishy suds. Semi-astringent.   
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Just an outstanding beer! Love it! Cloves!! 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 This tastes exactly like you expect a Hefeweizen to taste. Strong banana flavor, nice carbonation and body, refreshing, slight spiciness. About 150 kcal per 12 ounces for those who are curious   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Look: It pours cloud yellow with a white head that has good head retention.     Smell: It has a strong aroma of banana. There is also some spiciness with it and wheat aromas. There is a slight bit of bubblegum as well.     Taste: It has a strong banana flavor with wheat a bit of spiciness to it. It has a sweet impression. As it warms, there is a it of clove that can be tasted. There is a slight hint of vanilla.     Feel: It has a moderately light body. It is somewhat creamy.     Overall, a very refreshing wheat beer with excellent banana and clove flavors.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Bottle. Hazy straw. Extra thick frothy head. Looks just the job.  Cereal, spice and yeast aroma. Banana present.  The bouquet continues into the taste. Light Astringent finish.  Smoothly balanced feel. Light to moderate body.  The style is not to my liking but the quality of this brew shines through.   
look: 4.75 | smell: 4 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Clear golden orange color, medium full body and nice amount if carbonation. Taste was a nice balance between a little sweet with just a bit of hop and grain bitterness   
look: 3.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Even pouring slower than I have ever poured a beer, over two fingers worth of white very dense crown formed. And it stays around. Was not expecting that. The beer itself is a straw/golden color. On the clear side, but not perfectly clear.   Now the smell, is beautiful. Bananas are huge. Smells like banana pudding.   The taste is much of the same. It's a lot like banana pudding. The bananas are huge and it has such a nice sweetness to it. Almost like vanilla wafers.   The feeling coats your mouth with the flavor and stays. Sticky.   Overall, it is a great beer. The only thing I can say bad about it is I would like to be able to not be so careful pouring and have to so slow. But that's minor compared to the flavor and smells this beer gives.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Goes down smooth and tastes great. Blend a banana and pour it into a tall glass, pour the beer next and swirl the bottle towards the end of the pour to release the wheat at the bottom, That's what's I'm talking about!!!!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 On tap at the Oysterman in Duxbury, Mass    22 oz hefeweiss bier glass    Clear golden in color, white one finger frothy foam cap    Aroma of cloves, spices    taste of banana , cloves, peppery spice    Smooth refined drink ability     Great with seafood, summer time    The gold standard for this style of beer. Excellent, repeatable   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 I really enjoyed this one. It worked well with some spicy Indian food, a perfect balance to the heat. Nice head, nice lacing from the bottle to the hefe glass. Tasting it by itself, without the spicy food, the classic banana/clove appears but , for me, this is fairly subdued. This may be the summer I get into hefeweissen. I going to have to revisit Franziskaner!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Best beer. GOAT. This tastes like the really good beers that I used to drink when I lived in Bavaria. Flavorful yet smooth. 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 3.75 Aroma of clove, banana, light citrus, a little peppery, wheat, dough. Pours hazy gold with a frothy head, taste is moderately sweet with light bitterness and a dash of salt. Medium body with very natural carbonation. Great balance, easily drinkable. When I first started out rating, I thought this could be fuller, bolder, use a bit of a kick. But it definitely shouldn't get that kick. High quality stuff with great availability.   
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Delicious Hefeweißen, pours beautifully and available all around the world. Excellent presentation and history. While not the best Hefe available in Bavaria, it is certainly one of the best you can find in the US. Schneiders and Ayinger give it a run for the top stop though.   
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 This is truly an amazingly crafted beer. Made by the oldest brewery in the world that dates back to 1040 in Bavaria. This is an outstanding piece of craftsmanship and a damn good hefewiesen/hefeweissbeir. It pours cloudy with a nice/decent head. Its colour is a hazy sun color. The smell is of wheat, orange, and lemon. The taste is grains,sweet but not overpowered citrus, and almost a hint of nut and overtones of banana. Overall this one I will be returning to very soon.   
look: 4 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 500ml bottle. 12/13/17 bottle date. Appearance: Cloudy Light golden with a thick frothy white head and nice lacing. Aroma: Strong eaters of banana and clove yeast, with a hint of lemon and wheat maltiness Taste: Rich, sweet wheat maltiness, strong fruit esters of pear and banana, finished with some clove spice and a light bitterness Mouthfeel: Moderate bodied with a nice creaminess from the wheat, and a high carbonation. Finish: Banana and pear eaters dominate the finish and linger long after the swallow Overall: World class hefe with an amazing yeast character that transforms the beer. Fruity esters of banana and pear dominate the aroma all the way through the taste and finish. Pinch of clove spice creates balance, and high wheat protein character adds a luscious creaminess to the body and creates an amazing frothy foam head. High carbonation accentuates everything.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 This is the most popular hefeweizen around town considering that it is not too difficult to get a hold of a fairly fresh 2 to 4 month old bottle of. This is your starting off point of the top shelf German hefeweizens. A great balance of flavor right here. It does not deserve much higher than that grade nor does it deserve much lower than that grade. A great balance in score just like the flavor that it brings. I think this beer used to be a little better back in the days when it wasn't so mass produced. Cheers! A-   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 This is a beer well done beautiful color and aroma, banana bread and cloves all the way. Too bad it's kinda expensive and hard to get by where I live.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 3.25 | taste: 5 | feel: 4.75 | overall: 4.75 Refreshing, smooth and long lasting to ish. pour with good foam head for better taste. Hefe at ots finest. probst! 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 Poured from a 500ML bottle to a cheap clear glass. Golden yellow with a slight haze, extremely dense head that dissipates to about 1/4 inch that resembles whipped cream. (amazing) Very complex flavors, wheat and grain upfront, followed by a slight sweetness and then a hint of cloves.(similar to Hoegarden but not nearly as assertive) The 1/4 inch whipped cream head lasted the entire glass. I don't know if this is bottle conditioned but it also had a small layer of sediment in the bottom of the bottle. Really special, glad I found it.   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Pours a deep golden, light amber coloration with a medium, creamy head. Smells of yeast and banana, with a hint of cloves. Taste follows the nose, with a yeasty, wheaty character accompanied by bready malts, banana and a little citrus, with some spicey notes of cloves and a little pepper and bitterness in the aftertaste. An exceptionally well-balanced beer where yeastiness, spiceyness and fruitiness are in perfect balance.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 Outstanding Hefe. Straw collected. Mid carbonation. Light banana smell. Faint fruit. Mild spiced after taste, balanced though. Everything worked together very very well.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 My new favorite!! Incredible taste! Smooth and not bitter :) 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 5 | taste: 4.25 | feel: 2 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 A defining Hefe. Perfect. 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3 | taste: 2.75 | feel: 3 | overall: 2.75 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Nectar of the gods. Everyone mentions the banana flavor, but to me it's more floral. Very smooth and easy to drink. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 From the bottle, it pours a hazy amber with a really robust, thick, head. In the nose, you get banana, yeast and bread. In the mouth, the same, lots of banana, but not overwhelmingly so, to carry you into the bready malt, followed by clove. Yum!   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.25 It's no surprise that Weinhenstephanar is rated in the top spot....however, it lacks the smooth character of Julius Echter and Tucher Weizen (Which I rate #1 however, it's now impossible to get in Massachusetts....so I turn to the smooth, crisp, unique flavor of Julius Echter.....I drink Weinhenstepaner in between bottles of Julius....My brother in-Law turned me onto the lovely, smooth taste of Tucher Weizen back in the 90's....and now I solely drink Hefeweizen...but unfortunately the nearby restaurant that had Tucor...burned to the ground, and they didn't rebuild...I have searched the Massachusetts and Southern New Hampshire area, to find similar light Hefeweizens....and I'm stuck with the two.....and I am shocked to see Julius Echter rated so low..especially below Micro turned Macro American brewers who don't brew according to the German 1817 law, of what can be classified as a true Hefeweizen...instead they through some wheat malt in with barrels of Lemon and Citrus flavoring....SO I do rate Weihenstephaner Weisbier at the top of the list....but in the #3 spot below Tucher and Julius Echter....anyway you like it....Jefferies is for breakfast, lunch, dinner and a nighttime snack..Enjoy!!!....Riv   
look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 4 | smell: 3 | taste: 1 | feel: 1.5 | overall: 1 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is one of my favorite beers. One of the best wheat beers I've had. Very well balanced. Starts off with a mix of hops, wheat bread and banana flavor, followed quickly by a lovely clove taste..... finishing off with a peppery end. A masterpiece.   
look: 4 | smell: 4 | taste: 5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 Bottle dated 3187 (May 3, 2017). Hefeweizen glass.    A: pours a turbid yellow-orange (made sure to swirl the yeast) with 1-1.5 fingers of fluffy, bubbly, white head and loads of carbonation blasting away.    S: more banana and clove than the American hefeweizens I've had. This borders on Belgian wit territory, but without the bubblegummy phenolic edge.    T: bready and slightly sour-tangy arrival. Moderate sourdough breadiness on mid palate, closing out to a light bitterness and underripe banana note. Slight wheaty sourdough taste lingers.    M: light and creamy, loads of effervescence.    O: I know this is a 6 month old bottle, but that's par for the course around here. I'd love to try this on draft next time to see how much better it is. As it stands, I agree with the chorus of people who say this is the best hefeweizen around. But as a style I am underwhelmed as compared to witbiers and American wheat ales. This is an understated and quaffable style, and except for rapid distribution, Weihenstephaner has executed it pretty well, as far as I am concerned. Think it would be better fresh. Liked their dunkelweizen more, and Hacker-Pschorr better.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Amazing 
look: 4 | smell: 4.75 | taste: 4 | feel: 3.75 | overall: 4 Still best on draft, very balanced wheat beer, not very hoppy. A great choice and my introduction to non bmc beer a long long time ago, said I dig you baby, but I gotta keep moving   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 3.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 4 Pours a hazy gold with a small head gathering a fine lace. The smell very slight, with floral notes. The taste is extremely tame with almost no aftertaste. Not a ton of hops present but certainly finely balanced. Body is smooth and goes down easy and is overall a teuly refreshing hefeweiss. I'd enjoy this in the spring or summer, possibly at room temp to bring out those darker, sweeter profiles!   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 330ml bottle poured into a teku glass.  Date code 9167  L. Fully hazy orange/tangerine color, head crept up out of the bottle before pouring, producing a big foamy white head in the glass.  S. Bready, crackery, a bit peppery, lemon, cloves, ripe melon, bubblegum for sure.  T. Nice smooth and refreshing taste. Bready sweetness throughout, peppery spice, orange and lemon. Fruit bubblegum and clove in the middle. Aftertaste is peppery and bready with citrus.  F. Medium to full body but not heavy, ample carbonation.  O. What a nice beer. I'm glad I finally decided to try it. Cheers!!   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is everything you want with this style of beer. Yellow hazy appearance, banana/clove/bubblegum nose, and moderate carbonization for the mouthfeel. The best representation of good proper German beer. Pours a frothy head too. This beer deserves to be poured but can be enjoyed in a bottle. Best for a hot summer day but it's so good, you have to give it a shot when you see it   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 My bias will show on this one, but this is my favorite beer around. I was introduced to this gem a few years back and it is a beer that is appropriate for nearly any occasion. If you get a chance to enjoy, do not pass it up.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 3.5 | feel: 4.25 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 2 | taste: 1.5 | feel: 3 | overall: 2.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 Look: Yellow, some what hazy, with big fluffy white head. Medium carbonation.  Smell: Bannana, clove, and black pepper.  Taste: Bannana, clove, and black pepper.  Mouthfeel: Crisp and smooth.  Overall: A good hefe from Weistaphaner. Not my preferred style.   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 5 | feel: 5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Amazingly strong sweet, banana flavor with a slight bit of clove. Pours with a thick white head. Perfect body, feel and taste for a Bavarian hef. Easily in my top 3 beers. A true example of a great German wheat beer.   
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 For me, this is one of the best Weizenbeers, wheat beers, in the world. The taste is everything you want in a German wheat beer: fruityness and a bit of sweetness, hints of malt and hop to it.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 Taste from bottle. Pours a hazy yellow with white head. Nice yeasty aroma, banana, wheat and spices. Taste is fairly sweet with minimal bitterness. Tastes of grains, yeast, banana. Medium bodied. Very good smooth tasting Hefe. Would love to try this beer fresh at the brewery.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Absolutely best wheat beer around! 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
