look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 "break in case of emergency" 
look: 2 | smell: 2.25 | taste: 1 | feel: 1.5 | overall: 1.25 bad Bad BAD. Looks like piss water. Smells like piss water. Nothing redeemable. Could barely get through one. This was a truly painful experience but I'm glad I did it as a way to better understand the mistakes we've made as the American people.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 3.25 | overall: 3.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2.75 | smell: 2.25 | taste: 3.25 | feel: 2.25 | overall: 2.75 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 I picked up a 24oz tallboy at Walmart for $2. The only reason to drink this is if you’re looking for a light beer. It doesn’t have much flavor and it’s kinda watery. But as far as cheap light beers go, it’s pretty decent.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 piss 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 1.75 | smell: 1 | taste: 1.5 | feel: 1 | overall: 1.25 
look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.25 Good thing they have a great ad campaign to help sell this watered-down tasteless beer. Dilly Dilly. 
look: 2.5 | smell: 2.5 | taste: 2.25 | feel: 1 | overall: 2.5 Anemic pale gold, crystal clear. Some foam initially, that fades away to a still glassy surface and thin ring of skim.     Aroma is bland but fairly inoffensive, faint traces of cracker an apple, and wet soggy grain.     Taste is similar, bland apple ester and feeble "malt beverage" character, gross silage aftertaste. Sharp astringency and aggressive carbonation, watery and insipid, this is where it becomes sourish and offensive.  Just about any Euro pale lager is better than this, there's zero hop presence whatsoever.    I'd never buy it since there are almost always better alternatives. On a hot day, in a situation where there wasn't any good beer to be had, I wouldn't be ashamed to drink this on ice for rehydration purposes. When Uncle Bob leaves one in the fridge after a party...I guess that's when it finally gets reviewed on BA.   
look: 1.75 | smell: 2.25 | taste: 2 | feel: 2.25 | overall: 2 The Wifes brew... 
look: 2.5 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 Look for what it is it's a great light cheap AAL from Anheuser-Busch what are you expecting it to taste like your local Brewery stout or Porter if you're looking to lose weight and drink less alcohol it has a decent taste for a commercial Light beer I drink it and I hate AAL's   
look: 2.5 | smell: 2 | taste: 1 | feel: 1 | overall: 1 Bland clear color but some points for high carbonation  Smells a bit sweet and a bit skunked  Tastes like stale natty light wtf, it's as if they age a portion of Busch or natty light in some attempt to make it flavorful but it just tastes like spoilage?  This is sub bottom shelf beer sold at a mid shelf price and it's astounding that this is actually worse than the ultra cheap inbev brands.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 1 | smell: 1 | taste: 2.5 | feel: 1 | overall: 2.5 
look: 4 | smell: 1.25 | taste: 1.25 | feel: 1.5 | overall: 1.25 
look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 1 | smell: 1.25 | taste: 1.5 | feel: 1.75 | overall: 1.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 This beer takes like the tears I cried when my brother died. If you drink this beer, who hurt you? 
look: 1 | smell: 2.25 | taste: 1.5 | feel: 1.5 | overall: 1.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is the best beer. It is the number one beer in America for a reason. Blows away the competition. If a beer was near perfect this is the beer. 
look: 1.5 | smell: 1.25 | taste: 1.5 | feel: 1.25 | overall: 1.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 1.25 | smell: 1.25 | taste: 3 | feel: 3 | overall: 3 Much better and less carbonated in the can than in a bottle. Much like chicken fingers this product is better when you're prepared to have more than one.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 1.25 | smell: 1.25 | taste: 1.5 | feel: 1.5 | overall: 1.25 
look: 1.5 | smell: 2.5 | taste: 2.75 | feel: 3.5 | overall: 2.75 Never thought I'd review this one but after a tip from a customer of a 15 pack, what the heck! I promise I wont do the "trendy" thing and automatically slam it :)    A- This one pours a super clear light golden color and reminds me of Chardonnay wine. The head is snow white in color and is rather fizzy....settling very fast into nothingness. Carbonation isn't as aggressive as I would have assumed and the lacing is non existent....a very non-impressive looking lager but I wasn't expecting anything great either.    S- I am getting aromas of white rice (which is in the recipe), boiled corn, something sweet that I can't quite put my finger on, Diacetyl esters that remind me of microwave buttered popcorn, some grainy grassy notes and perhaps other assorted adjuncts. Muted presence of barley malt and a finish that is very light, inoffensive and of hop extract. I've definitely smelled worse beer.    T- Surprisingly, this one doesn't have a bad flavor for what it is! Light toasted corn, cleansing rice, muted sweet barley malt, buttery notes that do leave a funny taste on the palate, dry grassy notes and a finish that is clean and refreshing....the weird buttery flavor does linger on the palate but is balanced somewhat by very slight hop bitterness.    M/O- Light bodied, cleansing, clean overall and nothing that I find bad for the style....honest! This is probably one of the better light beers on the market and I would actually drink this again based on what I've had tonight! Would make a great hot weather kind of beer and I find the drinkability actually quite high. Is it a great beer?.....not by a long shot but I think it really does deserve better than what the masses on here have deemed it to be!   
look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Absolutely disgusting. Do yourself a favor and don't drink this mess. 
look: 1.5 | smell: 1.25 | taste: 1.5 | feel: 2 | overall: 1.5 Bud light is always one of my last options. Before I turned 21 I drank this and other light beers more often purely because they are cheap and usually readily available at a party. Nowadays I would only drink this "beer" if I was broke and someone else was paying for my drinks.   
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 1.75 | smell: 2 | taste: 1.75 | feel: 2 | overall: 1.75 
look: 1 | smell: 1 | taste: 1 | feel: 1.25 | overall: 1 
look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2 Very light yellow colored beer. The white head forms quickly, and doesn't stay around very long.     The smell is a bit sweet, there's corn and a bit if a funky smell I can't quite identify.    Cloyingly sweet, reminds me of a lemon lime soda. No hops or any level of complexity whatever.    Basically feel like carbonated water going down.    The very definition of an alcohol delivery device. Just very very bland, tastes nothing like actual beer. Maybe the fact it tastes like a soda rather than a beer makes it so popular, But trying it at least makes me appreciate how good other beers really are.   
look: 2 | smell: 1.75 | taste: 1.5 | feel: 1.75 | overall: 1.75 
look: 1 | smell: 1.5 | taste: 3 | feel: 1.5 | overall: 2 Very basic beer 
look: 1.5 | smell: 1.25 | taste: 1.5 | feel: 1.25 | overall: 1.25 
look: 1.5 | smell: 1 | taste: 1.25 | feel: 1.25 | overall: 1.5 
look: 1.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3 One of the better light beers around, hence my average rating. I'm just not into light beers, though. I've never been into all of the flavors and other permutations of this. I guess that it is so bland to begin with, that the brewer can add and market about any version.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 1.5 | taste: 2.5 | feel: 3.5 | overall: 2 
look: 2.25 | smell: 1.75 | taste: 2 | feel: 2.25 | overall: 2 
look: 2 | smell: 2 | taste: 1.75 | feel: 1.5 | overall: 1.75 
look: 1.5 | smell: 1.25 | taste: 1.25 | feel: 2 | overall: 1.5 
look: 1 | smell: 1 | taste: 1.25 | feel: 1 | overall: 1 
look: 1.75 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 1.75 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.25 
look: 3 | smell: 1.5 | taste: 1.25 | feel: 2 | overall: 1.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4.25 | smell: 2.5 | taste: 1.75 | feel: 2.5 | overall: 2 
look: 1.5 | smell: 1.5 | taste: 1 | feel: 1.25 | overall: 1 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 Ugh, I always tried to find a different choice when this was around. Blandness defined. 
look: 2.5 | smell: 2 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 4.75 | smell: 3 | taste: 2.25 | feel: 1.5 | overall: 2.25 
look: 2 | smell: 1.25 | taste: 1.25 | feel: 2 | overall: 1.5 
look: 2 | smell: 1.75 | taste: 1 | feel: 1 | overall: 1.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4.25 
look: 1.25 | smell: 1.25 | taste: 1 | feel: 1.5 | overall: 1.25 
look: 2 | smell: 2 | taste: 1 | feel: 2 | overall: 1.75 
look: 3 | smell: 2.5 | taste: 1 | feel: 2 | overall: 1.75 Meh. Typical American Macro. No soul but it will do if youre dying of thirst. 
look: 3 | smell: 1.5 | taste: 1.75 | feel: 2.25 | overall: 2 
look: 2 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 1.25 | smell: 1.25 | taste: 1 | feel: 1.25 | overall: 1.25 L: Watery, Light yellow, very weak foam    S: Grainy with no smell of hops    T: Taste of corn, rice and other grains, very weak carbonation    F: Watery    O: Personally, the worst beer I ever had. If you ever go to any event, probably the most common beer you encounter. Drink this only not to show disrespect- with caution, no more than 16-24oz. If this is your first ever beer, we the educated beer-drinking society deeply apologize. Don't stop your beer tasting quest for the horizon is clear and unlimited, experiences will be far more rewarding.   To the beer's positive: great and vast marketing.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 1 | smell: 3 | taste: 3 | feel: 3 | overall: 3 The Big K of beer. Can throw these back like water which could be either a good thing or bad thing depending on the situation 
look: 2.75 | smell: 2 | taste: 2 | feel: 2.25 | overall: 2.25 
look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.25 | overall: 1.25 Why ?   Why is this the #1 beer in the USA ?  Various reasons for anyone that's "beer aware" can imagine.   Neighbor with a garage fridge full o' BL, would offer me unlimited quantied, if I so desired, I declined. Not for me, when I see people buying this, I cringe. I say to the unaware masses, "bad by you". Even Rolling Rock is a upgrade, If you think this "light beer" will keep you from gaining weight, better you should alter your food consumption. Gain info here and elsewhere on better choices.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Whiskey tango, cheap, will only drink if free, and maybe not even then. 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 4 | smell: 3 | taste: 4 | feel: 4.5 | overall: 4 Very easy to drink and has a good taste. 
look: 1 | smell: 1 | taste: 1 | feel: 2 | overall: 1 
look: 2 | smell: 1 | taste: 1 | feel: 3 | overall: 1.5 I mean, it's somehow the beer I'm choosing to drink from my dad's fridge because I want something light, and I realize I haven't rated it yet.     L - 12 oz bottle poured into a pint glass. It comes out near clear, a hint of yellow, an inch of head that disappears and leaves little to no lacing. Nothing special to look at.     S - Nothing to the smell, either. Some usual corn, grass, rice, cereal grain, metal.     T - A little barley sweetness, some cereal grain, a watery finish that tastes more like seltzer than beer.     F - I put it in the freezer so it'd be at its most drinkable. Drinks like any other lager--light-bodied, high carbonation, very drinkable when it's ice cold. I can see why bros shotgun these.     O - I just don't get it, I guess. Bud Light is the most popular beer in the U.S. yet it has more calories, more carbs, and is equally-priced to Miller or Coors Light. Rolling Rock is $4.99 for a 6-pack ($2 cheaper in AZ) has more flavor and character, and worth the extra beer belly. I once went to a trendy restaurant with Bud Light on tap and the menu described it as having "a hint of orange peel" in the flavor. So, it's really a stretch when trying to sell this stuff to anyone who's drank pretty much anything other than Bud Light in their life. Yes, it's a simple beer with four ingredients. But you can barely taste anything but the water. Continue to baffle me and be the most popular beer in the country, but I'm avoiding it at all costs.   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 1.5 | smell: 1.5 | taste: 2 | feel: 1.75 | overall: 2 
look: 4.5 | smell: 2.25 | taste: 2.75 | feel: 2.5 | overall: 2.5 
look: 2.75 | smell: 2.25 | taste: 2.25 | feel: 2.5 | overall: 2.5 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 1 | taste: 1 | feel: 1 | overall: 1 I drink it because it is high quality mass produced under quality control you would expect from a big producer.    i like the color it is light like dee sun    love you all xoxoxoxo   
look: 2.5 | smell: 1.75 | taste: 2 | feel: 1.75 | overall: 2.25 
look: 2 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 This beer tastes like none other ... I mean like nothing else ... I mean like nothing. Yeah that's it. Nothing. Well, that's when it's cold as ice. Then I let it warm up a bit. And it tastes a tiny bit malty. But like the floor of a bar smells if your job is to go in on a Sunday morning & mop it. Not good.   
look: 4 | smell: 2 | taste: 3 | feel: 3.25 | overall: 3.25 Bud Light is a high quality mass produced beer. It has a purposeful and unique flavor among other light beers. Personally that flavor is too sweet for my taste. It does not taste cheap, but it does not taste particularly good, although there is no aftertaste to it relative to some other light beers out there. Bud Light has some character, but not much. To summarize, it is kind of like drinking a watered down Budweiser. So it's like buying a decent car but getting the base model. It is okay if that's what they have at the concession stand. It is okay in a cooler at a party. It is okay in a keg. If it was a girl, she would be an okay girl to date. She would be like one of those girls everyone else thought you should marry but for some reason you just didn't want to go there. But maybe on reminiscing you might still think about her sometimes, because she was nice. Bud Light is a "it's not you, it's me" kind of beer. As a car, Bud Light is a contemporary Volkswagen Passat. It looks nice, gets the job done, doesn't cost too much, and blends in while being a little different from the others, but not in a way that's interesting or fun. It's an upgrade from really cheap light beer. I want to like it but can't.   
look: 2 | smell: 1 | taste: 2 | feel: 2 | overall: 1.75 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 1.5 | smell: 1 | taste: 1 | feel: 1.25 | overall: 1 
look: 2 | smell: 1.5 | taste: 1.25 | feel: 1.25 | overall: 1.25 
look: 2 | smell: 2.5 | taste: 2.75 | feel: 2.5 | overall: 2.75 12oz can bb 10/24/17 poured into a pint glass at fridge temp 4.2% ABV. The beer pours bright pale straw yellow with white head. Head is gone in 60 seconds with no lacing (this pint is even nucleated). The aroma is a muted sweetness along with a beer smell that could come from the yeast. Taste is minimal with some barely there sweetness and a hint of tartness. Mouthfeel is thin bodied, well carbonated and dry in the finish. There is just a hint of butter in the aftertaste but it is not overwhelming. Overall, OK for an AAL. I don't remember this beer being this clean in the past. I wonder if the recipe change to barley & rice only has paid some dividends?   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 1 | smell: 1 | taste: 1 | feel: 2 | overall: 1 
look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5 
look: 2.5 | smell: 2.75 | taste: 3 | feel: 4 | overall: 3 For the style. A very light golden or straw, in color. Pours a thin white head that recedes, immediately. The aroma has a very faint grain smell, and, to me, that is literally it. The taste is a bit more impressive, with a mild grainy, light malt flavor; slightly sweet. Body is light, dry, and full carbonation. Overall, it's made this way for a purpose, but, I think there are beers in the same caloric range that have more flavor. For light beers, I'd put this at the lower end of a B.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Id rather drink sewer water. 
look: 1.25 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1.25 Low calories. Ok, I said someting positive. But, it is all crapperville from thereon. Rubbing alcohol and bongwater may taste better. 
look: 2.5 | smell: 2 | taste: 2.25 | feel: 2.5 | overall: 2 
look: 2.5 | smell: 1.75 | taste: 1.75 | feel: 2.25 | overall: 1.75 
look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 1.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2 
look: 2.75 | smell: 1.75 | taste: 1.75 | feel: 2 | overall: 2 I have this in bottles and on tap. I know, the old GM thought this was a good idea. Anyway, I have to say... why? So you get an opaque straw yellow. The head is a nice color but dissipates quickly. Minor lacing. The nose is almost non-existent. You get the corn, the metal and that's basically it. The taste is corn and some sweet fruit but the water kills it from there. The feel is watery and light in body. So, if you can't afford a Chimay... save up. That is a beer. This, well, it's a beer but it's just too weak overall.   
look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2 
look: 1.5 | smell: 1.25 | taste: 1 | feel: 1 | overall: 1 
look: 2 | smell: 1 | taste: 2.75 | feel: 2.25 | overall: 2.5 
look: 1.5 | smell: 1.25 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 2.75 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 
look: 2 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 L: Hazy straw yellow color with a fizzy white head that dissipates quickly.    S: Light corn, grain, some cooked vegetable. Not a strong aroma.    T: Sweet apple, corn, some astringent vegetable, watery.    F: Light watery mouthfeel.    O: Better than some light lagers but still poor.   
look: 2 | smell: 1.75 | taste: 2 | feel: 1.75 | overall: 1.75 
look: 2 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 1.75 | smell: 2 | taste: 1.25 | feel: 2 | overall: 1.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 1.75 | smell: 2 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 1.75 | smell: 1 | taste: 2 | feel: 2.75 | overall: 2.25 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2.5 | smell: 2 | taste: 1.5 | feel: 1.75 | overall: 1.75 
look: 2.5 | smell: 2.5 | taste: 1.75 | feel: 2 | overall: 1.75 I haven't had a Bud Light in a very long time and the other night gave it a shot because it was the only thing available. I will say it is not offensive but was surprised at how lacking it was in flavor.   
look: 2.75 | smell: 1.5 | taste: 1.5 | feel: 3 | overall: 2 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Absolute garbage 
look: 1.75 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 I can drink this beer at anny occasion, love it with a burger or a pizza, good all round beer if you ask me but that said I like beer 
look: 2 | smell: 2 | taste: 1.75 | feel: 2 | overall: 2 
look: 2.75 | smell: 2.25 | taste: 3 | feel: 2.75 | overall: 3 
look: 3 | smell: 2.5 | taste: 1.5 | feel: 3 | overall: 2.5 
look: 2 | smell: 2.75 | taste: 3.25 | feel: 2 | overall: 2.5 
look: 2 | smell: 1.75 | taste: 2.5 | feel: 2.5 | overall: 2 
look: 2.25 | smell: 2 | taste: 1.75 | feel: 2.5 | overall: 2.5 
look: 1.25 | smell: 1.5 | taste: 1.5 | feel: 1.25 | overall: 1.5 
look: 2 | smell: 1.75 | taste: 2 | feel: 2 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.25 
look: 2.25 | smell: 2.25 | taste: 2 | feel: 2.25 | overall: 2.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3.25 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2 | smell: 2 | taste: 1.5 | feel: 1 | overall: 1 
look: 3.5 | smell: 2 | taste: 3 | feel: 2 | overall: 3 As far as American Lager goes, Bud Light is like the little brother we all know and (sometimes) love. It's great for the party because you've always got a story, but it's not something you'd want to tell mom about unless you absolutely had to. Bud Light fulfills that need for a quickie in the pub, but it's not something that I'd drink all the time. Little to no mouthfeel, with sort of a clearish-golden haze, you know the beer isn't something you keep buying because you want to, it's just the filler until the real beer arrives. The gold standard, it's better than Miller's or Milwaukee's, but nothing compared to more sophisticated beers.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Water has superior drinkability to this. No taste or flavor. No wonder they drink it ice cold. It hides the lack of taste. 
look: 1.75 | smell: 2.25 | taste: 2.5 | feel: 2.25 | overall: 2.25 
look: 2 | smell: 2 | taste: 2 | feel: 3.75 | overall: 2.5 
look: 2.5 | smell: 2 | taste: 2.25 | feel: 3 | overall: 2.5 
look: 4.25 | smell: 2 | taste: 3.5 | feel: 4.25 | overall: 3.5 
look: 3 | smell: 1 | taste: 1 | feel: 1 | overall: 1.5 In a blind taste test between Coors Light, Miller Lite, and, Bud Light at a recent bottle share, Coors Light was the clear winning with some actual taste including a hint of hop bitterness. Miller came in second on because Bud Light had no apparent flavor or body. Bud LIght is by far the worst.   
look: 2.25 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2.25 | smell: 1.25 | taste: 1.75 | feel: 1.25 | overall: 1.75 Pours a straw yellow with a small white head. Smells of bready malts. Tastes very watery and of sweet bready malts, and maybe some bitterness but no hops. Light in body and medium in carbonation. Overall it's pretty tasteless. Nothing good about this, but it's not disgusting.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 A staple for the lake, pool, backyard BBQ and softball fields. I am somewhat surprised by the low score. I agree it is not the best or even second best beer in the world but it is drinkable and built for the above mentioned occasions as well as many others. Low in calories and ABV it is a beer both moms and dads will drink.   
look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 2 | smell: 1.5 | taste: 1.5 | feel: 1.75 | overall: 1.75 
look: 2 | smell: 1.75 | taste: 1.75 | feel: 2 | overall: 1.75 
look: 2.5 | smell: 2.25 | taste: 2 | feel: 2 | overall: 2.25 drink before Oct 2017 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3 | smell: 1.75 | taste: 2.5 | feel: 1.25 | overall: 2.25 I have always kind of liked Bud Light because it tastes like those flavorless rice cakes my mom used to pack in my lunch. I will says it is extremely consistent and I always know what I'm getting whenever I have it. Besides those redeeming qualities, this beer is horrible compared to everything else on the market and is probably not even a top 5 AAL.   
look: 2 | smell: 1.75 | taste: 2 | feel: 1.75 | overall: 1.75 
look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Easy drinking without a lot of pretense. If you need a beer at a bbq and this is all there is then go ahead and grab one. To update. Just had this on tap. So smooth. Would definitely have again on tap. Cheers.   
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.75 Call me an alcoholic and all what you will but look folks... name me a better beer that you would stuff your book bag with when your going fishing for a few hours. This beer will give you the taste of beer without feeling like your stomach is full. This beer is low on calories so you will look great and guess what. I haven't met a girl that won't drink a cold bud light. There's plenty of young GOOD LOOKING girls that will drink this but not an IPA. Don't get me wrong I love all beer but this should be higher rated hands down. Number one selling beer in the world and for good reason. I'll cheers everyone to this bud light.   
look: 1 | smell: 1.5 | taste: 1 | feel: 1.25 | overall: 1.25 
look: 1.25 | smell: 1.25 | taste: 1.25 | feel: 1.25 | overall: 1.25 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2.25 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Piss on this brewery! They're jealous fucks that couldn't brew a beer to save their lives. 
look: 2.75 | smell: 1.25 | taste: 1.25 | feel: 1.75 | overall: 1.25 So pours a super clear very light yellow with about a finger of white head that fizzes away pretty quickly. Smells, well very faint smell and what is there is kinda like a sewer backup, I'm not looking forwards to this. Sweet is about the only flavor this thing has. Subsequent tastes have my tastebuds begging for mercy, this stuff is just not good.   
look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.75 
look: 2 | smell: 2.5 | taste: 2.75 | feel: 2.75 | overall: 2.5 
look: 3 | smell: 1.75 | taste: 3 | feel: 3.5 | overall: 3 
look: 2.5 | smell: 2.25 | taste: 2.5 | feel: 2.5 | overall: 2.25 
look: 2 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 3.5 | smell: 3 | taste: 2 | feel: 3 | overall: 2.5 
look: 1.25 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.75 In my opinion this is the best of the "bad beers." This is a horrible beer, but if you are binge drinking, it is definitely better than a lot of the other cheap popular beers out there.    I would not recommend this beer to anyone, unless you are going to a party to play drinking games.   
look: 1.75 | smell: 1.75 | taste: 2 | feel: 2 | overall: 1.75 
look: 1.25 | smell: 1.25 | taste: 1 | feel: 1 | overall: 1 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 2 | overall: 2 
look: 2.25 | smell: 1.75 | taste: 2 | feel: 2.25 | overall: 2 
look: 1 | smell: 2 | taste: 2 | feel: 1 | overall: 1.5 This is beer for people who are:  1. Alcoholics  2. On a budget  3. Involved in Greek life at a college  or 4. All of the above.    I mean come on. This beer is not good by any means but it gets the job done.   
look: 1.5 | smell: 1 | taste: 1 | feel: 2.5 | overall: 1.5 
look: 1.25 | smell: 1.25 | taste: 1.5 | feel: 1.5 | overall: 1 
look: 1.75 | smell: 1.5 | taste: 1 | feel: 1.25 | overall: 1 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2 | smell: 1.75 | taste: 1.5 | feel: 2 | overall: 1.75 Pours a very pale yellow with a thin white head. Very mild aroma. I hate to say it but basically this is a flavorless carbonated beverage outside of a hint of malt. Just give me a glass of water please.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2.5 | smell: 1.75 | taste: 1 | feel: 1.5 | overall: 1.5 
look: 1.75 | smell: 1 | taste: 2.25 | feel: 1.5 | overall: 2 
look: 2 | smell: 1.75 | taste: 1.75 | feel: 1.5 | overall: 2.25 
look: 1.75 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 1.75 
look: 1.75 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5 Now I'll throw back watery beers every once in a while to kick back on a hot day or whatever...but I don't even want to kick back with this shit. Tried it cold, straight out of the bottle - not impressed. Not only was it watery piss beer, it had a horrid aftertaste. Overall, I guess it's fine if you're a broke college student looking for something cheap that won't kill you - but might get you drunk (enough) after a few.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5 
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 2 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 1.75 
look: 2.25 | smell: 2 | taste: 2.25 | feel: 1.5 | overall: 2 
