look: 3.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 L: Pours out a very dark brown, almost black. Looks pith black in the glass, with a thin foamy head of tan. Retention is minimal, but there's spotty beige lacing left.    S: Oats, roasted barley, dark and milk chocolates, dark coffee with vanilla cream, caramel, burnt toast.    T: Lots of dark and milk chocolate, along with the bready, grainy oat character. Some roasted and burnt coffee, grain, and toasted flavors, but kept in check by a subtle creamy sweetness of vanilla, almond milk, and caramel. Finishes very well balanced between chocolate and vanilla sweetness, and coffee, cacao, and burnt toast bitterness.    F: Medium-plus bodied; could almost be considered full bodied. Smooth, rich, and creamy. It's like carbonated chocolate milk.    O: The definitive American milk stout? This is delicious stuff. Perfectly balanced chocolate and coffee flavors with subtle vanilla and milky sweetness. Creamy and delicious.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 Pots black, has a very milk-like consistency, and the flavor has hints of chocolate. 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours a deep, dark chocolate brown with a thick tan foamy head. Excellent head retention. There’s a myriad of tiny carbonation bubbles fizzing up from the bottom. The aroma is roasted malt, chocolate, toffee, a little coffee, a touch of vanilla, and alcohol. The taste is mostly creamy coffee with chocolate. The mouthfeel is creamy, with good carbonation, the finish is a little dry. Overall, this is delicious. It’s ridiculously easy to drink, dangerously so. I would have no problem keeping this around regularly.   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 3.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 A very dark brown up to the light with a half finger of tan head that recedes quickly, and nice looking carbonation when I rock the glass. Aroma is milky, roasty, slight sour note, and milk chocolate. The flavor is the same but add a coffee creamer element. The feel is medium thin body, average carbonation, and dry on the finish. It's a little too thin to consider it creamy, but it's trying. A little spotty lacing down the glass.   
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 3 | smell: 3.25 | taste: 1.75 | feel: 3.25 | overall: 2.5 A little bitter for me. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 The beer is pitch black and had hardly and head but what little head it did had lasted most of my drink. There is no overly strong aromas just the typical roasted malts, chocolate, and coffee but nothing of note. The taste is similar has all those typical milk stout flavors with the roasted flavors mixed with the sweetness nothing overly complex but it is well balanced. The beer is super smooth and extremely drinkable.   
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a 12 oz bottle into a pint glass. The appearance is pitch black with a medium sized tan head. The aroma is sweet malt. The taste matches the nose and has a nice amount of coffee added to it.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 L: Poured 12oz bottle into Signature Left hand Stout glass. Appears completely black with thick and creamy head...beautiful beer.   S: strong notes of roasted coffee and subtly sweet...smells delicious   T: nice and easy but noticeable bite...delicious malt flavor and slight but perfect bitterness in this creamy milk stout.  F: Very easy beer to drink. Goes down nice and smooth with a small bite. Some think it is a little low on IBU but it is perfect for me for an everyday beer at 25 ibu I believe.   O: This is my go-to stout as it is available year around. I am completely obsessed with it. Would recommend buying to any novice or sweet stout lover. They have a nitro option that has stronger notes of mocha and super super smooth but no bite to it so I prefer the original honestly despite the hype of the nitro. If there was one improvement to make this beer complete it would be a tad bit more body.  *IMPORTANT NOTE*   I 100% believe that the stout glass makes such a difference I have had this beer in a tulip and pint glass and I would have given it a 4.25/5 but with the proper stout glass I gave it a 4.93/5 and I always have a 6er in the fridge of this baby...you can pick up a stout glass online (I couldn't find it in stores for under 50$ out of a set) it is only 9$ from left hand.com or spiegelau makes one that I bought from crate and barrel without the left hand symbol for 10$...it is so worth it. It makes the beer go down much smoother...enhances the smells and flavors and keeps the head the WHOLE beer!   
look: 3.5 | smell: 4 | taste: 3.5 | feel: 3.25 | overall: 3.5 Dark beer with a strong coffee flavor. Smooth for a dark beer with good aroma. It says to drink it between 50°-55° Fahrenheit but I don't like warm beer.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is the best stout I've had so far. Perfectly sweet, rich in flavor, and fantastically alcoholic. HA! Seriously if anyone can find a better stout, hit me up. The taste is amazing.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3 | taste: 4 | feel: 3 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 3 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Aroma: roast, coffee, chocolate, sweetness  Taste: sweetness first with a bitter finish. Soft coffee and roast.  Mouthfeel: creamy, smooth.  A very good stout.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Poured from a 12oz bottle into pint glass in November 2016. I did not see any brewed on or drink by dates on the bottle.    Appearance: Deep black with thick dark tan head. Beer is thick and not hazy. Head is thicker than average, with some lacing on the glass.     Smell: Aroma filled with sweet malts and coffee, with some hops. Interesting variety and balance.     Taste: There is a very sweet and creamy stout, as expected from a Milk Stout. There is a little bitterness from the hops and some coffee flavor. There is a moderate alcohol bite as well. This was done in a nice combination with the other flavors. There is a nice variety of flavors in the aftertaste too.    Mouthfeel: Medium-bodied. Medium alcohol level, which confirms the 6.0% on the bottle.     This is a very smooth and creamy stout. It is an interesting combination of flavors, especially with the coffee, malts, and a little bitterness from the hops.   
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 Poured out of a 12oz bottle into a tulip glass.    Pours a very dark brown, almost jet black. Large tan head, dissipates slowly.     Nose on this beer was subtle, you can definitely identify the sweetness from the lactose, otherwise its your usual cocoa with coffee notes.    Taste on this was surprisingly sweet upfront with the taste following the nose. The sweetness isn't as overt as I was afraid it might be, but makes for a quite pleasant, easy drinking stout.     Could maybe be a bit fuller bodied, but there is plenty to work like. Finish is coffee and rich malt, surprisingly clean as well.    Overall I think it's a very enjoyable beer, easy to drink and accessible to someone like me who is just beginning to explore stouts. I will be drinking this again.   
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 Look: black throughout with with cream head. No lacing on the glass and some strange large bubbles in the head.     Smell: Coffee notes, chocolate. Smells pretty good.    Taste: Wasn't impressed with the taste. Pretty disappointing since this got really good reviews. They hype isnt real. Mediocre stout and can't even tell it's a nitro. Coffee notes, dark fruit, hoppy on the finish.     Feel: Not really impressed with the mouth feel either. Slightly lighter than a normal stout but not satisfying like a nitro should be.    Overall: Didn't live up to the hype for me. Probably won't be buying again. There are much better nitro stouts out there. 6.5/10   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Pours root beer brown with an inch of moderate density tan head & light lacing. The head fades at a medium pace. A hint of burnt chocolate on the nose & continues with the taste as well as sweet coffee & full dark malt. The feel is smooth but a little more watery than I'd like. This is a nice beer, but for reasonably priced sweet stouts, I prefer St Amboise Oatmeal Stout to this one as it has a slightly fuller taste.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 L - 4.25 dark black rich body with thin caramel head, no lacing  S - 4.5 maple, vanilla, chocolate, if cream has a smell then this is it!  T - 4.75 again, the maple and vanilla is intense and then there is a slight cocoa at the end  F - 5 this very well may be the smoothest beer I've ever drank. Nevermind, it is. Zero carbonation. Awesome. Silky smooth :) You won't be burping with this beer!  O - 4.75 great beer experience. So good. Form the sexy black body to the rich aromas and flavors and the silky smooth finish. This is a great beer   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured hard into a pint glass, the stout poured thick, and a incredibly dark brown, almost appearing black. Nice ruby highlights can be seen when light passes through the body of the beer, leading to a rich appearance. I was able to get a large, bubbly, caramel colored, head, that slowly fades into a ring on the very edges of the beer. When cold, the lacing is thick and pleasing, but as the beer warms, all lacing disappears.    The nose is fairly strong, hints of vanilla, chocolate, and lots of coffee in the finish. You can detect the sweetness from the lactose at all stages of the scent. The flavors follow the nose closely, with a subtle sweetness present throughout the tasting experience. You start with a vanilla flavor that shifts to more of a coco profile before finishing with a strong coffee presence. During the finish the sweetness of the beer transitions beautifully to a bitter finish that really balances out the beer.    The mouthful was thicker than the pour would lead you to believe, but not so think you felt as if you had to chew the beer. Lightly carbonated, it could have had a bit more, but I prefer a lightly carbonated beer over a heavy carb'ed beer any day. I would put the mouthfeel a step bellow the Nitro version of the beer, but the smell and flavor in this version are by far superior. Great beer, easy to drink, and not to high in AVB makes for a sure fire go too beer in the winter months.   
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 3 | taste: 2.75 | feel: 3 | overall: 3 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 3.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3 | smell: 4 | taste: 2.5 | feel: 3 | overall: 2.75 Way too sweet for my taste buds. 
look: 4.5 | smell: 3 | taste: 3.25 | feel: 4.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Dark, delicious stout. Small head, lots of flavor. This brewery is quickly becoming a favorite. 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 I don't know anything about beer I just know this is delicious. The first dark beer I've enjoyed. It has great flavor without being overwhelming. It's not bitter or too sweet.   
look: 3.5 | smell: 2.75 | taste: 3.5 | feel: 3 | overall: 3 Nice dark color but no head. Nose creamy coffee and chocolate, a little sweetness. Taste much like the nose but more creamy than expected. Nice finish that sort of coats the tongue. It's not my favorite stout but it's good. Maybe a good starter stout for the faint of heart.   
look: 5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 This is one of the most excellent beginner stouts. It's super easy to drink and has a fantastic look, taste and feel. Those that drink a lot of different stouts may find this a little lacking in character but will still agree that it's very comforting and silky smooth. Personally, I prefer this one to the Nitro version.   
look: 5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 Very good stout. Not as creamy as the Nitro. 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 A legend. This awesome milk stout pours a deep blackish brown with a nice head  of light tan foam that settles to a thin ring, thin layer, and spotty lacing. Nose of   chocolate, roasted coffee, cream, and subtle char notes. Flavors lightly exceed the   nose with cream, coffee, and dark chocolate mingling nicely on all sides and finishing   on the rear with cream and coffee. Solid mouth feel, medium carbonation, full on the  taste, coating, and finishing with a touch of char and bitter malt. Excellent.    Cheers   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Had at a bar in Nanjing. Poured into a pint glass.  If you don't like sweet stouts then stay away from this one. One of the sweetest milk stouts I have had. It's a good thing I enjoy them. This one is very smooth and sweet. Cream, chocolate, light coffee but not bitter. Just creamy, sweet and smooth. Not heavy, very drinkable. Will get this again in winter for sure.   
look: 4 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 Pours from the bottle black with a little bit of head. Smells of roasted barley and creamed coffee. Taste is way too sweet of lactose, the coffee flavor is nice but unfortunately is largely masked by sweetness. The small amount of hops in here are earthy, leafy, slightly spicy, but hardly noticeable. Drinks surprisingly thin for the style, the thin body is made up for with an excellent smooth finish. Perhaps too plain tasting, and too sweet to warrant high rating.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3 | smell: 2.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3 | taste: 3.75 | feel: 5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 3.5 Pours a jet black in color but with very little carbonation, and no head, weird, considering the bottle is fresh, disappointing.  Smell isn't too strong but smell of coffee with creamer, light chocolate, and roasty malts  Delightfully balanced with coffee like bitterness up front, then the chocolate notes, with malty sweetness saving the day at the end, followed by some leafy hops.  Mouthfeel is definitely creamy, and medium bodied.  Overall, decent, but disappointing on the appearance and taste, not bad by any means, but no better than most of its' competition.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 5 | feel: 5 | overall: 4.5 Very smooth, very delicious...packs a punch despite it's smooth and sweet taste. Can definitely feel the milk. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3 | taste: 2 | feel: 3 | overall: 2 Well executed of its type , but a beer style I really don't enjoy.     Not enough bite and depth to counteract the sweetness, and a watery mouth feel    I'm probably being unfair, but I love many other dark styles from dunkelweisse to Imperial, but this is not somewhere I'll go again   
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 4.5 | taste: 4 | feel: 5 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3 | smell: 4 | taste: 4 | feel: 3 | overall: 4 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 3 | overall: 3 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Pours a very dark black color that sunlight can't penetrate. Small head that dissipates rather quickly. The smell is definitely dark roasted malts and black coffee. Initial taste has lightly black coffee notes as well as a surprisingly sweet finish. I was very pleasantly surprised with this brew and look forward to more offerings from left hand brewing co.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 Left Hand Brewing - I have yet to partake of one of their offerings to disappoint, and Milk Stout is no exception.    A beautiful dark stout, it does have a weak head with no staying power and much to do about nothing when it comes to lacing. However, the aroma is almost perfection - distinct hints of chocolate and roasted malts, the same can easily be distinguished when it comes to its taste. The mouthfeel is slightly astringent at first, is certainly carbonated out of the bottle, but it eases back as the brew sits. I think I've had some better ones from LH and but this one is certainly one of the better milk stouts in its class.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 12 oz bottle. Pours a beautiful amber black with a super thick tan head. Smells of coffee and vanilla, bit of French vanilla. Taste is similar, extremely creamy, and very smooth.   
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 A: Very dark brown color, almost black.   S: Very sweet and chocolate based smell.  T: Tastes somewhat of coffee. Very powerful milk sweetness, it'd be hard to not detect the mil flavors in this one. Not enjoying it as much as I thought, but decent if you want a sweet milk taste.  M: Heavy mouth feel, perhaps a medium bodied feel for this style of beer.  O: Overall, I was underwhelmed. Though, it wasn't bad. I would definitely recommend this to those who want a sweet milk stout.   
look: 4 | smell: 2 | taste: 3 | feel: 4 | overall: 4 This beer was very dark and creamy looking, the head is thick, brown and foamy. Aromas are of chocolate and coffee. The taste is sweet and malty. The carbonation is light. I enjoyed this beer.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Personally, I hate stouts. But this one I actually could drink. It's dark brown in appearance, looks creamy and opaque with a brown head. Aroma smells like coffee and cream, and even cocoa. Tastes sweet, chocolatey, malty and creamy. The aftertaste lingers on the tongue. Overall a pretty good beer that I think most stout lovers will enjoy.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 This milk stout had good chocolate flavors to it. Although it wasn't really "milky" it was pretty good in flavor. It looked more like a coca-cola when simply seeing it in a pint glass. Was not what I was expecting but was still a fairly enjoyable beer, however I have had better milk stouts by Left Hand.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Left Hand Milk Stout, 6% ABV, 25 IBU. Pours thick, opaque, no head, coffee smell. Coffee taste, coffee bitter finish, some sweetness. Not bad, would get again.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 OK. I get it. Milk lactose makes this style sweet; Left Hand makes the style's most popular; and I'm liking it.  The logic is overwhelming: I'm a sweet guy ! (Funny how beer can bring transcendence to situation in which little else makes sense.)    Looking this milk stout in the eye, it has not much to say for itself.  Smelling it says toasted chocolate malts and "I won't surprise you."  Tasting this milk stout says my nose was correct.  Feeling it says I've taken this "-ing" too far... but I like how heavily toasted malt keeps the sweet in check.  My original notes said "have this next time with dessert."   I did so with an assortment of cookies and a bowl of vanilla ice cream. (Proving again my good judgment.)    Listed in the "1001 Beers To Drink Before You Die," Left Hand's rendition deserves to be there because its BA ratings has an insurmountable lead and because it led American brewers to save this British style (essentially lost by the 1920s.)   
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.5 Really like this beer because it isn't the average beer  Mocha flavor like a coffee with a slight barley and bitter taste   overall sweet and I would order it out while eating desserts  drank this along side a dark chocolate molten brownie   
look: 3.5 | smell: 4.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 Look : Very Dark/ Dark Brown/ Chocolate , Tan Head     Smell: Caramel, Chocolate Notes     Taste: Roasted Malt, Caramel / Cocoa, Sweet yet Crisp 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 Pours a black shade of brown with a one finger, khaki colored head.    An unmistakable sweetness coming from the lactose blankets the entire aroma. Other than that, the nose is typical for a stout, coffee, mild tobacco and dark chocolate with roasted malt. Smells really good.    Flavor follows the nose, predominantly tasting of dark (bitter) chocolate, milk (sweet) chocolate and tobacco-esque dry roasted malt. A slight burnt cream taste on the end.    Mouthfeel is quite silky and airy with medium carbonation. Light to medium body - slightly watery.    Overall: The sweetness can get a little cloying at times, but this is a great beer.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 Very dark in color, Felt very smooth with a slightly dry aftertaste. Tasted slight chocolate notes, but overall a very balanced beer! 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
