look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 First IPA I've tried that didn't repel me due to the sheer amount of bitterness from the hops. This is coming from someone trying to get into beer.   The rest of this reveiw is for me alone, so take the rest of it with with a grain of salt, because I'm not as avid in describing flavors and whatnot as all the other reviewers on this site.     - Again, the bitterness is not off-putting for someone new to beer. The aftertaste given pushes a just-about medium sized bitterness, which is pleasant in contrast to the aftertaste I experienced after trying a russian imperial stout that sat at 75 IBUs. I was surprised that the Ranger, which sits at 70 IBUs, could still taste tolerably with just a 5 IBU difference. Idk, but just for me to catalog, apparently either a 5 IBU difference is a huge difference, for me to tolerate, or New Belgium is skilled enough to make this IPA suitable for my palate, OR, as a starting point, maybe I can really just tolerate 70 IBUs as my threshold.  - It has a very floral type of feel, with an accent of citrus, which I personally like.  - Goes down easy I guess, smooth.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 I am a big fan of this brewery. Fat tire is a go to now that it got a big push in ny. The ranger is a very good ipa. Perfect even in summer. The bouquet could be stronger but the taste and back end, more than make up for any issues. Big fan. Keep brewing great beers and thanks for coming to ny.   
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 355ml bottle poured into tulip.    Pours a clear golden yellow with two fingers of sudsy white head that leaves roiling sea foam lace as it recedes.    Smells of forest earth and pine needles, citrus rind, soft caramel and dank resiny hops.    Tastes of bright mixed citrus rind (lemon, grapefruit), pine sap, more mild caramel malt and further earthy, piney hops.    Feels soft and satisfying. Medium bodied with gentle carbonation. Finishes dry.    Verdict: Highly recommended. Very solid.   
look: 4 | smell: 2.5 | taste: 2 | feel: 3 | overall: 2.5 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 Nice brownish gold beer with a fairly respectable white head that leaves some lacing on the glass. Nose of oily hops, also some slightly floral notes. Taste emphasizes hops and is true to style. Broadens some and has obvious solid malt backbone beneath the hops. The flavor seems to end with less than balance or integration than it might, but this is still a pretty good IPA. Mouthfeel slightly slick and numb.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 2.25 | feel: 2.25 | overall: 2.5 Pleasant aroma, smells of ripe fruit, fresh spring air. Unfortunately it just smells weak, tastes weak and feels weak. The carbonation, or lack thereof, just finishes off my dislike of this one. I bought this to take a break from some of my home-brew IPA's I found to be a tad bit weak, and was greeted with a worse tasting, weaker brew.    After a second taste I like this even less, the flavor is not only weak, it's just not very good.    And a third taste, I asked a bar keep for an ipa and he poured it without a word. One sip, and I said this is New Belgium's ranger isn't it? He smiled. I shook my head and walked away. It loses another quarter point.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 2 | smell: 4 | taste: 2 | feel: 2 | overall: 2.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 2.75 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 3.5 | feel: 3.75 | overall: 4 Clear Golden straw color w white head. Piney tropical citrus aroma. Nice sweet caramel malt backbone. Smooth mouth feel, lower carbonation w dry piney finish.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 5 | smell: 4.5 | taste: 4 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 12 oz bottle served just above fridge temperature into a pint glass. Purchased while visiting in the US. Best before September 4, 2016. Math for pricing this is well... what the hell is the exchange rate currently. Let's put it at reasonably priced.    Appearance - Pours a brilliant, clear, light copper color. Lots of bubbles and a nice little three quarter finger white head rests on top. Good retention and some sparse lacing left around the glass.    Smell - Plenty of hops, mostly earthy with little bits of piney aromas as well as a hint of some citrus, orange, lemon and lime seem to be the big contributors.    Taste - Similar to the nose, some pine adn earthiness with little amounts of sour citrus. There is an malty, crackery undercurrent more pronounced in this IPA than with many others. Probably do to less extreme hop flavors and also a stronger malt backbone. Nice, refreshing and quite balanced.    Mouthfeel - Carbonation is moderate but more prickly than other IPA's body is soft and light, really easy to throw back a couple.    Overall - An impressive, if different IPA in that with all the current emphasis of loads of hops, turbid orange juice-like concoctions, it's nice to kick back with something that isn't as bold, but drinks really well. Range is a sessionable IPA without being a session IPA, I'm certainly glad to have picked up a whole six-pack.   
look: 2.5 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 12oz bttl into BL glass  bb 6/19/2016  L- pours a clear amber, with fluffy white head that wants to stay, leaves lacing  S- pine and citrus jumps out at you, together with some sweet malt  T- piney, followed by sweet malt and a strong citrus-sy finish  F- light-medium bodied, crisply carbonated  O- a balanced beer, a little too high Abv (6.5%) to be session-able, but still drinkable and gives over the hop very nicely, particularly in the nose   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Pours a clear golden color with a moderately large foam head that soon recedes into a semi thick lace. It thins out as the drink progresses, nevertheless, it retains well.  The smell is dominated by hops aromas; grapefruit, pine, herbal and slightly dank along with tropical fruit aromas. There is however, a hint of caramel and toasted malt.  The taste is initially drier on the palate and less juicy than the aroma suggests. At first it feels like a clean, light bodied and hops forward brew. The hops are piny, moderately bitter and leave an aftertaste that lingers and leaves a bitter herbal feel. However, as the drink progresses, some of the fruity flavors, especially grapefruit come out, as well as the sweetness from the caramel malt. The body is medium but, as mentioned before, can feel light due to its drinkability. The carbonation is soft but effective.  I really liked this one. At 6.5% ABV, it is quaffable and very refreshing. It packs a nice hops punch without being overwhelming.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Bottle poured into glass stein.  A-Translucent gold, big foamy head, nice sheets of lace.  S-Sweet fruit, lemon, yeasty, bread, a bit of floral.  T-Mildly bitter grapefruit & lemon contrasting quickly with notes of sweet malt, yeast roll.  M-Light to moderate carbonation, light body, almost watery, slight astringency.   O-Not as big a bitter as I like in an IPA but still I appreciate the complexity of the sweetness blended into it. I really like the nice bitter after taste that has some staying power.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 A true hoppy American IPA. Not as intense as one would immediately think by the look or even the smell of it, but it indeed stands on it's own in a world currently mad about IPAs. An overall fantastic ale.   
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 I used to love this IPA, and still do to a degree. Very bitter forward and somewhat harsh IPA, but a good hop bomb. 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 Appearance: bright gold and clear, with a head that borders on suds but is compact enough to last about three or four minutes, dissipating just in time for my first sip. Carbonation is lackluster but is more than enough to keep it from feeling flat.     Smell: very bright, a lot of lemongrass. I sort of get a sweet bread smell as well. This beer is kind of 50/50 on the hops/malt ratio as far as smell goes but it's not bad at all.     Taste: very crisp, it's got some really good fruity and green flavor, and it's actually rather bitter for a New Belgium product. If it didn't have these flavors to balance it, I would probably be complaining about how the malty flavors were just a little too intense for me. But they weren't, so I won't.     Feel: clean and dry at first, and light. After a little while it starts to sour on the tongue and get too bready. Kind of leaves a film on the teeth after a while, so I'm knocking off some points for this. Probably they should cut the sugar just a tad.     Overall: this is an okay offering from New Belgium. If I saw it on tap somewhere, I'd probably have myself a glass or two. However, I think they should try to take some of that bready flavor out, because it borders on overpowering once you get to know the beer a little. I'd still drink it, though.    To good health and good beer.   
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 poured from a 12oz bottle into a pint glass. best by July 10th 2016. Kudos for the clear freshness dating.    looks pretty good on the pour. clear golden yellow body with a small white head which dissipates to a solid ring with a faint covering. carbonation is moderate. leaves some pretty good lacing.    not getting much on the nose at all. some faint sweetness and a passing whiff of hops.    but hey, this tastes pretty good. solid hop bite with a pleasing wash of sweetness. might be one of the cleanest tasting beers I've ever had.     mouth is toward the thin side, and finish is very clean.     overall, really enjoyed this one. i see the ratings for Ranger are all over the place. maybe a freshness/poor storage issue, or perhaps it's just one of those love/hate beers. i give it a solid thumbs up. cheers!   
look: 3.5 | smell: 2.5 | taste: 2 | feel: 3 | overall: 3 This one is not my cup of IPA. I am not sure if it is the grain bill or the yeast that gives it a sweaty, underarm nose but I smell a lot of things before I smell hops and that ain't IPA material to me. There seems to be a general dismissal of Chico (California Ale) yeast these days as being boring or simple and a crutch to the brewers that use it. And as a brewer myself, I agree that there are yeasts that can provide more complex flavors in a a beer but if you are going to brew an American IPA, I think you have to be careful with those slightly out-of-the-box flavors. Maybe that's just me but anything that keeps the hops from shining through in an IPA...use it in a different beer style. Deschutes doesn't make any bad beers but their Red Chair misses the mark for me for just those reasons. Simply put, Ranger is one of the worst IPA I have had. Maybe I just don't get what must be an attempt at a Belgian Fusion IPA. Luckily for New Belgium, I have tried some Shiner stabs at IPAs and that bumped them up a bit on my list!   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Gold (4) with thick whit head; deep, long lasting cap; excellent clarity and heavy lacing. Lemon grass nose. Lemon zest and light caramel malt flavors. Medium lite mouthfeel and moderate plus carbonation. Lite bitter lite bitter linger.   
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Now I know why they call it Ranger. Pine City USA. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.5 | smell: 2.75 | taste: 1.25 | feel: 2.5 | overall: 1.25 to bitter, grapefruit and grass 
look: 3.25 | smell: 3.25 | taste: 2.25 | feel: 2 | overall: 2.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 From a bottle, pours an incredibly clear deep gold. A finger of dense white head leaves lots of lacing. Smell is primarily piney and some backing malt. Taste is the same, with a pleasant lingering bitterness. Nice IPA, definitely enjoyable.   
look: 3 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 2.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 2 | feel: 2.25 | overall: 2.75 Not good. Way too bitter for my taste. Not flavorful at all. Will not buy again. 
look: 4.25 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 3.5 2016, Pours a slightly cloudy, peach orange golden color with a thick white frothy head. There seems to be good carbonation and quite a bit of lacing. The odor for me is citrus, mandarin, grapefruit, orange, pineapple, slight tropical fruits, mango, guava, resin, pine, bread like, onion. The taste for me is citrus grapefruit, pine, resin, dank, onion, herbal, grassy. Very bitter throughout, dry herbal aftertaste.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 Beer pours a clear amber. Smell of floral hops and citrus notes. Taste follows through with a punch of citrus up front that transitions to a nice well balanced bitterness. The beer is a bit on the thin side, however the body does help move the flavors along extremely well. A well executed, easily accessible IPA.   
look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3 | taste: 3.75 | feel: 4 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Let me put this gently...All these rating categories do nothing for me. I filled a number because it is required, and there is not a zero I could have given this beer. I cannot smell any difference from one beer to another. My only rating criteria is "I like it or I do not like it." I find some beers are worth more than one, others are not. Ranger IPA is one of the "nots." I had one and found it to be whimpy at best, lacked bite, lacked flavor with little or no character. Now perhaps some folks are far more advance in beer tastes than I, but I know what beers are good to me. Ranger is not a good IPA.   
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 This is one bold brew proudly wearing hop colors on it's sleeve. Clean, clear, light gold shimmering color that just screams refreshment. Hops up front, hops in the middle, hops in the finish, there's some malt in the middle but just enough to speak before politely receding into the background.    If one is in the mood for hop forward refreshment this might just fill the bill.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Clear light amber.  Nice aroma, floral, with subtle citrus.  Tastes nicely balanced with some grapefruit rind, but dry bitterness lingers. Not a "juicy" IPA.  Low carbonation with medium to thin feel.  Respectable IPA, to satisfy a hop crave.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Now one of my favorite IPAs ever. Ranger is a must try 24!     A - A deep golden-copper builds a creamy, frothy meringue-white, creamy looking head that bulges, caps, mounts, and retains and laces well. Brilliantly clear, the filtered beer emits cascades of abundant tiny bubbles. Perhaps my first "5" rating since Duvel.     S - Firm, juicy notes of grapefruit, orange rind, and soft pine provide a hoppy entree, which is back lit by malts and graham cracker aroma. Esters entertain as well, subtle but complex.     T - Flavors follow aromas. The crisp citrus bitterness dominate the beer against a crisp and light toasty malt profile. Without being dank or over-done the hop variety, flavor, and intensity are outstanding.     F - Medium bodied that finishes in a creamy, smooth transition into a dry, citrusy, and bitter finish. Juicy.     While down the center of IPA profiles, this one is outstanding in its appearance, taste complexity, juiciness at only 6.5% ABV (which is about as strong as I really care to drink on a regular basis). This beer is up with Bronx Pale Ale and Dales Pale Ale for all-time everyday favorites.   
look: 3.5 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 4 | taste: 3 | feel: 3 | overall: 3.25 Smell: Tropical fruits w/hints of pine, floral notes. Taste: slightly sharp, light body, oily orange peel zest. Finish: Grapefruit juice but turns very bitter & dry, pine resin becomes dominant.     May not be a very fresh bottle (enjoy by: 79001 29 May16 1601210611 1005 - I'm assuming that means May/16)   
look: 3.75 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 2.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 2.75 | taste: 3.5 | feel: 2.75 | overall: 3 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Appearance: Slightly darker IPA. Clear. Decent head.  Aroma: Dank hops. Herbal.  Taste: Fruit. I'm getting slight mango/tropical fruit with piney notes. Great balance between all of the different flavors. Malt comes later. At 70 IBU's, it doesn't really stick to your tongue like some other IPA's of the same IBU.   Mouth: Smooth. Not over carbonated. Flavors resonate as they move through the mouth.  Overall: Great IPA. Showcases ideal balance between too much and not enough bitterness. Maltiness shows just enough as an afterthought, but not enough to cloud the hop flavors. A solid IPA that I wouldn't hesitate to buy again.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 My general feelings are not too different than my review of Rampant, New Belgium's imperial IPA... they should stick to their knitting if they only want to produce great beers. New Belgium has done a great job of introducing Americans to the malty, modestly spiced Belgium styles. As the 4th largest craft brewer, I suppose they think they have to compete in the IPA market... but they seem to make average entries.  Again, best to stick to your knitting.  The bitter aftertaste of this ale makes me hesitate to try your new Belgian offerings.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Pours amber gold with a medium head and minimal lacing. Nose is citrus and pine, fairly classic c-hop notes, but is not particularly fresh or punchy. Flavor is a bit bolder with more resiny qualities and firm bitterness on malt backbone. Overall, a good IPA, but not a stand out.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Enjoyed from a pint glass, poured from a 12 oz bottle. 40-45F    L:- A nice amber in color with a translucent substance. Decent 1+ finger head which fades over time. Leaves a nice lacing within the glass.  S:- Citrus and hops are very prominent.   T:- Citrus (grapefruit with a hint of orange zest) and hops with a subtle, yet apparent, touch of pine. Much like the aroma, but enjoyed on the tongue.  F:- Bold hops and citrus, yet with a crisp and dry enjoyability. Really easy to down, if that is your goal.  Has a lingering bitterness which is dry and tasty.    :- Pretty damn tasty for a decent price ($8; I live in Indy and get excellent deals at 21st Amendment). A unique attempt at IPA from New Belgium Brewing. Not your normal IPA due to the lack of overly sharp hops and bitterness, which I like (Not a big fan of overly hoppy beers) Would recommend for anyone new to IPA’s; looking to experience a “real beer” with pronounced hops (But not so much for the inexperienced palate). Would drink again.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Pours a translucent copper with a huge fluffy head, tons of persistent foam and lacing on this one. Smell is grassy, floral, and with hints of scallions and orange peel. Taste is also slightly oniony and with an orange peel oiliness, but also has prominent piney hops, some honey, and grapefruit. Feel is about medium with average carbonation, dry on the finish, and with a lingering bitterness. Overall a solid and easily available IPA option.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Tastes boring. Hopps and malt. 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.75 | overall: 4 Beautiful hazy yellow golden, with a nice head. Nice hop aroma, super clean and fresh hop taste and feel. Very smooth, yet bold and flavorful.    A Very nice IPA   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 3.5 | feel: 3 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 Ranger is the type specimen, the pinnacle, the state of the art of the traditional standard session IPA. It is smooth, refreshing, well-balanced, mellow, fairly neutral, pretty-well carbonated, and low enough ABV to down it like water. I find that the perfect pairing is a few ice-cold Rangers with half a dozen buttery scrambled eggs on a weekend morning. Ranger is a staple, always in the fridge, and great with breakfast. lunch, or dinner.   
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.5 
