look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Can’t believe the low ratings here. It is a unique floraly taste but very delightful. Not real hoppy so that may be the reason but a solid tasteful PA.   
look: 3.5 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3.25 This Beer confused me, mainly because it was listed under the hoppy/floral category at the Yardhouse Vegas. So I was expecting a IPA-APA. This turned out to be a fruit beer. Lots of peach and mango on the nose and taste. Reminded me a lot of Samuel Smiths Organic Apricot. Had a sort of peach nectar feel and taste to it. Had I looked it up on beer advocate first I would have known what I was getting. It was okay just a bit to sweet for me.   
look: 3.75 | smell: 3.25 | taste: 2.5 | feel: 3.5 | overall: 3.5 L: Amber with little head  S: A lot of apricot, as expected  T: Sweet and a bit medicinal. Not a huge fan.  F: Nice and crisp  O: I feel like this is a very nice pale ale that someone accidentally spilled a bunch of apricot syrup in. I'm not opposed to fruit-augmented beer in principle, but this one is a bit of a mess. There just isn't enough beer to keep up with the apricot, so it ends up tasting like a bad malt soda. A brew of historical interest for New Englanders, it's not really worth much on its own merit.   
look: 3.75 | smell: 3 | taste: 2 | feel: 3 | overall: 2.5 Pours an amber / dark golden color with minimal head. Smells of fruit and malt. Taste is fruity up front with hints of apricot and tangerine, then it gets a bit medicinal and that taste just won't let go for me. Very mild hops throughout. I'm not a hop-head, but the medicinal or artificial taste kills this one for me. Probably will not buy again.   
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 12 oz bottle. Pours amber with a one finger white head. Aroma of citrus, slightly floral, and a bit of Belgian funk. Taste is sweet, citrus, honey. Light to medium body.   
look: 4 | smell: 3 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3 | taste: 3 | feel: 3 | overall: 3.25 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Smells of malt mostly with some faint fruity sweet smell somewhere in there. I'm tasting some fruit along with a solid malt backbone with just the hint of hop bitterness. It's a bit watery on the finish and it's there that I taste some wheat? Coming through. I think this is more complex than some people think and yet easy drinking. Pretty good I think.   
look: 1.25 | smell: 3.25 | taste: 2 | feel: 1.75 | overall: 2 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 3.25 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 4 | feel: 3.75 | overall: 3.75 L -- Pale amber with minimal head and lacing. Clear  S -- lilacs, apple, daffodils, hint of vomit   T -- Mild hops, brown sugar, floral notes   F -- Medium bodied, crisp   O -- A unique, intensely fruity brew   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4.25 Poured to a DFH IPA glass, not a lot of head resulting, but plenty of carbonation. Dark gold. Taste is kind of moderately light and worth a try. Not the greatest, but better than the okay rating shown overall.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3 | smell: 3 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 A smooth, Blueberry taste that hits in just the right place, an easily drinkable ale.    Taste Rating in Words: You lay down after a long day of work on those beautifully smelling, fresh sheets, as you slide to sleep you cant help but think how relaxing and comfortable your life just became.   
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.75 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 4 | overall: 3.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Had this over 20 years ago and thought it was great because I knew nothing. Tried again recently for nostalgia purposes - meh. Underwhelming.  It's a gateway craft beer that can't hold it's own against the latest and greatest. If you want to try a fruity ale I'd go with Grapefruit Sculpin or Festina Peche.   
look: 3.5 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 2.75 Poured into a pint glass at 41 degrees. Appearance is a medium amber color with orange and reddish hues. The clarity of the is clear with some carbonation bubbles. The head is white frothy, and one finger thick.     N: A fruity nose with stone fruit, toasted malt, lemon, floral, and perfume and yeast.     T: fruity with stone fruit, toasted malt, lemons, floral, perfume, yeast, and a pharmaceutical note.     M: A creamy note, carbonated, and finish a little short.     O: This is an average fruit beer, I would have like to tasted more fruitiness.   
look: 4 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.5 | smell: 3.75 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3.75 | feel: 3.25 | overall: 3.5 The wheat/barley classic Magic Hat. Its the refreshing light summer beer thats perfect for downing as few at your local bar without breaking the bank.   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 4 | overall: 4 This is my favorite Magic Hat Brew. Not particularly overwhelming aroma, balanced Hops and malt easily drinkable. Was once regarded by me as a Craft Brew but now more of Go To brew when out for the evening because it is readily available at my local watering hole even down here in Florida   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Liquid. Cold. Beer. So that's 3 things going for it. Better than some beers. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 2.5 A friend brought me a six pack of #9 from Magic Hat "not quite pale ale" in June, 2016. I had tasted this brew previously, and wasn't a fan. Great packaging though! But to make sure the purchase wasn't a total loss, I'm reviewing #9. I note that North American Breweries lists Rochester (Genesee) as a second production location now. They can produce decent beer at Genesee. As evidence, some good Blue Point beers were contract brewed there until the ABInbev takeover.     Aroma is not bad, a slight fruity nose. Taste has some poorly defined fruity character on top of a pretty good basic beer base. I think I need a "Heart of Darkness" chaser.   
look: 3 | smell: 4 | taste: 4 | feel: 3 | overall: 3.75 This was the beer that got me into craft beers. by my pallet now, this beer kind of sucks. But back in the day, this beer was the mack daddy. It tasted soooo good. It was refreshing, crisp and tasted like new england colleges should taste. Once in a while if there's nothing else good on tap, I'll order a #9. It brings me back.   
look: 3 | smell: 2.5 | taste: 1 | feel: 2.25 | overall: 2 
look: 2.75 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3.25 Drank from a bottle. No flavors really stand out, but I tasted a mixture of wheat, barley, and some citrus/fruity notes. Everything seems fairly balanced, but overall don't present much in flavor. Easy to drink and is a good summer beer - as it is decently refreshing.   
look: 2.5 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.25 | taste: 3.25 | feel: 3.75 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Kolsch-like! A little grain, some citrus.. light beer, drinkable as anything but not THAT good. Almost no bitter; a little astringent or sour. Some barley, a little malt lingers... Kind of reminds me of a Lawnmower by St. Arnold's with a little more citrus/malt flare and less grassy/pine.   
look: 3 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 3 had to rate it just to bring my beer count up. slightly decent beer, clear brown. good carb, fluffy head. smell is malt. taste is peaches and apricot, caramel malt back end. not bitter at all. decent beer, nice fall back when there's nothing exceptional on the shelf. nice that it comes in cans too.   
look: 2 | smell: 2.75 | taste: 3 | feel: 2.5 | overall: 3.25 
look: 3.5 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 Well, I had never thought I'd drink a beer that tasted and smelled exactly like Honey Bunches of Oats with Peaches, but by golly I have now. I wasn't overly impressed, but it's certainly drinkable.   
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 2.75 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 Actually I kind of like the apricot 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Pours a dark gold/orangish color into a pint glass with very little head. Slight carbonation and no lacing. The smell is vaguely pale like. Initial taste is lightly hoppy but turns to a sweet and dry finish. Overall, not to impressed with it as far as a stand out but the flavor is solid and very drinkable, will probably enjoy more this summer   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 3 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3.5 From a bottle at ChiCha Hookah Lounge in D.C. BA has this properly categorized as a fruit beer. If the label leads you to believe that it is a pale ale and you infer that it is an APA, you'll probably be disappointed. Faint aroma of apricot and not much else. Tastes like a summer wheat that has been doctored with apricot juice. Not bad, just different.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 3.5 Bottle poured into glass stein.  A-Translucent light amber. Big frothy head that lasted, lots of lace retention.  S-Faint fruitiness, wheat, barley.  T-Initial hop bitter that endures throughout, mildly sweet grapefruit, wheat, barley.  M-Big carbonation, crisp & clean, light body, bit watery, a little astringent.  O-Very easy drinking summer beer.   
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 A: Clear orange in color, with decent white head.  S: Smells fairly sweet, slighty wheaty, and barely fruity.  T: Very blandly sweet, but in a good way. Slight taste of strawberries. Fairly generic sweetness, with a hint of maybe pear and apricot.   M: Light bodied and heavily carbonated.  O: The sweet fruity flavor is pleasant, and I could see this as a good summer session fruit beer. However, I wish there was more character to the flavor, then just a generic form of sweet.   
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 3 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 2.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 3.25 | taste: 3 | feel: 4.25 | overall: 4 Poured into a Pint Defiance tulip. The body is a clear orange with a rapidly fading head. The aroma consists of peach tea, mild caramel, mild spicy hops, and biscuity malt. The flavors are the same. The mouthfeel is bubbly with high carbonation and is low/medium bodied.   
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.25 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.75 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.75 | smell: 3 | taste: 3.25 | feel: 2.75 | overall: 3 
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 3 | overall: 4 Look - Golden amber clear with good head, No haze.  Smell - Fruity, a little apricot and a slight raspberry among a small wheat beer odor.  Taste - I happen to love fruit beer. I drink so many heavy styles, Fruit beer and IPA are my light mellow, and hot weather choices and this beer is probably my favorite of these outside of the one time or limited releases without my local feel. Apricot forward and malty back. Yummy.  Feel. Least important to me as long as it's not offensive, I can't honestly rate this but I feel lame drinking this thus my rating. Other than that note Feel like a filtered beer on the unfiltered side of scale and I am not a filtered beer guy or pasteurized beer one.   
look: 2.5 | smell: 1.5 | taste: 1.25 | feel: 1.75 | overall: 1.25 Tantalizing label. Reminds me of fat tire ale: oxidized flat tounge feel and taste. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3 Tastes okay but not great. 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 On tap. Poured into a Sam Adams glass. Semi-transparent orange hued amber with a one finger head that lingers and doesn't leave lacing. Nose of dark fruit and citrus hops. Taste follows the nose with a weird semi-sweet fruit and slightly bitter finish. Medium body and medium carbonation with a weird aftertaste.  A fruit influenced pale ale is the best way to describe it. It feels half done to me but it's definitely a good gateway craft beer. Not a bad fallback option on disappointing beer menus since it's more interesting than a Boulevard Wheat.   
look: 3 | smell: 3 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 I get this beer everytime it's available at one of the local restaurants near my bussiness... Love the flavor, really refreshing and a great aftertaste   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 2.5 | feel: 2.75 | overall: 3.25 Looks good with a golden orange with nice carbonation. Smells of pear with a taste of hops and hint of pear, but the flavors are very light to watery.   
look: 3 | smell: 3 | taste: 3 | feel: 4 | overall: 3 Just not that tasty. 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 L (4.25) - Nice dark gold, clear colored beer. Fairly good amount of fluffy, slightly off white head.  S (3.5) - Not much aroma here. I can tell it's beer, but barely.  T (3.75) - A bit of general maltiness, more like a bread/cracker. But not a lot here. There probably shouldn't be a whole lot of flavor, but I need a little more.  F (3.5) - Fairly light bodied, under-carbed, beer.   O (3.75) - I had this beer years ago, and finally had it again after being on BA. We don't get it in our area, so I got some. It's okay, and I can see how non BA's might like it. But it's just okay. I also disagree with their classification of it, but I guess I don't really know how they brew it.   
look: 2.25 | smell: 1.75 | taste: 2 | feel: 2 | overall: 1.75 
look: 3.75 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 3 
look: 3 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 I've had two separate people tell me that the first time they tried this beer they thought their friends were messing with them and that there was pee in it.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3.25 Poured 12 oz bottle into snifter glass. 5.1% abv    Appearance- Pours a copper orange with large white head slow to dissipate. Very clear and effervescent.    Smell- Lightly toasted grain, hints of peach, light floral scent.    Taste- Grainy dry malt with a light fruit sweetness of peach or pear flavor. Crackery bread-like flavor mixes in. Has almost like a cider like finish.    MOuthfeel- Medium to thin in body with active carbonation.    Overall- Drinkable and alright but a bit lacking on the flavor. Could use a bit more flavoring. I'd barely consider this a fruit beer.   
look: 2.75 | smell: 2 | taste: 2.25 | feel: 2 | overall: 2.25 
look: 3.75 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.75 
look: 4 | smell: 3 | taste: 2 | feel: 2 | overall: 2.25 Pours brilliantly clear and forms a short, white, creamy head. The nose suggests caramelized bread crusts and stone fruit such as not-quite-ripe peaches. Medium body with a light-malt palate. Rather short. I find this "Not Quite Pale Ale" rather uninteresting. I will not repurchase.   
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.5 Billed as an unusual, mysterious beer in 1995, it might have been worthy of a time capsule as representative of how the second generation of craft brewers were pushing the envelope by adding fruit to enhance refreshment.    To its credit, #9 does pose a mystery: it is apricot fruity throughout, yet gets dry at the end... albeit not a pleasant one.   Rather than never have #9 again, I tried again with a pineapple salsa. It gives the ale more purpose, but not redemption.    #9 was on the "1001" list printed in 2010. Brewing has progressed greatly in six years. If #9 deserved to be on the list then, it is improbable to be on the list today.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3 
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Pours a clear Amber with 1/2 finger head. Has no aroma at all. Tastes malty with a very clean finish. Okay carbonation with decent lacing. I don't see why I would get this again. Pretty bland.   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3 | smell: 2.75 | taste: 3.5 | feel: 2.5 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Look: Golden with average head that quickly dissipates  Smell: Apricot scent  Taste: Mild Hop Flavor..not bitter at all  Feel: Light and smooth     Average beer, no surprises. Balanced, doesn't crash the palate.. Likely enjoyed most by consumers who enjoy a mildly Apricot scented ale. Definitely suitable for the IPA fan and not for the higher calorie beer enthusiast on the lookout for a bold flavor.  If you are a Quad fan..or even a Hefeweizen fan, then this beer may just be a palate cleanser. If you like pale ales, then go for it as I see no reason for this beer to disappoint the category it represents.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 1.25 | feel: 1.25 | overall: 2 Poured a golden yellow with a wisp of a head that lasted 25 seconds (I counted) followed by a few sad dabs of lacing. Carbonation lasted a minute more resulting in an almost nasty flat mess of a beer with a bitter aftertaste. Kind of like an old Corona with a bit more color and, yes, a slightly peachy aroma. Magic Hat says "A beer cloaked in secrecy. An ale whose mysterious and unusual palate will swirl across your tongue and ask more questions than it answers." Like why did I buy this $10 bucks a sixer disappointment?  Yes there's worse out there, but not too many at this price. Luckily I had a Keystone Ice to cleanse my palate. What does that tell you?   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 Pours a clear yellow with a white head. Good amount of lacing. Peach and citrus in the aroma. The taste is a mix of sweet malts and peach, with a little bit of a bitter sting at the end. Mouth feel is good. Not exceptional, but good. Overall, this is a pretty decent beer. It's certainly easily available to try.     Served in a 12oz snifter.   
look: 3 | smell: 3 | taste: 2.75 | feel: 3.25 | overall: 2.75 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 L: Copper gold color with a very creamy head and nice lacing on glass.    S: A lot of peach and apricot, some citrus    T: Malty, peach with a slight ending bitterness.    F: Light body, pretty Crisp and clean.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 Appearance - copper in color. Smell - smells sorta fruity. Taste - fruity, malty, it isn't bad. Just ok. Overall - this is an alright beer. About it. 
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3.5 | overall: 3 
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 4 | taste: 1 | feel: 1 | overall: 2 
look: 3.75 | smell: 2.75 | taste: 2.5 | feel: 3.75 | overall: 2.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 This one poured out a very golden color with a large eggshell head. Lots of streaming carbonation    Smell was of sweet malts with a pinch of fruity notes with a prevalent smell of peaches as the beer warmed.    Taste followed the nose with a touch of fruity malts. The sweetness was very balanced with the malts and just a touch of hops that provided that great hops and malt balance.    Mouth feel was a bit towards the medium side with each drink feeling like a bite of fruit followed by a nice clean finish.   
look: 3 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 4 Poured from bottle into pint glass. Pours an clear gold with only the slightest bit of haze. could just be how i poured it but it didn't form much of a head. Smells musty and malty with very faint fruit tones lingering. Tastes pretty good, like the smell only with a lot more going on that is a little hard to capture; every sip is somewhat of an adventure. Not a hop bomb but still has flavor enough to keep you interested. I could easily sit through a few of these before wanting to move on to something else. Mouthfeel is very easy, carbonated enough to tingle the tongue but light bodied enough for one to want to let it sit on the tongue for a minute so as to capture the full range of flavors. Good, sessionable, interesting.   
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 Very refreshing, but this beer isn't for everyone.     Look - More orange in appearance. Medium soda-like carbonated head.    Smell - very distinct. Once you've had this beer you won't ever confuse another beer with it. Various fruits really stand out when smelling it as well as stronger hoppy notes.    Taste - You're either going to really like it or not like it at all. Once again, hints of various fruits all throughout each drink without being overly fruity. The bitter hops are present but nowhere near as bitter or have as much bite as your basic IPA.     Feel - not much different than any other IPA in this category. Carbonation seems to stick with it until the end but it's not annoying. Lighter, definitely refreshing.    I personally wouldn't want to drink too many of these in one sitting. The taste may wear out its welcome to some people and spoil any future #9 purchases, while others will fall in love with it immediately and never look back. Definitely worth a shot, though, if you're wanting to try something a little out of the ordinary. I wasn't sold at first, but on second try a couple years later I became hooked.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.25 Very refreshing with a unique, not overly strong fruity taste. You can find this anywhere -- it's one of the most common "craft" beers I've ever come across. Underrated in my opinion.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
